ÈÕÆÚ,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH
2014/1/2,15.82,6.03,3.33,97.3759,11.5977,22.8408,5.4332,6.5645,7.0599,7.2318,6.8868,,4.4082,11.9547,4.9838,11.6648,5.6322,6.1026,14.4668,10.9782,,,,,,8.121,9.7996,17.6879,3.0103,24.11,17.1588,5.488,7.0533,
2014/1/3,15.7,6.04,3.29,97.9264,11.629,22.9849,5.4332,6.5645,6.7789,7.4414,6.9522,,4.4626,12.4229,4.9685,11.9946,5.681,6.2429,14.6202,10.9782,,,,,,8.0422,10.4452,17.3082,2.9723,24.4,16.5008,5.37,6.9453,
2014/1/6,15.06,5.9,3.21,96.5544,11.2067,22.6755,4.891,6.5645,6.5318,6.9886,7.0744,,4.3487,12.9203,4.7615,12.2547,5.5056,6.1246,14.7853,10.4862,,,,,,7.9633,10.1248,16.41,2.8432,23.33,15.9213,5.0749,6.9318,
2014/1/7,15.14,6.2,3.22,99.2137,11.8088,23.0993,4.6859,6.5645,6.5947,7.0361,7.1267,,4.5299,12.9227,4.833,12.2315,5.793,6.0873,14.518,10.6882,,,,,,8.0422,10.2073,16.6044,2.8698,23.3,15.9311,5.0946,6.9813,
2014/1/8,15.13,6.16,3.19,99.2137,11.891,23.3112,4.5848,6.5645,6.6384,7.1563,7.0351,,4.8612,12.9227,4.8548,12.8401,5.871,6.2933,14.4668,11.1501,,,,,,8.5349,10.12,17.3731,2.8357,23.29,15.7641,5.0552,7.2243,
2014/1/9,14.64,6.06,3.14,99.2137,11.5351,24.1165,4.6691,6.5645,6.5075,7.0696,6.9697,,4.7059,12.8959,4.8867,12.7982,5.7833,6.0851,13.83,10.6731,,,,,,8.4561,9.853,17.0304,2.847,23,15.332,4.9962,7.1433,
2014/1/10,14.28,5.85,3.07,99.2137,11.2497,23.3112,4.3348,6.8183,6.4203,6.6419,6.9697,,4.6904,12.4351,4.7666,12.487,5.5543,5.9799,13.1342,10.3874,,,,,,8.2393,9.5035,17.123,2.847,22.62,15.2436,4.9175,7.0668,
2014/1/13,14.5,5.88,3.07,99.2137,11.3553,23.6927,4.2561,6.6101,6.4397,6.3624,6.9697,,4.6334,12.4351,4.6771,12.552,5.7248,5.8068,13.201,10.3294,,,,,,8.2688,9.2609,15.845,2.8432,22.54,14.6444,4.8782,6.7832,
2014/1/14,14.72,5.93,3.11,99.2137,11.2301,23.5656,4.3853,6.7452,6.6674,6.6056,6.9697,,4.7421,12.4351,4.8791,13.063,5.8612,5.9624,13.3189,10.7762,,,,,,8.3871,9.3482,16.5674,2.8584,22.88,14.615,4.947,6.9408,
2014/1/15,15.45,5.96,3.14,109.1393,11.2927,24.1589,4.3882,6.6942,6.6917,6.5972,6.9697,,4.7758,12.4351,4.9698,13.1792,5.8369,6.3503,13.2128,10.8278,,,,,,8.5941,9.6103,17.336,2.8964,23.25,14.7132,4.9766,7.1343,
2014/1/16,15.48,5.95,3.13,109.0376,11.0072,23.8283,4.4387,6.5508,6.6626,6.723,6.9697,,4.7887,12.4351,4.8944,12.6821,5.681,6.2955,12.513,10.7204,,,,,,8.8799,9.5375,17.1045,2.9457,23.32,14.5855,4.9962,7.1028,
2014/1/17,15.21,5.84,3.08,107.6487,10.8704,23.2053,4.332,6.5645,6.6723,6.4518,6.455,,4.7628,12.4351,4.9596,12.7425,6.061,6.2451,12.4344,10.9954,,,,,,8.9095,9.3628,16.3636,2.9154,23.3,13.9373,4.888,7.0578,
2014/1/20,15.05,5.73,3.18,101.8136,11.3592,23.3282,4.7646,6.3398,6.5899,6.3875,6.455,,4.6101,12.4351,4.9826,12.0689,6.1146,6.2999,12.0413,10.6559,,,,,,8.8503,9.7559,16.2988,2.904,23.01,14.1239,4.9077,6.8192,
2014/1/21,15.05,6.02,3.19,103.8377,11.4061,22.8365,4.9725,6.1922,6.6674,6.4295,6.5597,,4.6955,12.4351,5.0937,12.1943,6.1633,6.2232,12.2654,10.8299,5.3918,,,,,8.7321,9.7414,16.2988,2.9192,23.18,14.5855,4.9667,6.8327,
2014/1/22,15.58,6.11,3.22,104.6423,11.5273,23.3028,4.9837,6.217,6.7546,6.6112,6.6077,,4.6826,12.9959,5.1257,12.4731,6.1731,6.3086,12.7096,10.9073,5.9319,,,,,9.1066,9.853,16.5489,2.9533,24.45,15.332,5.0651,6.7472,
2014/1/23,15.72,6.15,3.21,107.5386,11.5078,23.1417,5.0989,6.3011,6.8031,6.6363,6.6164,,4.4134,13.4226,5.495,12.7193,6.1438,6.1355,13.0673,11.0598,6.5257,,,,,9.0179,9.9938,16.3729,2.9609,25.67,15.2927,5.0651,6.7337,
2014/1/24,16.14,6.15,3.23,107.5556,11.6681,23.8199,5.127,6.3329,6.8709,6.7146,6.6949,,4.4082,13.325,5.8375,12.7193,6.212,6.4642,13.5627,11.5539,7.1786,,,,,9.1657,10.3918,16.6785,2.9989,26.07,15.5186,5.1142,6.5582,
2014/1/27,15.8,6.14,3.19,104.6253,11.4999,23.0146,4.95,6.3577,6.7498,6.5804,6.7472,,4.3746,13.2153,5.8515,12.1293,6.1389,6.3985,13.1695,11.2575,7.1786,,,,,9.215,10.2898,16.41,2.9419,25.86,15.6266,5.0847,6.5087,
2014/1/28,15.93,6.1,3.25,104.3374,11.887,22.6628,5.4445,6.3315,6.6965,6.5664,6.865,,4.4005,13.1568,6.0074,11.9388,6.0659,6.107,12.8079,11.0684,7.1786,6.4842,,,,9.1066,10.5859,16.8915,2.9457,25.86,15.607,5.1634,5.856,
2014/1/29,15.88,6.18,3.21,105.1165,11.8597,22.4127,5.3377,6.5246,6.5318,6.6811,6.8476,,4.3797,13.1885,5.9678,12.0039,6.2072,6.1289,13.1302,11.2038,7.7502,7.1333,,,,9.1263,10.6005,17.0952,2.9344,26.22,15.3713,5.1438,5.7525,
2014/1/30,15.85,6.29,3.19,102.8977,11.7502,22.2389,5.4079,6.7742,6.3961,6.586,6.7909,,4.3176,13.069,5.7749,12.0364,6.0318,6.2889,12.8944,10.9567,7.6595,6.6505,,,,9.2938,10.2801,16.6229,2.9116,26.62,15.1257,5.1241,5.7255,
2014/2/7,16.2,6.45,3.19,102.2201,11.6329,22.5187,5.3461,6.8914,6.5802,6.7537,6.9828,,4.4238,13.2153,5.7506,12.2594,6.1097,6.221,12.9966,11.0104,7.8001,6.7652,,,,9.1657,10.1491,16.4655,3.0103,26.62,14.9587,5.1831,5.5094,
2014/2/10,16.91,6.6,3.26,104.5068,12.0161,23.0993,5.3293,6.8983,7.0454,6.9271,7.2793,,4.5299,13.3738,5.8682,12.7193,6.2754,6.0917,13.0752,11.2897,8.2311,7.1947,,,,9.2938,10.4452,17.4471,3.0862,26.62,15.7445,5.3306,5.7525,
2014/2/11,16.82,6.49,3.26,104.0325,11.7619,22.8874,5.0399,6.8128,7.1423,6.8963,7.2924,,4.4496,13.2885,6.2758,12.8168,6.3582,5.9734,13.1656,11.0985,8.0461,7.4272,,,,9.3135,10.3287,17.4935,3.0938,26.62,15.882,5.3109,5.919,
2014/2/12,17.13,6.52,3.36,100.5094,11.672,22.4636,5.1382,7.4306,7.1568,7.2122,7.2924,,4.5299,13.0446,6.3397,12.9562,6.3972,6.0807,13.0595,11.2897,8.2681,8.0665,,,,9.1066,10.1879,17.6324,3.1431,26.62,15.9606,5.4093,5.9325,
2014/2/13,16.53,6.77,3.31,94.0053,11.1597,21.5735,4.877,7.4499,7.3264,7.1423,7.0438,,4.3487,12.8496,6.2643,12.6914,6.1536,5.9339,12.4659,10.7848,7.7132,7.7097,,,,8.9784,9.8918,17.7528,3.109,26.62,15.4597,5.2814,5.856,
2014/2/14,16.83,6.78,3.37,98.2397,11.3396,21.8744,4.9725,7.6375,7.3749,7.4023,7.5454,,4.4186,12.874,6.3308,13.1002,6.3338,6.0018,12.7293,10.9266,8.4845,8.383,,,,9.0376,10.217,18.5955,3.1431,26.62,15.6561,5.4093,6.1171,
2014/2/17,16.98,6.89,3.39,97.8163,11.3787,22.1203,5.0877,7.5851,7.3943,7.3939,7.541,,4.4962,13.2495,6.4688,13.5647,6.4362,5.9756,13.0477,11.5582,8.934,9.221,,,,9.1164,10.2947,18.5955,3.2039,26.62,15.5873,5.5175,6.1666,
2014/2/18,16.64,6.81,3.36,98.9681,11.2614,21.6583,5.0343,7.3644,7.5638,7.0668,7.7722,,4.6205,13.1714,6.3512,13.4254,6.3192,5.9821,13.5784,11.7537,9.4223,9.1144,,,,8.9193,10.1491,20.2068,3.2229,26.62,15.4695,5.4683,6.1216,
2014/2/19,16.43,6.95,3.42,98.2397,11.5117,21.9507,5.1972,7.021,7.4524,7.1171,7.5977,,4.6153,12.9422,6.3103,13.142,6.2949,6.1903,13.0516,11.6205,8.786,8.7511,,,,9.4811,10.615,20.1698,3.2418,26.62,15.7543,5.4978,6.0901,
2014/2/20,16.21,7.08,3.4,97.3928,11.3396,21.9592,4.9837,6.8804,7.2344,6.9438,7.4494,,4.4729,12.9374,6.2362,12.7286,5.8905,6.1925,12.7293,11.4895,8.5067,8.7592,,,,9.3727,10.3869,20.3272,3.1583,26.62,15.6266,5.5175,5.937,
2014/2/21,16.1,6.73,3.4,96.8847,11.3553,22.0736,4.8292,6.9507,7.3749,6.8292,7.336,,4.5169,12.6789,6.364,12.9608,5.9002,5.912,12.8039,11.9557,8.6417,8.7204,,,,9.7078,10.6442,19.929,3.1393,26.62,15.3222,5.4683,5.8425,
2014/2/24,16.56,6.67,3.41,97.7824,11.3396,21.582,4.9191,6.8955,7.5105,6.8963,7.698,,4.7292,12.7204,6.6451,13.077,6.0854,5.7586,13.0202,11.9858,8.7064,8.8803,,,,10.6835,10.7558,21.9201,3.2191,28.48,14.7918,5.4093,5.91,
2014/2/25,15.73,6.58,3.46,94.759,11.1128,20.9844,4.7421,6.6335,7.0308,6.3484,7.1092,,4.6257,11.9474,6.8918,12.1154,5.6956,5.3949,12.2772,10.918,7.9407,8.2328,,,,11.7479,10.3966,21.2903,3.314,28.67,14.2319,5.1929,5.7165,
2014/2/26,15.82,6.59,3.39,94.9538,10.8626,20.5987,4.7758,6.7356,7.7334,6.3792,7.0787,,4.4885,11.9962,6.8598,11.8924,5.6128,5.2919,12.2418,10.8042,7.8537,7.9567,,,,12.083,10.0277,21.9015,3.3861,28.22,14.6543,5.3109,5.874,
2014/2/27,15.3,6.53,3.3,92.8366,10.4989,19.4543,4.6326,6.759,8.0823,6.0717,6.8955,,4.3797,11.7182,6.6873,11.6137,5.4568,5.2152,11.9116,10.4196,7.334,7.4594,,,,11.4423,9.5181,20.9292,3.3216,26.66,14.556,5.2323,5.757,
2014/2/28,15.48,6.6,3.28,93.6665,10.6358,17.5089,4.7225,6.7287,7.7334,6.0996,6.8257,,4.3383,11.9474,6.8061,11.6276,5.564,5.2108,11.542,10.035,7.6762,7.8615,,,,11.058,9.3531,20.142,3.2494,26.27,14.8507,5.3011,5.874,
2014/3/3,15.83,6.72,3.32,93.1584,10.9799,17.6063,4.8208,6.679,7.8788,6.2897,7.07,,4.3746,12.3107,6.6387,11.7391,5.6712,5.3686,11.6324,10.1897,8.0609,8.3539,,,,11.1861,9.5278,20.9014,3.4165,27.92,14.8507,5.3995,6.0135,
2014/3/4,15.68,6.78,3.36,92.8196,10.7531,17.7674,4.7618,6.6197,7.6704,6.2478,7.1267,,4.3409,12.2156,6.709,11.4093,5.5738,5.1867,11.3533,10.0522,7.8889,8.3523,,,,11.1861,9.3676,21.7071,3.3557,27.93,14.6936,5.4683,5.946,
2014/3/5,16.37,6.93,3.37,92.7688,10.6436,17.4622,4.8573,6.5921,7.5735,6.2338,6.9784,,4.3357,12.0693,6.7026,11.5161,5.5689,5.1473,11.4398,10.0479,7.691,8.0908,,,,11.2847,9.421,21.207,3.295,26.91,14.4578,5.3896,5.955,
2014/3/6,16.25,6.99,3.34,90.3552,10.5576,17.0723,4.8461,6.6004,7.4282,6.1555,6.9391,,4.3823,11.8011,6.7882,11.4743,5.5786,5.1692,11.3966,10.1124,8.4604,8.4282,,,,10.6342,9.3725,21.42,3.3178,26.12,14.5364,5.3798,5.919,
2014/3/7,16.4,7.07,3.37,89.178,10.538,17.7081,4.8995,7.261,7.3846,6.217,6.974,,4.4005,11.7963,6.8458,11.7623,5.5786,5.0377,11.4516,10.28,8.0461,7.989,,,,10.713,9.3337,21.0218,3.2494,25.52,14.3203,5.3208,5.802,
2014/3/10,16.39,7,3.23,88.9917,10.4559,17.3351,4.6129,7.1093,7.0018,5.9319,6.455,,4.1804,12.3741,6.6336,11.2652,5.335,5.0399,11.0939,9.9899,7.691,7.8082,,,,10.3779,9.2026,20.0031,3.09,24.94,13.7408,5.1044,5.5814,
2014/3/11,15.93,6.95,3.24,89.305,10.5419,17.6954,4.5595,7.0141,7.0745,5.8229,6.3722,,4.1002,13.2373,6.4918,10.8239,5.2278,5.0596,11.1135,9.8589,7.8075,8.1117,,,,10.3779,9.0327,20.0864,3.109,25.6,13.7899,5.1634,5.712,
2014/3/12,15.59,7,3.24,89.5252,10.4129,17.6021,4.509,6.9728,7.0745,5.6635,6.3722,,4.0303,13.0471,6.5007,10.875,5.3545,5.1275,11.2433,9.5968,7.5522,8.764,,,,9.7275,9.1686,20.2994,3.09,25.07,13.6524,5.1536,5.7165,
2014/3/13,16.07,7.13,3.3,91.4985,10.5771,17.992,4.5623,7.1989,7.1811,5.753,6.4899,,4.0691,13.4421,6.663,10.9261,5.3594,5.1319,11.4673,9.7493,7.715,8.6074,,,,9.7866,9.2657,20.0216,3.1242,25.62,13.9176,5.2421,5.748,
2014/3/14,16.58,7.21,3.31,96.3766,10.5576,17.9285,4.5314,6.9369,7.1811,5.8005,6.4986,,4.0381,13.3616,6.5046,10.954,5.4325,5.0574,11.3926,9.7579,7.6373,8.7366,,,,9.757,9.0958,19.8364,3.0976,26.29,13.7212,5.2618,5.73,
2014/3/17,16.75,7.15,3.38,98.5107,10.6006,18.5981,4.6157,6.9355,7.3022,5.9487,6.6382,,4.1468,13.4104,6.6745,11.2792,5.9782,5.2897,11.6089,10.005,7.7964,8.7172,,,,10.0527,9.324,21.2903,3.0862,26.69,13.8783,5.3208,5.829,
2014/3/18,16.74,7.17,3.35,96.114,10.6632,18.2718,4.6326,6.9686,7.559,5.9095,6.6687,,4.1468,13.4104,6.9122,11.3396,6.1877,5.3138,11.5971,10.0308,7.7113,8.7996,,,,9.895,9.4016,21.8089,3.109,27.17,13.9667,5.3208,5.8965,
2014/3/19,17.58,6.95,3.38,99.4677,10.5537,17.6996,4.5876,7.0321,7.6608,5.9794,6.5989,,4.1468,13.1056,6.9007,11.2095,5.9733,5.4759,11.3612,10.0501,7.5282,8.7753,,,,9.7866,9.3482,21.3366,3.1166,26.94,13.8587,5.3798,5.9415,
2014/3/20,17.38,7.03,3.35,96.5459,10.3308,17.369,4.4556,7.1465,7.5832,5.8089,6.3765,,4.1468,12.6765,6.5161,10.6567,5.6517,5.3006,10.9602,9.6677,7.3617,8.735,,,,9.895,9.0376,19.929,3.0596,26.3,13.7114,5.2618,5.7615,
2014/3/21,17.75,7.08,3.38,93.5818,10.4051,17.6318,4.5455,7.3093,7.6462,5.9682,6.5771,,4.1468,12.6643,6.6835,10.9865,5.6176,5.3116,10.8894,9.7472,7.4875,8.6042,,,,10.2301,9.1929,20.0494,3.1204,27.6,14.173,5.37,5.838,
2014/3/24,18.34,7.05,3.39,92.2268,10.3777,17.4368,4.5736,7.0955,7.7528,5.9906,6.6033,,4.1468,12.6667,6.6081,11.0376,5.5445,5.316,9.8398,9.5173,7.112,7.7436,,,,10.3878,9.4501,19.5215,3.1507,26.88,14.3007,5.4093,5.9055,
2014/3/25,18.04,7.06,3.42,91.905,10.4481,17.3351,4.5932,7.0059,7.5105,6.0297,6.6033,,4.1468,12.7667,6.525,11.1863,5.6176,5.1823,9.8477,9.6097,6.9788,7.6629,,,,10.3287,9.1929,19.5215,3.1925,27.08,14.1926,5.4388,5.829,
2014/3/26,17.69,7.11,3.4,92.0489,10.4051,17.5301,4.6916,7.1134,7.3894,6.0046,6.6295,,4.1468,12.7545,6.3614,11.2374,5.6517,5.1494,9.9853,9.6569,7.0103,7.6532,,,,9.9837,9.188,19.8549,3.2229,26.45,14.1533,5.4191,5.8875,
2014/3/27,17.66,6.94,3.4,90.6177,10.2956,17.4919,4.523,6.9645,7.2101,5.8452,6.4986,,4.1468,12.5619,6.1122,10.9633,5.4325,4.9698,9.7533,9.4614,6.5109,7.2495,,,,9.5796,9.023,18.9289,3.2191,25.54,13.8194,5.3503,5.964,
2014/3/28,17.09,6.97,3.32,81.5559,10.0883,17.102,4.5651,6.9204,7.2925,5.6635,6.0101,,4.1468,12.3692,5.7774,10.7775,5.2717,4.8054,9.3091,9.1456,6.5294,7.5757,,,,9.1756,9.0667,18.4103,3.1355,24.94,13.7605,5.3306,5.9055,
2014/3/31,17.94,6.8,3.34,81.5559,10.1157,16.4874,4.5651,6.9934,7.1617,5.6523,6.0232,,4.1468,11.984,5.84,10.6242,5.2132,4.8449,9.199,9.1843,6.4147,7.3787,,,,9.1854,8.9745,18.5492,3.109,24.02,13.6131,5.2814,5.7705,
2014/4/1,17.9,6.96,3.36,76.2628,10.1626,16.1611,4.5876,7.0059,7.4621,5.7446,6.1454,,4.1468,12.4107,5.8912,10.9029,5.3155,4.8098,9.4428,9.339,6.5849,7.6403,,,,9.2741,8.9988,18.9752,3.1887,24.21,13.8292,5.3798,5.802,
2014/4/2,17.31,6.91,3.37,76.6439,10.0962,16.5383,4.5989,6.8955,7.3313,5.6971,6.1279,,4.1468,12.496,5.7506,10.6846,5.3009,4.812,9.1951,9.3025,6.7735,7.7969,,,,9.1854,8.6736,18.0398,3.1697,23.93,13.7801,5.3798,5.6895,
2014/4/3,17.49,6.9,3.34,76.8811,9.9945,16.5595,4.6354,6.8969,7.3119,5.6971,6.0581,,4.1468,12.6691,5.8784,10.8146,5.3155,4.8361,9.2737,9.2959,6.6311,7.7501,,,,9.1164,8.6056,17.7991,3.1242,23.91,13.8587,5.429,5.784,
2014/4/4,18.36,7.13,3.38,76.356,10.1275,16.3603,4.6888,6.9838,7.2925,5.7083,6.1672,,4.1468,13.3275,5.9039,10.8843,5.3594,4.9785,9.4152,9.385,6.6681,7.8534,,,,9.1953,8.7269,18.1417,3.1735,23.74,13.9766,5.4683,5.802,
2014/4/8,18.97,7.13,3.4,76.9403,10.2565,16.8858,4.6916,6.93,7.8982,5.767,6.2108,,4.1468,13.486,5.8975,10.9122,5.3984,4.9741,9.4231,9.4481,6.7402,7.8599,,,,9.3431,8.8677,18.3825,3.2077,24.37,14.3891,5.4978,5.811,
2014/4/9,19.43,7.13,3.42,76.9658,10.2721,17.0214,4.7477,6.9824,7.874,5.8313,6.3024,,4.1468,13.0398,5.8937,11.1027,5.452,5.0333,9.5764,9.5415,7.1583,7.6209,,,,9.5107,8.9017,19.1974,3.2304,24.74,14.2712,5.4781,5.883,
2014/4/10,19.34,7.13,3.4,80.167,10.4872,16.9748,4.7056,7.6802,7.8158,5.8928,6.5641,,4.1468,13.0446,5.9806,11.0794,5.3935,4.9259,9.5764,9.6393,7.0084,7.5967,,,,9.4417,8.9745,19.1326,3.2304,24.54,14.7132,5.4683,5.9325,
2014/4/11,20.08,7.13,3.41,80.184,10.4755,17.3478,4.7056,7.8761,7.8061,5.9263,6.5466,,4.1468,13.3324,5.9653,10.9912,5.2425,5.1714,9.5843,9.5089,6.8401,7.3271,,,,9.4909,8.9696,18.7622,3.1925,23.75,14.5659,5.5076,5.937,
2014/4/14,20.19,7.13,3.4,78.7612,10.5107,17.8267,4.8545,7.5368,8.0436,5.9151,6.5946,,4.1468,13.0739,5.9921,11.033,5.3204,5.3467,9.5686,9.6546,6.8124,7.2673,,,,9.7669,9.1347,18.4658,3.238,24.03,14.448,5.488,5.919,
2014/4/15,19.5,7.13,3.35,77.9143,10.5185,17.5046,4.7899,7.654,7.8691,5.8229,6.6251,,4.1468,13.0446,6.0828,11.0748,5.2473,5.3686,9.4349,9.7024,7.0195,7.4078,,,,9.6881,8.9745,18.4288,3.2115,23.48,14.173,5.4683,5.9235,
2014/4/16,20.16,7.13,3.37,80.582,10.6475,17.3605,4.8517,7.461,7.8497,5.8508,6.5815,,4.1468,13.0715,6.0777,11.0097,5.262,5.2765,9.3248,9.6719,7.0269,7.3868,,,,9.7472,8.9599,18.0769,3.2267,23.18,14.7328,5.488,5.892,
2014/4/17,19.86,7.13,3.37,80.1585,10.538,17.3563,4.7506,7.432,8.1889,5.8788,6.6077,,4.1468,13.0446,6.0611,10.9912,5.2571,5.5987,9.3956,9.7045,7.2508,7.4433,,,,9.8457,9.0716,18.3177,3.2039,23.45,14.5953,5.5273,5.9325,
2014/4/18,20,7.13,3.39,80.2178,10.5771,17.5894,4.7955,8.1753,8.3101,5.9794,6.7123,,4.1468,12.9447,5.941,11.0097,5.2814,5.8178,9.5764,9.7458,7.506,7.4627,,,,10.1513,9.2075,18.2158,3.1697,23.28,15.165,5.4978,5.955,
2014/4/21,20.16,7.13,3.35,79.9553,10.3973,17.2503,4.5736,8.1367,8.3101,5.8872,6.6949,,4.1468,13.2324,5.8541,10.9168,5.0914,5.82,9.5135,9.4459,7.3987,7.5402,,,,9.9837,8.9793,18.0028,3.071,22.92,14.89,5.3306,5.82,
2014/4/22,20.91,7.13,3.3,78.9305,10.1822,17.2079,4.5033,8.1367,8.3101,5.7893,6.5815,,4.1468,13.2568,5.8017,10.5591,5.0135,5.5767,9.5096,9.3307,7.0676,7.4433,,,,9.8063,8.9454,18.2158,3.0824,22.96,15.3516,5.3109,5.8049,
2014/4/23,19.86,7.13,3.27,77.999,10.3542,17.0342,4.4781,8.6194,8.3101,5.7194,6.4986,,4.1468,13.2933,5.7685,10.2665,4.916,5.5702,9.4821,9.3285,7.4894,7.3997,,,,10.0231,9.0036,18.7436,3.09,22.96,15.2141,5.2716,5.6842,
2014/4/24,18.87,7.13,3.26,77.999,10.2448,17.1656,4.4584,8.5172,8.3101,5.6663,6.503,,4.1468,13.0763,5.8081,10.1643,4.9404,5.454,9.4821,9.2155,7.4894,7.2205,,,,10.1118,9.0861,18.225,3.0217,22.96,14.9882,5.2519,5.5936,
2014/4/25,18.85,7.13,3.18,76.4322,10.1666,17.2249,4.2645,8.7037,8.3101,5.6551,5.9404,,4.1468,12.8252,5.7723,9.7787,4.8771,5.3686,9.4821,8.9612,7.1213,6.6215,,,,10.1217,8.9502,17.8731,2.9571,22.96,14.6739,5.1438,5.5685,
2014/4/28,18.82,7.13,3.11,71.173,9.4041,17.8013,4.0426,8.944,8.3101,5.6579,5.6699,,4.1468,12.6521,5.518,9.3773,4.5847,5.1998,8.8452,8.6939,6.4646,6.1694,,,,9.9344,8.7172,16.9934,2.8698,22.96,14.2025,5.0061,5.2113,
2014/4/29,18.25,7.13,3.15,71.1476,9.6152,18.2887,4.155,9.4454,8.3101,5.7166,5.8095,,4.1468,12.5546,5.3826,9.536,4.6091,5.1626,9.199,8.8634,6.7291,6.2437,,,,10.4765,8.7609,17.3453,2.904,22.96,14.4284,5.1142,5.2516,
2014/4/30,17.4,7.13,3.2,73.8407,9.6191,18.2167,4.1662,9.2548,8.3101,5.6747,5.8619,,4.1468,12.5326,5.4899,9.5873,4.6481,5.568,9.5135,8.9982,6.7495,6.2324,,,,10.6539,8.6881,17.5212,2.9457,22.96,14.2417,5.1044,5.327,
2014/5/5,17.63,7.13,3.24,77.0674,9.7091,18.2591,4.2365,9.0531,8.3101,5.7614,5.9229,,4.1468,12.0693,5.5385,9.6107,4.6773,5.4957,9.5528,9.0699,6.9548,6.3389,,,,10.782,8.7998,17.7157,2.9609,22.96,14.2417,5.1142,5.3371,
2014/5/6,17.56,7.13,3.25,76.8133,9.6973,18.755,4.2421,8.9592,8.3101,5.9878,5.9665,,4.1468,11.9718,5.6215,9.7694,4.726,5.6929,9.7022,9.2677,7.2692,6.5553,,,,10.4075,8.7852,17.8824,2.9609,22.96,14.2614,5.1634,5.3371,
2014/5/7,16.93,7.13,3.24,77.8296,9.5409,18.2463,4.1241,9.096,8.3101,5.985,5.8488,,4.1468,11.8255,5.518,9.62,4.5555,5.6819,9.3366,9.1068,7.3617,6.523,,,,9.9246,8.5474,17.3175,2.885,22.96,14.1042,5.1241,5.3371,
2014/5/8,17.18,7.13,3.22,78.1683,9.5135,18.009,4.0791,9.2824,8.3101,5.9934,5.8444,,4.1468,11.9157,5.4758,9.5453,4.5555,5.6315,9.7691,9.1025,7.2175,6.3922,,,,9.7866,8.426,17.3268,2.9078,22.96,14.2417,5.1733,5.3371,
2014/5/9,17.32,7.13,3.19,77.8296,9.6934,18.098,4.0342,8.8791,8.3101,6.0102,5.8357,,4.1468,11.8792,5.5206,9.3633,4.5165,5.419,9.7415,8.9764,7.3932,6.3486,,,,9.6388,8.1299,16.9008,2.9268,22.96,14.1042,5.1339,5.5534,
2014/5/12,17.6,7.13,3.24,76.1443,9.8459,17.8607,4.1718,9.7673,8.3101,6.3456,6.032,,4.1468,11.9352,5.5691,9.676,4.6773,5.3708,9.8084,9.2612,7.2692,6.4745,,,,9.7669,8.5085,17.5675,2.9837,22.96,14.5953,5.2421,5.6439,
2014/5/13,17.67,7.13,3.28,76.3899,9.8185,18.0599,4.2252,9.3004,8.3101,6.259,6.0363,,4.1468,11.6768,5.6087,9.676,4.8624,5.3467,9.6904,9.2742,7.3913,6.4471,,,,9.8162,8.5134,17.5212,2.9685,22.96,14.7623,5.2519,5.6288,
2014/5/14,17.51,7.13,3.26,76.3899,9.8225,17.9369,4.2308,8.9647,8.3101,6.3232,6.0407,,4.1468,11.4598,5.6867,9.5593,4.8576,5.5198,9.9342,9.309,7.715,6.5424,,,,9.7373,8.5377,17.6879,2.9761,22.96,14.7034,5.2028,5.6942,
2014/5/15,16.68,7.13,3.21,76.3899,9.713,17.3775,4.1409,9.3101,8.3101,6.2534,6.0756,,4.1468,11.7036,5.6151,9.8114,4.7065,5.5767,9.5804,9.2199,7.7853,6.5375,,,,9.1066,8.4648,17.6787,2.9154,22.96,14.281,5.1536,5.6641,
2014/5/16,16.78,7.13,3.24,76.3899,9.537,17.0977,4.169,9.2548,8.3101,6.4966,6.1672,,4.1468,11.5939,5.4899,9.564,4.6578,5.4759,9.3602,8.9938,8.1441,6.4213,,,,9.0869,8.3823,17.6046,2.8964,22.96,14.2614,5.1634,5.5987,
2014/5/19,16.77,7.13,3.23,73.3241,9.3689,16.6909,4.1606,8.9703,8.3101,6.6447,6.2369,,4.1468,11.6938,5.4682,9.438,4.6042,5.4343,9.4821,9.0634,8.1682,6.4293,,,,8.7912,8.5765,17.123,2.8736,22.96,14.0257,5.1044,5.5836,
2014/5/20,16.86,7.13,3.2,73.2648,9.4784,16.7205,4.1606,8.9233,8.3101,6.5329,6.3329,,4.1468,11.8182,5.4119,9.466,4.6529,5.522,9.5607,9.2938,8.3014,6.6828,,,,8.7025,8.6299,17.0952,2.8774,22.96,14.0551,5.0946,5.5836,
2014/5/21,17.29,7.13,3.22,74.5267,9.5214,17.013,4.169,8.7962,8.3101,6.6224,6.2936,,4.1468,11.7353,5.4132,9.5733,4.687,5.5789,9.659,9.4242,8.3032,6.8927,,,,8.7616,8.659,17.2805,2.8926,22.96,14.2025,5.1241,5.6691,
