ÈÕÆÚ,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH
2015/3/2,19.57,12.4,5.85,84.2156,14.2757,18.7135,7.1272,14.7138,22.0753,9.1653,9.9611,,5.6067,11.7317,7.2711,15.9026,6.5461,7.757,14.0204,15.549,13.164,10.4526,,,,10.8189,14.3184,21.4689,5.2732,52.45,22.1091,8.2896,8.9438,
2015/3/3,19.57,13.02,6.03,83.373,14.5299,19.0413,7.1553,14.6972,21.4315,9.4436,9.9611,,5.6067,12.2409,7.2844,15.3332,6.2809,7.779,13.9967,15.6707,12.9435,10.9035,,,,10.7399,14.8038,21.6286,5.7606,53.37,21.3332,8.1215,8.9186,
2015/3/4,19.57,13.45,6.46,83.407,15.1336,19.3351,7.3604,15.1282,23.5726,10.2224,10.9558,,5.6067,12.3633,7.4707,15.5946,6.438,8.2172,14.9728,15.8707,13.0686,11.6747,,,,11.056,14.8135,22.2393,5.9927,56.95,21.451,8.0918,9.1098,
2015/3/5,19.57,12.78,6.27,84.0879,15.0939,19.233,7.1806,14.8795,23.5576,9.7754,11.0089,,5.6067,12.5102,7.489,15.4825,6.6885,8.3487,14.9728,15.5294,12.6574,11.2238,,,,10.9473,15.328,22.089,5.8303,56.17,21.5001,8.1116,9.155,
2015/3/6,19.57,13.1,6.29,81.007,14.8556,18.6454,6.9727,14.6143,24.446,9.4942,11.9175,,5.6067,11.9961,7.2013,14.9784,6.4871,8.1076,14.9728,15.1447,12.431,10.9101,,,,11.0165,14.9057,21.5816,5.6832,53.58,21.2055,8.2501,9.2758,
2015/3/9,19.57,13.18,6.29,82.5134,14.935,18.7476,7.1413,14.4154,23.9569,9.5223,12.07,,5.6067,12.1528,7.2013,15.1978,6.5313,8.0923,14.9728,15.4316,12.4638,10.9395,,,,11.0462,14.8232,21.638,5.7722,55.49,21.2644,8.2204,9.7134,
2015/3/10,19.57,13.24,6.29,83.9177,14.9867,19.382,7.2424,14.2966,24.4061,9.6938,11.99,,5.6067,12.564,7.2711,15.7019,6.4822,8.3268,14.9728,15.8576,12.7498,11.0408,,,,11.2932,15.0465,21.9574,6.1127,61.04,21.0876,8.3193,9.6631,
2015/3/11,19.57,12.88,6.29,82.5134,14.7523,18.9477,7.0177,14.0038,23.4578,9.5252,12.03,,5.6067,12.4759,7.2462,15.3892,6.3153,8.3246,14.9728,15.5447,12.7409,10.6323,,,,11.0758,14.7698,21.8823,5.9425,60.42,21.1367,8.2402,9.6832,
2015/3/12,19.57,12.42,6.29,83.6624,14.6212,20.4592,6.9699,14.0066,23.1284,9.4183,11.56,,5.6067,12.0548,7.3909,15.2538,6.3644,8.3224,13.7122,15.4056,12.2999,10.7271,,,,11.1054,14.629,21.5346,5.8612,59.33,21.5492,8.2006,9.3562,
2015/3/13,19.57,12.51,6.29,83.6453,14.9668,20.7062,7.057,14.0452,23.1434,9.4802,11.71,,5.6067,12.1479,7.5838,15.4732,6.5608,8.3268,13.8742,15.6512,12.2999,10.9231,,,,11.4512,15.4687,21.7131,6.0276,59.98,21.6966,8.3984,9.4669,
2015/3/16,19.57,13.14,6.29,83.7815,15.9082,21.7579,7.248,14.3325,23.6076,9.6292,12.07,,5.6067,13.3181,7.79,15.9493,6.6345,8.5678,14.463,16.2858,12.8273,11.1747,,,,11.7674,16.7501,22.2769,6.0933,59.89,21.9618,9.2393,9.5575,
2015/3/17,19.57,13.8,6.29,92.1563,15.8486,22.1241,7.3183,14.6199,23.4279,9.691,13.27,,5.6067,13.3377,7.6986,16.094,6.8358,8.7672,15.4904,15.8924,13.0329,11.1551,,,,11.6884,16.5608,22.6339,6.0701,60.1,22.1385,9.5954,9.5675,
2015/3/18,19.57,13.81,6.29,91.3988,16.4444,22.2305,7.5739,14.6558,23.5027,9.8175,13.3,,6.1667,13.7147,7.8466,16.29,6.88,8.7694,15.4075,17.4812,13.5841,11.5015,,,,11.8366,17.2986,22.9627,6.2906,61.28,22.718,9.6449,9.6782,
2015/3/19,19.57,13.88,6.29,90.3009,16.5159,21.9495,7.7678,14.4955,25.8535,9.7304,13.19,,6.7834,13.7098,7.7584,16.108,6.8162,8.8746,15.2296,17.2139,13.3696,11.361,,,,12.0638,18.1091,22.6715,6.2326,60,22.5314,9.9713,9.8995,
2015/3/20,19.57,14.57,6.29,91.1605,17.0402,22.1794,7.6217,14.5315,27.0763,10.0368,13.35,,7.463,13.793,8.3156,16.4441,6.8505,9.0871,15.3798,17.3878,13.2802,11.4329,,,,12.2417,17.8567,23.1225,6.221,60.21,23.3565,9.8427,9.7889,
2015/3/23,19.57,14.52,6.29,91.4328,16.8019,22.1752,7.6751,14.6696,28.4439,10.0368,13.8,,8.1237,13.8861,8.2491,16.9715,7.0175,9.8475,15.605,18.3006,13.5562,11.8119,,,,12.4393,17.7403,23.5171,6.2713,58.66,24.1717,9.9614,9.8039,
2015/3/24,19.57,15.25,6.29,91.152,17.08,21.9282,7.9279,15.3934,27.9997,10.0368,14.25,,8.454,13.7196,8.2956,16.7615,6.9045,9.5407,15.4075,18.0268,13.6192,11.5636,,,,12.2021,19.1527,23.2916,6.2597,59.5,26.5879,9.7833,9.5826,
2015/3/25,19.57,16.01,6.29,91.4499,16.643,22.4477,7.9476,15.4984,27.5505,10.0368,14.17,,8.2086,14.1015,8.2407,16.7708,7.1648,9.8081,15.6011,18.7092,13.3312,12.2236,,,,11.9354,18.5557,23.799,6.0856,61.65,26.3914,10.0603,9.5474,
2015/3/26,19.57,16.81,6.29,92.0967,16.5954,22.0219,7.7256,15.421,29.6467,10.0368,13.61,,7.8342,14.2043,8.4919,18.2971,7.1648,9.326,15.2533,17.8138,14.3451,11.9328,,,,12.2713,18.1188,23.254,6.0237,59.47,28.2674,10.0306,9.5122,
2015/3/27,19.57,17.6,6.29,95.7479,16.6311,22.2305,8.0515,15.4984,29.6517,10.0368,13.63,,7.9223,14.3708,8.432,17.751,7.2139,9.4334,15.4114,18.0398,14.6391,11.8119,,,,12.1626,18.5605,23.2916,6.0817,62.28,27.7076,10.0999,9.7587,
2015/3/30,19.57,17.6,6.29,98.6416,16.6827,23.3418,8.133,15.5122,28.8481,10.0368,13.69,,7.9601,14.3414,8.1892,17.821,7.1403,9.6437,15.5379,17.7812,13.7722,11.7825,,,,12.3503,18.5363,23.2916,6.0624,65.92,28.5915,10.0603,10.3019,
2015/3/31,19.57,19.36,6.29,97.7565,16.8496,22.9927,8.4308,15.4127,28.8382,10.0368,13.73,,8.0954,14.8653,8.417,18.8012,7.3956,9.9461,16.6759,17.9572,14.4081,12.0504,,,,12.8345,18.5848,23.2916,6.2906,66.03,27.4227,9.9812,10.1259,
2015/4/1,19.57,20.85,6.29,102.1226,17.497,23.2694,8.4336,15.8741,30.1208,10.0368,14,,8.2715,16.3538,9.0956,20.1035,7.6019,10.7941,16.6759,19.7525,14.5851,12.5667,,,,12.9926,19.3517,23.2916,6.9213,68.1,27.5209,10.3967,10.3271,
2015/4/2,19.57,20.19,6.29,103.0928,17.358,23.3716,8.5769,15.7636,30.1208,10.0368,14.47,,8.2747,16.6966,9.4448,20.7243,7.8229,10.8577,16.7155,20.7566,14.6661,12.6451,,,,12.9728,19.9147,23.2916,7.4049,69.51,27.6977,10.822,10.4176,
2015/4/3,19.57,19.91,6.29,101.28,17.4732,23.5505,8.8746,15.6503,30.0959,10.0368,14.36,,8.819,16.8337,9.3633,20.7756,7.9505,11.1579,16.9091,20.3654,14.6691,12.7431,,,,13.8917,19.6866,23.2916,7.4242,69.97,28.1888,10.7726,11.313,
2015/4/7,19.57,21.9,6.29,102.2928,17.7552,24.2701,8.7904,16.6062,30.2955,10.0368,14.57,,9.25,16.8826,9.6461,22.8527,8.1764,11.8131,17.3833,20.4409,14.5881,13.1973,,,,13.9707,19.939,23.2916,7.459,68.29,28.4933,10.8616,12.3392,
2015/4/8,19.57,22.4,6.29,99.4076,17.0363,23.4185,8.442,16.1006,29.6966,10.0368,14.13,,8.9197,15.6683,9.5629,22.3626,7.9505,11.9336,17.3833,19.3581,14.0391,12.4785,,,,13.4372,19.5458,23.2916,7.3546,64.86,28.346,10.8121,11.8865,
2015/4/9,19.57,24.64,6.29,98.0373,16.4841,22.8394,8.2875,15.9124,29.1027,10.0368,13.71,,8.6994,15.4333,9.7226,22.1588,7.7738,11.9401,17.3833,19.9553,14.7741,12.057,,,,12.8839,19.0313,23.2916,7.312,64.38,29.2398,10.5549,12.0726,
2015/4/10,19.57,25.95,6.29,100.2161,17.1634,23.8443,8.619,16.239,32.0124,10.0368,14.06,,9.2217,16.0551,9.6461,24.2629,8.2157,12.4814,17.3833,19.8733,15.938,12.1648,,,,13.2593,19.4099,23.2916,7.459,66.87,29.1219,10.9803,12.5102,
2015/4/13,19.57,25.7,6.29,107.7227,18.502,24.8278,9.4815,16.2805,33.929,10.0368,14.68,,9.3759,15.9083,9.8689,26.5906,8.4122,13.7304,17.3833,20.0406,17.099,12.4752,,,,13.6348,20.3661,23.2916,7.9117,67.88,28.9648,11.376,12.4851,
2015/4/14,19.57,24.07,6.29,108.9313,18.5218,24.649,9.768,16.4216,35.2766,10.0368,14.34,,9.077,15.2668,9.5064,27.978,8.2059,13.3798,17.3833,20.6443,16.484,12.057,,,,13.536,21.1621,23.2916,7.7492,67.52,27.9138,11.2573,12.2235,
2015/4/15,19.57,22.53,6.29,111.6973,17.791,23.3546,9.6922,17.6836,37.0334,10.0368,13.77,,8.4572,14.0525,8.5551,26.104,7.5282,12.0409,17.3833,19.975,16.199,11.4394,,,,13.1902,19.6138,23.2916,7.5054,64.28,26.47,10.4956,11.7406,
2015/4/16,19.57,22.7,6.29,115.0932,18.1127,23.559,10.0152,17.3653,37.2331,10.0368,14.03,,8.5264,14.1211,8.7147,25.2624,7.5528,11.8109,17.3833,20.08,15.635,11.5309,,,,13.4866,19.8371,23.2916,7.517,70.71,27.5111,10.5747,11.8814,
2015/4/17,19.57,21.79,6.29,112.242,17.7751,23.1204,9.5742,17.4511,36.3596,10.0368,13.95,,8.4688,14.3169,8.8827,23.5002,7.6608,11.5764,17.3833,20.3424,15.4491,11.7008,,,,13.2001,19.4245,25.6217,7.5906,72.99,27.737,10.6143,11.8714,
2015/4/20,19.57,22.37,6.29,108.9398,17.2388,22.1752,9.65,16.3857,36.6791,10.0368,13.3,,7.7819,14.3023,9.4382,24.5917,7.5822,11.3419,17.3833,20.6049,15.4791,12.204,,,,12.6566,18.4246,25.9975,8.0355,69.16,26.1164,10.0801,11.6199,
2015/4/21,19.57,23.02,6.29,108.5738,18.7641,22.8649,9.9029,16.7814,37.7322,10.0368,13.65,,8.2426,14.8262,9.7575,25.0848,7.7983,11.9862,17.3833,22.5079,16.202,13.426,,,,13.0321,19.8904,26.9653,8.8402,71.08,27.0102,10.7231,12.2839,
2015/4/22,19.57,23.33,6.29,110.7271,19.2249,23.1034,10.3383,17.3543,39.9033,10.0368,14.12,,8.3783,14.9486,10.3296,25.3084,7.9309,12.1176,17.3833,24.7587,16.163,13.426,,,,13.3384,20.3176,26.8525,8.6854,72.19,27.8549,11.0199,13.2446,
2015/4/23,19.57,22.82,6.29,107.7908,19.7413,24.3339,10.8299,17.5065,43.8961,10.0368,14.42,,9.1516,15.3256,10.1998,25.7095,8.1666,12.7093,17.3833,24.7587,15.929,13.426,,,,13.7929,20.1914,26.4297,9.3702,74.38,27.5209,11.2771,13.0183,
2015/4/24,19.57,22.19,6.29,107.7483,20.9726,23.8102,10.4085,17.7195,42.808,10.0368,14.6,,10.0688,14.6548,10.2198,25.2821,8.4416,12.0168,17.3833,24.7587,15.896,13.426,,,,13.6743,20.2254,26.4203,9.877,79.34,27.6977,11.6826,13.2044,
2015/4/27,19.57,23.22,6.29,107.8504,21.4572,24.4574,10.0686,17.5646,42.4836,10.0368,14.65,,9.9536,14.5422,9.9701,24.3878,8.2255,11.6136,17.5651,24.7587,15.734,13.426,,,,14.0498,19.4585,26.6458,9.5249,79.34,30.4675,11.5244,13.3955,
2015/4/28,19.57,21.73,6.29,105.0905,21.3301,22.2901,9.7989,16.715,39.1796,10.0368,14.41,,10.0523,13.9987,9.3709,22.4876,7.8818,11.0549,16.4072,24.7587,15.3741,13.426,,,,14.5932,18.5314,25.7438,8.6351,79.34,29.0728,11.0199,13.4207,
2015/4/29,19.57,21.62,6.29,109.585,21.1196,22.7755,10.0293,16.8755,40.1728,10.0368,14.54,,10.1387,14.5862,9.4142,23.132,8.2211,11.3923,16.8933,24.7587,16.124,13.426,,,,15.4626,19.1236,25.7438,8.9059,79.34,29.613,11.376,14.3312,
2015/4/30,19.57,21.6,6.29,109.0296,21.3698,22.7542,9.8439,16.9336,39.9282,10.0368,14.5,,9.8179,14.454,9.4275,22.2574,9.0422,11.6832,17.1027,24.7587,15.722,13.426,,,,16.0653,19.6186,25.8472,8.844,79.34,29.6621,12.2069,14.8644,
2015/5/4,19.57,21.4,6.29,106.2526,20.5436,23.8613,9.8607,16.6486,39.9182,10.0368,14.27,,9.4601,14.5667,9.3409,22.2509,8.9488,11.6667,17.8614,24.7587,15.62,13.426,,,,15.5022,19.6429,25.6875,8.6622,79.34,29.1219,12.1871,14.9247,
2015/5/5,19.57,20.31,6.29,100.9805,21.4731,23.4185,9.4534,17.3515,40.4273,10.0368,14.27,,9.1146,14.1945,9.038,21.1659,8.5554,10.8216,18.3751,24.7587,14.6391,13.426,,,,15.0773,20.1768,25.7156,8.1902,79.34,28.0022,12.2366,14.0394,
2015/5/6,19.57,20.21,6.29,98.8614,22.196,23.7591,9.577,17.0692,40.7417,10.0368,14.27,,9.0488,13.9938,9.0546,20.9095,8.8012,10.3168,17.7745,24.7587,14.2401,13.426,,,,14.692,20.3515,26.1197,8.1322,79.34,28.6406,13.2852,14.0646,
2015/5/7,19.57,20.79,6.29,96.0588,21.4492,23.9081,9.2146,16.7371,39.2395,10.0368,14.98,,8.9171,13.5237,8.6552,20.1468,8.1621,10.5088,16.834,24.7587,14.2461,13.426,,,,13.5755,19.3032,24.8043,8.1902,79.34,27.4031,13.2456,14.0847,
2015/5/8,19.57,20.98,6.29,98.2719,21.3063,26.3011,9.7343,17.2519,39.9781,10.0368,15.18,,9.4559,13.9987,9.1845,21.4487,8.5554,10.9204,17.9444,24.7587,14.9931,13.426,,,,13.9707,19.3954,25.0392,8.6699,79.34,28.2478,14.1161,14.8895,
2015/5/11,19.57,21.88,6.29,101.7666,22.0689,27.5188,10.0517,17.631,41.1011,10.0368,16.13,,9.8179,14.6303,9.7404,23.2832,9.0225,11.4856,18.9679,24.7587,15.782,13.426,,,,14.6426,20.3661,25.8848,9.1265,79.34,30.3104,14.1359,15.1561,
2015/5/12,19.57,22.3,6.29,105.0819,22.5892,26.9951,10.254,17.9603,40.1378,10.0368,16.13,,9.7274,14.8164,9.8103,23.8224,9.4847,12.2704,19.5606,24.7587,15.884,13.426,,,,14.7414,22.4047,26.1197,9.1613,79.34,30.4773,14.2447,16.0364,
2015/5/13,19.57,22.56,6.29,102.8603,21.8981,27.0377,10.0883,18.2509,41.73,10.0368,16.51,,9.5094,15.3648,9.554,23.9013,9.1208,12.0728,19.3156,24.7587,16.034,13.426,,,,15.018,22.5357,26.5143,9.6294,79.34,31.3417,13.671,16.0565,
2015/5/14,19.57,21.92,6.29,99.6134,21.7869,26.7524,10.0574,17.8773,45.3185,10.0368,16.28,,9.9084,15.5802,9.7138,23.967,9.288,11.7051,21.248,24.7587,16.016,13.426,,,,14.9093,23.2977,26.2418,9.3431,79.34,30.33,13.8292,15.966,
2015/5/15,19.57,21.5,6.29,100.8694,23.185,26.7524,10.0208,17.5148,43.1424,10.0368,15.81,,9.5094,15.0906,9.4741,23.0136,9.0274,11.524,22.8642,24.7587,15.4521,13.426,,,,14.2671,23.0745,25.4995,9.1342,79.34,29.5148,13.572,15.7346,
2015/5/18,19.57,22.88,6.29,105.2699,24.8454,28.1022,10.4226,17.8773,41.6401,10.0368,16.76,,10.1264,15.8887,10.06,24.4733,9.4896,11.9411,24.2038,24.7587,16.997,13.426,,,,14.2671,23.6472,26.0163,9.8112,79.34,29.4657,13.4237,17.3108,
2015/5/19,19.57,23.01,6.29,109.0894,25.1631,28.2129,10.4844,17.7389,40.617,10.0368,16.98,,10.0441,16.0894,11.052,24.5719,9.7404,12.3691,23.6308,24.7587,17.069,13.426,,,,14.2671,23.3851,26.7867,10.0008,79.34,31.2336,13.6512,18.0238,
2015/5/20,19.57,24.06,6.29,108.1751,24.8851,28.4385,10.7147,18.0544,41.5653,10.0368,16.94,,10.3608,16.3881,11.4448,26.196,9.9321,13.1154,25.9623,24.7587,17.096,13.426,,,,14.2671,23.2007,26.8243,10.0782,79.34,31.7836,13.7303,18.1574,
2015/5/21,19.57,26.47,6.29,111.0717,25.4531,29.2561,11.4339,18.5885,43.1225,10.0368,17.5,,11.3973,16.5937,11.8276,27.3796,10.2173,14.3118,25.9623,24.7587,18.8059,13.426,,,,15.6899,23.356,27.3974,10.8326,79.34,32.8739,13.9381,18.163,
2015/5/22,19.57,29.12,6.29,119.2404,25.5683,29.5499,11.3749,18.2232,41.9646,10.0368,17.33,,11.8703,16.2461,11.3849,26.2684,10.6746,13.9825,25.9623,24.7587,17.8489,13.426,,,,16.5989,23.5938,30.141,11.1498,79.34,33.6596,15.3328,18.1686,
2015/5/25,19.57,29.3,6.29,122.1883,25.751,30.0821,11.3749,18.4584,41.6252,10.0368,17.68,,11.7963,16.7357,11.4115,25.5648,10.9647,14.663,25.9623,24.7587,18.4189,13.426,,,,16.7471,25.6421,31.2214,11.3123,79.34,35.2901,16.8661,17.7731,
2015/5/26,19.57,32.23,6.29,122.2139,26.5295,30.2311,11.3749,19.3689,44.0957,10.0368,19.45,,12.7464,18.4103,12.0573,26.4722,12.0612,15.8702,25.9623,24.7587,18.9468,13.426,,,,17.2806,25.6421,31.259,12.442,79.34,35.5651,16.9453,18.9484,
2015/5/27,19.57,35.45,6.29,124.7602,26.4938,29.486,11.3749,19.0645,48.5078,10.0368,20.7,,13.5731,20.2513,11.7943,29.1221,11.835,16.1282,25.9623,24.7587,20.3688,13.426,,,,17.4387,24.2442,30.498,12.1209,79.34,35.3392,18.6368,18.2076,
2015/5/28,19.57,31.93,6.29,134.8942,24.0311,27.7828,11.3749,18.3007,49.4112,10.0368,18.67,,12.2158,18.2242,10.6791,30.2464,10.7483,14.652,25.9623,24.7587,18.3349,13.426,,,,15.6998,22.395,29.0886,11.6799,79.34,32.2256,17.9741,16.5255,
2015/5/29,19.57,30.55,6.29,135.2445,24.1185,27.6764,11.3749,18.2011,50.6639,10.0368,19.04,,12.4544,19.1421,11.5513,33.2711,10.9647,15.7385,28.5169,24.7587,19.8738,13.426,,,,15.1366,22.9094,32.0013,11.6992,79.34,31.8131,17.6575,16.6202,
2015/6/1,19.57,33.61,6.29,148.7707,25.3896,28.6514,11.3749,19.07,55.615,10.0368,19.83,,13.2235,20.2268,12.4834,36.5982,11.7809,17.3135,27.7248,24.7587,20.6867,13.426,,,,16.0456,23.5453,33.2979,12.2602,79.34,33.3551,18.716,17.1493,
2015/6/2,19.57,35.8,6.29,150.2318,25.6199,30.18,11.3749,18.7628,58.959,10.0368,20.63,,13.6266,21.714,12.6066,40.2606,12.9609,19.0476,27.8119,24.7587,21.1457,13.426,,,,17.0336,23.521,34.9797,13.1539,79.34,33.5418,19.6755,17.1437,
2015/6/3,19.57,34.1,6.29,148.8476,25.1433,31.2147,11.3749,18.2149,55.7747,10.0368,20.05,,13.0878,22.4355,12.6499,36.3549,14.2,19.0476,30.5171,24.7587,20.5457,13.426,,,,18.733,25.8751,34.181,13.5601,79.34,32.8346,18.7259,16.364,
2015/6/4,19.57,32.6,6.29,151.2315,24.6388,30.6569,11.3749,17.8773,58.4799,10.0368,19.5,,13.0878,22.3864,12.8929,37.8344,13.2756,19.0476,27.6773,24.7587,19.0338,13.426,,,,19.2369,24.5597,35.9568,14.918,79.34,33.365,17.9938,15.8516,
2015/6/5,19.57,33.05,6.29,146.8652,23.945,30.1247,11.3749,17.7417,61.8887,10.0368,20.23,,14.0626,21.5962,14.1812,35.8683,13.4231,19.0476,27.6773,24.7587,18.6739,13.426,,,,19.5926,25.3363,35.5152,14.7091,79.34,33.64,18.7357,16.6202,
2015/6/8,19.57,31.4,6.29,139.3887,23.243,29.4093,11.3749,17.4815,60.042,10.0368,19.26,,13.8405,21.5226,13.6485,33.9615,13.1281,19.0476,25.0711,24.7587,18.0649,13.426,,,,20.1162,26.108,34.0025,15.9316,79.34,35.5356,18.6071,16.2637,
2015/6/9,19.57,31.37,6.29,141.5675,23.1709,29.618,11.3749,18.0018,57.9857,10.0368,18.88,,13.2523,20.3348,13.8549,33.5341,12.6856,19.0476,25.1939,24.7587,18.2599,13.426,,,,19.9878,25.0305,33.1569,15.7034,79.34,34.0525,19.3293,15.6288,
2015/6/10,19.57,34.51,6.29,142.8663,25.076,29.7415,11.3749,18.583,58.1854,10.0368,19.15,,14.5767,20.6145,14.7138,35.2963,13.074,19.0476,26.6475,24.7587,18.6739,13.426,,,,19.8198,24.7733,33.8146,15.6376,79.34,34.1409,20.1602,16.3194,
2015/6/11,19.57,34.73,6.29,155.1706,26.3475,29.8053,11.3749,18.7158,64.0049,10.0368,20,,16.0327,21.6354,15.6425,34.4481,14.0623,19.0476,26.7188,24.7587,18.7939,13.426,,,,20.2052,25.1519,33.2321,15.568,79.34,33.1292,20.0118,16.3863,
2015/6/12,19.57,34.99,6.29,149.8302,25.9424,30.3546,11.3749,18.2758,69.8145,10.0368,20.02,,15.9916,21.0563,16.2118,35.2371,14.3377,19.0476,28.2278,24.7587,19.2288,13.426,,,,20.3139,24.9674,33.1193,15.6028,79.34,33.1786,19.5667,16.1802,
2015/6/15,19.57,32.3,6.29,139.9611,24.1455,28.6898,11.3749,17.3792,68.3721,10.0368,20.96,,16.7032,20.0305,16.2118,32.0875,13.5608,19.0476,27.0911,24.7587,17.8639,13.426,,,,19.5432,24.1957,32.1328,16.9221,79.34,31.8744,19.3886,15.5229,
2015/6/16,19.57,32.13,6.29,137.5686,22.9262,28.3236,11.3749,16.6818,66.2758,10.0368,19.58,,16.8636,19.7801,16.2118,29.2601,12.6758,19.0476,25.3682,24.7587,17.6689,13.426,,,,18.7231,22.2639,31.2684,15.2314,79.34,31.0741,18.3302,15.6121,
2015/6/17,19.57,33.16,6.29,137.4747,23.2711,28.528,11.3749,17.0886,65.8865,10.0368,19.65,,16.2548,20.482,16.2118,30.7659,12.9954,19.0476,25.9385,24.7587,18.0439,13.426,,,,19.4938,23.1958,31.4281,14.5814,79.34,31.3508,18.3302,15.768,
2015/6/18,19.57,31.02,6.29,131.5874,22.0398,27.5784,11.3749,16.5794,65.8865,10.0368,19.66,,15.3582,19.2157,16.2118,28.5632,12.0513,19.0476,24.7781,24.7587,17.129,13.426,,,,18.1896,23.0114,30.9959,14.0398,79.34,30.2145,17.8059,14.4703,
2015/6/19,19.57,27.92,6.29,127.1442,21.378,26.2074,11.3749,16.6901,65.8865,10.0368,17.69,,13.824,17.2966,16.2118,27.7018,10.8467,19.0476,22.5878,24.7587,15.4161,13.426,,,,16.3716,21.4339,29.9061,12.6354,79.34,27.1911,16.0253,13.2728,
2015/6/23,19.57,25.8,6.29,127.3151,20.9568,26.399,11.3749,17.1661,65.8865,10.0368,17.27,,13.3839,17.7678,16.2118,29.4443,10.768,19.0476,24.283,24.7587,15.626,13.426,,,,16.5198,21.264,29.8591,12.3878,79.34,27.4282,15.501,13.49,
2015/6/24,19.57,27.05,6.29,128.6139,21.2336,26.4331,11.3749,17.1024,65.8865,10.0368,17.39,,13.5731,17.8561,16.2118,28.9708,11.1417,19.0476,24.2513,24.7587,15.824,13.426,,,,16.5692,22.2445,30.7141,13.6259,79.34,27.6555,15.9165,13.6459,
2015/6/25,19.57,25.74,6.29,129.8785,19.894,25.854,11.3749,16.2999,65.8865,10.0368,16.27,,12.7916,16.688,16.2118,26.0711,10.414,19.0476,23.5304,24.7587,14.8191,13.426,,,,15.1563,21.1573,29.2014,12.5271,79.34,27.942,15.0855,12.6044,
2015/6/26,19.57,23.17,6.29,118.7704,17.9126,23.3163,11.3749,16.881,65.8865,10.0368,14.64,,11.5125,15.0192,16.2118,23.4673,9.3716,19.0476,21.2412,24.7587,13.3372,13.426,13.4234,,,13.6941,19.0411,26.2888,12.62,79.34,25.1458,13.5819,11.3456,
2015/6/29,19.57,20.85,6.29,106.8934,16.1478,21.9282,11.3749,16.6679,65.8865,10.0368,13.18,,10.3608,13.5172,16.2118,21.1199,8.4325,19.0476,19.1182,24.7587,12.0083,13.426,14.7662,,,12.5084,17.5704,24.7197,11.5367,79.34,22.6362,12.2267,11.1061,
2015/6/30,19.57,20.85,6.29,111.0803,17.7642,24.121,11.3749,18.1097,65.8865,10.0368,13.8,,11.06,14.1602,16.2118,22.5928,8.7029,19.0476,20.5956,24.7587,12.9982,13.426,16.2424,,,13.1704,18.279,27.1907,12.5465,79.34,24.1578,12.7015,12.2145,
2015/7/1,19.57,22.51,6.29,108.5169,17.8484,23.3716,11.3749,18.3754,59.2984,10.0368,12.75,,10.1593,13.2424,16.2118,20.3835,7.8326,19.0476,19.0113,24.7587,12.8992,13.426,17.8664,,,12.0342,16.4492,26.0257,11.765,79.34,21.7469,11.4353,12.0196,
2015/7/2,19.57,20.26,6.29,108.5169,17.4473,22.5669,10.2372,18.7296,53.369,10.0368,11.48,,9.1434,11.9564,16.2118,19.6076,7.0508,19.0476,17.8231,24.7587,13.2832,13.426,19.6528,,,10.8288,14.8038,24.4566,10.8132,79.34,19.5732,10.2878,11.1451,
2015/7/3,19.57,18.23,6.29,111.029,17.2869,21.2895,9.2146,18.9261,48.0336,10.0368,10.33,,8.802,10.803,16.2118,19.3972,6.3477,19.0476,16.3378,24.7587,13.1932,13.426,21.6185,,,9.742,13.3234,23.7614,9.8074,79.34,17.6663,9.2591,11.2398,
2015/7/6,19.57,16.41,6.29,107.577,17.7,21.2895,8.2931,19.1752,43.2323,10.0368,9.35,,8.259,9.7232,16.2118,17.7928,5.7134,19.0476,14.9714,24.7587,13.4692,13.426,20.4817,,,8.8231,11.9935,24.6352,8.8286,79.34,17.3798,8.3292,11.2398,
2015/7/7,19.57,16.41,6.29,96.8193,15.9473,19.1606,7.4644,19.5765,38.91,10.0368,8.42,,8.259,9.7183,16.2118,16.0109,5.1431,19.0476,13.4743,24.7587,12.1223,13.426,18.4335,,,7.9437,10.7946,22.8312,8.8286,79.34,15.6408,7.4983,11.2398,
2015/7/8,19.57,16.41,6.29,89.112,15.9473,19.1606,6.7171,19.5986,38.91,10.0368,8.42,,8.259,9.7183,16.2118,16.7013,5.4086,19.0476,12.6742,24.7587,11.0993,13.426,16.5914,,,7.9437,9.9258,20.5481,8.8286,79.34,15.6408,6.7465,11.2398,
2015/7/9,19.57,16.41,6.29,98.0241,15.9473,19.1606,7.3885,21.5579,38.91,10.0368,8.42,,8.259,9.7183,16.2118,18.3714,5.9494,19.0476,13.9416,24.7587,12.2093,13.426,18.2518,,,7.9437,10.9208,22.6057,8.8286,79.34,15.6408,7.4191,11.2398,
2015/7/10,19.57,16.41,6.29,107.8248,15.9473,19.1606,8.1274,23.7137,38.91,10.0368,8.42,,8.259,9.7183,16.2118,20.2059,6.5444,19.0476,15.3358,24.7587,13.4302,13.426,20.0769,,,7.9437,12.0129,24.87,8.8286,79.34,15.6408,8.161,11.2398,
