ÈÕÆÚ,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH
2014/1/2,1.4914,2.0198,-1.216,0,0.5482,-0.8696,-0.2196,1.5267,9.9628,3.5714,0.6873,1.6351,2.0699,3.9594,-0.0796,-0.0725,-0.3876,3.5503,0.9198,1.4636,3.872,0.8105,,,,,,,,,3.3726,5.411,0,4.2473,0.7407,,,0.2804,-0.6969,0.6201,0.3145,1.8328,-0.4158,0.5547,2.5307,1.6026,7.5456,5.6516,1.7474,2.7778,4.2201,3.7113,3.8133,4.6138,0,5.1809,4.3711,0.8827,-0.0774,3.1746,0.4042,,,,,,,0.8305,0.4487,0.8844,0.6146,0.8436,1.2684,1.8152,0.3894,6.621,0.9461,1.4081,0.4992,0.4228,3.8167,0.7192,0.8203,0.8303,6.7497,3.8593,1.1634,3.8492,3.8461,,,,,,,,,1.0111,3.3563,,1.4866,9.4849,,,0.3887,0.4295,0.2207,0.7414,1.6619,1.7269,1.2051,1.4143,1.3929,2.3209,0.9154,2.0086,0.9571,1.0269,2.2147,1.6122,4.2151,,1.4258,0.8357,2.0689,0.6665,2.1654,1.2639,,,,,,,26249466907,72236040233,3082892295,5358117754,3488273493,2510596646,4056359803,24707548376,887054981.4,5202852283,2380332938,8059146642,9009140000,4507986084,2473671251,3112031352,5117255500,5418000000,2604672000,2834006453,2878732283,771955800,,,,,,,,,10502174229,5932752660,578965792.4,7495169365,2445044040,,,28136148122,3649943700,2036845650,2631101703,15164373164,2884346400,6769273907,29398004502,4012915680,8640289188,16030540448,3904733952,40676217936,46168066634,1404456480,9698442597,2882860344,9469917397,12211278962,1424130236,4978400000,4901505269,3786475420,5753952665,,,,,,,21.8301,31.1178,-18.7546,27.6005,70.4919,29.4853,18.0419,20.9438,182.3323,103.1464,26.6506,21.8235,42.2225,39.2792,70.5674,118.9481,48.0458,45.8004,32.1308,64.8114,78.6418,93.9217,,,,,,,,,42.5368,25.3952,35.5407,48.0399,48.357,,,42.8896,290.6047,95.7075,87.8649,20.423,32.4828,26.6685,37.3681,37.1188,37.3644,37.3004,31.5489,21.6384,41.961,131.3985,44.1931,38.7974,26.2063,28.8313,675.7726,28.9013,-321.8959,39.5079,30.947,,,,,,,5.2493,8.0009,11.4437,2.9344,6.0279,2.0872,2.6322,4.023,3.2008,2.6757,4.5915,4.1632,6.3951,4.3771,3.7501,4.6247,4.9492,5.8637,2.1621,3.4171,4.5115,4.0855,,,,,,,,,8.5429,5.041,2.4255,4.7351,5.0702,,,5.6071,3.8506,6.6874,3.0325,4.1151,3.5383,3.881,5.3606,2.6061,4.9229,6.3963,3.8729,3.3819,12.0475,31.5748,6.9859,13.5582,4.6197,6.4315,17.5297,2.3942,132.6845,4.1497,4.0439,,,,,,,6.5381,4.5678,12.0476,2.9786,5.3648,1.764,3.3473,3.1707,7.5768,10.9695,16.3951,6.3138,9.2929,6.7639,3.4288,8.4043,9.1037,8.7865,5.4384,8.7891,7.715,9.8573,,,,,,,,,6.8867,6.1187,5.8571,6.028,9.3387,,,3.2286,0.5528,1.8533,2.4285,3.7942,4.9822,1.561,2.0799,2.7001,2.4146,11.4843,1.9792,3.0449,4.1563,3.1044,5.8854,6.3837,3.7405,4.4429,5.0621,1.7922,23.4886,1.9017,3.5987,,,,,,
2014/1/3,-0.8966,-2.1144,2.462,-1.8484,-1.1996,-2.5219,-1.394,-1.2663,1.6088,-0.7882,-1.9795,0.3218,-1.9829,3.5156,3.5032,1.1244,-2.7237,-4.0762,2.2135,-3.8986,1.1447,-3.1231,,,,,,,,,-1.4759,-0.7147,0,4.951,0,,,-3.1221,-2.3392,0,-1.8809,0.576,0,-2.0489,-1.6925,0.1577,-0.4336,-0.281,-1.8735,-1.2432,1.5436,-0.3976,0.5383,3.116,0,-0.8452,0.4274,-0.4375,-1.2002,-1.2146,-2.3577,,,,,,,1.1321,0.2509,1.256,0.6024,1.0281,1.4715,1.9622,0.341,7.7175,0.8216,0.64,0.3777,0.2595,3.0318,2.7425,1.2834,0.6367,7.686,6.2817,1.5817,4.4864,6.96,,,,,,,,,0.6944,2.4971,,1.0163,,,,0.7586,0.5038,0.2342,0.6724,1.4141,1.2995,0.7542,0.9066,1.1716,0.8117,0.4128,1.2062,0.5037,0.7665,1.338,1.1451,3.1573,,0.6467,0.5558,1.1664,0.7048,1.5799,1.1915,,,,,,,26014104314,70708704447,3158792612,5259076760,3446429427,2447281161,3999814802,24394670834,901325976,5161844580,2333213719,8085076972,8830500000,4666469970,2560328524,3147023362,4977875000,5197152000,2662327500,2723518872,2911685191,747847100,,,,,,,,,10347170622,5890348320,578965792.4,7866255626,2445044040,,,27257712929,3564564900,2036845650,2581613896,15251712966,2884346400,6630581140,28900436019,4019245200,8602826365,15985492763,3831577344,40170513604,46880728065,1398872160,9750650806,2972690604,9469917397,12108065004,1430216263,4956619500,4842679615,3740485840,5618293056,,,,,,,21.6344,30.4598,-19.2163,27.0903,69.6463,28.7417,17.7904,20.6786,185.2657,102.3335,26.1231,21.8937,41.3853,40.6601,73.0395,120.2855,46.7371,43.9335,32.8421,62.2847,79.542,90.9884,,,,,,,,,41.909,25.2137,35.5407,50.4183,48.357,,,41.5505,283.807,95.7075,86.2123,20.5406,32.4828,26.1221,36.7356,37.1774,37.2024,37.1956,30.9578,21.3694,42.6087,130.876,44.431,40.0064,26.2063,28.5876,678.6605,28.7748,-318.0326,39.028,30.2173,,,,,,,5.2022,7.8317,11.7255,2.8802,5.9556,2.0346,2.5955,3.9721,3.2523,2.6547,4.5006,4.1766,6.2683,4.531,3.8814,4.6767,4.8144,5.6247,2.2099,3.2839,4.5631,3.958,,,,,,,,,8.4168,5.005,2.4255,4.9696,5.0702,,,5.432,3.7605,6.6874,2.9754,4.1388,3.5383,3.8015,5.2699,2.6102,4.9016,6.3783,3.8004,3.3399,12.2335,31.4493,7.0235,13.9807,4.6197,6.3771,17.6046,2.3837,131.0921,4.0993,3.9486,,,,,,,6.4795,4.4712,12.3443,2.9235,5.3004,1.7195,3.3006,3.1306,7.6987,10.8831,16.0706,6.3342,9.1086,7.0017,3.5489,8.4988,8.8557,8.4284,5.5588,8.4464,7.8033,9.5494,,,,,,,,,6.7851,6.075,5.8571,6.3264,9.3387,,,3.1278,0.5398,1.8533,2.3828,3.8161,4.9822,1.529,2.0446,2.7043,2.4041,11.452,1.9421,3.0071,4.2204,3.092,5.917,6.5826,3.7405,4.4054,5.0837,1.7843,23.2067,1.8786,3.5139,,,,,,
2014/1/6,0.8796,-1.2175,-1.2014,-3.5782,-1.9868,-4.8369,-1.7857,-0.2806,-2,-5.859,0.766,-2.3092,-2.2529,-2.3585,-1.9231,-0.9326,2.5714,-5.4408,-2.8025,-5.6389,-3.3952,-3.9259,,,,,,,,,-0.1314,0,0,-3.3907,-8.0147,,,-2.6455,-4.1916,-2.3529,-0.9585,-2.6485,-3.8622,1.1263,-3.8737,3.7795,-2.7712,-1.872,-1.9093,-4.3788,-2.3573,-0.7984,-1.8583,-3.4403,0,-0.0882,-0.6809,0.3766,-1.3715,-4.3443,-4.3581,,,,,,,1.1743,0.2362,1.4868,0.6177,0.9288,2.0166,1.4152,0.5169,2.863,0.8756,1.3956,0.3422,0.2151,1.6839,2.1314,1.0107,0.8446,4.9914,3.4649,2.0779,2.4016,6.0803,,,,,,,,,0.251,3.1254,,1.542,17.9647,,,0.3944,0.8343,0.2433,0.502,0.9609,1.6042,1.4068,0.9468,5.2124,1.054,0.493,1.0794,0.7042,0.3847,0.9339,0.5808,2.0234,,0.3903,0.5162,1.7723,0.4986,1.6965,1.1496,,,,,,,26242929057,69847842459,3120842453,5070898872,3377957319,2328908731,3928389538,24326228872,883299456.5,4859412772,2351086526,7898378594,8631560000,4556411716,2511091437,3117675224,5105877500,4914384000,2587714500,2569941134,2812826466,718487000,,,,,,,,,10333573814,5890348320,578965792.4,7599537376,2249080952,,,26536609413,3415152000,1988919870,2556869993,14847766381,2772946800,6705261860,27780906934,4171153680,8364426584,15686247428,3758420736,38411542018,45775586425,1387703520,9569457610,2870422308,9469917397,12097387698,1420478620,4975288500,4776263554,3577989324,5373444007,,,,,,,21.8247,30.089,-18.9855,26.121,68.2626,27.3515,17.4727,20.6206,181.5603,96.3378,26.3232,21.3881,40.453,39.7012,71.6349,119.1638,47.9389,41.5432,31.9217,58.7725,76.8414,87.4163,,,,,,,,,41.854,25.2137,35.5407,48.7088,44.4814,,,40.4513,271.9109,93.4556,85.386,19.9966,31.2282,26.4163,35.3126,38.5825,36.1715,36.4993,30.3667,20.4337,41.6043,129.8311,43.6053,38.63,26.2063,28.5624,674.0398,28.8832,-313.6709,37.3325,28.9004,,,,,,,5.248,7.7364,11.5846,2.7771,5.8372,1.9362,2.5492,3.9609,3.1873,2.4991,4.5351,4.0801,6.1271,4.4241,3.8068,4.6331,4.9382,5.3186,2.148,3.0987,4.4082,3.8026,,,,,,,,,8.4058,5.005,2.4255,4.8011,4.6638,,,5.2883,3.6029,6.5301,2.9469,4.0292,3.4016,3.8443,5.0657,2.7088,4.7658,6.2589,3.7278,3.1936,11.9451,31.1982,6.8929,13.4997,4.6197,6.3715,17.4847,2.3927,129.2942,3.9212,3.7765,,,,,,,6.5365,4.4168,12.1959,2.8189,5.1951,1.6363,3.2417,3.1218,7.5447,10.2454,16.1937,6.1879,8.9034,6.8365,3.4807,8.4195,9.0834,7.9698,5.403,7.9702,7.5383,9.1745,,,,,,,,,6.7761,6.075,5.8571,6.1119,8.5902,,,3.0451,0.5172,1.8097,2.36,3.715,4.7897,1.5462,1.9654,2.8065,2.3375,11.2376,1.9051,2.8754,4.1209,3.0673,5.8071,6.3562,3.7405,4.4015,5.0491,1.791,22.8885,1.797,3.3607,,,,,,
2014/1/7,-1.8435,-0.815,0.5007,1.1719,0.4505,-0.1182,0.0758,-0.5225,0.8503,-1.4768,0.8984,0,-2.7281,-0.9179,0.3137,-3.4033,-0.4178,0.714,1.5072,0.086,0.8711,1.4618,,,,,,,,,3.0789,1.767,0,8.5961,2.1183,,,-1.1858,1.375,-1.0327,-0.4839,-0.8088,0,-1.432,1.0821,5.9181,1.873,0.9538,4.6229,-0.0572,2.4819,0,4.0116,0.2889,0,1.471,-5.6555,0.5629,-0.5959,3.3847,-0.2463,,,,,,,0.6686,0.1761,0.7383,0.4562,0.6655,0.8832,1.1055,0.2571,2.3653,0.7694,1.0709,0.2182,0.2507,1.4471,0.7856,1.3466,0.6969,3.0974,2.4229,0.8258,1.7881,2.8579,,,,,,,,,0.5505,2.7953,,2.6293,9.1746,,,0.4091,0.2241,0.2195,0.5564,1.041,1.1443,0.8469,0.775,7.232,1.2525,0.3433,2.1951,0.4567,0.5632,0.6384,1.6286,1.3408,,0.3702,0.5784,0.8038,0.7095,1.8326,1.0475,,,,,,,25759128173,69278562757,3136468989,5130323468,3393173343,2326155884,3931365590,24199122371,890810506.3,4787649293,2372208934,7898378594,8396080000,4514589579,2518969371,3011570419,5084543750,4949472000,2626716750,2572150886,2837329910,728989800,,,,,,,,,10651739113,5994431700,578965792.4,8252803814,2296723354,,,26221946060,3462110340,1968380250,2544498042,14727674153,2772946800,6609243791,28081521225,4418004960,8521089297,15835870095,3932167680,38389554873,46911713345,1387703520,9953341500,2878714332,9469917397,12275342798,1340143068,5003292000,4747799528,3699095218,5360208923,,,,,,,21.4223,29.8437,-19.0805,26.4271,68.5701,27.3192,17.4859,20.5128,183.1042,94.9151,26.5597,21.3881,39.3494,39.3368,71.8597,115.1083,47.7386,41.8398,32.4028,58.823,77.5108,88.6941,,,,,,,,,43.1426,25.6592,35.5407,52.8959,45.4236,,,39.9716,275.6496,92.4905,84.9728,19.8348,31.2282,26.038,35.6947,40.8658,36.849,36.8475,31.7705,20.422,42.6369,129.8311,45.3546,38.7416,26.2063,28.9825,635.9193,29.0458,-311.8016,38.5962,28.8293,,,,,,,5.1512,7.6733,11.6426,2.8097,5.8635,1.9339,2.5511,3.9402,3.2144,2.4622,4.5758,4.0801,5.96,4.3835,3.8187,4.4754,4.9175,5.3566,2.1804,3.1014,4.4466,3.8582,,,,,,,,,8.6646,5.0934,2.4255,5.2138,4.7626,,,5.2256,3.6525,6.4627,2.9327,3.9966,3.4016,3.7892,5.1206,2.8691,4.855,6.3186,3.9002,3.1918,12.2416,31.1982,7.1695,13.5387,4.6197,6.4652,16.4959,2.4062,128.5237,4.0539,3.7672,,,,,,,6.416,4.3808,12.257,2.8519,5.2185,1.6344,3.2441,3.1055,7.6088,10.0941,16.3392,6.1879,8.6605,6.7738,3.4916,8.133,9.0455,8.0267,5.4845,7.977,7.604,9.3086,,,,,,,,,6.9848,6.1823,5.8571,6.6373,8.7722,,,3.009,0.5243,1.791,2.3485,3.685,4.7897,1.5241,1.9867,2.9726,2.3812,11.3448,1.9931,2.8737,4.2232,3.0673,6.04,6.3745,3.7405,4.4662,4.7635,1.8011,22.7521,1.8578,3.3525,,,,,,
2014/1/8,-0.9645,-0.01,0.3559,-0.5792,-7.0628,0,0.3785,1.1717,3.6256,1.1777,1.5068,0.8536,0.3385,-1.2677,2.3456,2.1364,-1.9301,1.2927,1.3557,-1.4605,4.5265,2.554,,,,,,,,,0.0766,3.8585,0,5.4333,10.0196,,,1.15,-0.9864,0.5217,-1.7828,2.8169,-0.1086,-0.9685,0.9967,-0.8596,-2.1583,-0.762,1.2403,-1.2027,0.8146,-2.6157,5.1219,9.9856,0,4.61,2.5431,-0.1866,0.2398,-2.3622,0.4938,,,,,,,0.8246,0.1486,0.879,0.3931,3.4999,0.9041,1.0582,0.3754,4.0814,0.523,1.5403,0.2832,0.1729,2.4803,1.4257,0.7223,0.5857,3.4558,2.8679,0.9112,3.0577,3.8879,,,,,,,,,0.6397,5.3493,,2.4974,18.5945,,,0.3956,0.4831,0.2094,0.8144,0.904,1.4117,0.5519,0.7922,3.4288,1.0746,0.3187,1.7141,0.786,0.5005,0.8434,2.6008,5.1419,,1.0072,0.4732,0.9893,0.5021,1.3162,0.7566,,,,,,,25510689881,69271620321,3147630801,5100611170,3153520966,2326155884,3946245854,24482667643,923108020.4,4844034884,2407954548,7965797453,8424500000,4457359287,2578053875,3075910567,4986408500,5013456000,2662327500,2534585108,2965761759,747608400,,,,,,,,,10659897198,6225728100,578965792.4,8701199712,2526845146,,,26523498440,3427958820,1978650060,2499134219,15142538213,2769936000,6545231744,28361403497,4380027840,8337180895,15715206654,3980938752,37927824832,47293865127,1351405440,10463139306,3166171164,9469917397,12841240016,1374224818,4993957500,4759185139,3611715016,5386679090,,,,,,,21.2157,29.8407,-19.1484,26.274,63.7272,27.3192,17.5521,20.7532,189.7429,96.0329,26.9599,21.5707,39.4826,38.8381,73.5452,117.5675,46.8173,42.3807,32.8421,57.9639,81.0193,90.9594,,,,,,,,,43.1757,26.6492,35.5407,55.7699,49.9749,,,40.4313,272.9305,92.973,83.4579,20.3936,31.1943,25.7859,36.0505,40.5146,36.0537,36.5667,32.1646,20.1763,42.9842,126.4351,47.6776,42.6102,26.2063,30.3186,652.0916,28.9916,-312.5493,37.6844,28.9716,,,,,,,5.1015,7.6726,11.684,2.7934,5.4494,1.9339,2.5608,3.9864,3.3309,2.4912,4.6447,4.1149,5.9801,4.3279,3.9083,4.5711,4.8226,5.4259,2.2099,3.0561,4.6479,3.9567,,,,,,,,,8.6712,5.29,2.4255,5.497,5.2398,,,5.2857,3.6164,6.4964,2.8804,4.1092,3.3979,3.7525,5.1716,2.8445,4.7502,6.2704,3.9485,3.1534,12.3413,30.3822,7.5367,14.8906,4.6197,6.7633,16.9154,2.4017,128.8319,3.9582,3.7858,,,,,,,6.3541,4.3803,12.3006,2.8354,4.8499,1.6344,3.2564,3.1419,7.8847,10.213,16.5854,6.2407,8.6898,6.6879,3.5735,8.3068,8.8709,8.1305,5.5588,7.8605,7.9482,9.5464,,,,,,,,,6.9901,6.4209,5.8571,6.9979,9.6512,,,3.0436,0.5191,1.8004,2.3067,3.7888,4.7845,1.5093,2.0065,2.9471,2.3298,11.2584,2.0179,2.8392,4.2576,2.9871,6.3494,7.0111,3.7405,4.6721,4.8847,1.7978,22.8066,1.8139,3.369,,,,,,
2014/1/9,-1.8452,0.2105,-1.2057,-2.3301,-4.4632,0.5917,-1.9608,0.3195,-3.6615,-0.3175,-2.834,-1.6276,0.0482,3.9506,-1.3751,-1.2844,-0.8842,-0.2058,1.2739,0.4359,-0.7692,-3.0013,,,,,,,,,-0.6633,-2.7864,0,-0.0888,-0.6048,,,-1.0381,-1.6189,-0.692,0.495,-2.956,-1.087,-0.2445,-2.595,-1.3006,1.7157,0.9419,-2.6799,-3.2464,2.8609,-3.3058,0.3816,2.1825,0,-2.633,-0.5314,1.5576,-4.386,3.3531,-1.8428,,,,,,,0.8878,0.1921,1.6379,0.5433,2.5108,0.927,1.4926,0.5714,2.8834,0.533,1.4676,0.322,0.1803,2.5684,1.3844,1.0078,0.8059,4.9018,4.4259,1.0884,3.5703,3.8728,,,,,,,,,0.8209,3.2021,,1.9544,13.2663,,,0.2917,0.4181,0.228,0.4767,0.8221,1.2155,0.6492,1.2733,2.9788,1.4507,0.4267,1.119,1.7925,0.9167,1.0142,1.6143,7.6658,,0.6984,0.4486,1.8142,1.6046,2.2726,0.874,,,,,,,25039964696,69417411465,3109680642,4981761978,3012772744,2339920120,3868868484,24560887028,889308296.3,4828656995,2339712922,7836145802,8428560000,4633452493,2542603173,3036403459,4942318750,5003136000,2696242500,2545633866,2942948207,725170600,,,,,,,,,10589193798,6052255800,578965792.4,8693468748,2511563621,,,26248168006,3372462600,1964956980,2511506171,14694921727,2739828000,6529228733,27625416783,4323062160,8480220764,15863220475,3874252032,36696544721,48646889003,1306730880,10503063230,3235271364,9469917397,12503125326,1366921586,5071745000,4550448949,3732820910,5287415962,,,,,,,20.8242,29.9035,-18.9176,25.6618,60.8829,27.4809,17.2079,20.8195,182.7955,95.728,26.1958,21.2196,39.5016,40.3724,72.5339,116.0574,46.4033,42.2934,33.2604,58.2166,80.3961,88.2295,,,,,,,,,42.8893,25.9067,35.5407,55.7203,49.6726,,,40.0116,268.512,92.3296,83.871,19.7907,30.8553,25.7228,35.1149,39.9876,36.6722,36.9111,31.3026,19.5213,44.2139,122.2555,47.8595,43.5402,26.2063,29.5203,648.6261,29.4432,-298.841,38.9481,28.4378,,,,,,,5.0074,7.6887,11.5432,2.7283,5.2062,1.9453,2.5106,3.9991,3.2089,2.4833,4.5131,4.048,5.983,4.4989,3.8546,4.5124,4.78,5.4147,2.2381,3.0694,4.6121,3.8379,,,,,,,,,8.6137,5.1426,2.4255,5.4922,5.2081,,,5.2308,3.5579,6.4514,2.8946,3.9877,3.361,3.7434,5.0374,2.8075,4.8317,6.3295,3.8427,3.051,12.6944,29.3778,7.5654,15.2156,4.6197,6.5852,16.8255,2.4391,123.1814,4.0909,3.716,,,,,,,6.2368,4.3895,12.1523,2.7693,4.6335,1.6441,3.1925,3.1519,7.596,10.1806,16.1153,6.1391,8.694,6.9521,3.5243,8.2001,8.7925,8.1137,5.6296,7.8948,7.8871,9.2598,,,,,,,,,6.9438,6.242,5.8571,6.9917,9.5928,,,3.012,0.5107,1.7879,2.3181,3.6768,4.7325,1.5056,1.9544,2.9087,2.3698,11.3644,1.9638,2.747,4.3794,2.8883,6.3736,7.1641,3.7405,4.5491,4.8587,1.8258,21.8063,1.8748,3.3069,,,,,,
2014/1/10,-1.0705,-2.0502,-4.5226,-2.7833,-2.904,-0.2353,-0.7692,-3.0653,-1.8581,-3.0786,0,-4.6989,-1.3487,-0.6651,-2.866,4.2751,-3.223,0.7013,-2.4528,1.0417,-2.383,-1.58,,,,,,,,,-4.4684,-2.8662,0,-2.8902,0.6442,,,-3.8961,-3.038,1.3357,-4.1051,-1.0401,0.7692,-3.1863,-0.5629,-3.8067,-9.9598,-1.0142,-1.4949,-2.157,-3.397,-0.2137,-2.193,2.563,0,-1.9072,0.1781,-1.7178,-3.1276,-4.3943,-2.0651,,,,,,,0.6309,0.2313,1.7348,0.6506,1.464,0.7577,1.3406,0.4229,2.1159,0.615,0.7367,0.5421,0.1871,1.6632,0.6575,1.9612,0.2666,6.3428,2.6583,1.0572,1.4614,3.1699,,,,,,,,,0.78,2.5043,,0.9457,11.2205,,,0.6974,0.4754,0.3745,0.5603,0.9123,2.0097,0.634,0.5923,2.1696,4.9558,0.2653,1.015,1.1979,0.455,0.5841,1.3257,2.852,,0.4103,0.2997,0.8998,0.9926,1.8889,0.7126,,,,,,,24771912854,67994212210,2969041819,4843104587,2925280606,2334414426,3839107957,23808025443,872783986.8,4680004073,2339712922,7467935112,8314880000,4602636182,2469732284,3166212529,4783026750,5038224000,2630108250,2572150886,2872817658,713713000,,,,,,,,,10116024892,5878783500,578965792.4,8442212426,2527744059,,,25225512110,3270008040,1991202050,2408406574,14542077073,2760903600,6321189582,27469926633,4158494640,7635604398,15702335886,3816336384,35905007507,46994340757,1303938720,10272732896,3318191604,9469917397,12264665492,1369355996,4984623000,4408128819,3568791408,5178226521,,,,,,,20.6013,29.2905,-18.062,24.9476,59.1148,27.4162,17.0756,20.1813,179.3989,92.781,26.1958,20.2225,38.9688,40.1039,70.4551,121.019,44.9077,42.59,32.4446,58.823,78.4803,86.8354,,,,,,,,,40.9728,25.1642,35.5407,54.1099,49.9926,,,38.4527,260.3546,93.5628,80.4281,19.5849,31.0926,24.9032,34.9173,38.4654,33.0197,36.5367,30.8346,19.1003,42.712,121.9942,46.81,44.6561,26.2063,28.9573,649.7813,28.9374,-289.4944,37.2366,27.8505,,,,,,,4.9538,7.5311,11.0211,2.6524,5.055,1.9408,2.4913,3.8765,3.1493,2.4069,4.5131,3.8578,5.9023,4.469,3.7441,4.7053,4.6259,5.4527,2.1832,3.1014,4.5022,3.7773,,,,,,,,,8.2288,4.9952,2.4255,5.3334,5.2417,,,5.027,3.4498,6.5376,2.7758,3.9462,3.3869,3.6241,5.009,2.7006,4.3505,6.2653,3.7853,2.9852,12.2632,29.315,7.3995,15.6056,4.6197,6.4596,16.8555,2.3972,119.3287,3.9111,3.6393,,,,,,,6.1701,4.2995,11.6027,2.6923,4.4989,1.6402,3.168,3.0553,7.4549,9.8672,16.1153,5.8507,8.5768,6.9059,3.4233,8.5506,8.5091,8.1707,5.4916,7.977,7.6991,9.1135,,,,,,,,,6.6335,6.063,5.8571,6.7896,9.6546,,,2.8946,0.4952,1.8118,2.2229,3.6385,4.7689,1.4577,1.9434,2.798,2.1338,11.2492,1.9344,2.6878,4.2306,2.8822,6.2339,7.3477,3.7405,4.4623,4.8674,1.7944,21.1243,1.7924,3.2386,,,,,,
