ÈÕÆÚ,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH
2014/7/2,-1.0777,0,0.3049,-0.7234,0.808,-1.9274,0.3222,0,0,0.18,3.6893,,0.911,-0.2914,3.3528,5.0924,1.9802,1.5379,0.4232,0.5099,-2.9734,0,,,,1.5873,0.2693,-3.1392,1.2594,1.4167,-0.6618,-0.1866,0.8468,,2.0577,,0.7756,0.9477,0.7499,0.7505,2.8955,,,3.8063,3.4011,,2.4445,0.2628,1.0148,1.4604,3.6003,2.356,3.1304,2.828,11.3338,,,,,2.6669,0.828,2.0157,1.2137,5.8352,1.2208,0.598,1.0626,,3117896482,2210103932,3387172430,10453370102,15096407774,16325382053,1858007850,30991680000,1883891523,534069020.9,1428043978,,2686345646,7698757438,5597841932,5497790136,1221725230,2974710474,1449113760,1571266583,1252400000,483075500,,,,3126229729,9597993082,36431025923,2508480000,9534708652,20484294338,1612501470,13422266917,,67.6399,160.9624,-47.9012,36.8216,32.0193,34.2196,58.547,268.1997,26.6219,49.8319,43.1858,,46.5246,146.9913,173.2046,51.104,47.7172,46.441,36.4212,45.3311,70.9934,30.606,,,,68.566,25.7991,21.8154,30.2309,1420.7414,24.2015,52.6197,72.9815,,15.8277,2105.3462,5.0173,8.7643,4.9457,7.7011,10.2274,35.4713,3.1745,2.5216,3.3121,,6.3294,8.0192,3.0247,4.2615,5.7892,4.3514,4.7102,4.7158,19.8865,6.3318,,,,3.1363,4.9833,2.8842,1.894,20.4419,1.8398,3.0264,6.7409,,9.951,84.5299,16.2267,5.1026,13.6183,17.007,4.7275,77.6971,7.3875,8.8892,19.2748,,9.7158,24.5585,14.2263,6.2727,5.325,7.5925,11.6665,15.2293,25.8747,5.3801,,,,6.636,5.2262,4.4237,6.8354,28.3737,1.9823,3.3446,11.1458,
2014/7/3,2.0642,0,10.0304,3.9573,2.8626,0.9942,2.2479,0,0,1.0782,-0.0936,,3.0556,1.9207,1.5515,0.1286,1.6505,1.8316,5.4789,0.5682,-0.3226,0,,,,4.2969,4.8872,0.1568,0.8706,8.0068,0.4664,0.3738,0.687,,3.0456,,4.0136,2.3035,1.9856,1.0544,7.3438,,,5.8951,4.6717,,3.437,0.4579,1.6476,0.8724,4.5783,3.0186,9.0656,2.3753,9.7379,,,,,5.3043,2.5982,1.1727,1.1013,10.9504,1.2566,1.1405,0.7469,,3182256730,2210103932,3726919209,10867039899,15528556852,16487692210,1899774244,30991680000,1883891523,539827177.5,1426706859,,2768428430,7846625013,5684691384,5504862765,1241889627,3029196189,1528509648,1580194234,1248360000,483075500,,,,3260559913,10067067932,36488157694,2530320000,10298135069,20579824025,1618529513,13514480964,,69.0362,160.9624,-52.7059,38.2788,32.9359,34.5599,59.8631,268.1997,26.6219,50.3691,43.1454,,47.9462,149.8145,175.8918,51.1697,48.5048,47.2916,38.4167,45.5887,70.7643,30.606,,,,71.5122,27.0599,21.8496,30.4941,1534.4975,24.3144,52.8164,73.4829,,16.1544,2105.3462,5.5206,9.1111,5.0873,7.7776,10.4573,35.4713,3.1745,2.5488,3.309,,6.5228,8.1732,3.0716,4.267,5.8848,4.4311,4.9683,4.7426,19.8223,6.3318,,,,3.271,5.2268,2.8887,1.9105,22.0786,1.8484,3.0377,6.7872,,10.1564,84.5299,17.8543,5.3045,14.0081,17.1761,4.8338,77.6971,7.3875,8.985,19.2568,,10.0127,25.0302,14.4471,6.2808,5.4129,7.7315,12.3057,15.3159,25.7913,5.3801,,,,6.9212,5.4816,4.4306,6.8949,30.6455,1.9915,3.3571,11.2224,
2014/7/4,0.7303,0,3.5912,0.6163,-0.5195,-0.667,-1.8216,0,0,0,1.4995,,0,-2.2122,-1.2222,-1.1135,0.6686,1.1761,-2.2884,-1.3115,0.6149,0,,,,-3.2772,-0.8193,-0.5219,-0.9864,-0.5047,-0.4642,-0.5587,-1.3647,,1.4123,,15.4462,1.3109,0.7204,0.8621,3.2693,,,4.0363,2.8291,,1.876,0.4707,0.719,0.4381,3.6685,1.7807,4.5846,1.7499,8.9065,,,,,3.7094,1.0674,0.8255,0.7729,7.1483,0.9938,0.6873,0.954,,3205497931,2210103932,3860758849,10934015009,15447889024,16302734124,1865167803,30991680000,1883891523,539827177.5,1448100776,,2768428430,7673041338,5615211823,5443566648,1250192614,3064821464,1493531040,1559469330,1256036000,483075500,,,,3153706358,9984593233,36297718458,2505360000,10246157100,20484294338,1609487449,13330052869,,69.5404,160.9624,-54.5986,38.5147,32.7648,34.1722,58.7726,268.1997,26.6219,50.3691,43.7924,,47.9462,146.5003,173.742,50.6,48.8291,47.8478,37.5376,44.9907,71.1995,30.606,,,,69.1686,26.8382,21.7356,30.1933,1526.7524,24.2015,52.5213,72.4801,,16.2724,2105.3462,5.7188,9.1673,5.0609,7.6904,10.2668,35.4713,3.1745,2.5488,3.3586,,6.5228,7.9924,3.034,4.2195,5.9241,4.4832,4.8546,4.6804,19.9442,6.3318,,,,3.1638,5.184,2.8736,1.8917,21.9672,1.8398,3.0207,6.6945,,10.2306,84.5299,18.4955,5.3372,13.9354,16.9834,4.7457,77.6971,7.3875,8.985,19.5455,,10.0127,24.4765,14.2705,6.2108,5.4491,7.8224,12.0241,15.115,25.9499,5.3801,,,,6.6944,5.4367,4.4075,6.8269,30.4908,1.9823,3.3383,11.0693,
2014/7/7,-2.0078,0,-2.4,0.2522,0.3357,-2.6395,1.4075,0,0,0.2222,-0.4617,,1.1456,-0.4608,0.3375,-1.1693,-1.518,-3.5897,1.5613,0.4907,-3.7633,0,,,,1.9361,1.4972,-1.3116,1.6189,-0.7292,0.533,0.3745,-2.1522,,1.615,,6.639,0.8986,0.6651,1.6124,2.971,,,3.3042,1.9927,,1.8972,0.2845,0.5508,0.4163,2.1587,1.2248,4.0811,1.5534,9.8978,,,,,2.8941,0.998,1.0517,1.0501,4.3905,1.0136,0.5841,0.931,,3141137683,2210103932,3768100636,10961592995,15499746913,15872423476,1891420965,30991680000,1883891523,541026793.5,1441415177,,2800142233,7637681700,5634160794,5379912989,1270929224,2954802232,1516850112,1567121602,1208768000,483075500,,,,3214765532,10134078625,35821620367,2545920000,10171438770,20593471123,1615515492,13043164721,,68.1441,160.9624,-53.2883,38.6118,32.8748,33.2702,59.5999,268.1997,26.6219,50.4811,43.5902,,48.4954,145.8252,174.3283,50.0083,48.0878,46.1302,38.1237,45.2115,68.52,30.606,,,,70.5078,27.24,21.4505,30.6822,1515.6188,25.4893,52.7181,70.9202,,15.9457,2105.3462,5.5816,9.1904,5.0778,7.4874,10.4113,35.4713,3.1745,2.5544,3.3431,,6.5975,7.9556,3.0443,4.1701,5.8342,4.3222,4.9304,4.7034,19.1937,6.3318,,,,3.2251,5.2616,2.836,1.9223,21.807,1.9377,3.0321,6.5505,,10.0252,84.5299,18.0516,5.3506,13.9821,16.5351,4.8125,77.6971,7.3875,9.005,19.4553,,10.1274,24.3637,14.3186,6.1382,5.3664,7.5416,12.2118,15.1892,24.9733,5.3801,,,,6.824,5.5181,4.3497,6.9374,30.2685,2.0877,3.3509,10.831,
2014/7/8,0.683,0,-1.9126,-0.3714,-0.7063,-1.308,-0.3785,0,0,-0.133,-0.7421,,-0.0666,0.3788,2.8868,1.0079,0.6744,0.2837,2.123,2.3398,0,0,,,,1.1396,0.3561,0.638,-0.3676,4.4395,-0.5964,1.6791,0.4713,,1.5435,,5.3467,0.8988,0.6334,1.2921,2.2544,,,3.4667,1.6219,,2.0239,0.1753,1.0981,0.3987,1.7941,1.3723,4.9347,3.257,7.5591,,,,,2.9158,0.7445,0.6229,0.7918,4.5268,0.7443,1.3609,0.5084,,3162591099,2210103932,3696033138,10920882634,15390269147,15664817462,1884261012,30991680000,1883891523,540307023.9,1430718218,,2798276715,7666612313,5796806131,5434136477,1279500038,2963184650,1549052640,1603788740,1208768000,483075500,,,,3251401037,10170161306,36050147451,2536560000,10622997374,20470647240,1642641685,13104640753,,68.6096,160.9624,-52.2691,38.4684,32.6426,32.835,59.3743,268.1997,26.6219,50.4139,43.2667,,48.4631,146.3776,179.3608,50.5123,48.4121,46.261,38.9331,46.2694,68.52,30.606,,,,71.3113,27.337,21.5873,30.5693,1582.9044,25.3373,53.6032,71.2544,,16.0546,2105.3462,5.4748,9.1563,5.042,7.3895,10.3719,35.4713,3.1745,2.551,3.3183,,6.5931,7.9857,3.1322,4.2122,5.8735,4.3345,5.035,4.8134,19.1937,6.3318,,,,3.2618,5.2804,2.854,1.9152,22.7751,1.9261,3.083,6.5813,,10.0937,84.5299,17.7063,5.3308,13.8834,16.3188,4.7943,77.6971,7.3875,8.993,19.3109,,10.1207,24.456,14.732,6.2001,5.4026,7.563,12.4711,15.5446,24.9733,5.3801,,,,6.9017,5.5378,4.3775,6.9119,31.6123,2.0753,3.4071,10.8821,
2014/7/9,-2.9395,0,-0.2786,-4.0524,-1.9843,-1.7108,1.7099,0,0,-1.7318,-0.0935,,-2.8667,-1.3836,-3.2689,-2.9935,-1.8182,-5.7284,0.2867,-2.5845,-2.7406,0,,,,1.4085,-2.889,-0.317,-1.845,-0.8257,-1.8667,-0.9174,-1.7983,,2.3056,,3.5617,1.4406,0.6438,1.7441,4.5794,,,6.3356,2.6084,,2.16,0.256,0.9364,0.5038,1.99,4.2685,7.0292,2.6007,7.1821,,,,,5.3718,0.9032,0.8121,0.8826,4.6476,1.1474,0.727,0.6364,,3069626296,2210103932,3685737781,10478321614,15084883799,15396816970,1916480801,30991680000,1883891523,530950019.5,1429381098,,2718059449,7560533400,5607316418,5271466014,1256236401,2793440692,1553494368,1562338932,1175640000,483075500,,,,3297195418,9876345191,35935883909,2489760000,10535284551,20088528492,1627571578,12868982632,,66.5928,160.9624,-52.1235,36.9095,31.9948,32.2733,60.3895,268.1997,26.6219,49.5409,43.2263,,47.0739,144.3522,173.4977,49.0002,47.5319,43.611,39.0447,45.0735,66.6422,30.606,,,,72.3157,26.5473,21.5189,30.0053,1569.8345,24.8643,53.1115,69.9731,,15.5827,2105.3462,5.4596,8.7852,4.9419,7.263,10.5493,35.4713,3.1745,2.5069,3.3152,,6.4041,7.8752,3.0298,4.0861,5.7667,4.0862,5.0495,4.689,18.6676,6.3318,,,,3.3078,5.1278,2.845,1.8799,22.5871,1.8902,3.0547,6.463,,9.7969,84.5299,17.657,5.1147,13.6079,16.0396,4.8763,77.6971,7.3875,8.8373,19.2929,,9.8305,24.1176,14.2504,6.0145,5.3044,7.1298,12.5068,15.1428,24.2889,5.3801,,,,6.9989,5.3778,4.3636,6.7844,31.3512,2.0365,3.3759,10.6864,
2014/7/10,0.1747,0,0.5587,-0.7269,0.7639,-1.2013,1.2453,0,0,-0.5874,1.4967,,0.755,0.2551,0.2534,-0.6261,0.9747,-3.6009,0.1787,-0.8571,-0.3436,0,,,,-0.1852,0.5741,-2.7557,0.1253,2.3435,1.9701,-0.3704,0.0796,,1.1326,,4.3193,0.4561,0.6227,1.0291,6.1049,,,4.7297,1.7053,,1.5431,0.2194,0.6495,0.301,1.774,3.7342,4.5693,1.9429,5.9091,,,,,2.8841,0.6694,1.2545,0.5643,6.5449,1.1817,0.7275,0.433,,3074989650,2210103932,3706328495,10402153841,15200123553,15211858884,1940347312,30991680000,1883891523,527831018,1450775016,,2738580145,7579820475,5621528146,5238460413,1268480420,2692851680,1556270448,1548947455,1171600000,483075500,,,,3291089500,9933046546,34945599879,2492880000,10782179903,20484294338,1621543535,12879228637,,66.7091,160.9624,-52.4147,36.6412,32.2393,31.8856,61.1416,268.1997,26.6219,49.2498,43.8732,,47.4292,144.7205,173.9374,48.6934,47.9952,42.0406,39.1145,44.6872,66.4131,30.606,,,,72.1818,26.6997,20.9259,30.0429,1606.6237,25.3542,52.9148,70.0288,,15.6099,2105.3462,5.4901,8.7213,4.9797,7.1758,10.6806,35.4713,3.1745,2.4921,3.3648,,6.4524,7.8953,3.0375,4.0605,5.8229,3.9391,5.0585,4.6488,18.6035,6.3318,,,,3.3016,5.1573,2.7666,1.8823,23.1164,1.9274,3.0434,6.4681,,9.8141,84.5299,17.7556,5.0776,13.7119,15.847,4.937,77.6971,7.3875,8.7854,19.5816,,9.9047,24.1791,14.2865,5.9768,5.3561,6.8731,12.5292,15.013,24.2054,5.3801,,,,6.986,5.4087,4.2433,6.7929,32.086,2.0767,3.3634,10.6949,
2014/7/11,0.1163,0,0,0.5934,0.2274,-0.7444,-0.0615,0,0,2.2273,0,,3.2016,0.7634,-0.309,1.7552,0.9653,0.8949,-1.9622,-0.0206,-0.9655,0,,,,7.885,3.8921,-0.7629,2.0025,-1.8379,-0.6662,0.3717,1.8298,,1.1272,,2.5697,0.4844,0.4928,1.3556,3.1991,,,9.125,1.5599,,2.8263,0.1894,0.444,0.5723,2.4036,1.8563,3.9183,2.1888,6.4425,,,,,8.2048,1.5452,1.1693,0.8158,3.4795,0.6316,0.8716,0.5425,,3078565219,2210103932,3706328495,10463876002,15234695479,15098619240,1939153986,30991680000,1883891523,539587254.3,1450775016,,2826259482,7637681700,5604158256,5330404587,1280724440,2716951131,1525733568,1548628611,1160288000,483075500,,,,3550590991,10319646697,34678984948,2542800000,10584013897,20347823357,1627571578,13114886758,,66.7867,160.9624,-52.4147,36.8586,32.3126,31.6482,61.104,268.1997,26.6219,50.3468,43.8732,,48.9478,145.8252,173.4,49.5481,48.4585,42.4169,38.347,44.678,65.7719,30.606,,,,77.8733,27.7388,20.7663,30.6445,1577.0955,25.1853,53.1115,71.3101,,15.6281,2105.3462,5.4901,8.7731,4.991,7.1224,10.6741,35.4713,3.1745,2.5476,3.3648,,6.659,7.9556,3.0281,4.1317,5.8791,3.9743,4.9592,4.6479,18.4239,6.3318,,,,3.562,5.358,2.7455,1.9199,22.6916,1.9146,3.0547,6.5865,,9.8255,84.5299,17.7556,5.1077,13.743,15.729,4.934,77.6971,7.3875,8.981,19.5816,,10.2219,24.3637,14.2424,6.0817,5.4077,6.9346,12.2833,15.0099,23.9717,5.3801,,,,7.5368,5.6192,4.211,6.9289,31.4962,2.0628,3.3759,10.8906,
2014/7/14,1.1614,0,0.8333,0.2761,1.059,2,0.3077,0,0,0.9337,2.3041,,0.6601,0.6313,0.3663,0.3538,1.2428,2.3139,0.3639,1.7089,2.1588,0,,,,0.4299,0.5994,1.3729,1.1043,-1.5347,0.8719,1.1111,1.0937,,1.2525,,2.0236,0.6913,0.5393,1.0972,2.9899,,,5.1379,1.9203,,2.1792,0.2369,0.5027,0.3709,2.556,1.4761,3.7081,1.9237,4.7419,,,,,3.9172,1.0688,0.8745,0.8623,3.7311,0.8642,1.0478,0.6506,,3114320913,2210103932,3737214566,10492767226,15396031134,15400591625,1945120614,30991680000,1883891523,544625641.3,1484203011,,2844914660,7685899388,5624686308,5349264931,1296641665,2779819263,1531285728,1575092719,1185336000,483075500,,,,3565855785,10381502722,35155083039,2570880000,10421582744,20525235633,1645655706,13258330832,,67.5624,160.9624,-52.8515,36.9604,32.6548,32.2812,61.292,268.1997,26.6219,50.8169,44.8841,,49.2708,146.7458,174.0352,49.7234,49.0607,43.3983,38.4865,45.4415,67.1918,30.606,,,,78.2081,27.9051,21.0514,30.983,1552.8921,25.4049,53.7016,72.0901,,15.8096,2105.3462,5.5358,8.7973,5.0439,7.2648,10.7069,35.4713,3.1745,2.5714,3.4424,,6.703,8.0058,3.0392,4.1464,5.9522,4.0663,4.9773,4.7273,18.8216,6.3318,,,,3.5773,5.3901,2.7832,1.9411,22.3433,1.9313,3.0886,6.6585,,9.9396,84.5299,17.9036,5.1218,13.8886,16.0436,4.9492,77.6971,7.3875,9.0649,20.0328,,10.2893,24.5175,14.2946,6.1033,5.475,7.095,12.328,15.2664,24.4892,5.3801,,,,7.5692,5.6529,4.2688,7.0055,31.0129,2.0808,3.4134,11.0097,
2014/7/15,-0.9759,0,3.8567,4.1302,-0.0749,1.1765,0.7362,0,0,1.3216,0.6306,,-1.2459,-4.3078,-2.8074,-1.2781,-3.2106,-3.9201,0.0363,-2.6113,-1.6701,0,,,,-2.9966,2.8302,1.1376,-0.1214,0,-0.8644,-0.5495,-1.0819,,1.824,,5.6447,1.403,0.5541,1.0687,4.5462,,,7.1767,4.5552,,2.1146,0.8081,0.7062,0.2996,3.4379,2.948,3.0681,2.4857,4.7992,,,,,4.1083,1.6022,1.0179,1.0373,3.0027,1.0898,1.5286,0.5367,,3083928573,2210103932,3881349563,10926135584,15384507159,15581775056,1959440520,30991680000,1883891523,551823337,1493562850,,2809469822,7354804600,5466778214,5280896186,1255011999,2670847833,1531840944,1533961755,1165540000,483075500,,,,3459002230,10675318836,35555005436,2567760000,10421582744,20347823357,1636613642,13114886758,,66.903,160.9624,-54.8898,38.4869,32.6303,32.661,61.7432,268.1997,26.6219,51.4885,45.1672,,48.657,140.4243,169.1493,49.0879,47.4856,41.6971,38.5005,44.2549,66.0696,30.606,,,,75.8645,28.6949,21.2909,30.9454,1552.8921,25.1853,53.4065,71.3101,,15.6553,2105.3462,5.7493,9.1607,5.0401,7.3503,10.7857,35.4713,3.1745,2.6054,3.4641,,6.6195,7.6609,2.9538,4.0934,5.7611,3.9069,4.9791,4.6038,18.5073,6.3318,,,,3.4701,5.5426,2.8148,1.9388,22.3433,1.9146,3.0716,6.5865,,9.8426,84.5299,18.5941,5.3333,13.8782,16.2323,4.9856,77.6971,7.3875,9.1847,20.1591,,10.1611,23.4613,13.8932,6.0252,5.2992,6.8169,12.3325,14.8678,24.0802,5.3801,,,,7.3424,5.8128,4.3173,6.997,31.0129,2.0628,3.3946,10.8906,
2014/7/16,-1.971,0,1.5915,-0.613,-1.6479,-3.7064,-3.5323,0,0,-2,-0.1791,,0.0664,-2.0979,-3.4662,-0.9821,-0.6829,-6.0808,-2.4647,-2.3072,-4.0555,0,,,,-2.1183,0.5311,-1.8211,0,-7.6995,-0.5366,-0.1842,0.1562,,1.6063,,5.5752,0.9511,0.6003,1.5908,3.3909,,,3.7451,2.0379,,1.5602,0.3421,0.777,0.3382,1.3569,3.6035,2.1095,2.3352,5.8389,,,,,3.9887,3.6354,0.6498,0.8266,5.5898,0.7894,0.9534,0.9344,,3023143894,2210103932,3943121704,10859160474,15130979700,15004252870,1890227640,30991680000,1883891523,540786870.3,1490888610,,2811335340,7200508000,5277288501,5229030241,1246441185,2508438491,1494086256,1498569996,1118272000,483075500,,,,3385731220,10732020192,34907512032,2567760000,9619172851,20238646571,1633599620,13135378769,,65.5844,160.9624,-55.7634,38.251,32.0926,31.4504,59.5623,268.1997,26.6219,50.4587,45.0863,,48.6893,137.4783,163.2862,48.6058,47.1613,39.1616,37.5516,43.2338,63.3902,30.606,,,,74.2575,28.8473,20.9031,30.9454,1433.3272,25.0502,53.3082,71.4216,,15.3467,2105.3462,5.8408,9.1045,4.957,7.0779,10.4048,35.4713,3.1745,2.5533,3.4579,,6.6238,7.5002,2.8515,4.0532,5.7218,3.6693,4.8564,4.4976,17.7567,6.3318,,,,3.3966,5.5721,2.7636,1.9388,20.623,1.9043,3.066,6.5968,,9.6486,84.5299,18.89,5.3006,13.6495,15.6307,4.8095,77.6971,7.3875,9.001,20.123,,10.1679,22.9691,13.4117,5.9661,5.263,6.4024,12.0286,14.5247,23.1036,5.3801,,,,7.1869,5.8437,4.2387,6.997,28.625,2.0518,3.3884,10.9076,
2014/7/17,-1.1236,0,-3.3943,-1.0763,-1.904,0.9057,-0.947,0,0,-0.2662,0.2691,,-2.3889,-0.3125,-0.8079,0.4058,0.6876,1.0025,0.4459,0.2979,0.8309,0,,,,2.9757,-1.9693,-0.7638,-1.4581,0.5066,-1.416,-0.5535,0,,1.2642,,2.5558,0.7213,0.5365,0.7391,2.3362,,,2.4703,1.3736,,1.4901,0.1804,0.4728,0.1686,1.1165,1.3416,1.0414,1.0099,3.3986,,,,,4.0645,1.653,0.3904,0.6558,2.4854,1.0446,0.741,0.6651,,2989175985,2210103932,3809282064,10742282341,14842880315,15140140443,1872327757,30991680000,1883891523,539347331.1,1494899970,,2744176699,7178006413,5234653316,5250248127,1255011999,2533585744,1500748848,1503033822,1127564000,483075500,,,,3486478858,10520678776,34640897101,2530320000,9667902197,19952057510,1624557556,13135378769,,64.8475,160.9624,-53.8707,37.8393,31.4816,31.7353,58.9982,268.1997,26.6219,50.3244,45.2076,,47.5262,137.0487,161.967,48.803,47.4856,39.5542,37.719,43.3626,63.9169,30.606,,,,76.4672,28.2792,20.7435,30.4941,1440.5882,24.6954,53.0131,71.4216,,15.1743,2105.3462,5.6426,9.0065,4.8626,7.142,10.3062,35.4713,3.1745,2.5465,3.4672,,6.4656,7.4768,2.8284,4.0696,5.7611,3.7061,4.878,4.511,17.9042,6.3318,,,,3.4977,5.4624,2.7425,1.9105,20.7275,1.8773,3.049,6.5968,,9.5402,84.5299,18.2488,5.2436,13.3896,15.7722,4.7639,77.6971,7.3875,8.977,20.1772,,9.925,22.8973,13.3033,5.9903,5.2992,6.4666,12.0822,14.568,23.2956,5.3801,,,,7.4007,5.7286,4.2063,6.8949,28.7701,2.0227,3.3696,10.9076,
2014/7/18,0.6579,0,-1.0811,0.1589,2.0186,-0.2493,2.6131,0,0,2.5356,-0.5367,,0,0.0448,1.0558,-0.2694,-0.7805,3.5567,0.5179,-0.297,0.5016,0,,,,-2.1891,4.0176,1.2095,0.3699,-1.5121,-0.1368,0.1855,-0.312,,1.3561,,1.8833,0.4975,0.6054,0.649,3.2275,,,6.3994,1.3354,,0.8374,0.2404,0.4579,0.2443,1.5199,2.775,1.5071,0.797,3.6259,,,,,1.8471,2.0414,0.5179,0.4982,1.6189,0.72,0.4589,0.4656,,3008841616,2210103932,3768100636,10759354428,15142503676,15102393895,1921254103,30991680000,1883891523,553022953,1486877251,,2744176699,7181220925,5289921149,5236102870,1245216783,2623696734,1508521872,1498569996,1133220000,483075500,,,,3410154890,10943361608,35059863421,2539680000,9521714160,19924763314,1627571578,13094394748,,65.2741,160.9624,-53.2883,37.8994,32.1171,31.6561,60.5399,268.1997,26.6219,51.6004,44.965,,47.5262,137.1101,163.6771,48.6715,47.115,40.961,37.9144,43.2338,64.2375,30.606,,,,74.7932,29.4154,20.9944,30.6069,1418.8051,24.6616,53.1115,71.1987,,15.2741,2105.3462,5.5816,9.0208,4.9608,7.1241,10.5756,35.4713,3.1745,2.6111,3.4486,,6.4656,7.4801,2.8583,4.0587,5.7161,3.8379,4.9033,4.4976,17.9941,6.3318,,,,3.4211,5.6818,2.7756,1.9176,20.414,1.8748,3.0547,6.5762,,9.603,84.5299,18.0516,5.2519,13.6599,15.7329,4.8884,77.6971,7.3875,9.2047,20.0689,,9.925,22.9076,13.4438,5.9741,5.2578,6.6966,12.1448,14.5247,23.4125,5.3801,,,,7.2387,5.9588,4.2572,6.9204,28.335,2.0199,3.3759,10.8736,
2014/7/21,-1.9014,0,-2.1858,0.0854,-0.3805,-0.5249,-2.236,0,0,-1.6486,-2.4281,,-1.1557,1.9696,0.2687,-1.2607,-1.4749,0.9585,0.4417,-1.3617,-3.3868,0,,,,-3.1334,-2.3552,-0.2173,-1.2285,3.6506,-1.3014,-0.5556,-0.939,,0.8489,,1.8893,0.6287,0.421,0.5666,1.8078,,,3.9926,1.9177,,1.0352,0.2425,0.4203,0.2873,1.3133,1.3106,1.0301,1.4673,5.1444,,,,,2.8174,1.1151,0.4724,0.4522,2.7029,0.608,0.5134,0.4178,,2951632507,2210103932,3685737781,10768547090,15084883799,15023126144,1878294384,30991680000,1883891523,543905871.7,1450775016,,2712462896,7322659475,5304132877,5170091667,1226850754,2648843987,1515184464,1478163936,1094840000,483075500,,,,3303301335,10685628174,34983687727,2508480000,9869316826,19665468449,1618529513,12971442684,,64.033,160.9624,-52.1235,37.9318,31.9948,31.49,59.1863,268.1997,26.6219,50.7497,43.8732,,46.9769,139.8105,164.1168,48.0579,46.42,41.3536,38.0818,42.6451,62.0619,30.606,,,,72.4496,28.7226,20.9487,30.2309,1470.6004,24.3407,52.8164,70.5302,,14.9837,2105.3462,5.4596,9.0285,4.9419,7.0868,10.3391,35.4713,3.1745,2.568,3.3648,,6.3909,7.6275,2.866,4.0075,5.6318,3.8747,4.925,4.4364,17.3846,6.3318,,,,3.3139,5.548,2.7696,1.894,21.1593,1.8504,3.0377,6.5144,,9.4204,84.5299,17.657,5.2564,13.6079,15.6503,4.7791,77.6971,7.3875,9.0529,19.5816,,9.8103,23.3588,13.4799,5.8988,5.1803,6.7607,12.1984,14.327,22.6195,5.3801,,,,7.0119,5.8185,4.248,6.8354,29.3694,1.9937,3.3571,10.7715,
