ÈÕÆÚ,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH
2014/11/28,-2.5551,-0.5859,0,-2.2375,0.821,-0.2066,-2.2582,-2.2422,,,,-2.3387,-1.073,0,1.1838,4.6495,-0.4884,-2.1359,-2.1908,3.5629,-0.3342,,,,,,0.1078,1.5308,3.1867,,5.3415,2.609,1.3542,2.186,8.683,,,,0.3653,2.0233,,2.9749,2.9784,3.7876,0.8738,1.7873,2.3177,1.6718,,,,,,0.7165,10408142051,7439217762,4351753591,3098108084,3676627303,4725453104,4649546611,3036915000,,,,10408142051,12232061110,2991162332,2324800000,7998907103,5652682542,5845277058,3087515042,24773795883,28670961118,,,,,,2324800000,31.0874,63.6393,59.8352,58.9036,505.1815,44.5268,48.6168,50.4166,,,,20.9487,28.8823,27.9268,138.752,33.521,146.1372,904.5541,90.1022,59.9572,17.8747,,,,,,54.4213,7.2082,4.8928,8.1765,3.2481,1.5122,4.8839,4.2773,11.5954,,,,4.8574,4.0735,5.5233,9.341,6.5461,5.3691,2.6919,5.8351,5.6192,1.5447,,,,,,3.6637,0.7633,0.9319,0.3584,1.8808,1.0696,1.6353,1.1778,3.4238,,,,0.5143,0.9443,2.2881,4.1082,1.3683,0.3017,1.8399,2.2898,0.857,0.5125,,,,,,1.6113
2014/12/1,1.4119,-1.277,0,-3.081,3.2573,-0.4555,0.5308,-1.6077,,,,-1.5789,0,0,-3.1659,0.6595,-1.8405,-1.9841,-2.9624,-2.2362,3.2864,,,,,,-2.0452,1.5511,2.9008,,4.3534,3.0065,1.5131,1.8232,7.2785,,,,0.3732,1.7093,,2.2413,1.93,3.1278,1.1567,2.3461,1.1131,2.9932,,,,,,0.4095,10555096993,7344217928,4351753591,3002655810,3796387150,4703929301,4674224192,2988090000,,,,10555096993,12232061110,2991162332,2251200000,8051659354,5548645440,5729299338,2996049640,24219794714,29613199277,,,,,,2251200000,31.5264,62.8266,59.8352,57.0888,521.6369,44.324,48.8748,49.606,,,,20.6214,28.8823,27.9268,134.3593,33.7421,143.4476,886.6066,87.433,58.6164,18.4622,,,,,,53.3291,7.31,4.8303,8.1765,3.148,1.5614,4.8617,4.3,11.409,,,,4.7814,4.0735,5.5233,9.0453,6.5893,5.2703,2.6385,5.6622,5.4935,1.5955,,,,,,3.5902,0.774,0.92,0.3584,1.8228,1.1045,1.6279,1.184,3.3687,,,,0.5063,0.9443,2.2881,3.9782,1.3773,0.2961,1.8034,2.2219,0.8378,0.5294,,,,,,1.579
2014/12/2,0.8619,1.99,0,0.9991,-0.4732,0.208,-0.0621,2.9412,,,,0.0802,0.7954,0,0.2843,2.5862,2.25,1.417,1.2658,0.0587,1.039,,,,,,0.6593,1.1291,3.3275,,3.551,1.4574,1.4894,1.9825,7.5473,,,,0.2822,2.2586,,1.8672,1.8275,4.2488,0.7679,1.422,0.9083,2.2687,,,,,,0.4043,10646069100,7490371518,4351753591,3032655096,3778423173,4713712848,4671320948,3075975000,,,,10646069100,12329351546,2991162332,2257600000,8259891924,5673489962,5810483742,3033974319,24233999872,29920868880,,,,,,2257600000,31.7981,64.0769,59.8352,57.6592,519.1686,44.4162,48.8445,51.065,,,,20.6217,29.112,27.9268,134.7413,34.6147,146.6751,899.1698,88.5398,58.6508,18.654,,,,,,53.6422,7.373,4.9264,8.1765,3.1795,1.5541,4.8718,4.2973,11.7446,,,,4.7815,4.1059,5.5233,9.071,6.7597,5.3889,2.6758,5.7339,5.4968,1.6121,,,,,,3.6113,0.7807,0.9383,0.3584,1.841,1.0993,1.6313,1.1833,3.4678,,,,0.5063,0.9518,2.2881,3.9895,1.4129,0.3028,1.8289,2.2501,0.8383,0.5349,,,,,,1.5883
2014/12/3,4.7984,0.2927,0,0.6295,-2.3772,-0.9963,-1.5538,2.0106,,,,0.187,6.8149,0,-1.0631,-0.0672,-0.6112,3.6926,0.7353,-0.4689,3.2134,,,,,,0,1.8268,3.7741,,4.7521,1.8749,2.1604,1.6133,9.4156,,,,1.1241,6.2078,,2.8724,1.1926,2.619,1.1911,1.763,1.1916,3.2014,,,,,,0.8432,11156912468,7512294557,4351753591,3051745551,3688603288,4666751824,4598739827,3137820000,,,,11156912468,13169587125,2991162332,2233600000,8254339055,5638810928,6025042523,3056282954,24120358607,30882336389,,,,,,2233600000,33.3239,64.2644,59.8352,58.0222,506.8271,43.9737,48.0856,52.0917,,,,20.6781,31.096,27.9268,133.3089,34.5915,188.6232,932.3727,89.1908,58.3758,19.2534,,,,,,53.6868,7.7268,4.9409,8.1765,3.1995,1.5171,4.8233,4.2305,11.9807,,,,4.7946,4.3857,5.5233,8.9745,6.7551,6.9301,2.7746,5.7761,5.471,1.6639,,,,,,3.6143,0.8182,0.941,0.3584,1.8526,1.0731,1.615,1.1649,3.5375,,,,0.5077,1.0166,2.2881,3.9471,1.412,0.3894,1.8965,2.2666,0.8344,0.5521,,,,,,1.5896
2014/12/4,1.3172,2.821,0,0,-0.974,-0.7128,0.1578,-0.6224,,,,1.3333,1.679,0,0.5731,-0.0673,0.738,10.0096,8.0292,0.53,0.5604,,,,,,1.4192,1.035,6.5064,,4.4033,1.4439,2.2913,1.4604,6.9784,,,,1.3036,4.7751,,2.1926,1.771,3.2168,1.9042,6.3381,1.7905,2.5733,,0.0813,,,,0.8892,11303867410,7724217263,4351753591,3051745551,3652675334,4633487764,4605997939,3118290000,,,,11303867410,13390701751,2991162332,2246400000,8248786186,5680425769,6628126664,3301677936,24248205030,31055400541,,849600000,,,,2246400000,33.7628,66.0773,59.8352,58.0222,501.8904,43.6602,48.1615,51.7675,,,,20.9699,31.6181,27.9268,134.0729,34.5682,190.0153,1025.6997,96.3521,58.6852,19.3613,,28.4304,,,,54.4798,7.8285,5.0802,8.1765,3.1995,1.5023,4.7889,4.2372,11.9061,,,,4.8623,4.4593,5.5233,9.026,6.7506,6.9812,3.0524,6.2398,5.5,1.6732,,8.479,,,,3.6677,0.8289,0.9676,0.3584,1.8526,1.0627,1.6035,1.1667,3.5155,,,,0.5149,1.0337,2.2881,3.9697,1.411,0.3923,2.0863,2.4486,0.8388,0.5552,,0.9341,,,,1.6131
2014/12/5,-1.4651,-4.4465,0,-3.5746,-4.2623,6.0389,4.885,-4.1962,,,,-1.3158,5.1519,0,-4.0598,5.0825,-2.0757,0.0875,2.5,-1.8161,-1.0526,,10.0106,,,,-0.7535,1.6774,5.1998,,4.6528,1.8362,7.805,4.1779,11.1599,,,,0.5093,7.6151,,3.2681,2.9683,3.8429,3.0478,6.2663,1.5434,3.4713,,0.0622,,,,0.7489,11138251523,7380756325,4351753591,2942657238,3496987532,4913297203,4830999414,2987439000,,,,11138251523,14080579384,2991162332,2155200000,8668027760,5562517054,6633925550,3384219884,23807845126,30728501588,,934650000,,,,2155200000,33.2681,63.1392,59.8352,55.9481,480.4984,46.2968,50.5141,49.5952,,,,20.6859,33.247,27.9268,128.6297,36.3251,186.0711,1026.5971,98.7609,57.6194,19.1575,,31.2765,,,,54.0359,7.7138,4.8543,8.1765,3.0851,1.4383,5.0781,4.4442,11.4065,,,,4.7964,4.6891,5.5233,8.6595,7.0937,6.8363,3.0551,6.3958,5.4001,1.6556,,9.3278,,,,3.6378,0.8168,0.9245,0.3584,1.7864,1.0174,1.7003,1.2237,3.368,,,,0.5079,1.087,2.2881,3.8085,1.4827,0.3841,2.0881,2.5098,0.8236,0.5493,,1.0276,,,,1.5999
2014/12/8,-0.7539,5.1485,0,-3.4291,-1.0274,-5.217,3.3053,-2.0702,,,,-3.5467,1.696,0,-0.0742,1.9218,-1.6209,-2.0979,-1.1206,3.4606,2.378,,9.9904,,,,-0.3254,1.0241,7.7884,,6.4884,1.7256,5.9997,3.0771,6.5183,,,,0.6601,5.4845,,2.0947,2.9031,3.285,1.2731,3.5608,1.5216,2.8639,,0.0929,,,,0.5577,11054277271,7760755661,4351753591,2841750548,3461059578,4656968277,4990677880,2925594000,,,,11054277271,14319383180,2991162332,2153600000,8834613815,5472351565,6494752286,3346295205,24631744301,31459216894,,1028025000,,,,2153600000,33.0173,66.3899,59.8352,54.0296,475.5618,43.8815,52.1838,48.5685,,,,19.9235,33.8109,27.9268,128.5342,37.0232,183.055,1005.0601,97.6541,59.6134,19.613,,34.4011,,,,53.7802,7.6557,5.1043,8.1765,2.9793,1.4235,4.8131,4.5911,11.1704,,,,4.6196,4.7686,5.5233,8.6531,7.23,6.7255,2.991,6.3242,5.587,1.695,,10.2596,,,,3.6206,0.8106,0.9721,0.3584,1.7251,1.0069,1.6116,1.2642,3.2983,,,,0.4892,1.1054,2.2881,3.8057,1.5112,0.3779,2.0443,2.4817,0.8521,0.5624,,1.1302,,,,1.5924
2014/12/9,-3.9671,-5.838,0,-3.9347,-4.8443,-9.8739,-4.9447,-2.4255,,,,-3.2624,-9.1414,0,-6.7608,-7.291,-7.2243,-6.3393,-7.8,1.2687,-3.7286,,10.0022,,,,-3.3732,1.0753,6.0754,,5.0677,2.1368,4.7057,3.1657,6.3945,,,,0.7635,4.9034,,3.6553,2.1801,6.6459,1.5671,4.283,2.8467,3.6762,,0.2651,,,,1.2913,10615745064,7307679530,4351753591,2729935028,3293395793,4197141577,4743902069,2854635000,,,,10615745064,13010384594,2991162332,2008000000,8190481067,5077010578,6083031383,3085284179,24944257782,30286226534,,1130850000,,,,2008000000,31.7075,62.514,59.8352,51.9037,452.5242,39.5487,49.6034,47.3905,,,,19.2577,30.7201,27.9268,119.8443,34.3239,169.8305,941.3464,90.0371,60.3698,18.8817,,37.842,,,,51.9228,7.352,4.8063,8.1765,2.8621,1.3546,4.3379,4.3641,10.8995,,,,4.4652,4.3327,5.5233,8.0681,6.7029,6.2396,2.8014,5.8309,5.6579,1.6318,,11.2858,,,,3.4955,0.7785,0.9154,0.3584,1.6572,0.9582,1.4525,1.2017,3.2183,,,,0.4728,1.0044,2.2881,3.5484,1.401,0.3506,1.9147,2.2881,0.8629,0.5414,,1.2433,,,,1.5374
2014/12/10,2.9884,2.9,0,4.3956,3.0909,7.7855,2.0502,2.7822,,,,3.7439,5.9143,0,3.3466,3.1186,2.5956,2.3832,7.3753,6.0934,4.5714,,10.008,,,,2.4775,0.7528,3.3794,,3.1199,1.1371,2.8843,1.483,4.0576,,,,0.3266,3.3581,,1.8874,1.5803,2.0916,1.1912,2.8938,2.0446,2.3828,,0.4391,,,,0.6379,10932981128,7519602236,4351753591,2849932172,3395191662,4523912040,4841160771,2934057000,,,,10932981128,13779863492,2991162332,2075200000,8445913019,5208790907,6228003532,3312832253,26464209708,31670739746,,1244025000,,,,2075200000,32.655,64.3269,59.8352,54.1851,466.5113,42.6277,50.6204,48.709,,,,19.9625,32.537,27.9268,123.8551,35.3943,174.2387,963.7808,96.6776,64.0483,19.7449,,41.6292,,,,53.1779,7.5717,4.9457,8.1765,2.9879,1.3964,4.6756,4.4535,11.2027,,,,4.6287,4.5889,5.5233,8.3381,6.9119,6.4016,2.8681,6.2609,6.0026,1.7064,,12.4153,,,,3.58,0.8017,0.9419,0.3584,1.7301,0.9878,1.5656,1.2263,3.3078,,,,0.4901,1.0638,2.2881,3.6672,1.4447,0.3597,1.9603,2.4569,0.9154,0.5662,,1.3677,,,,1.5745
2014/12/11,3.2643,5.4422,0,-0.1914,2.2928,7.2232,-0.7496,2.9288,,,,1.5427,2.3107,0,2.1588,-0.3616,0.1332,-0.5587,2.7609,-2.2008,0.4857,,10.0018,,,,0.1099,1.4831,9.1776,,2.6273,1.4621,4.022,0.6956,6.6752,,,,1.0032,3.5337,,2.1726,1.3968,2.2538,0.8308,3.8804,1.687,2.3023,,47.5071,,,,0.4997,11289871701,7928832290,4351753591,2844477756,3473035563,4850682503,4804870210,3019989000,,,,11289871701,14098268554,2991162332,2120000000,8415372242,5215726714,6193210216,3404297655,25881798222,31824574548,,1368450000,,,,2120000000,33.721,67.8277,59.8352,54.0814,477.2073,45.7068,50.2409,50.1356,,,,20.2597,33.2888,27.9268,126.5289,35.2663,174.4707,958.3966,99.3468,62.6388,19.8408,,45.7929,,,,53.1998,7.8188,5.2148,8.1765,2.9822,1.4285,5.0134,4.4202,11.5308,,,,4.6976,4.695,5.5233,8.5181,6.8869,6.4101,2.8521,6.4338,5.8705,1.7146,,13.6571,,,,3.5815,0.8279,0.9932,0.3584,1.7268,1.0104,1.6787,1.2171,3.4047,,,,0.4974,1.0883,2.2881,3.7463,1.4395,0.3602,1.9494,2.5247,0.8953,0.5689,,1.5045,,,,1.5752
2014/12/12,1.0331,-1.1982,0,3.0681,0.1724,-0.4841,-0.9366,-0.9485,,,,0.7596,-1.8821,0,2.1887,0.198,3.3245,0.5618,-1.6383,3.8419,-1.2085,,-4.949,,,,0.4391,1.1679,5.3727,,3.8877,1.0115,1.7736,1.0939,4.1965,,,,0.3815,2.076,,2.0506,1.5644,3.5267,0.5553,2.1623,1.8281,1.3999,,28.9725,,,,0.6691,11406502607,7833832456,4351753591,2931748407,3479023555,4827201991,4759869915,2991345000,,,,11406502607,13832931003,2991162332,2166400000,8432030848,5389121884,6228003532,3348526068,26876159295,31439987544,,1300725000,,,,2166400000,34.0694,67.015,59.8352,55.7407,478.0301,45.4856,49.7704,49.66,,,,20.4239,32.6623,27.9268,129.2982,35.3361,180.2709,963.7808,97.7192,65.0453,19.601,,43.5266,,,,53.4605,7.8996,5.1523,8.1765,3.0737,1.4309,4.9891,4.3788,11.4214,,,,4.7357,4.6066,5.5233,8.7045,6.9005,6.6232,2.8681,6.3284,6.0961,1.6939,,12.9812,,,,3.599,0.8365,0.9813,0.3584,1.7798,1.0122,1.6705,1.2057,3.3724,,,,0.5014,1.0679,2.2881,3.8283,1.4424,0.3721,1.9603,2.4833,0.9297,0.562,,1.4301,,,,1.5829
2014/12/15,3.0675,2.9851,0,3.6279,0.8606,6.8099,7.5633,4.8531,,,,1.8578,1.8542,0,3.6928,8.3635,0.9009,2.8864,-0.7995,8.1395,0.2446,,-3.1136,,,,0.8743,1.6229,6.2314,,5.057,1.2361,3.6154,3.7531,10.7533,,,,0.6861,2.8009,,2.7284,2.1908,2.1208,1.5706,1.9223,2.4175,1.4284,,21.5747,,,,0.6125,11756395325,8067678201,4351753591,3038109511,3508963517,5155929164,5119872275,3136518000,,,,11756395325,14089423969,2991162332,2246400000,9137245150,5437672531,6407768997,3321755707,29063753657,31516904945,,1260225000,,,,2246400000,35.1144,69.0155,59.8352,57.7629,482.1439,48.5831,53.5347,52.0701,,,,20.7912,33.2679,27.9268,134.0729,38.2915,181.895,991.5994,96.938,70.3397,19.649,,42.1713,,,,53.8997,8.1419,5.3061,8.1765,3.1852,1.4432,5.3288,4.7099,11.9757,,,,4.8208,4.692,5.5233,9.026,7.4777,6.6829,2.9509,6.2778,6.5922,1.6981,,12.577,,,,3.6286,0.8621,1.0106,0.3584,1.8443,1.0209,1.7843,1.2969,3.5361,,,,0.5105,1.0877,2.2881,3.9697,1.563,0.3755,2.0169,2.4635,1.0054,0.5634,,1.3855,,,,1.5959
2014/12/16,-1.131,-0.9964,0,-2.0646,-2.2184,4.2125,2.495,-1.1208,,,,-0.0793,-1.1299,0,0.7123,0.8204,0.5102,-1.1765,1.8805,0.5865,0.3661,,-2.6781,,,,0.5417,0.6152,4.4812,,2.935,1.1885,3.8589,3.5901,7.5796,,,,0.3379,2.0291,,4.1401,1.9792,2.443,0.7563,3.4517,1.9574,1.2504,,14.5762,,,,0.8089,11623436092,7987293726,4351753591,2975383732,3431119617,5373123903,5247615048,3101364000,,,,11623436092,13930221438,2991162332,2262400000,9212208875,5465415758,6332383479,3384219884,29234215555,31632281046,,1226475000,,,,2262400000,34.7173,68.3278,59.8352,56.5703,471.4479,50.6297,54.8704,51.4865,,,,20.7827,32.892,27.9268,135.0278,38.6056,182.823,979.9336,98.7609,70.7523,19.7209,,41.0419,,,,54.2182,8.0498,5.2533,8.1765,3.1194,1.4112,5.5533,4.8275,11.8415,,,,4.8188,4.639,5.5233,9.0903,7.539,6.717,2.9162,6.3958,6.6309,1.7043,,12.2402,,,,3.65,0.8524,1.0005,0.3584,1.8063,0.9982,1.8594,1.3292,3.4964,,,,0.5103,1.0754,2.2881,3.998,1.5758,0.3774,1.9932,2.5098,1.0113,0.5655,,1.3484,,,,1.6053
2014/12/17,-1.9667,-3.2022,0,-4.1247,2.0942,-1.3474,-1.9364,-2.7078,,,,-0.6085,-3.2381,0,-1.6266,-4.129,-1.1421,-2.9304,-2.8345,-2.7697,-2.7964,,-3.8708,,,,-1.2931,0.3479,4.8047,,3.5473,1.1788,2.0918,1.4659,5.1376,,,,0.2978,2.3841,,2.0922,1.8152,2.2177,0.7185,2.2645,1.2428,1.5876,,15.7467,,,,0.4571,11394839516,7731524943,4351753591,2852659380,3502975525,5300725656,5146001479,3017385000,,,,11394839516,13479147601,2991162332,2225600000,8831837381,5402993497,6146819128,3288292755,28424521538,30747730938,,1179000000,,,,2225600000,34.0345,66.1398,59.8352,54.237,481.3212,49.9475,53.8079,50.0923,,,,20.6379,31.8269,27.9268,132.8314,37.0116,180.7349,951.2176,95.9615,68.7927,19.1695,,39.4532,,,,53.4778,7.8915,5.085,8.1765,2.9907,1.4408,5.4785,4.734,11.5209,,,,4.7853,4.4888,5.5233,8.9424,7.2277,6.6403,2.8307,6.2145,6.4473,1.6566,,11.7664,,,,3.6002,0.8356,0.9685,0.3584,1.7318,1.0191,1.8344,1.3035,3.4018,,,,0.5067,1.0405,2.2881,3.9329,1.5108,0.3731,1.9348,2.4387,0.9832,0.5497,,1.2962,,,,1.5834
2014/12/18,-1.3306,-1.6068,0,-0.0956,-1.7094,-2.0672,3.8646,0.0863,,,,-3.753,0,0,1.4378,0.8802,-2.9525,-1.4151,-1.0176,3.6982,0.1251,,0.1908,,,,0.9825,0.3881,2.9402,,2.397,0.8404,2.4901,1.9486,3.5077,,,,0.4524,1.4462,,4.4832,1.6463,2.5737,0.6329,1.1878,1.432,1.0218,,11.8931,,,,0.4882,11243219338,7607294391,4351753591,2849932172,3443095601,5191149932,5344873750,3019989000,,,,11243219338,13479147601,2991162332,2257600000,8909577540,5243469941,6059835839,3254829803,29475703244,30786189638,,1181250000,,,,2257600000,33.5817,65.0771,59.8352,54.1851,473.0934,48.915,55.8873,50.1356,,,,19.88,31.8269,27.9268,134.7413,37.3374,175.3987,937.7569,94.9849,71.3367,19.1934,,39.5285,,,,54.0544,7.7865,5.0033,8.1765,2.9879,1.4161,5.3652,4.9169,11.5308,,,,4.6095,4.4888,5.5233,9.071,7.2914,6.4442,2.7907,6.1513,6.6857,1.6587,,11.7888,,,,3.639,0.8245,0.9529,0.3584,1.7301,1.0017,1.7965,1.3539,3.4047,,,,0.4881,1.0405,2.2881,3.9895,1.5241,0.3621,1.9074,2.4139,1.0196,0.5503,,1.2987,,,,1.6005
2014/12/19,-2.5519,-1.9212,0,-1.5311,-3.1304,-2.2993,1.2493,-3.255,,,,-2.3783,6.4961,0,-2.1262,-0.966,-2.1164,-1.4354,-1.7135,-2.747,-0.7495,,-6.1143,,,,-0.8649,0.8336,3.6554,,2.3779,1.4411,1.6835,1.3979,5.5731,,,,0.2146,3.5607,,3.121,1.2506,1.9483,0.596,1.4606,1.1103,1.3158,,15.4825,,,,0.7437,10956307310,7461140800,4351753591,2806296847,3335311739,5071790661,5411648382,2921688000,,,,10956307310,14354761520,2991162332,2209600000,8823508078,5132497032,5972852549,3199058216,28666009227,30555437436,,1109025000,,,,2209600000,32.7247,63.8268,59.8352,53.3555,458.2836,47.7903,56.5855,48.5037,,,,19.4099,33.8944,27.9268,131.8765,36.9767,171.6866,924.2963,93.3574,69.3771,19.0496,,37.1116,,,,53.5957,7.5878,4.9072,8.1765,2.9421,1.3718,5.2419,4.9784,11.1555,,,,4.5005,4.7804,5.5233,8.8781,7.2209,6.3078,2.7506,6.0459,6.502,1.6463,,11.068,,,,3.6081,0.8035,0.9346,0.3584,1.7036,0.9703,1.7552,1.3708,3.2939,,,,0.4765,1.1081,2.2881,3.9047,1.5093,0.3544,1.88,2.3725,0.9916,0.5462,,1.2193,,,,1.5869
2014/12/22,0.0639,-6.5622,0,-3.207,-4.4883,-9.3364,-8.4764,-7.7763,,,,-3.4278,-3.2039,0,-3.0413,-3.0208,-4.7297,2.9126,-5.9972,-10.0099,1.4475,,-7.4863,,,,-2.9444,1.0603,4.2306,,2.7835,1.2947,3.563,2.3567,6.2057,,,,0.8571,3.5652,,3.7574,1.5806,2.6501,0.9701,1.6783,1.6155,1.8542,,12.9184,,,,0.8445,10963305164,6971526272,4351753591,2716298989,3185611930,4598266996,4952935697,2694489000,,,,10963305164,13894843098,2991162332,2142400000,8556970389,4889743794,6146819128,3007203958,25796567273,30997712490,,1026000000,,,,2142400000,32.7456,59.6384,59.8352,51.6444,437.7143,43.3284,51.7891,44.7319,,,,18.7517,32.8084,27.9268,127.8658,35.8597,163.5663,951.2176,87.7585,62.4325,19.3253,,34.3334,,,,52.0304,7.5927,4.5852,8.1765,2.8478,1.3102,4.7525,4.5564,10.288,,,,4.3479,4.6272,5.5233,8.6081,7.0028,6.0095,2.8307,5.6833,5.8512,1.6701,,10.2394,,,,3.5028,0.804,0.8733,0.3584,1.649,0.9268,1.5913,1.2546,3.0377,,,,0.4604,1.0726,2.2881,3.7859,1.4637,0.3377,1.9348,2.2302,0.8923,0.5541,,1.128,,,,1.5405
2014/12/23,-1.8723,-0.2096,0,1.004,-2.0677,2.3404,-7.7081,0.2416,,,,1.2907,-3.4373,0,-1.643,-3.3744,1.7021,3.6792,-1.2611,0.1101,-2.2333,,10,,,,-1.0112,1.2626,1.8304,,1.8527,0.857,3.172,2.4635,3.2623,,,,0.1908,1.8423,,1.3027,0.7899,2.1084,1.704,1.2823,1.1696,1.0713,,22.023,,,,0.4248,10758034769,6956910913,4351753591,2743571067,3119744014,4705886011,4571159001,2700999000,,,,10758034769,13417235506,2991162332,2107200000,8268221226,4972973476,6372975681,2969279279,25824977589,30305455884,,1128600000,,,,2107200000,32.1325,59.5133,59.8352,52.1629,428.6638,44.3424,47.7972,44.8399,,,,18.991,31.6807,27.9268,125.7649,34.6496,166.3504,986.2152,86.6518,62.5013,18.8937,,37.7667,,,,51.5127,7.4505,4.5756,8.1765,2.8764,1.2831,4.8637,4.2052,10.3128,,,,4.4034,4.4682,5.5233,8.4667,6.7665,6.1118,2.9349,5.6116,5.8576,1.6328,,11.2634,,,,3.4679,0.7889,0.8715,0.3584,1.6655,0.9076,1.6285,1.1579,3.0451,,,,0.4663,1.0358,2.2881,3.7237,1.4143,0.3434,2.006,2.2021,0.8933,0.5418,,1.2408,,,,1.5252
2014/12/24,-0.3686,2.6261,0,2.6839,2.6871,4.8649,6.383,3.1574,,,,0.2896,2.439,0,3.6446,-0.6716,1.2552,5.0955,3.2307,2.5853,-1.2056,,2.492,,,,1.3621,0.7112,1.8285,,1.5193,0.6607,2.3545,2.1545,2.966,,,,0.1122,1.5992,,3.1845,0.8881,1.2545,2.2465,1.3717,0.98,1.0722,,22.3205,,,,0.2235,10718380261,7139602901,4351753591,2817205678,3203575907,4934821006,4862935107,2786280000,,,,10718380261,13744485152,2991162332,2184000000,8212692541,5035395737,6697713295,3065206408,26492620024,29940098230,,1156725000,,,,2184000000,32.0141,61.0762,59.8352,53.5629,440.1826,46.4996,50.8481,46.2557,,,,19.0482,32.4534,27.9268,130.3486,34.4169,168.4385,1036.4682,89.4512,64.1171,18.666,,38.7078,,,,52.2288,7.423,4.6957,8.1765,2.9536,1.3176,5.1003,4.4736,10.6385,,,,4.4167,4.5772,5.5233,8.7752,6.721,6.1885,3.0844,5.7929,6.0091,1.6131,,11.5441,,,,3.5161,0.786,0.8943,0.3584,1.7102,0.932,1.7078,1.2318,3.1412,,,,0.4677,1.061,2.2881,3.8594,1.4048,0.3477,2.1082,2.2732,0.9164,0.5352,,1.2717,,,,1.5464
2014/12/25,0.9576,-0.3071,0,-0.1936,0.7477,1.5067,1.4925,-0.2336,,,,1.0107,1.6731,0,3.956,4.3949,-0.1377,0.0866,-0.2911,-0.5898,2.3764,,-3.7736,,,,1.6797,0.519,1.8647,,1.505,0.47,1.4782,1.208,3.5261,,,,0.0966,1.7101,,5.6406,1.2924,1.0146,1.1932,0.8995,0.767,1.2656,,13.2077,,,,0.4698,10821015459,7117679862,4351753591,2811751262,3227527877,5009175962,4935516228,2779770000,,,,10821015459,13974444363,2991162332,2270400000,8573628995,5028459930,6703512181,3056282954,26336363284,30651584187,,1113075000,,,,2270400000,32.3206,60.8887,59.8352,53.4592,443.4737,47.2003,51.607,46.1476,,,,19.2212,32.9964,27.9268,135.5053,35.9295,168.2065,1037.3656,89.1908,63.7389,19.1095,,37.2472,,,,53.0766,7.4941,4.6813,8.1765,2.9479,1.3275,5.1772,4.5404,10.6136,,,,4.4568,4.6537,5.5233,9.1224,7.0164,6.18,3.0871,5.7761,5.9736,1.6514,,11.1084,,,,3.5732,0.7935,0.8916,0.3584,1.7069,0.939,1.7335,1.2502,3.1339,,,,0.4719,1.0788,2.2881,4.0121,1.4666,0.3472,2.11,2.2666,0.911,0.5479,,1.2238,,,,1.5715
