ÈÕÆÚ,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH,000028.SZ,000078.SZ,000411.SZ,000705.SZ,000950.SZ,002462.SZ,002589.SZ,002727.SZ,002758.SZ,002788.SZ,002872.SZ,200028.SZ,600056.SH,600090.SH,600272.SH,600511.SH,600713.SH,600829.SH,600833.SH,600998.SH,601607.SH,603233.SH,603368.SH,603716.SH,603883.SH,603939.SH,900943.SH
2016/11/3,0.8282,0.4418,-0.8584,0.0698,-1.4607,0,0.6916,-0.1754,0.2874,-0.2896,,0.2101,-0.5246,0.6961,1.4554,0.2502,0.1142,-0.2517,0.2434,-0.0902,0.0496,,0.4592,10.0021,0.6143,-1.2575,1.3437,0.542,1.1143,1.1579,1.8587,0.9045,,0.7576,1.8287,3.9339,35.6981,,0.0856,0.5676,2.204,1.9581,1.1315,0.4765,0.4732,3.0235,0.2011,0.6026,,9.162,0.0251,2.6573,1.4945,0.2818,17039775367,12546839434,4788956195,4040232457,5251469291,10155803388,10928028894,4560521344,2771688200,2206642500,,17039775367,21113158295,4790274731,3457600000,8901248238,6082702564,9191234262,4593347885,31955144696,38766369963,,5021669202,657129200,4270936946,5145143840,3457600000,34.7955,38.0604,69.6944,132.1713,-14.3004,61.5973,100.9317,34.2019,104.0667,77.7621,,19.7734,36.2739,1462.6591,264.5854,29.9317,50.2182,66.1639,111.5743,52.5504,18.8421,,59.7801,42.7516,56.3638,67.9888,118.414,4.8576,10.0137,7.1104,3.7839,3.0787,7.444,7.4548,5.2129,9.2136,11.9643,,2.7604,4.1273,41.2142,10.2681,5.0665,3.4202,6.4578,5.9186,3.9014,1.8112,,9.3721,5.7032,6.1104,8.4733,4.5954,1.0191,1.6252,0.3098,2.2131,1.5787,1.2994,2.4424,2.2267,4.0051,1.3318,,0.5791,1.0835,15.5558,5.9586,1.2709,0.3172,1.0316,3.0808,0.736,0.5137,,1.9142,4.9607,2.9672,4.2037,2.6668
2016/11/4,0.5613,-0.2933,0.7792,-0.2094,0.3421,0,-1.9231,-1.1863,0.8596,5.955,,0.0629,-1.2464,-1.0753,0.1388,-1.8091,-1.8244,-0.5678,-1.9913,-3.204,1.7361,,1.0513,10.0039,1.9697,0.3639,-0.1396,0.9079,1.1646,0.5118,1.4997,0.6041,,0.9895,1.875,3.1469,37.7434,,0.1096,0.669,0.9372,1.2128,1.1747,1.2532,0.1988,1.5815,0.3887,1.2397,,13.7711,0.0433,3.809,1.24,0.1729,17135412710,12510045184,4826272737,4031774189,5269433268,10155803388,10717874492,4506420256,2795513600,2338047500,,17135412710,20850002918,4738766400,3462400000,8740215050,5971729655,9139044289,4501882482,30931311089,39439397219,,5074462433,722867600,4355060187,5163864800,3462400000,34.9908,37.9488,70.2375,131.8946,-14.3493,61.5973,98.9907,33.7962,104.9612,82.3928,,19.7922,35.8217,1446.9316,264.9527,29.3902,49.302,65.7882,109.3526,50.8667,19.1692,,60.4086,47.0284,57.474,68.2362,118.2891,4.8848,9.9843,7.1658,3.776,3.0892,7.444,7.3115,5.1511,9.2928,12.6767,,2.7631,4.0758,40.771,10.2824,4.9749,3.3578,6.4212,5.8008,3.7764,1.8426,,9.4706,6.2737,6.2308,8.5041,4.5906,1.0248,1.6204,0.3123,2.2084,1.5841,1.2994,2.3955,2.2003,4.0396,1.4112,,0.5797,1.07,15.3886,5.9669,1.2479,0.3114,1.0258,3.0195,0.7124,0.5227,,1.9343,5.457,3.0256,4.219,2.664
2016/11/7,-0.8984,-0.4412,0.8591,-1.7483,-0.3409,0,-0.2801,-0.4002,0.4545,-0.7539,,-1.7389,0.7767,-0.7764,-1.756,-0.6671,-0.2323,0.698,4.1625,0.8392,-0.195,,-0.4297,9.993,-0.4636,-0.997,-0.7687,0.2504,1.0452,0.7197,2.2391,0.583,,0.8674,1.5035,2.9975,20.4957,,0.0878,0.487,0.6592,1.8024,1.0187,0.973,0.1594,3.2232,0.3531,0.4892,,7.0094,0.0353,2.7037,0.6191,0.1351,16981459914,12454853808,4867735561,3961288627,5251469291,10155803388,10687852434,4488386560,2808220480,2320420000,,16981459914,21011944689,4701974736,3401600000,8681909931,5957858041,9202832034,4689275014,31190874539,39362479818,,5052656533,795103400,4334870609,5112382160,3401600000,34.6764,37.7814,70.8409,129.5887,-14.3004,61.5973,98.7134,33.6609,105.4383,81.7716,,19.5065,36.1,1435.6976,260.3001,29.1942,49.1875,66.2473,113.9045,51.2935,19.1318,,60.149,51.728,57.2075,67.5559,117.7466,4.8409,9.9403,7.2273,3.71,3.0787,7.444,7.291,5.1305,9.3351,12.5812,,2.7232,4.1075,40.4544,10.1018,4.9417,3.35,6.466,6.0422,3.8081,1.839,,9.4299,6.9007,6.2019,8.4193,4.5695,1.0156,1.6133,0.3149,2.1698,1.5787,1.2994,2.3888,2.1915,4.0579,1.4005,,0.5713,1.0783,15.2691,5.8621,1.2396,0.3107,1.0329,3.1451,0.7184,0.5216,,1.926,6.0023,3.0116,4.1769,2.6517
2016/11/8,1.2088,0.4431,0,0.9964,-0.114,0,-0.7865,0.2232,1.9514,-1.7956,,-1.4072,0.1927,0.313,0.2822,1.0233,2.9104,0,-0.666,1.8493,0.5862,,2.4191,9.9984,-0.1552,-0.6103,0,0.6144,1.0114,0.7077,1.7914,0.7374,,0.8967,1.0469,3.2376,19.808,,0.3444,0.375,0.9108,0.9951,0.7663,1.7111,0.1737,1.7388,0.2553,0.5042,,7.4876,0.0706,1.9243,0.8001,0.1586,17186730308,12510045184,4867735561,4000760542,5245481299,10155803388,10603790674,4498405280,2863018900,2278755000,,17186730308,21052430131,4716691402,3411200000,8770755827,6131253211,9202832034,4658042925,31767682205,39593232021,,5174884340,874601000,4328140749,5081180560,3411200000,35.0956,37.9488,70.8409,130.88,-14.2841,61.5973,97.937,33.736,107.4958,80.3033,,19.2595,36.1695,1440.1912,261.0347,29.4929,50.619,66.2473,113.1458,52.2421,19.244,,61.604,56.8999,57.1187,67.1435,117.9066,4.8995,9.9843,7.2273,3.747,3.0752,7.444,7.2336,5.1419,9.5172,12.3553,,2.6887,4.1154,40.5811,10.1303,4.9922,3.4475,6.466,6.002,3.8785,1.8498,,9.658,7.5906,6.1922,8.3679,4.5757,1.0279,1.6204,0.3149,2.1914,1.5769,1.2994,2.37,2.1964,4.1371,1.3754,,0.5641,1.0804,15.3169,5.8787,1.2523,0.3197,1.0329,3.1242,0.7317,0.5247,,1.9726,6.6024,3.0069,4.1514,2.6553
2016/11/9,-0.0136,-1.3235,-1.5332,-0.9866,-0.1142,0,0.2265,-2.049,-0.0555,0.9845,,0.4542,-1.2981,0.078,-1.454,-2.4691,-0.6787,0.6931,4.5019,-1.5433,-1.8456,,-1.8186,10.0073,-2.1769,-1.1667,-1.338,0.6976,1.72,0.7958,1.778,0.6115,,0.6238,2.6426,4.0181,24.0042,,0.0623,0.5347,1.0113,1.5512,1.3751,1.1047,0.5473,4.3822,0.2674,0.6262,,8.96,0.0557,2.7239,0.6605,0.4777,17184397690,12373992775,4793102478,3961288627,5239493306,10155803388,10627808320,4406233056,2861430540,2301190000,,17184397690,20779153394,4720370568,3361600000,8554193955,6089638370,9266619780,4867744092,31277395689,38862516714,,5080774667,962124800,4233922720,5021897520,3361600000,35.0909,37.4465,69.7548,129.5887,-14.2678,61.5973,98.1589,33.0448,107.4362,81.0939,,19.353,35.7,1441.3146,257.2392,28.7647,50.2755,66.7065,118.2395,51.4358,18.8888,,60.4837,62.5941,55.8753,66.3602,116.3547,4.8988,9.8522,7.1165,3.71,3.0717,7.444,7.25,5.0366,9.512,12.4769,,2.7017,4.062,40.6127,9.983,4.869,3.4241,6.5108,6.2722,3.8187,1.8156,,9.4824,8.3502,6.0574,8.2703,4.5155,1.0278,1.599,0.3101,2.1698,1.5751,1.2994,2.3753,2.1514,4.1348,1.3889,,0.5668,1.0664,15.3288,5.7932,1.2214,0.3176,1.0401,3.2648,0.7204,0.515,,1.9367,7.2631,2.9415,4.103,2.6204
2016/11/10,0.2443,1.0432,0.173,1.5658,0.5714,0,0.5367,0.9095,2.1371,1.2674,,1.3994,1.9484,0.5456,2.8082,1.8176,1.139,1.9399,5.912,0.1383,0.3958,,1.8974,9.9974,3.1591,1.895,2.9979,0.3661,1.2243,0.876,1.7385,0.6623,,0.8532,1.8485,4.0061,21.614,,0.4766,0.5202,2.1102,1.9693,1.1416,0.8334,0.6511,4.2809,0.2252,0.7208,,8.4259,0.1303,4.3543,0.8516,0.5663,17226384816,12503080628,4801395042,4023315922,5269433268,10155803388,10684850229,4446307936,2922582400,2330355500,,17226384816,21184007820,4746124733,3456000000,8709674274,6158996438,9446385245,5155525479,31320656264,39016351515,,5177179698,1058311800,4367678673,5117062400,3456000000,35.1766,37.8211,69.8754,131.6179,-14.3493,61.5973,98.6857,33.3453,109.7322,82.1217,,19.6384,36.3956,1449.1783,264.463,29.2875,50.8481,68.0006,125.2299,51.507,18.9636,,61.6314,68.8518,57.6405,67.6177,119.9365,4.9108,9.9507,7.1288,3.7681,3.0892,7.444,7.2889,5.0824,9.7152,12.635,,2.7416,4.1411,40.8343,10.2633,4.9575,3.4631,6.6371,6.643,3.8239,1.8228,,9.6623,9.185,6.2488,8.427,4.6545,1.0303,1.615,0.3106,2.2038,1.5841,1.2994,2.3881,2.171,4.2232,1.4065,,0.5752,1.0872,15.4125,5.9559,1.2436,0.3212,1.0603,3.4579,0.7214,0.5171,,1.9735,7.9893,3.0344,4.1807,2.7011
2016/11/11,-0.3385,0.4425,4.4041,0.3504,3.1818,0,-1.9387,-0.0451,-0.2717,-2.2005,,0.1699,-4.5867,1.4729,0,-0.3825,0.3378,1.7188,-1.7309,-3.2689,-0.5421,,-1.4298,10.0036,0.3082,-1.3415,0.4158,0.505,1.3538,1.9708,1.6075,0.9298,,1.2722,1.3381,2.5169,18.0818,,0.0105,2.022,2.0535,1.4043,1.0239,0.8596,0.6575,5.1195,0.4551,0.9189,,7.2327,0.1593,5.5164,0.9003,0.5593,17168069363,12558403993,5012855446,4037413034,5437097054,10155803388,10477698033,4444304192,2914640600,2279075500,,17168069363,20212357198,4816028896,3456000000,8676357063,6179803859,9608754052,5066290940,30296822657,38804828663,,5103154407,1164181200,4381138391,5048418880,3456000000,35.0575,37.9884,72.9529,132.0791,-14.8059,61.5973,96.7724,33.3303,109.434,80.3146,,19.736,34.7262,1470.5228,264.463,29.1755,51.0199,69.1694,123.0623,49.8233,18.8608,,60.7501,75.7395,57.8181,66.7106,120.8432,4.8941,9.9947,7.4428,3.7813,3.1875,7.444,7.1476,5.0801,9.6888,12.357,,2.7552,3.9512,41.4357,10.2633,4.9385,3.4748,6.7512,6.528,3.6989,1.813,,9.5241,10.1039,6.2681,8.314,4.6897,1.0268,1.6221,0.3243,2.2115,1.6345,1.2994,2.3418,2.17,4.2117,1.3756,,0.578,1.0373,15.6395,5.9559,1.2388,0.3223,1.0785,3.398,0.6978,0.5143,,1.9452,8.7885,3.0438,4.1247,2.7215
2016/11/14,-0.4076,0.7342,1.1993,1.257,3.4141,0,-1.3754,0,-3.5422,4.4579,,-0.1908,-4.006,0.3056,-0.1852,0.416,-0.2245,0.4225,-2.9502,1.0471,-0.2478,,0.5173,10.0022,0.0768,0.6799,-0.069,0.4648,1.4816,1.7481,2.2982,1.5242,,1.8186,2.7438,4.0875,25.391,,0.1445,2.795,1.7644,1.3029,1.1315,1.2576,1.1917,3.8051,0.2373,0.5828,,5.6382,0.1601,2.8117,1.0136,0.3029,17098090820,12650609603,5072976541,4088162640,5622724817,10155803388,10333592157,4444304192,2811397200,2380674000,,17098090820,19402648347,4830745562,3449600000,8712450708,6165932245,9649346254,4916823088,30614066873,38708681912,,5129551022,1280624800,4384503321,5082740640,3449600000,34.9146,38.2673,73.8278,133.7393,-15.3114,61.5973,95.4415,33.3303,105.5576,83.895,,19.743,33.3351,1475.0164,263.9732,29.2969,50.9053,69.4616,119.4317,50.345,18.814,,61.0644,83.3151,57.8625,67.1642,121.0718,4.8742,10.0681,7.5321,3.8288,3.2964,7.444,7.0493,5.0801,9.3456,12.9078,,2.7562,3.7929,41.5624,10.2443,4.959,3.467,6.7797,6.3354,3.7377,1.8085,,9.5734,11.1145,6.2729,8.3705,4.6986,1.0226,1.634,0.3282,2.2393,1.6903,1.2994,2.3096,2.17,4.0625,1.4369,,0.5783,0.9958,15.6872,5.9449,1.244,0.3215,1.0831,3.2978,0.7051,0.513,,1.9553,9.6675,3.0461,4.1527,2.7266
2016/11/15,1.487,0,0.5313,-0.5517,0,0,0.552,1.6682,0.7345,-2.8137,,0.5734,2.3474,-0.0762,-1.1596,-0.0637,1.1249,0.4808,0.6806,0.3297,0.5961,,1.8011,9.998,-0.4413,-0.0614,-0.1381,0.382,1.1278,1.0853,1.5855,1.0779,,0.5542,2.5673,1.4617,16.177,,0.1619,1.2756,1.737,1.9246,0.6969,1.2614,1.2516,3.2347,0.1699,0.3835,,8.7404,0.3257,2.3344,0.5289,0.2549,17352346195,12650609603,5099927377,4065607259,5622724817,10155803388,10390634066,4518442720,2832045880,2313689500,,17352346195,19858109576,4827066396,3409600000,8706897839,6235290313,9695737342,4950286040,30715008215,38939434115,,5221939177,1408661800,4365154975,5079620480,3409600000,35.4338,38.2673,74.22,133.0014,-15.3114,61.5973,95.9683,33.8863,106.3329,81.5344,,19.9187,34.1176,1473.893,260.9123,29.2782,51.478,69.7956,120.2445,50.511,18.9262,,62.1642,91.6449,57.6072,67.1229,121.2658,4.9467,10.0681,7.5721,3.8077,3.2964,7.444,7.0882,5.1648,9.4143,12.5447,,2.7807,3.8819,41.5307,10.1256,4.9559,3.506,6.8123,6.3785,3.75,1.8192,,9.7458,12.2257,6.2452,8.3653,4.7061,1.0378,1.634,0.33,2.227,1.6903,1.2994,2.3223,2.2062,4.0923,1.3965,,0.5834,1.0191,15.6753,5.8759,1.2432,0.3251,1.0883,3.3202,0.7074,0.516,,1.9905,10.6341,3.0327,4.1502,2.731
2016/11/16,-0.2554,0.7289,-1.2195,0.208,-0.213,0,-1.0113,-0.2661,-1.0095,-4.4466,,0.3167,0.9174,1.9055,6.6166,0.0319,-1.0011,-2.0335,1.2618,0,-0.1975,,-4.044,10.0027,0.9636,0.3378,3.0429,0.2321,1.9987,0.7962,1.4173,0.9403,,1.1432,2.0491,1.4159,16.1453,,0.2091,1.1553,2.9259,6.3064,0.7011,1.3542,0.4451,3.2857,0.1353,0.3431,,12.7061,0.3548,2.8564,0.7892,1.1214,17308026450,12742815212,5037733140,4074065527,5610748832,10155803388,10285556865,4506420256,2803455400,2210809000,,17308026450,20040294067,4919045557,3635200000,8709674274,6172868052,9498575219,5012750217,30715008215,38862516714,,5010766252,1549566200,4407216596,5096781360,3635200000,35.3433,38.5462,73.3149,133.2781,-15.2788,61.5973,94.9978,33.7962,105.2594,77.9089,,20.011,34.4306,1501.9779,278.1758,29.2875,50.9626,68.3763,121.7618,50.511,18.8888,,59.6503,100.8119,58.1623,67.3497,125.1327,4.934,10.1415,7.4798,3.8156,3.2893,7.444,7.0165,5.1511,9.3192,11.9869,,2.7936,3.9176,42.3221,10.7955,4.9575,3.4709,6.6738,6.459,3.75,1.8156,,9.3517,13.4486,6.3054,8.3936,4.8562,1.0352,1.6459,0.3259,2.2316,1.6867,1.2994,2.2988,2.2003,4.051,1.3344,,0.5861,1.0285,15.974,6.2647,1.2436,0.3219,1.0661,3.3621,0.7074,0.515,,1.91,11.6978,3.0619,4.1642,2.8181
2016/11/17,-1.6307,-0.1447,-0.9877,-1.3841,1.174,0,0.9632,-0.8004,-1.4448,-1.4932,,-1.0735,0,-1.6455,-3.6532,-0.3507,-0.2247,-0.4274,-2.4477,0,0.6927,,-0.9849,9.9975,-1.7942,0.153,-1.6107,0.2842,1.2035,1.0494,1.4244,0.7762,,0.6664,1.5216,1.6926,9.7662,,0.0511,0.5487,1.5081,4.1044,0.5937,1.1364,0.3839,2.0509,,0.465,,6.9071,27.6723,2.2645,1.0315,0.4249,17025779658,12724374090,4987977751,4017677077,5676616748,10155803388,10384629655,4470352864,2762952220,2177797500,,17025779658,20040294067,4838103895,3502400000,8679133497,6158996438,9457983017,4890052726,30715008215,39131727616,,4961416058,1704484600,4328140749,5104581760,3502400000,34.767,38.4905,72.5908,131.4334,-15.4581,61.5973,95.9128,33.5257,103.7387,76.7456,,19.8239,34.4306,1477.2632,268.0136,29.1848,50.8481,68.0841,118.7814,50.511,19.0197,,59.0628,110.8906,57.1187,67.4528,123.2966,4.8536,10.1268,7.4059,3.7628,3.3279,7.444,7.0841,5.1098,9.1846,11.8079,,2.7675,3.9176,41.6257,10.4011,4.9401,3.4631,6.6453,6.3009,3.75,1.8282,,9.2596,14.7931,6.1922,8.4065,4.7849,1.0183,1.6436,0.3227,2.2007,1.7065,1.2994,2.321,2.1827,3.9925,1.3144,,0.5806,1.0285,15.7111,6.0359,1.2392,0.3212,1.0616,3.2798,0.7074,0.5186,,1.8912,12.8672,3.0069,4.1706,2.7767
2016/11/18,0.4247,-0.7246,0.6234,-0.4912,-0.1055,0,0.2891,0.2241,-0.2587,10.0074,,1.0638,0.9091,-0.4563,0.3198,-0.5758,-0.7883,-0.0613,1.1405,0,-0.7371,,5.5401,4.1931,2.9543,-0.5501,-0.3411,0.2922,0.8706,0.9822,1.2572,1.2205,,0.9381,1.3998,1.1987,17.167,,0.532,0.8551,0.9321,2.757,0.7101,0.773,0.8215,2.0802,,0.3038,,19.2277,58.2605,7.61,0.4886,0.3119,17098090820,12632168481,5019074869,3997941119,5670628755,10155803388,10414651712,4480371584,2755804600,2395737500,,17098090820,20222478559,4816028896,3513600000,8629157680,6110445791,9452184131,4945824313,30715008215,38843287364,,5236285164,1775956000,4456008076,5076500320,3513600000,34.9146,38.2115,73.0434,130.7878,-15.4418,61.5973,96.1901,33.6008,103.4703,84.4258,,20.066,34.7436,1470.5228,268.8707,29.0168,50.4473,68.0423,120.1361,50.511,18.8795,,62.335,115.5404,58.8062,67.0817,123.0621,4.8742,10.0534,7.452,3.7443,3.3244,7.444,7.1046,5.1213,9.1608,12.9895,,2.8013,3.9532,41.4357,10.4344,4.9116,3.4358,6.6412,6.3728,3.75,1.8147,,9.7726,15.4134,6.3752,8.3602,4.7758,1.0226,1.6316,0.3247,2.1899,1.7047,1.2994,2.3277,2.1876,3.9822,1.446,,0.5877,1.0378,15.6395,6.0552,1.2321,0.3186,1.0609,3.3172,0.7074,0.5148,,1.996,13.4068,3.0958,4.1476,2.7714
2016/11/21,0,0.5839,0.2478,-0.5642,-1.1616,0,-0.5189,0.3131,1.4121,6.4214,,-0.2526,-2.8529,1.2987,-1.0474,-0.5148,0.681,-1.4724,-2.977,0,-0.4455,,4.8658,2.0301,2.2466,0.799,0.6845,0.5638,1.1204,0.8936,2.5507,0.8455,,0.7084,1.6688,1.229,47.2673,,0.2822,1.225,1.2482,3.0181,1.3966,0.7984,0.7628,2.6079,,0.6078,,19.1707,35.5596,8.1166,0.7833,0.4214,17098090820,12705932968,5031513717,3975385739,5604760840,10155803388,10360612009,4494397792,2794719420,2549577500,,17098090820,19645561002,4878574726,3476800000,8584734732,6152060632,9313010868,4798587324,30715008215,38670223212,,5491069888,1812010200,4556114733,5117062400,3476800000,34.9146,38.4347,73.2244,130.0499,-15.2625,61.5973,95.691,33.706,104.9314,89.8471,,20.0704,33.7524,1489.6205,266.0546,28.8674,50.7908,67.0405,116.5597,50.511,18.7953,,65.368,117.886,60.1273,67.6177,124.2449,4.8742,10.1121,7.4705,3.7232,3.2858,7.444,7.0677,5.1373,9.2902,13.8236,,2.8019,3.8404,41.9739,10.3251,4.8864,3.4592,6.5434,6.1831,3.75,1.8067,,10.2481,15.7263,6.5184,8.427,4.8217,1.0226,1.6412,0.3255,2.1775,1.6849,1.2994,2.3156,2.1945,4.0384,1.5388,,0.5878,1.0082,15.8426,5.9917,1.2257,0.3208,1.0453,3.2185,0.7074,0.5125,,2.0931,13.679,3.1653,4.1807,2.7981
2016/11/22,0.4093,-0.1451,-1.1125,1.1348,-0.1068,0,-0.6665,0.8025,-0.0284,-0.7542,,0.5488,0,-0.0754,1.7948,0.1617,0.2255,0.9963,1.5807,0,-0.2984,,-0.6584,2.96,-0.4062,1.189,1.4956,0.6239,1.3789,1.0334,1.8362,0.6123,,0.5372,2.1415,1.922,31.7673,,0.4799,0.7212,1.1885,2.6486,0.9579,1.0593,0.8365,1.8896,,0.792,,13.3619,36.0117,6.7123,0.9307,0.6956,17168069363,12687491847,4975538904,4020496499,5598772847,10155803388,10291561277,4530465184,2793925240,2530347500,,17168069363,19645561002,4874895560,3539200000,8598616903,6165932245,9405793043,4874436682,30715008215,38554847111,,5454918002,1865645600,4537607620,5177905520,3539200000,35.0575,38.3789,72.4098,131.5257,-15.2462,61.5973,95.0533,33.9765,104.9016,89.1695,,20.1234,33.7524,1488.4971,270.8297,28.9141,50.9053,67.7084,118.4021,50.511,18.7393,,64.9377,121.3755,59.883,68.4217,125.7265,4.8941,10.0975,7.3874,3.7654,3.2823,7.444,7.0206,5.1786,9.2876,13.7194,,2.8093,3.8404,41.9422,10.5104,4.8943,3.467,6.6086,6.2808,3.75,1.8013,,10.1807,16.1918,6.4919,8.5272,4.8792,1.0268,1.6388,0.3219,2.2023,1.6831,1.2994,2.3002,2.2121,4.0373,1.5272,,0.5894,1.0082,15.8306,6.0993,1.2277,0.3215,1.0557,3.2693,0.7074,0.5109,,2.0793,14.0839,3.1525,4.2305,2.8314
2016/11/23,-2.0652,0.2907,-0.5,0.2805,-2.0321,0,-0.7585,-0.8846,-1.6202,-2.6092,,0.021,-1.0819,-1.2075,-2.4412,-0.8718,0.3375,-2.7127,-2.4256,0,0.3491,,-0.9363,-1.0653,-1.8354,-0.0603,-0.5358,1.0676,1.6773,0.9376,1.8607,0.733,,0.5606,2.3758,1.8624,18.872,,0.274,0.6306,1.5692,2.065,0.7519,1.5359,0.369,2.3668,,0.5454,,8.7276,21.6317,3.9576,0.9218,0.2773,16813511409,12724374090,4950661209,4031774189,5485000993,10155803388,10213503927,4490390304,2748656980,2464324500,,16813511409,19433012429,4816028896,3452800000,8523653178,6186739666,9150642061,4756200918,30715008215,38689452562,,5403846289,1845771200,4454325611,5174785360,3452800000,34.3335,38.4905,72.0477,131.8946,-14.9364,61.5973,94.3323,33.6759,103.2019,86.8428,,20.1646,33.3873,1470.5228,264.2181,28.662,51.0771,65.8716,115.5301,50.511,18.8047,,64.3297,120.0825,58.784,68.3805,125.2801,4.7931,10.1268,7.3505,3.776,3.2156,7.444,6.9674,5.1328,9.1371,13.3614,,2.815,3.7988,41.4357,10.2538,4.8516,3.4787,6.4293,6.1285,3.75,1.8076,,10.0853,16.0193,6.3728,8.5221,4.8619,1.0056,1.6436,0.3203,2.2084,1.6489,1.2994,2.2827,2.1925,3.9718,1.4874,,0.5906,0.9973,15.6395,5.9504,1.217,0.3226,1.0271,3.19,0.7074,0.5127,,2.0599,13.9338,3.0946,4.2279,2.8214
2016/11/24,-0.6659,-1.4493,0.1256,-0.1399,-1.6376,0,0.4703,-1.3833,-4.6518,-1.3526,,0.7345,0.2604,-0.9167,-2.8267,2.7036,-1.009,-0.1267,-1.8293,0,0.9443,,-1.561,3.1612,-1.0576,-0.3316,-1.6162,0.7618,1.4382,0.7901,1.6495,0.9398,,0.6881,2.26,3.3132,17.0153,,0.1592,0.6496,1.2569,2.8323,2.1188,0.8684,0.1818,2.8515,,0.6403,,9.0589,21.9602,5.076,0.6519,0.3804,16701545739,12539962872,4956880633,4026135344,5395181107,10155803388,10261539219,4428274240,2620794000,2430992500,,16701545739,19483619232,4771878899,3355200000,8754097222,6124317404,9139044289,4669197243,30715008215,39054810216,,5319491887,1904120400,4407216596,5157624480,3355200000,34.1049,37.9326,72.1382,131.7101,-14.6918,61.5973,94.776,33.2101,98.4011,85.6682,,20.3646,33.4742,1457.0421,256.7494,29.4369,50.5618,65.7882,113.4168,50.511,18.9823,,63.3255,123.8786,58.1623,68.1537,123.5791,4.7612,9.9801,7.3597,3.7707,3.163,7.444,7.0002,5.0617,8.712,13.1807,,2.843,3.8087,41.0559,9.964,4.9828,3.4436,6.4212,6.0164,3.75,1.8246,,9.9279,16.5258,6.3054,8.4938,4.7959,0.9989,1.6197,0.3207,2.2053,1.6219,1.2994,2.2935,2.1622,3.7871,1.4673,,0.5965,0.9999,15.4961,5.7822,1.2499,0.3194,1.0258,3.1317,0.7074,0.5176,,2.0277,14.3743,3.0619,4.2139,2.7831
2016/11/25,0.419,0.2941,-1.0038,-0.9104,4.9945,0,-1.3751,0.7692,1.9394,-1.3579,,0,0.0519,-1.6962,-1.7644,-0.3806,0,0.0635,0.7167,0,0.3939,,0.3344,7.4669,-0.4008,0,-0.0684,0.4024,0.9935,0.6787,1.6725,3.0431,,0.643,1.7549,2.764,16.2293,,0.1254,0.4846,1.6723,2.5215,1.2941,0.78,0.1411,1.8247,,0.5394,,8.7427,32.1203,4.2531,0.5428,0.3255,16771524283,12576845115,4907125244,3989482852,5664640763,10155803388,10120435550,4462337888,2671621520,2397981000,,16771524283,19493740593,4690937237,3296000000,8720780011,6124317404,9144843175,4702660195,30715008215,39208645017,,5337280910,2046298800,4389550715,5157624480,3296000000,34.2478,38.0442,71.4141,130.5111,-15.4255,61.5973,93.4727,33.4656,100.3095,84.5049,,20.3895,33.4916,1432.3274,252.2193,29.3249,50.5618,65.8299,114.2296,50.511,19.057,,63.5373,133.1284,57.9291,68.1537,123.6429,4.7811,10.0094,7.2858,3.7364,3.3209,7.444,6.9039,5.1007,8.881,13.0017,,2.8464,3.8107,40.3595,9.7882,4.9638,3.4436,6.4252,6.0595,3.75,1.8318,,9.9611,17.7597,6.2801,8.4938,4.7984,1.0031,1.6245,0.3175,2.1853,1.7029,1.2994,2.2619,2.1788,3.8605,1.4473,,0.5972,1.0004,15.2332,5.6802,1.2451,0.3194,1.0264,3.1541,0.7074,0.5196,,2.0345,15.4476,3.0496,4.2139,2.7845
