ÈÕÆÚ,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH
2016/2/23,-2.3199,-1.7989,5.222,-2.3491,-2.3384,-1.5152,1.3845,,,,0,-0.7916,-1.8649,2.5,0,-2.1489,-2.5597,-2.2121,-1.9986,2.1566,-1.2888,-0.9722,3.7402,-1.7317,-2.0714,1.7337,-1.6064,-2.3153,-2.7488,,,,,,,,,,,,,-2.0919,-1.3253,-2.5998,,-4.95,,,,,,,,,,1.4762,1.9706,4.6409,1.8371,1.2599,5.0965,3.8447,,,,,6.2966,2.93,5.6852,,1.9175,4.0646,3.369,0.9905,10.1818,3.5486,2.1666,16.2496,2.0824,2.6466,5.9339,8.3815,5.851,5.3566,,,,,,,,,,,,,0.9114,2.0503,0.953,,11.544,,,,,,,,,,3628800000,8092890886,21241521413,8586682289,5480980394,7239480300,6096610732,,,,21015448987,3630661294,5258820348,2902429945,10165861630,10493143450,3061169971,7703968733,5389165443,3448131228,3440487476,6554445509,2503822310,1626234213,4222540953,2644122000,1216406625,3322500000,2257200000,,,,,,,,,,,,,6179647500,4215886218,9744437531,,1805000000,,,,,,,,,,-278.9509,51.8106,219.0494,48.0373,33.3595,-48.1158,72.6665,,,,51.2637,116.5875,68.0445,48.3375,220.8944,100.4678,174.3724,111.8986,50.776,173.053,580.1574,62.4328,55.241,53.8463,41.9347,65.5719,93.6996,65.6444,72.0278,,,,,,,,,,,,,171.05,28.9936,38.496,,79.0584,,,,,,,,,,30.8339,6.5187,16.7103,8.2718,4.8012,11.9124,6.7841,,,,5.5551,5.0444,4.6522,4.2066,24.0897,18.9465,9.7302,5.2083,5.8979,11.142,4.9649,6.4497,5.5768,5.8454,8.7438,8.2105,9.139,8.2598,12.8865,,,,,,,,,,,,,9.8678,1.8915,3.3397,,9.2778,,,,,,,,,,15.7735,9.4417,15.0413,8.3195,3.7629,18.2326,5.9334,,,,9.6445,8.5162,10.3257,9.0684,61.8873,9.4508,10.9612,14.9688,11.3007,35.4377,25.6408,16.2727,8.6922,10.2769,18.1487,15.4794,15.5871,15.4713,21.057,,,,,,,,,,,,,8.4244,2.4465,1.4311,,13.1543,,,,,,,,,
2016/2/24,3.3333,-0.0939,-1.8128,2.7397,1.3931,0.5128,0.7489,,,,9.9902,-0.9309,-1.2669,-1.7824,0,0.9856,0.3503,4.5908,3.6136,3.8148,0.7122,-1.9168,0.4261,-1.2888,0.7294,-1.9293,-5.4694,-1.7833,-2.6316,,,,,,,,,,,,,0.9107,0.2442,0.7143,,0.9972,,,,,,,,,,2.3617,2.3428,3.4683,4.3276,1.3186,7.1419,3.7746,,,,0.1447,6.8045,2.3142,4.5712,,1.9105,4.007,5.3255,1.9703,14.3918,3.4327,2.3718,11.201,3.6678,2.1866,4.8791,11.4121,6.3504,5.6175,,,,,,,,,,,,,1.3934,1.5795,0.6391,,10.1017,,,,,,,,,,3749760000,8085288358,20856459658,8821933859,5557337108,7276605840,6142268169,,,,23114935565,3596865245,5192196780,2850698080,10165861630,10596568865,3071892107,8057643944,5583908094,3579671049,3464989464,6428810976,2514490842,1605275381,4253339939,2593110000,1149876630,3263250000,2197800000,,,,,,,,,,,,,6235924500,4226181423,9814040656,,1823000000,,,,,,,,,,-288.2493,51.7619,215.0785,49.3534,33.8243,-48.3625,73.2107,,,,56.385,115.5023,67.1824,47.476,220.8944,101.4581,174.9832,117.0356,52.6108,179.6547,584.2891,61.2361,55.728,53.1523,42.2405,64.3069,88.5748,64.4737,70.1324,,,,,,,,,,,,,172.6077,29.0644,38.771,,79.8468,,,,,,,,,,31.8617,6.5126,16.4074,8.4984,4.8681,11.9735,6.8349,,,,6.1101,4.9974,4.5932,4.1317,24.0897,19.1333,9.7643,5.4474,6.111,11.567,5.0003,6.3261,5.6259,5.7701,8.8076,8.0521,8.6392,8.1125,12.5474,,,,,,,,,,,,,9.9577,1.8961,3.3636,,9.3703,,,,,,,,,,16.2993,9.4329,14.7686,8.5474,3.8153,18.3261,5.9779,,,,10.608,8.4369,10.1948,8.9068,61.8873,9.5439,10.9996,15.656,11.7091,36.7896,25.8234,15.9608,8.7688,10.1445,18.281,15.1808,14.7346,15.1954,20.5028,,,,,,,,,,,,,8.5011,2.4525,1.4413,,13.2855,,,,,,,,,
2016/2/25,-10,-10.0141,-9.9879,-9.9837,-10.0043,-10,-10.0131,,,,-3.9774,-10,-10.0086,-9.9809,0,-10,-9.9825,-9.9873,-9.9102,-9.9893,-10.0177,0,-9.9869,-9.992,-8.2549,-10,-10,-9.9977,-10,,,,,,,,,,,,,-9.9965,-9.9878,-10.0037,,-5.65,,,,,,,,,,2.0901,3.1753,3.3369,3.7057,1.627,5.9054,3.148,,,,1.9398,7.0228,2.9709,6.1644,,2.6503,4.5225,4.5772,2.3863,9.5787,3.3511,,9.7182,3.9059,3.2978,4.6336,12.5952,7.3854,5.6682,,,,,,,,,,,,,2.3045,2.5296,1.0272,,15.7517,,,,,,,,,,3374784000,7275619143,18773338687,7941174933,5001364783,6548945256,5527235633,,,,22195552554,3237178720,4672532944,2566172818,10165861630,9536911978,2765239003,7252904696,5030530462,3222087070,3117877968,6428810976,2263370020,1444876163,3902231501,2333799000,1034888967,2937000000,1978020000,,,,,,,,,,,,,5612548500,3804078041,8832270258,,1720000000,,,,,,,,,,-259.4244,46.5784,193.5967,44.4261,30.4404,-43.5263,65.88,,,,54.1424,103.9521,60.4584,42.7375,220.8944,91.3123,157.5154,105.347,47.397,161.7084,525.7569,61.2361,50.1625,47.8413,38.7536,57.8762,79.7174,58.0278,63.1191,,,,,,,,,,,,,155.3529,26.1615,34.8924,,75.3354,,,,,,,,,,28.6756,5.8604,14.7686,7.65,4.3811,10.7761,6.1505,,,,5.867,4.4977,4.1335,3.7193,24.0897,17.22,8.7896,4.9034,5.5054,10.4116,4.4994,6.3261,5.0641,5.1935,8.0806,7.2469,7.7752,7.3014,11.2926,,,,,,,,,,,,,8.9623,1.7067,3.0271,,8.8409,,,,,,,,,,14.6694,8.4882,13.2936,7.6941,3.4336,16.4935,5.3793,,,,10.186,7.5932,9.1745,8.0178,61.8873,8.5895,9.9016,14.0924,10.5487,33.1146,23.2365,15.9608,7.8931,9.1308,16.772,13.6627,13.2611,13.6763,18.4525,,,,,,,,,,,,,7.6513,2.2076,1.2971,,12.5348,,,,,,,,,
2016/2/26,9.991,-1.5674,-2.9926,0.7225,-0.334,-3.7982,-3.3528,,,,3.0603,-3.5794,-4.943,-3.4483,0,-4.8135,-4.5754,-3.5336,3.8712,-4.8355,-1.9646,0,-5.1124,1.3914,4.1831,-1.9672,-3.934,-0.4213,-0.3559,,,,,,,,,,,,,-0.5013,-1.9621,-1.1613,,0.7267,,,,,,,,,,4.576,2.6081,2.4078,2.3407,1.02,4.398,4.0559,,,,1.4944,4.6661,5.2229,3.8533,,2.6673,3.6357,3.1039,1.1513,7.1472,2.1582,,6.204,3.0795,2.6408,3.7049,6.3019,4.0987,3.8532,,,,,,,,,,,,,1.8049,1.463,0.8817,,11.1621,,,,,,,,,,3711960000,7161581225,18211527274,7998553365,4984661751,6300204138,5341920152,,,,22874798212,3121306551,4441571240,2477684100,10165861630,9077848293,2638717793,6996618311,5225273113,3066282622,3056622998,6428810976,2147657485,1464979531,4065466126,2287888200,994176582,2924625000,1970980000,,,,,,,,,,,,,5584410000,3729437808,8729697232,,1732500000,,,,,,,,,,-285.3436,45.8483,187.8031,44.7471,30.3387,-41.8731,63.6712,,,,55.7993,100.2312,57.47,41.2638,220.8944,86.9169,150.3084,101.6244,49.2318,153.889,515.4277,61.2361,47.598,48.5069,40.3747,56.7376,76.5813,57.7834,62.8945,,,,,,,,,,,,,154.574,25.6482,34.4872,,75.8829,,,,,,,,,,31.5405,5.7685,14.3266,7.7052,4.3665,10.3668,5.9443,,,,6.0466,4.3367,3.9292,3.591,24.0897,16.3911,8.3874,4.7301,5.7185,9.9081,4.411,6.3261,4.8052,5.2658,8.4186,7.1043,7.4694,7.2707,11.2524,,,,,,,,,,,,,8.9173,1.6732,2.9919,,8.9052,,,,,,,,,,16.135,8.3552,12.8957,7.7497,3.4222,15.8671,5.199,,,,10.4978,7.3214,8.721,7.7414,61.8873,8.1761,9.4486,13.5944,10.9571,31.5133,22.78,15.9608,7.4895,9.2579,17.4736,13.3939,12.7394,13.6186,18.3869,,,,,,,,,,,,,7.6129,2.1642,1.2821,,12.6259,,,,,,,,,
2016/2/29,-5.499,-9.9788,-9.948,-5.9182,-8.3293,-10.0177,-10.005,,,,-7.8284,-9.8995,-9.65,-9.5604,0,-9.994,-9.9959,-7.4725,-9.5572,-9.9958,-10.02,0,-10.0115,-8.3212,-9.5202,-9.8848,-9.9481,-9.3474,-6.8088,,,,,,,,,,,,,-10,-5.314,-5.4553,,-7.0707,,,,,,,,,,5.2959,3.5609,2.6052,2.6553,1.2307,3.7269,2.9975,,,,1.1938,4.3831,3.8371,4.3119,,3.0376,3.7028,3.1537,1.1439,6.2523,2.343,,7.0504,2.427,3.0834,4.4646,6.6251,5.3637,4.4599,,,,,,,,,,,,,1.3211,1.9949,1.2764,,7.2549,,,,,,,,,,3507840000,6446943608,16399843278,7525181304,4569472118,5669069958,4807459564,,,,21084059659,2812314101,4012959615,2240806609,10165861630,8170607808,2374953235,6473794085,4725883542,2759782068,2750348149,6428810976,1932645539,1343076125,3678425537,2061735000,895275276,2651250000,1836780000,,,,,,,,,,,,,5025969000,3531255123,8253465322,,1610000000,,,,,,,,,,-269.6526,41.2732,169.1204,42.0988,27.8117,-37.6784,57.3009,,,,51.4311,90.3088,51.9241,37.3188,220.8944,78.2304,135.2837,94.0305,44.5266,138.5065,463.7816,61.2361,42.8327,44.4706,36.531,51.1292,68.9629,52.3821,58.6121,,,,,,,,,,,,,139.1166,24.2853,32.6058,,70.5175,,,,,,,,,,29.8061,5.1929,12.9014,7.2492,4.0028,9.3283,5.3495,,,,5.5732,3.9074,3.55,3.2477,24.0897,14.7529,7.549,4.3767,5.172,8.9177,3.969,6.3261,4.3241,4.8276,7.6171,6.4021,6.7263,6.5911,10.4863,,,,,,,,,,,,,8.0256,1.5843,2.8287,,8.2755,,,,,,,,,,15.2477,7.5215,11.6129,7.291,3.1371,14.2776,4.6788,,,,9.6759,6.5966,7.8794,7.0012,61.8873,7.359,8.5041,12.5785,9.9099,28.3633,20.4974,15.9608,6.7397,8.4875,15.81,12.07,11.4721,12.3456,17.1349,,,,,,,,,,,,,6.8516,2.0492,1.2121,,11.7332,,,,,,,,,
2016/3/1,-6.1207,2.0047,0.1925,2.4018,2.141,3.1434,5.0838,,,,9.9902,4.0343,3.3204,3.7667,0,3.1979,0.2257,2.8504,2.3256,2.1749,2.2272,0,2.845,2.6433,2.9863,2.7216,2.8838,2.1075,-0.2276,,,,,,,,,,,,,1.0336,3.5714,1.8198,,1.7702,,,,,,,,,,4.5017,2.8706,2.6938,1.7336,0.8438,3.2086,2.0534,,,,1.0808,3.9509,3.0523,4.1425,,2.3201,3.3553,2.2427,1.1259,5.8644,2.4371,,5.6022,2.9917,2.379,3.3722,5.9678,4.6951,6.7202,,,,,,,,,,,,,1.4455,1.961,0.7927,,6.8448,,,,,,,,,,3293136000,6576186582,16431405717,7705923364,4667304158,5847272550,5051861140,,,,23190407305,2925772266,4146206753,2325211232,10165861630,8431893068,2380314303,6658320282,4835787810,2819805093,2811603118,6428810976,1987629510,1378577819,3788275253,2117848200,921092886,2707125000,1832600000,,,,,,,,,,,,,5077917000,3657371377,8403661540,,1638500000,,,,,,,,,,-253.148,42.1007,169.4459,43.11,28.4071,-38.8628,60.2139,,,,56.5691,93.9522,53.6482,38.7244,220.8944,80.7321,135.5891,96.7107,45.5621,141.5189,474.1108,61.2361,44.0513,45.6461,37.6219,52.5208,70.9517,53.4861,58.4787,,,,,,,,,,,,,140.5545,25.1526,33.1992,,71.7658,,,,,,,,,,27.9818,5.297,12.9263,7.4233,4.0885,9.6215,5.6215,,,,6.13,4.065,3.6679,3.37,24.0897,15.2247,7.5661,4.5014,5.2923,9.1117,4.0574,6.3261,4.4471,4.9552,7.8446,6.5763,6.9203,6.73,10.4624,,,,,,,,,,,,,8.1086,1.6409,2.8802,,8.422,,,,,,,,,,14.3144,7.6722,11.6352,7.4662,3.2043,14.7264,4.9167,,,,10.6426,6.8628,8.1411,7.265,61.8873,7.5943,8.5233,12.9371,10.1403,28.9802,20.954,15.9608,6.9315,8.7119,16.2822,12.3985,11.8029,12.6058,17.096,,,,,,,,,,,,,6.9225,2.1224,1.2342,,11.9409,,,,,,,,,
2016/3/2,2.9385,7.1676,5.4552,4.9144,4.7546,5.2698,7.6555,,,,2.9586,5.5281,10.0161,7.7283,0,7.1444,5.2703,5.6197,5.0638,5.4801,4.4299,0,5.2849,4.7782,4.1734,4.1349,5.649,4.9314,4.1297,,,,,,,,,,,,,5.8397,4.8557,5.8849,,1.5868,,,,,,,,,,3.1525,3.4848,2.8025,2.7834,0.9832,4.1889,2.8916,,,,1.2675,4.6408,5.0623,4.7064,,3.3868,5.191,2.8667,1.093,7.1589,2.7713,,6.6751,2.7114,2.4757,4.9443,5.8901,4.9897,4.8489,,,,,,,,,,,,,1.9513,1.4437,0.9231,,8.4082,,,,,,,,,,3389904000,7047543308,17327778984,8084621012,4889215859,6155414532,5438606490,,,,23876514030,3087510502,4561493663,2504911398,10165861630,9034300750,2505763300,7032498404,5080662233,2974332456,2936154891,6428810976,2092673514,1444448431,3946376714,2205418800,973125300,2840625000,1908280000,,,,,,,,,,,,,5374453500,3834963654,8898210061,,2563330000,,,,,,,,,,-260.5867,45.1183,178.6896,45.2286,29.7578,-40.9108,64.8236,,,,58.2428,99.1459,59.0217,41.7172,220.8944,86.5,142.735,102.1456,47.8693,149.2743,495.1136,61.2361,46.3794,47.8271,39.192,54.6925,74.9597,56.1237,60.8937,,,,,,,,,,,,,148.7625,26.3739,35.1529,,72.9045,,,,,,,,,,28.804,5.6767,13.6314,7.7882,4.2828,10.1286,6.0519,,,,6.3114,4.2897,4.0353,3.6305,24.0897,16.3124,7.9648,4.7544,5.5603,9.611,4.2371,6.3261,4.6822,5.192,8.172,6.8483,7.3112,7.0618,10.8945,,,,,,,,,,,,,8.5821,1.7206,3.0497,,8.5556,,,,,,,,,,14.7351,8.2222,12.2699,7.8331,3.3566,15.5024,5.2931,,,,10.9575,7.2421,8.9565,7.8264,61.8873,8.1368,8.9725,13.6641,10.6538,30.5683,21.8822,15.9608,7.2978,9.1281,16.9617,12.9111,12.4697,13.2275,17.802,,,,,,,,,,,,,7.3267,2.2255,1.3068,,12.1304,,,,,,,,,
2016/3/3,0.669,-0.7551,1.3843,3.2647,0.0488,6.4536,0.7407,,,,-1.523,-0.7037,-2.1422,0.7065,0,-0.3013,0.8986,-0.2187,-0.038,10.0043,1.7385,0,0.0784,0.0592,-0.1041,-0.347,-0.6939,-1.3861,-1.7639,,,,,,,,,,,,,2.8997,-0.8725,1.5644,,-1.8324,,,,,,,,,,2.6497,2.9017,3.6542,4.1179,1.2493,7.9691,3.3854,,,,1.2041,5.0837,4.5541,4.8087,,2.6527,7.8171,2.9749,1.3469,13.5729,3.3576,,6.3894,3.412,1.9332,4.1299,5.4631,4.4829,4.0851,,,,,,,,,,,,,2.3503,1.5846,1.1926,,6.7921,,,,,,,,,,3412584000,6994325613,17567653520,8348561798,4891602006,6552657810,5478892464,,,,23512877466,3065784470,4463779096,2522609141,10165861630,9007083535,2528279787,7017121221,5078734088,3271893410,2987200699,6428810976,2094314827,1445303894,3942270182,2197767000,966373002,2801250000,1874620000,,,,,,,,,,,,,5530297500,3801504239,9037416311,,2516360000,,,,,,,,,,-262.3301,44.7776,181.1633,46.7052,29.7723,-43.551,65.3038,,,,57.3558,98.4483,57.7574,42.0119,220.8944,86.2394,144.0176,101.9222,47.8511,164.2081,503.7212,61.2361,46.4158,47.8555,39.1512,54.5027,74.4396,55.3458,59.8196,,,,,,,,,,,,,153.0762,26.1438,35.7029,,71.5687,,,,,,,,,,28.9967,5.6338,13.8201,8.0424,4.2849,10.7822,6.0967,,,,6.2152,4.2596,3.9488,3.6561,24.0897,16.2633,8.0364,4.744,5.5582,10.5725,4.3108,6.3261,4.6858,5.195,8.1635,6.8245,7.2605,6.964,10.7023,,,,,,,,,,,,,8.8309,1.7055,3.0974,,8.3989,,,,,,,,,,14.8337,8.1601,12.4398,8.0888,3.3583,16.5029,5.3323,,,,10.7906,7.1912,8.7646,7.8817,61.8873,8.1123,9.0531,13.6342,10.6498,33.6264,22.2626,15.9608,7.3035,9.1335,16.9441,12.8663,12.3831,13.0441,17.4879,,,,,,,,,,,,,7.5392,2.2061,1.3272,,11.9081,,,,,,,,,
2016/3/4,-6.7346,-4.3478,-3.701,-1.7869,-3.6098,-7.8754,-7.3529,,,,-4.4354,-6.6142,-8.4577,-8.5267,0,-7.5141,-10.0085,-5.1863,-4.7836,-4.9961,-7.6555,-10.0095,-6.9357,-8.7008,-4.6094,-5.6867,-8.4464,-6.1312,-5.6449,,,,,,,,,,,,,-2.8571,-4.4008,-3.4049,,-1.1322,,,,,,,,,,2.429,2.5064,3.3851,3.1266,0.8081,5.4201,2.7819,,,,0.9629,4.3806,3.835,5.3564,,2.4025,10.9769,2.6497,1.4364,14.8608,2.5849,2.6502,6.1778,4.2339,2.1155,3.8101,5.8232,4.7895,4.8073,,,,,,,,,,,,,2.0166,1.534,0.6802,,7.464,,,,,,,,,,3182760000,6690224499,16917467277,8199377876,4715027104,6036612804,5076032724,,,,22469995244,2863008175,4086245541,2307513489,10165861630,8330282133,2275237365,6653194555,4835787810,3108426448,2758515478,5785317027,1949058665,1319550906,3760556166,2072787600,884749635,2629500000,1768800000,,,,,,,,,,,,,5372289000,3634207167,8808018482,,2487870000,,,,,,,,,,-244.6632,42.8307,174.4583,45.8706,28.6976,-40.1212,60.502,,,,54.8118,91.9367,52.8724,38.4297,220.8944,79.7593,129.6036,96.6363,45.5621,156.0041,465.1588,55.1067,43.1965,43.6917,37.3466,51.4033,68.1521,51.9524,56.4429,,,,,,,,,,,,,148.7026,24.9933,34.4872,,70.7584,,,,,,,,,,27.0439,5.3889,13.3086,7.8987,4.1303,9.9331,5.6484,,,,5.9396,3.9778,3.6149,3.3444,24.0897,15.0412,7.2321,4.498,5.2923,10.0443,3.9808,5.6929,4.3608,4.743,7.7872,6.4364,6.6472,6.537,10.0982,,,,,,,,,,,,,8.5786,1.6305,2.9919,,8.3038,,,,,,,,,,13.8347,7.8053,11.9794,7.9443,3.2371,15.2032,4.9402,,,,10.312,6.7156,8.0233,7.2097,61.8873,7.5028,8.147,12.9271,10.1403,31.9464,20.5583,14.3632,6.797,8.3389,16.163,12.1347,11.3372,12.2444,16.5008,,,,,,,,,,,,,7.3238,2.109,1.2821,,11.7733,,,,,,,,,
2016/3/7,4.5131,3.4091,2.3134,1.1547,1.4676,1.722,3.7037,,,,3.0229,3.5413,2.5,2.1239,0,4.0078,1.7436,2.7735,1.7145,3.2457,2.8127,1.0593,2.9895,3.6953,4.1223,2.1329,10.0112,1.6828,3.694,,,,,,,,,,,,,1.4102,2.1955,1.217,,-0.2786,,,,,,,,,,1.9777,1.7136,2.272,2.6064,0.9523,2.8118,1.8204,,,,0.6979,4.0464,3.1936,3.3607,,1.9446,7.234,1.8042,0.8126,9.4355,2.1757,1.4244,4.0272,2.4814,1.4377,3.3007,7.1303,3.447,4.3902,,,,,,,,,,,,,1.5752,1.6899,0.5883,,5.7007,,,,,,,,,,3326400000,6918300334,17308841520,8294052288,4784225377,6140564316,5264033936,,,,23149240902,2964396323,4188401679,2356522625,10196663248,8664146632,2314909270,6837720752,4918698048,3209316213,2836105106,5846602165,2007325261,1368312269,3915577728,2116998000,973323897,2673750000,1834140000,,,,,,,,,,,,,5448046500,3713995002,8915207964,,2480940000,,,,,,,,,,-255.705,44.2909,178.4943,46.4002,29.1188,-40.8121,62.7429,,,,56.4687,95.1925,54.1942,39.2459,220.8944,82.9559,131.8634,99.3165,46.3433,161.0675,478.2425,55.6904,44.4879,45.3062,38.8862,52.4997,74.975,52.8267,58.5279,,,,,,,,,,,,,150.7996,25.542,34.9069,,70.5613,,,,,,,,,,28.2644,5.5726,13.6165,7.9899,4.1909,10.1041,5.8576,,,,6.1191,4.1187,3.7052,3.4154,24.0897,15.6441,7.3582,4.6227,5.383,10.3703,4.0927,5.7532,4.4912,4.9183,8.1082,6.5737,7.3127,6.647,10.4712,,,,,,,,,,,,,8.6996,1.6663,3.0284,,8.2806,,,,,,,,,,14.459,8.0714,12.2565,8.036,3.2846,15.465,5.1232,,,,10.6237,6.9534,8.2239,7.3628,61.8873,7.8035,8.2891,13.2857,10.3142,32.9833,21.1366,14.5154,7.0002,8.647,16.8293,12.3935,12.4722,12.4504,17.1103,,,,,,,,,,,,,7.427,2.1553,1.2977,,11.7405,,,,,,,,,
2016/3/8,6.8182,3.6264,-1.2764,-1.3144,-1.0474,1.2696,-0.051,,,,3.1417,4.6417,2.5981,2.7152,0,3.1414,1.0653,1.1994,-0.4312,0.1592,1.0799,-0.4193,2.6983,1.8131,1.2323,1.2048,2.4485,1.5428,0.9956,,,,,,,,,,,,,0,0.4158,-0.7877,,0.1241,,,,,,,,,,3.136,3.2212,2.4608,2.1852,1.2757,3.7368,2.2436,,,,0.7887,5.9801,3.7805,4.8129,,2.3849,6.5102,2.5806,1.123,10.9317,2.3832,1.805,5.6266,3.1594,1.7473,3.3136,8.0452,4.2812,3.9535,,,,,,,,,,,,,1.7041,1.8026,0.8225,,6.2726,,,,,,,,,,3553200000,7169183753,17087904448,8185033268,4734116283,6218527950,5261348204,,,,23876514030,3101994523,4297220175,2420506774,10196663248,8936318777,2339570184,6919732395,4897488452,3214424556,2866732591,5822088110,2061488575,1393120681,3963829472,2142504000,997155537,2715000000,1852400000,,,,,,,,,,,,,5448046500,3729437808,8844980373,,2484020000,,,,,,,,,,-273.1395,45.897,176.2159,45.7903,28.8138,-41.3302,62.7108,,,,58.2428,99.611,55.6022,40.3115,220.6915,85.5618,133.2682,100.5077,46.1435,161.3239,483.4071,55.4569,45.6883,46.1276,39.3654,53.1322,76.8108,53.6417,59.1106,,,,,,,,,,,,,150.7996,25.6482,34.6319,,70.6489,,,,,,,,,,30.1916,5.7747,13.4427,7.8849,4.147,10.2324,5.8546,,,,6.3114,4.3099,3.8015,3.5082,24.0676,16.1355,7.4366,4.6781,5.3598,10.3868,4.1369,5.729,4.6124,5.0075,8.2081,6.6529,7.4917,6.7495,10.5754,,,,,,,,,,,,,8.6996,1.6732,3.0045,,8.2909,,,,,,,,,,15.4449,8.3641,12.1001,7.9304,3.2502,15.6614,5.1205,,,,10.9575,7.2761,8.4376,7.5627,61.8305,8.0486,8.3774,13.445,10.2697,33.0358,21.3648,14.4545,7.189,8.8038,17.0367,12.5428,12.7776,12.6425,17.2807,,,,,,,,,,,,,7.427,2.1642,1.2874,,11.755,,,,,,,,,
