ÈÕÆÚ,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH
2014/1/2,1.2891,-2.4402,0,-0.5076,1.2802,1.0766,1.5841,-1.4241,-0.6088,0,-10,0.1572,,,-1.9789,1.4054,-0.188,0.2625,,,,,0.9169,0.836,,1.4222,0.9888,2.0321,1.4226,1.9194,0.446,,0.8445,0.8346,,,1.5161,1.1025,0.6622,0.586,,,,,1782000000,18309546681,2113736600,4142029196,1596660000,904838303.2,10696473954,2473346134,10560587149,826469642.6,1495195850,3590218632,,,891291617.9,5205590400,1810233066,2220626253,,,,,19.3903,1412.1329,166.8467,34.5158,-256.0916,73.0525,64.8657,2023.4596,60.049,-8.8534,78.7674,72.3305,,,667.7045,51.8392,-30.9777,112.5229,,,,,2.2372,14.5881,36.1834,3.2787,4.5768,3.4539,13.7162,3.6876,8.0555,2.4087,4.8401,9.1443,,,2.0466,10.0218,5.32,1.3964,,,,,2.4436,89.0063,12.8752,1.1765,2.0757,5.7905,19.5067,6.2042,6.7612,5.6684,12.1904,20.2163,,,1.6904,11.2428,6.8519,2.1293,,,,
2014/1/3,-0.9091,-2.4522,0,-2.0408,0.4213,-1.4201,-0.3199,3.2103,-0.4836,0,0.6423,-2.0251,,,-2.961,-0.0924,-2.2599,-2.356,,,,,0.4169,2.8364,,1.6954,1.413,1.9903,1.2362,3.3867,0.5144,,19.6342,0.7825,,,1.349,0.5051,0.7387,1.0744,,,,,1765800000,17860563192,2113736600,4057497988,1603387500,891988528.5,10662258923,2552747294,10509520480,826469642.6,1504798907,3517512478,,,864900749,5200780800,1769323845,2168307833,,,,,19.214,1377.5048,166.8467,33.8114,-257.1707,72.0151,64.6582,2088.4181,59.7587,-8.8534,79.2733,70.8658,,,647.934,51.7913,-30.2776,109.8719,,,,,2.2169,14.2303,36.1834,3.2118,4.5961,3.4049,13.6724,3.806,8.0166,2.4087,4.8712,8.9592,,,1.986,10.0126,5.1998,1.3635,,,,,2.4214,86.8237,12.8752,1.1525,2.0844,5.7083,19.4443,6.4033,6.7285,5.6684,12.2687,19.8069,,,1.6404,11.2324,6.6971,2.0792,,,,
2014/1/6,-4.9541,0.7039,0,-6.25,-3.4965,-5.1621,-0.1203,1.5552,-0.6479,0,-10.0191,0.9454,,,-4.0222,-2.8977,-3.4682,-5.0938,,,,,0.6331,1.0342,,2.3405,0.8858,1.561,0.7697,3.1145,0.5981,,13.6933,1.2438,,,1.4453,0.8928,0.7076,1.1782,,,,,1678320000,17986278569,2113736600,3803904364,1547325000,845943502.4,10649428287,2592447874,10441431588,826469642.6,1354030924,3550765680,,,830112785.4,5050080000,1707960012,2057857836,,,,,18.2622,1387.2006,166.8467,31.6982,-248.1787,68.2976,64.5804,2120.8974,59.3715,-8.8534,71.3308,71.5357,,,621.8729,50.2906,-29.2275,104.2752,,,,,2.107,14.3305,36.1834,3.0111,4.4354,3.2291,13.6559,3.8652,7.9646,2.4087,4.3831,9.0438,,,1.9061,9.7224,5.0195,1.294,,,,,2.3014,87.4348,12.8752,1.0804,2.0115,5.4136,19.421,6.5029,6.6849,5.6684,11.0395,19.9941,,,1.5744,10.9069,6.4648,1.9732,,,,
2014/1/7,-1.5444,-1.2981,0,0,0.1449,0,-0.3213,0.3063,2.2172,0,-2.4823,4.1429,,,1.1561,0.381,-1.5968,0.565,,,,,1.1026,0.8164,,1.1903,0.4408,1.1693,0.8878,1.4915,0.3912,,14.8728,2.5646,,,0.6437,0.5753,0.7685,0.675,,,,,1652400000,17752807155,2114206019,3803904364,1549567500,845943502.4,10615213256,2600387990,10672933821,826469642.6,1320420228,3697868830,,,839709465,5069318400,1680687197,2069484152,,,,,17.9801,1369.194,166.8467,31.6982,-248.5384,68.2976,64.3729,2127.3933,60.6879,-8.8534,69.5602,74.4993,,,629.0621,50.4822,-28.7608,104.8643,,,,,2.0745,14.1445,36.1834,3.0111,4.4418,3.2291,13.612,3.8771,8.1412,2.4087,4.2743,9.4185,,,1.9282,9.7595,4.9393,1.3014,,,,,2.2659,86.2999,12.8752,1.0804,2.0144,5.4136,19.3586,6.5228,6.8331,5.6684,10.7655,20.8225,,,1.5926,10.9485,6.3616,1.9844,,,,
2014/1/8,-0.7843,1.5175,0,1.1111,0.7236,1.7722,6.527,-0.916,0.5423,0,1.0909,3.9781,,,-2.8571,1.2966,0.2028,0.5618,,,,,0.5096,0.9591,,1.2918,1.4427,1.1555,1.8405,1.5595,0.5425,,12.528,3.5002,,,0.6405,0.5971,0.8375,0.6485,,,,,1639440000,18022197248,2114206019,3846169968,1560780000,860934906.2,11308067627,2576567642,10730809379,826469642.6,1334824812,3844971979,,,815717766,5135049600,1684096299,2081110467,,,,,17.8391,1389.9709,166.8467,32.0504,-250.3367,69.508,68.5746,2107.9057,61.017,-8.8534,70.319,77.4629,,,611.0889,51.1367,-28.8192,105.4534,,,,,2.0582,14.3591,36.1834,3.0445,4.474,3.2863,14.5005,3.8415,8.1854,2.4087,4.321,9.7932,,,1.8731,9.886,4.9493,1.3087,,,,,2.2481,87.6094,12.8752,1.0924,2.029,5.5096,20.6221,6.4631,6.8701,5.6684,10.8829,21.6508,,,1.5471,11.0905,6.3745,1.9955,,,,
2014/1/9,-0.1976,2.4415,0,-1.4652,-2.1552,5.4726,-1.2859,-0.3082,-0.5393,0,-7.4101,-0.2052,,,-2.6471,-0.7493,9.919,-1.9553,,,,,0.4014,1.5834,,1.6646,1.5826,4.0064,1.4113,1.4066,0.3612,,16.5982,1.8908,,,0.8539,0.9072,3.413,0.499,,,,,1636200000,18462201068,7398431832,3789815829,1527142500,908050746.9,11162653746,2568627526,10672933821,826469642.6,1235913333,3837081389,,,794125236.9,5096572800,1851142288,2040418363,,,,,17.8038,1423.9064,550.8947,31.5808,-244.9416,73.3119,67.6927,2101.4098,60.6879,-8.8534,65.1083,77.304,,,594.9131,50.7536,-31.6777,103.3915,,,,,2.0542,14.7097,119.4706,2.9999,4.3776,3.4662,14.314,3.8297,8.1412,2.4087,4.0008,9.7731,,,1.8235,9.812,5.4403,1.2831,,,,,2.2436,89.7484,42.5112,1.0764,1.9853,5.8111,20.3569,6.4432,6.8331,5.6684,10.0765,21.6063,,,1.5061,11.0074,7.0068,1.9565,,,,
2014/1/10,0,-0.535,0,1.1152,-4.2584,-2.1226,0.5364,-2.9366,-3.6683,0,0.2331,-3.0699,,,-1.0574,-4.4354,2.7624,-1.4245,,,,,0.3566,0.9097,,2.3309,0.7063,4.7331,1.0723,1.1042,0.3899,,8.1187,2.1521,,,0.4707,0.9729,4.4197,0.5177,,,,,1636200000,18363424700,7398431832,3832081433,1462110000,888776084.8,11222530050,2493196424,10281422692,826469642.6,1238794250,3719286146,,,785728142.3,4870521600,1902278816,2011352575,,,,,17.8038,1416.2882,550.8947,31.933,-234.5109,71.7557,68.0558,2039.6992,58.4617,-8.8534,65.2601,74.9308,,,588.6224,48.5025,-32.5528,101.9187,,,,,2.0542,14.631,119.4706,3.0334,4.1911,3.3926,14.3908,3.7172,7.8426,2.4087,4.0101,9.4731,,,1.8042,9.3768,5.5905,1.2648,,,,,2.2436,89.2682,42.5112,1.0884,1.9007,5.6877,20.4661,6.254,6.5824,5.6684,10.1,20.9431,,,1.4902,10.5191,7.2003,1.9287,,,,
2014/1/13,-0.5941,-2.6895,0,-4.2279,0,-4.2169,2.8201,-4.4586,6.9536,0,-0.155,0,,,0.3053,-0.9546,0.8961,-2.8902,,,,,0.1374,0.9749,,2.0715,0.7139,2.083,0.8792,2.4022,0.83,,4.9029,,,,0.4432,0.6597,2.4275,0.6031,,,,,1626480000,17869542862,7398431832,3670063284,1462110000,851297575.2,11539019083,2382034800,10996356058,826469642.6,1236873639,3719286146,,,788127312.2,4824028800,1919324325,1953220997,,,,,17.6981,1378.1973,550.8947,30.5829,-234.5109,68.7299,69.9751,1948.7572,62.5269,-8.8534,65.1589,74.9308,,,590.4198,48.0395,-32.8445,98.9731,,,,,2.042,14.2375,119.4706,2.9051,4.1911,3.2496,14.7966,3.5515,8.3879,2.4087,4.0039,9.4731,,,1.8097,9.2873,5.6406,1.2282,,,,,2.2303,86.8674,42.5112,1.0424,1.9007,5.4479,21.0433,5.9751,7.0402,5.6684,10.0843,20.9431,,,1.4947,10.4187,7.2648,1.8729,,,,
2014/1/14,1.1952,-0.0503,-3.5689,2.3033,2.1472,1.5094,0.4448,0.8333,9.9381,0,4.8137,0,,,1.2177,3.0243,9.9467,2.0833,,,,,0.3335,1.0472,19.891,1.6992,0.9783,0.8348,1.2972,1.2201,1.4112,,9.8068,,,,0.4544,0.8456,4.7153,0.6259,,,,,1645920000,17860563192,2038397350,3754594492,1493505000,864147349.9,11590341629,2401885090,12089182775,826469642.6,1296412587,3719286146,,,797723991.8,4969920000,2110234027,1993913101,,,,,17.9096,1377.5048,151.7811,31.2873,-239.5464,69.7673,70.2863,1964.9968,68.7409,-8.8534,68.2955,74.9308,,,597.609,49.4923,-36.1115,101.035,,,,,2.0664,14.2303,32.9162,2.972,4.2811,3.2986,14.8625,3.5811,9.2215,2.4087,4.1966,9.4731,,,1.8318,9.5681,6.2017,1.2538,,,,,2.257,86.8237,11.7126,1.0664,1.9416,5.5301,21.1369,6.0249,7.7398,5.6684,10.5697,20.9431,,,1.5129,10.7338,7.9875,1.9119,,,,
2014/1/15,-0.5906,0.5028,-4.9223,3.94,-0.1502,1.6109,0.4797,0.6612,-1.8868,0,-0.6667,0,,,0.9023,3.2581,-0.8078,2.3324,,,,,0.3961,0.7771,11.0502,2.0936,0.6557,1.2119,0.5802,1.3744,0.423,,7.4096,,,,0.5147,1.2253,3.1024,0.9089,,,,,1636200000,17950359890,1938061729,3902524106,1491262500,878067939.2,11645941054,2417765322,11861084986,826469642.6,1287769836,3719286146,,,804921501.5,5131843200,2093188517,2040418363,,,,,17.8038,1384.4304,144.31,32.52,-239.1867,70.8912,70.6235,1977.9886,67.4439,-8.8534,67.8402,74.9308,,,603.001,51.1048,-35.8198,103.3915,,,,,2.0542,14.3019,31.296,3.0891,4.2747,3.3517,14.9338,3.6048,9.0475,2.4087,4.1686,9.4731,,,1.8483,9.8799,6.1516,1.2831,,,,,2.2436,87.2602,11.1361,1.1084,1.9386,5.6192,21.2383,6.0647,7.5938,5.6684,10.4993,20.9431,,,1.5266,11.0835,7.9229,1.9565,,,,
2014/1/16,-1.7822,2.4512,-1.6349,-1.444,0.7519,1.0976,-1.9097,-0.9852,-0.6889,0,9.9925,0,,,2.0864,2.6242,-2.2801,-0.5698,,,,,0.345,1.3393,6.7038,1.5322,1.1911,1.3352,0.9477,1.6928,0.3999,,18.9323,,,,0.7637,1.6855,2.8973,0.5579,,,,,1607040000,18390363709,1906376796,3846169968,1502475000,887705270.2,11423543355,2393944974,11779378316,826469642.6,1416450790,3719286146,,,821715690.8,5266512000,2045461092,2028792048,,,,,17.4865,1418.3659,141.9507,32.0504,-240.9851,71.6693,69.2748,1958.501,66.9793,-8.8534,74.6191,74.9308,,,615.5822,52.4459,-35.003,102.8024,,,,,2.0176,14.6524,30.7844,3.0445,4.3068,3.3885,14.6486,3.5693,8.9852,2.4087,4.5852,9.4731,,,1.8869,10.1391,6.0113,1.2758,,,,,2.2037,89.3992,10.954,1.0924,1.9532,5.6809,20.8327,6.005,7.5415,5.6684,11.5484,20.9431,,,1.5585,11.3744,7.7423,1.9454,,,,
2014/1/17,-0.4032,0.0977,-3.3241,-2.7473,-2.0896,-2.5332,0.8237,1.1609,-1.2139,0,-1.8305,0,,,-3.6496,-0.0304,6,-2.5788,,,,,0.6849,1.0181,5.5052,1.2645,1.0567,0.7063,0.6563,1.487,0.3906,,12.1361,,,,0.645,1.0718,3.7361,0.5108,,,,,1600560000,18408323049,1843006930,3740505958,1471080000,865218164.5,11517634689,2421735380,11636391643,826469642.6,1390522538,3719286146,,,791726067,5264908800,2168188758,1976473628,,,,,17.416,1419.751,137.2322,31.1699,-235.9496,69.8538,69.8454,1981.2365,66.1662,-8.8534,73.2532,74.9308,,,593.1157,52.4299,-37.1032,100.1513,,,,,2.0094,14.6668,29.761,2.9609,4.2169,3.3027,14.7692,3.6107,8.8761,2.4087,4.5012,9.4731,,,1.818,10.136,6.372,1.2429,,,,,2.1948,89.4865,10.5899,1.0624,1.9124,5.537,21.0043,6.0747,7.4499,5.6684,11.337,20.9431,,,1.5016,11.3709,8.2068,1.8952,,,,
2014/1/20,-0.8097,-1.3171,-4.8711,0.7533,-0.6098,0.2475,-3.9361,-0.1639,1.3751,0,-8.7017,0,,,-1.0606,-0.335,-2.3585,-0.2941,,,,,0.2379,0.6041,5.8297,0.8329,0.6322,0.7603,1.3609,1.3884,0.5502,,12.3383,,,,0.5282,0.8858,2.7001,0.3713,,,,,1587600000,18165871965,1753232954,3768683027,1462110000,867359793.6,11064285533,2417765322,11969979714,826469642.6,1269524030,3719286146,,,783328972.4,5247273600,2117052230,1970660470,,,,,17.275,1401.0519,130.5475,31.4047,-234.5109,70.0267,67.0962,1977.9886,67.0761,-8.8534,66.879,74.9308,,,586.8251,52.2543,-36.2281,99.8567,,,,,1.9931,14.4736,28.3114,2.9832,4.1911,3.3109,14.1879,3.6048,8.9982,2.4087,4.1096,9.4731,,,1.7987,10.1021,6.2217,1.2392,,,,,2.177,88.3079,10.074,1.0704,1.9007,5.5507,20.1775,6.0647,7.5524,5.6684,10.3505,20.9431,,,1.4856,11.3328,8.0133,1.8896,,,,
2014/1/21,1.4286,-0.8898,-0.9036,1.6822,1.8405,0.4938,-0.3865,-4.2693,1.7316,0,1.4372,0,,,0.7657,4.583,0.6441,2.0649,,,,,0.3356,0.9451,6.4351,0.9569,1.6459,1.6262,1.5943,1.9221,0.3259,,8.247,,,,0.309,0.8295,1.6392,0.592,,,,,1610280000,18004237909,1737390487,3832081433,1489020000,871643051.8,11021516745,2314543814,12177252090,826469642.6,1287769836,3719286146,,,789326897.1,5487753600,2130688638,2011352575,,,,,17.5218,1388.5858,129.3679,31.933,-238.827,70.3725,66.8369,1893.5424,68.3361,-8.8534,67.8402,74.9308,,,591.3184,54.6491,-36.4615,101.9187,,,,,2.0216,14.3448,28.0555,3.0334,4.2683,3.3272,14.133,3.4509,9.1672,2.4087,4.1686,9.4731,,,1.8125,10.5651,6.2618,1.2648,,,,,2.2081,87.5221,9.983,1.0884,1.9357,5.5781,20.0995,5.8058,7.6942,5.6684,10.4993,20.9431,,,1.497,11.8522,8.0649,1.9287,,,,
2014/1/22,2.4145,5.3367,0,2.9412,1.3554,1.5971,3.7253,7.0326,1.9574,0,-1.1186,0,,,2.1277,-1.2562,0.64,2.8902,,,,,1.2866,1.6241,4.5698,2.1237,1.5384,1.7969,1.0545,2.6774,0.4621,,10.4279,,,,0.8665,1.374,2.0025,0.9821,,,,,1649160000,18965062575,1737390487,3944789710,1509202500,885563641.1,11432097113,2477316192,12415615322,826469642.6,1273365252,3719286146,,,806121086.4,5418816000,2144325045,2069484152,,,,,17.9449,1462.6898,129.3679,32.8722,-242.0641,71.4964,69.3267,2026.7075,69.6738,-8.8534,67.0813,74.9308,,,603.8997,53.9626,-36.6948,104.8643,,,,,2.0704,15.1103,28.0555,3.1226,4.3261,3.3804,14.6595,3.6936,9.3467,2.4087,4.122,9.4731,,,1.851,10.4323,6.3019,1.3014,,,,,2.2614,92.1929,9.983,1.1204,1.962,5.6672,20.8483,6.2141,7.8449,5.6684,10.3818,20.9431,,,1.5289,11.7033,8.1165,1.9844,,,,
2014/1/23,0,2.2727,-1.8237,-0.5357,0.5944,0,-5.1627,2.2436,-1.9199,0,0.905,0,,,-0.2976,1.3905,6.0413,-0.5618,,,,,1.7645,1.8662,4.497,1.3157,1.0746,1.8292,1.6716,2.6999,0.5389,,8.9316,,,,0.564,1.004,3.6097,0.719,,,,,1649160000,19396086725,1705705554,3923656908,1518172500,885563641.1,10841887834,2532897004,12177252090,826469642.6,1284888920,3719286146,,,803721916.5,5494166400,2273870914,2057857836,,,,,17.9449,1495.9328,127.0086,32.6961,-243.5028,71.4964,65.7475,2072.1785,68.3361,-8.8534,67.6884,74.9308,,,602.1023,54.713,-38.9117,104.2752,,,,,2.0704,15.4538,27.5439,3.1059,4.3518,3.3804,13.9027,3.7764,9.1672,2.4087,4.1593,9.4731,,,1.8455,10.5774,6.6826,1.294,,,,,2.2614,94.2882,9.8009,1.1144,1.9736,5.6672,19.7719,6.3535,7.6942,5.6684,10.4758,20.9431,,,1.5243,11.8661,8.6068,1.9732,,,,
2014/1/24,1.9646,1.8056,3.7152,4.1293,0.1477,2.7811,4.7337,1.2539,0.2837,0,2.2422,0,,,1.3433,-0.0584,9.8951,1.1299,,,,,1.8981,1.8179,7.2886,3.239,1.2993,3.0982,1.8412,2.7114,0.5723,,11.3238,,,,0.5928,0.8493,6.7012,0.4922,,,,,1681560000,19746293846,1769075420,4085675057,1520415000,910192376,11355113294,2564657468,12211797486,826469642.6,1313698088,3719286146,,,814518181.1,5490960000,2498871634,2081110467,,,,,18.2974,1522.9427,131.7271,34.0462,-243.8625,73.4848,68.8599,2098.1619,68.53,-8.8534,69.2061,74.9308,,,610.1903,54.681,-42.762,105.4534,,,,,2.1111,15.7328,28.5672,3.2341,4.3583,3.4744,14.5608,3.8238,9.1932,2.4087,4.2526,9.4731,,,1.8703,10.5712,7.3438,1.3087,,,,,2.3058,95.9906,10.1651,1.1605,1.9765,5.8248,20.7079,6.4332,7.7161,5.6684,10.7107,20.9431,,,1.5448,11.8591,9.4585,1.9955,,,,
2014/1/27,-1.7341,3.2287,-2.3881,-0.3448,-2.5074,-0.2353,3.3522,0.1548,1.1033,0,-2.4123,0,,,-0.2946,0.4964,8.5948,-1.1173,,,,,0.9506,1.9007,3.4946,1.8089,1.5755,2.1777,1.678,1.2693,0.4294,,6.4998,,,,0.5303,0.8607,11.9626,0.4761,,,,,1652400000,20383850401,1726828843,4071586523,1482292500,908050746.9,11735755510,2568627526,12346524530,826469642.6,1282008003,3719286146,,,812119011.2,5518214400,2713645049,2057857836,,,,,17.9801,1572.1146,128.5814,33.9288,-237.748,73.3119,71.1682,2101.4098,69.286,-8.8534,67.5366,74.9308,,,608.393,54.9524,-46.4373,104.2752,,,,,2.0745,16.2407,27.885,3.223,4.249,3.4662,15.0489,3.8297,9.2946,2.4087,4.15,9.4731,,,1.8648,10.6237,7.975,1.294,,,,,2.2659,99.0899,9.9223,1.1565,1.927,5.8111,21.402,6.4432,7.8012,5.6684,10.4523,20.9431,,,1.5402,11.918,10.2714,1.9732,,,,
2014/1/28,-0.3922,-0.7489,-0.3058,-0.519,-1.8154,-1.0613,-0.5102,-0.3091,-4.8405,0,-4.1948,0,,,-2.3634,2.4114,-10.0503,0.8475,,,,,1.988,1.1904,2.2449,1.0893,1.1613,0.9675,1.3945,0.8022,0.8507,,5.2223,,,,0.7523,1.5357,9.2402,0.3494,,,,,1645920000,20231196014,1721548021,4050453721,1455382500,898413415.8,11675879206,2560687410,11748889180,826469642.6,1228230888,3719286146,,,792925652,5651280000,2440916903,2075297310,,,,,17.9096,1560.341,128.1882,33.7527,-233.4318,72.5338,70.805,2094.914,65.9322,-8.8534,64.7036,74.9308,,,594.0144,56.2776,-41.7703,105.1589,,,,,2.0664,16.1191,27.7997,3.2062,4.1719,3.4294,14.9721,3.8179,8.8447,2.4087,3.9759,9.4731,,,1.8207,10.8799,7.1735,1.305,,,,,2.257,98.3478,9.892,1.1505,1.892,5.7494,21.2929,6.4233,7.4236,5.6684,10.0138,20.9431,,,1.5038,12.2054,9.2391,1.99,,,,
2014/1/29,-0.1969,3.9059,-0.9202,4.8696,3.2357,0,2.1978,1.8605,0.9409,0,2.4238,0,,,0.3026,3.8298,-2.095,0,,,,,1.1923,1.7934,2.3413,3.2318,2.8577,1.0695,0.9051,1.3095,0.5063,,3.6133,,,,0.6741,1.7946,5.7395,0.3308,,,,,1642680000,21021406955,1705705554,4247693206,1502475000,898413415.8,11932491936,2608328106,11859434447,826469642.6,1258000362,3719286146,,,795324821.9,5867712000,2389780376,2075297310,,,,,17.8743,1621.2864,127.0086,35.3963,-240.9851,72.5338,72.3612,2133.8891,66.5526,-8.8534,66.2719,74.9308,,,595.8117,58.4329,-40.8952,105.1589,,,,,2.0623,16.7487,27.5439,3.3624,4.3068,3.4294,15.3012,3.8889,8.928,2.4087,4.0723,9.4731,,,1.8263,11.2966,7.0232,1.305,,,,,2.2525,102.1892,9.8009,1.2065,1.9532,5.7494,21.7608,6.5428,7.4934,5.6684,10.2566,20.9431,,,1.5084,12.6728,9.0456,1.99,,,,
2014/1/30,-0.1972,-0.598,-2.1672,-1.6584,1.194,-0.3576,2.724,-0.3044,-4.748,0,-1.6031,0,,,-0.1508,-0.7377,1.2839,-1.4006,,,,,0.3691,1.0887,2.2626,1.7502,3.1776,1.0233,0.8041,1.0219,1.0792,,2.9751,,,,0.2776,0.4894,3.2656,0.3714,,,,,1639440000,20895691578,1668739799,4177250533,1520415000,895200972.2,12257534727,2600387990,11296344492,826469642.6,1237833944,3719286146,,,794125236.9,5824425600,2420462292,2046231521,,,,,17.8391,1611.5906,124.2561,34.8093,-243.8625,72.2744,74.3323,2127.3933,63.3927,-8.8534,65.2095,74.9308,,,594.9131,58.0018,-41.4202,103.6861,,,,,2.0582,16.6486,26.947,3.3066,4.3583,3.4171,15.718,3.8771,8.5041,2.4087,4.007,9.4731,,,1.8235,11.2132,7.1134,1.2867,,,,,2.2481,101.5781,9.5885,1.1865,1.9765,5.7289,22.3536,6.5228,7.1376,5.6684,10.0921,20.9431,,,1.5061,12.5793,9.1617,1.9621,,,,
2014/2/7,0.1976,-0.5587,1.8987,2.8668,2.6549,2.2727,2.0586,2.2901,2.1407,0,2.5601,0,,,1.3595,6.7162,6.4789,1.4205,,,,,2.8167,1.0661,2.0689,2.0392,5.0228,1.9238,1.4666,1.8615,0.5001,,3.7425,,,,0.4828,0.8961,4.3242,0.5807,,,,,1642680000,20778955871,1700424732,4297003077,1560780000,915546448.8,12509870578,2659938860,11538162264,826469642.6,1269524030,3719286146,,,804921501.5,6215606400,2577280976,2075297310,,,,,17.8743,1602.5873,126.6153,35.8072,-250.3367,73.917,75.8626,2176.1122,64.7497,-8.8534,66.879,74.9308,,,603.001,61.8973,-44.1038,105.1589,,,,,2.0623,16.5555,27.4586,3.4014,4.474,3.4948,16.0416,3.9658,8.6861,2.4087,4.1096,9.4731,,,1.8483,11.9663,7.5743,1.305,,,,,2.2525,101.0106,9.7706,1.2205,2.029,5.8591,22.8138,6.6722,7.2904,5.6684,10.3505,20.9431,,,1.5266,13.4242,9.7553,1.99,,,,
2014/2/10,2.3669,0.2593,2.795,3.1148,2.0115,0.2339,2.5983,4.1791,7.7545,0,2.4962,0,,,2.0864,0.2321,-0.7937,2.521,,,,,2.271,2.3983,2.9511,4.3447,4.2122,6.831,2.4368,4.7761,0.7837,,6.5385,,,,0.8221,1.0907,4.4574,0.9446,,,,,1681560000,20832833890,1747952132,4430844157,1592175000,917688077.9,12834913369,2771100484,12432888020,826469642.6,1301214115,3719286146,,,821715690.8,6230035200,2556826365,2127615729,,,,,18.2974,1606.7426,130.1543,36.9225,-255.3723,74.09,77.8337,2267.0542,69.7707,-8.8534,68.5484,74.9308,,,615.5822,62.041,-43.7538,107.8099,,,,,2.1111,16.5985,28.2261,3.5073,4.564,3.503,16.4584,4.1316,9.3597,2.4087,4.2122,9.4731,,,1.8869,11.9941,7.5142,1.3379,,,,,2.3058,101.2725,10.0437,1.2585,2.0698,5.8728,23.4065,6.9511,7.8558,5.6684,10.6089,20.9431,,,1.5585,13.4554,9.6779,2.0401,,,,
2014/2/11,0.578,-2.1983,-0.3021,-0.7949,0.8451,5.951,0.1333,-1.2894,0.3056,0,3.8376,0,,,2.1898,-4.1431,3.3333,2.1858,,,,,2.7536,2.0265,3.0186,4.216,5.4045,10.7006,1.08,1.9432,0.6565,,12.5851,,,,1.2477,1.5492,5.6168,1.1082,,,,,1691280000,20374870731,1742671310,4395622820,1605630000,972299620.5,12852020884,2735369962,12470887956,826469642.6,1351150007,3719286146,,,839709465,5971920000,2642053911,2174120991,,,,,18.4032,1571.422,129.7611,36.629,-257.5303,78.499,77.9374,2237.8228,69.9839,-8.8534,71.1791,74.9308,,,629.0621,59.4706,-45.2122,110.1664,,,,,2.1233,16.2336,28.1408,3.4795,4.6025,3.7114,16.4803,4.0783,9.3883,2.4087,4.3738,9.4731,,,1.9282,11.4972,7.7646,1.3672,,,,,2.3192,99.0462,10.0133,1.2485,2.0873,6.2222,23.4377,6.8614,7.8798,5.6684,11.016,20.9431,,,1.5926,12.8979,10.0004,2.0847,,,,
2014/2/12,-0.3831,-1.807,5.1515,2.4038,-0.2793,0.3304,-0.8319,1.016,4.0166,0,-1.0661,0,,,-0.4286,5.4228,6.9677,3.7433,,,,,1.8074,2.2625,7.4855,3.5717,2.7839,5.4766,1.091,1.6054,0.7224,,11.0523,,,,0.7538,1.436,11.1162,2.1529,,,,,1684800000,20006704270,1832445286,4501286830,1601145000,975512064.2,12745098913,2763160368,12971796198,826469642.6,1336745423,3719286146,,,836110710.2,6295766400,2826145409,2255505199,,,,,18.3327,1543.027,136.4457,37.5095,-256.811,78.7584,77.289,2260.5583,72.7949,-8.8534,70.4202,74.9308,,,626.3662,62.6956,-48.3625,114.2903,,,,,2.1152,15.9403,29.5905,3.5631,4.5897,3.7237,16.3432,4.1197,9.7654,2.4087,4.3272,9.4731,,,1.9199,12.1207,8.3057,1.4183,,,,,2.3103,97.2565,10.5292,1.2785,2.0815,6.2428,23.2427,6.9311,8.1963,5.6684,10.8986,20.9431,,,1.5858,13.5973,10.6973,2.1628,,,,
