ÈÕÆÚ,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH
2014/6/5,0,1.9362,0.2833,1.5714,1.1513,0.9879,0.1943,0,2.3431,1.9906,2.9586,0.1613,,,1.2016,1.0697,5.0536,0.2882,,,,,,1.03,0.9675,1.2544,0.4465,1.5332,1.2079,,0.3451,1.9975,2.1277,1.2682,,,1.915,0.4533,2.1599,0.1799,,,,,2280960000,17492396731,1869411041,5008474079,1379137500,985149395.2,12469189262,3173260467,12777708002,922207849.4,1231447590,3615484356,,,909285392.1,6513801600,2338643849,2022978890,,,,,24.8196,1349.1098,139.1982,41.736,-221.2027,79.5365,74.8695,2065.6826,71.3561,-7.8687,52.8152,70.5138,,,681.1844,64.8669,-40.0201,102.5078,,,,,2.8636,13.937,30.1874,3.9646,3.9533,3.7605,15.8316,3.7646,9.5724,2.1408,3.2454,8.9147,,,2.0879,12.5404,6.873,1.2721,,,,,3.1278,85.034,10.7416,1.4226,1.7929,6.3045,22.5151,6.3336,8.0343,5.0379,8.1739,19.7085,,,1.7245,14.0682,8.852,1.9398,,,,
2014/6/6,0,-0.924,-1.4124,-1.1252,0.1626,7.6087,0.0485,0,-1.2265,-0.4592,1.2931,1.095,,,-2.5066,-0.1231,0.2915,-0.8621,,,,,,0.9853,0.9662,1.4303,0.3092,8.0299,0.9734,,0.2673,1.518,2.6753,1.0532,,,1.9306,0.3099,1.6674,0.2075,,,,,2280960000,17330762675,1843006930,4952119940,1381380000,1060106414,12475233465,3173260467,12620990406,917972681.3,1247371481,3655074201,,,886493278.1,6505785600,2345462052,2005539417,,,,,24.8196,1336.6437,137.2322,41.2664,-221.5624,85.5882,74.9058,2065.6826,70.481,-7.8326,53.4981,71.2859,,,664.1099,64.787,-40.1368,101.6241,,,,,2.8636,13.8082,29.761,3.92,3.9597,4.0466,15.8393,3.7646,9.4549,2.131,3.2873,9.0123,,,2.0356,12.525,6.893,1.2611,,,,,3.1278,84.2482,10.5899,1.4066,1.7958,6.7842,22.526,6.3336,7.9357,5.0148,8.2796,19.9243,,,1.6813,14.0509,8.8778,1.9231,,,,
2014/6/9,0,-1.8653,-1.1461,-1.9915,0.6494,-1.0101,-4.1667,0,-2.7318,-0.1153,1.4184,-4.4919,,,-1.3532,-2.1932,-2.1802,-1.4493,,,,,,0.6861,1.042,1.3901,0.5274,5.0685,1.4548,,0.3908,1.0352,5.6783,2.3812,,,1.3811,0.1959,0.7628,0.2328,,,,,2280960000,17007494563,1821883642,4853500197,1390350000,1049398269,11955432070,3173260467,12276211695,916913889.3,1265064694,3490892786,,,874497428.6,6363100800,2294325525,1976473628,,,,,24.8196,1311.7114,135.6593,40.4446,-223.0011,84.7236,71.7847,2065.6826,68.5556,-7.8236,54.257,68.0838,,,655.1233,63.3661,-39.2617,100.1513,,,,,2.8636,13.5507,29.4199,3.8419,3.9854,4.0057,15.1793,3.7646,9.1967,2.1285,3.334,8.6074,,,2.0081,12.2503,6.7427,1.2429,,,,,3.1278,82.6768,10.4685,1.3786,1.8074,6.7156,21.5875,6.3336,7.719,5.009,8.3971,19.0293,,,1.6586,13.7427,8.6843,1.8952,,,,
2014/6/10,0,-0.0528,0.8696,1.1611,0.6452,0,2.1739,0,2.0426,2.5404,1.6783,2.0013,,,1.6461,0.4031,1.7831,0.8824,,,,,,1.0785,1.049,1.5609,0.6072,4.8824,1.152,,0.321,3.3044,2.9974,1.08,,,1.2994,0.5206,1.3514,0.2307,,,,,2280960000,16998514894,1837726108,4909854336,1399320000,1049398269,12215332767,3173260467,12526959848,940207313.8,1286296549,3560757218,,,888892448,6388752000,2335234747,1993913101,,,,,24.8196,1311.0189,136.8389,40.9142,-224.4398,84.7236,73.3453,2065.6826,69.9559,-8.0223,55.1676,69.4464,,,665.9072,63.6216,-39.9618,101.035,,,,,2.8636,13.5435,29.6758,3.8865,4.0112,4.0057,15.5093,3.7646,9.3845,2.1826,3.3899,8.7797,,,2.0411,12.2997,6.8629,1.2538,,,,,3.1278,82.6331,10.5595,1.3946,1.8191,6.7156,22.0568,6.3336,7.8766,5.1363,8.538,19.4102,,,1.6859,13.7981,8.8391,1.9119,,,,
2014/6/11,0,-0.5283,0.2874,0.8608,0.641,-1.4286,0.6927,0,1.3344,1.0135,0.1376,0.8175,,,0.135,1.054,-1.1679,0.2915,,,,,,0.8334,0.695,1.6971,0.6524,4.1286,0.9755,,0.4802,3.548,2.893,1.0791,,,1.0123,0.298,1.0417,0.2966,,,,,2280960000,16908718196,1843006930,4952119940,1408290000,1034406865,12299951599,3173260467,12694125284,949736441.9,1288065870,3589867398,,,890092032.9,6456086400,2307961932,1999726259,,,,,24.8196,1304.0933,137.2322,41.2664,-225.8786,83.5133,73.8533,2065.6826,70.8894,-8.1036,55.2434,70.0141,,,666.8059,64.2921,-39.4951,101.3296,,,,,2.8636,13.472,29.761,3.92,4.0369,3.9485,15.6167,3.7646,9.5097,2.2047,3.3946,8.8515,,,2.0439,12.4293,6.7828,1.2575,,,,,3.1278,82.1966,10.5899,1.4066,1.8308,6.6197,22.2095,6.3336,7.9817,5.1883,8.5497,19.5689,,,1.6881,13.9436,8.7359,1.9175,,,,
2014/6/12,0,2.4429,-1.4327,-1.707,-0.4777,0.4141,-1.4742,0,-0.6173,-0.7804,5.7692,3.3733,,,0.6739,-0.6705,-0.2954,0.5814,,,,,,1.2632,1.1044,1.3667,0.6473,2.8428,0.7802,,0.2034,2.1985,7.6737,2.189,,,1.7693,0.3473,0.9983,0.5861,,,,,2280960000,17321783006,1816602820,4867588732,1401562500,1038690123,12118625531,3173260467,12615766486,942324897.8,1362377363,3710965746,,,896089957.7,6412800000,2301143729,2011352575,,,,,24.8196,1335.9511,135.2661,40.562,-224.7995,83.8591,72.7646,2065.6826,70.4518,-8.0404,58.4306,72.376,,,671.2992,63.8611,-39.3784,101.9187,,,,,2.8636,13.8011,29.3347,3.8531,4.0176,3.9649,15.3865,3.7646,9.451,2.1875,3.5904,9.1501,,,2.0576,12.346,6.7628,1.2648,,,,,3.1278,84.2046,10.4382,1.3826,1.822,6.6471,21.8821,6.3336,7.9325,5.1478,9.043,20.229,,,1.6995,13.8501,8.7101,1.9287,,,,
2014/6/13,0,3.1623,9.8837,3.0391,0.8,0.2062,4.8379,0,2.4845,2.1348,0.3896,1.6003,,,1.071,2.775,0.5926,0.289,,,,,,1.8601,5.6089,2.5393,0.7201,2.9137,1.7496,,0.4985,3.4611,4.0716,1.6014,,,1.4197,0.602,1.028,0.3204,,,,,2280960000,17869542862,1996150773,5015518346,1412775000,1040831752,12704913151,3173260467,12929201678,962441946.2,1367685326,3770350514,,,905686637.3,6590755200,2314780136,2017165732,,,,,24.8196,1378.1973,148.6354,41.7947,-226.5979,84.032,76.2849,2065.6826,72.2021,-8.212,58.6582,73.5342,,,678.4885,65.6332,-39.6118,102.2132,,,,,2.8636,14.2375,32.234,3.9702,4.0497,3.973,16.1309,3.7646,9.6858,2.2342,3.6044,9.2965,,,2.0797,12.6886,6.8028,1.2685,,,,,3.1278,86.8674,11.4698,1.4246,1.8366,6.6608,22.9408,6.3336,8.1295,5.2577,9.0782,20.5527,,,1.7177,14.2344,8.7617,1.9342,,,,
2014/6/16,0,-0.603,2.9101,-0.7022,0.3175,0.6173,-0.0951,0,-2.6263,0.22,-0.3881,-0.1544,,,-0.9272,-0.2676,-1.0309,1.1527,,,,,,0.9026,6.638,1.6405,0.7423,3.6944,0.8331,,0.7704,2.6362,4.3723,0.8699,,,1.1237,0.4266,1.2987,0.5091,,,,,2280960000,17761786825,2054239816,4980297009,1417260000,1047256640,12692824746,3173260467,12589646887,964559530.2,1362377363,3764528478,,,897289542.6,6573120000,2290916423,2040418363,,,,,24.8196,1369.8866,152.9608,41.5012,-227.3173,84.5507,76.2123,2065.6826,70.3059,-8.2301,58.4306,73.4206,,,672.1978,65.4576,-39.2034,103.3915,,,,,2.8636,14.1516,33.1721,3.9423,4.0626,3.9976,16.1155,3.7646,9.4315,2.2391,3.5904,9.2821,,,2.0604,12.6546,6.7327,1.2831,,,,,3.1278,86.3435,11.8036,1.4146,1.8424,6.7019,22.9189,6.3336,7.916,5.2693,9.043,20.521,,,1.7018,14.1963,8.6714,1.9565,,,,
2014/6/17,0,-0.8089,-3.856,-1.7094,-0.3165,-2.045,-2.5238,0,-0.9129,-1.8661,-3.2468,-1.6393,,,-2.6738,-0.2195,5.0595,-1.1396,,,,,,0.7991,3.076,2.0531,0.4988,2.2867,0.8859,,0.3088,1.7366,2.822,0.7638,,,1.2244,0.3492,2.9041,0.3288,,,,,2280960000,17618112108,1975027484,4860544465,1412775000,1025840348,12372482026,3173260467,12474720650,946560065.9,1318144331,3702814896,,,873297843.6,6558691200,2406825885,2017165732,,,,,24.8196,1358.8056,147.0625,40.5033,-226.5979,82.8217,74.2888,2065.6826,69.6641,-8.0765,56.5335,72.217,,,654.2246,65.3139,-41.1869,102.2132,,,,,2.8636,14.0372,31.8929,3.8475,4.0497,3.9158,15.7088,3.7646,9.3454,2.1974,3.4739,9.13,,,2.0053,12.6268,7.0733,1.2685,,,,,3.1278,85.6451,11.3485,1.3806,1.8366,6.5649,22.3405,6.3336,7.8438,5.171,8.7494,20.1845,,,1.6563,14.1652,9.1101,1.9342,,,,
2014/6/18,0,-1.1213,-2.4064,-3.1884,-1.1111,-3.0271,-2.296,0,-0.2931,0.3356,0.9396,-1.1006,,,-0.9615,-0.9778,2.5496,-0.5764,,,,,,0.6582,2.169,2.9087,0.6659,2.4621,0.8511,,0.1868,1.7958,2.1504,0.6745,,,0.9377,0.4506,2.9386,0.3891,,,,,2280960000,17420559373,1927500085,4705570583,1397077500,994786726.2,12088404520,3173260467,12438153210,949736441.9,1330529580,3662060644,,,864900749,6494563200,2468189718,2005539417,,,,,24.8196,1343.5693,143.5236,39.2119,-224.0802,80.3145,72.5831,2065.6826,69.4599,-8.1036,57.0647,71.4221,,,647.934,64.6753,-42.237,101.6241,,,,,2.8636,13.8798,31.1255,3.7248,4.0047,3.7973,15.3481,3.7646,9.318,2.2047,3.5065,9.0295,,,1.986,12.5034,7.2537,1.2611,,,,,3.1278,84.6848,11.0754,1.3365,1.8162,6.3662,21.8276,6.3336,7.8208,5.1883,8.8316,19.9624,,,1.6404,14.0267,9.3424,1.9231,,,,
2014/6/19,0,-3.0928,10.137,-4.491,-1.2841,-4.0904,0.35,0,-5.5019,-4.3478,-4.7872,-2.3847,,,-3.3287,-3.9743,-4.0055,-2.8986,,,,,,1.0216,6.7636,2.8258,0.8334,2.4904,1.6806,,0.5025,1.7471,2.1536,0.8544,,,1.1604,0.4766,2.3984,0.3106,,,,,2280960000,16881779186,2122890504,4494242563,1379137500,954095773,12130713936,3173260467,11753819708,908443553.2,1266834015,3574730104,,,836110710.2,6236448000,2369325765,1947407840,,,,,24.8196,1302.0156,158.0726,37.4508,-221.2027,77.0293,72.8372,2065.6826,65.6383,-7.7513,54.3328,69.7189,,,626.3662,62.1049,-40.5452,98.6785,,,,,2.8636,13.4505,34.2806,3.5575,3.9533,3.642,15.4019,3.7646,8.8053,2.1089,3.3386,8.8142,,,1.9199,12.0065,6.9631,1.2246,,,,,3.1278,82.0656,12.1981,1.2765,1.7929,6.1058,21.904,6.3336,7.3905,4.9627,8.4088,19.4863,,,1.5858,13.4692,8.9681,1.8673,,,,
2014/6/20,0,0.5851,0,0.7837,-0.4878,2.0202,1.7439,0,2.5778,0.3497,2.6536,1.6938,,,1.0043,0.6684,1.5827,0.8955,,,,,,0.3087,,1.4367,0.6695,1.7332,0.7987,,0.2236,1.2123,1.4064,0.7332,,,0.6245,0.2947,2.0689,0.2997,,,,,2280960000,16980555554,2122890504,4529463900,1372410000,973370435,12342261015,3173260467,12056807060,911619929.2,1300451119,3635279278,,,844507804.8,6278131200,2406825885,1964847313,,,,,24.8196,1309.6338,158.0726,37.7443,-220.1237,78.5855,74.1074,2065.6826,67.3303,-7.7784,55.7746,70.8998,,,632.6568,62.52,-41.1869,99.5622,,,,,2.8636,13.5292,34.2806,3.5854,3.934,3.7155,15.6704,3.7646,9.0323,2.1162,3.4272,8.9635,,,1.9392,12.0867,7.0733,1.2356,,,,,3.1278,82.5458,12.1981,1.2865,1.7841,6.2291,22.2859,6.3336,7.581,4.9801,8.6319,19.8164,,,1.6017,13.5592,9.1101,1.8841,,,,
2014/6/23,0,-0.6875,0,1.5552,0.9804,0.11,4.2116,0,1.7764,2.9036,2.449,3.7796,,,1.4205,0.0511,-0.5666,-0.2959,,,,,,0.4585,,1.4584,0.7179,1.5115,1.6155,,0.2544,1.6966,1.8334,1.2979,,,0.6628,0.3343,1.2204,0.2988,,,,,2280960000,16863819847,2122890504,4599906573,1385865000,974441249.6,12862062409,3173260467,12270987775,938089729.7,1332298901,3772679328,,,856503654.3,6281337600,2393189478,1959034155,,,,,24.8196,1300.6305,158.0726,38.3313,-222.2818,78.6719,77.2285,2065.6826,68.5264,-8.0042,57.1405,73.5796,,,641.6434,62.5519,-40.9535,99.2676,,,,,2.8636,13.4362,34.2806,3.6412,3.9726,3.7196,16.3304,3.7646,9.1927,2.1777,3.5112,9.3022,,,1.9667,12.0929,7.0333,1.2319,,,,,3.1278,81.9783,12.1981,1.3065,1.8016,6.236,23.2245,6.3336,7.7157,5.1247,8.8433,20.5654,,,1.6244,13.5662,9.0585,1.8785,,,,
2014/6/24,0,0.7455,5.4726,-1.2251,-0.3236,0.7692,2.6786,0,0.0426,0,0.7968,3.5802,,,0.5602,-0.4849,-0.2849,0.2967,,,,,,0.4815,17.9598,1.8203,0.8676,1.6135,2.171,,0.2642,1.1224,2.0599,1.8012,,,0.5608,0.3525,1.2296,0.2316,,,,,2280960000,16989535224,2239068592,4543552434,1381380000,981936951.5,13206581938,3173260467,12276211695,938089729.7,1342914829,3907750563,,,861301994.1,6250876800,2386371274,1964847313,,,,,24.8196,1310.3263,166.7233,37.8617,-221.5624,79.2771,79.2971,2065.6826,68.5556,-8.0042,57.5958,76.2139,,,645.238,62.2486,-40.8369,99.5622,,,,,2.8636,13.5363,36.1567,3.5966,3.9597,3.7482,16.7678,3.7646,9.1967,2.1777,3.5391,9.6353,,,1.9778,12.0342,7.0132,1.2356,,,,,3.1278,82.5895,12.8656,1.2905,1.7958,6.2839,23.8466,6.3336,7.719,5.1247,8.9138,21.3017,,,1.6335,13.5004,9.0327,1.8841,,,,
2014/6/25,0,2.1142,9.9057,-2.1705,-0.6494,0,0.4119,0,-1.0638,2.7088,-3.2938,-0.4172,,,0.8357,-0.513,0.5714,-0.2959,,,,,,0.9277,13.8952,1.8242,0.4791,0.8509,1.0347,,0.2021,3.2061,4.1773,1.2258,,,0.9397,0.1911,1.411,0.3505,,,,,2280960000,17348722015,2460863122,4444932692,1372410000,981936951.5,13260979758,3173260467,12145613698,963500738.2,1298681798,3891448862,,,868499503.8,6218812800,2400007681,1959034155,,,,,24.8196,1338.0288,183.2384,37.0399,-220.1237,79.2771,79.6237,2065.6826,67.8263,-8.2211,55.6988,75.896,,,650.63,61.9293,-41.0702,99.2676,,,,,2.8636,13.8225,39.7382,3.5185,3.934,3.7482,16.8369,3.7646,9.0988,2.2367,3.4226,9.5951,,,1.9943,11.9725,7.0533,1.2319,,,,,3.1278,84.3355,14.1401,1.2625,1.7841,6.2839,23.9448,6.3336,7.6368,5.2635,8.6202,21.2128,,,1.6472,13.4311,9.0843,1.8785,,,,
2014/6/26,0,0.4141,10.0858,2.6941,3.1046,3.3806,0.1367,0,2.7957,0.5495,1.4986,1.7355,,,0.1381,3.2225,0.7102,1.1869,,,,,,0.7793,27.3525,2.0446,2.3485,2.5356,0.9039,,0.4137,3.3545,3.2048,1.6899,,,0.6817,0.5081,1.7003,0.4177,,,,,2280960000,17420559373,2709061763,4564685236,1415017500,1015132203,13279112365,3173260467,12485168489,968794698.3,1318144331,3958984480,,,869699088.8,6419212800,2417053190,1982286786,,,,,24.8196,1343.5693,201.7195,38.0378,-226.9576,81.9571,79.7326,2065.6826,69.7225,-8.2662,56.5335,77.2131,,,651.5287,63.9249,-41.3619,100.4459,,,,,2.8636,13.8798,43.7462,3.6133,4.0561,3.8749,16.8599,3.7646,9.3532,2.249,3.4739,9.7616,,,1.997,12.3583,7.1034,1.2465,,,,,3.1278,84.6848,15.5662,1.2965,1.8395,6.4964,23.9776,6.3336,7.8503,5.2924,8.7494,21.581,,,1.6495,13.8639,9.1488,1.9008,,,,
2014/6/27,0,-0.4124,9.9415,0.7716,-0.1585,-0.1055,-0.5462,0,1.5063,0.4372,0,-2,,,0.1379,1.4486,0,1.7595,,,,,,0.6578,23.5808,1.9525,1.9514,1.3356,1.3336,,0.4667,2.2937,3.0086,1.4415,,,0.7376,0.3979,1.4228,0.5141,,,,,2280960000,17348722015,2978383693,4599906573,1412775000,1014061388,13206581938,3173260467,12673229605,973029866.4,1318144331,3879804790,,,870898673.7,6512198400,2417053190,2017165732,,,,,24.8196,1338.0288,221.7735,38.3313,-226.5979,81.8707,79.2971,2065.6826,70.7727,-8.3024,56.5335,75.6689,,,652.4273,64.8509,-41.3619,102.2132,,,,,2.8636,13.8225,48.0952,3.6412,4.0497,3.8709,16.7678,3.7646,9.4941,2.2588,3.4739,9.5664,,,1.9998,12.5373,7.1034,1.2685,,,,,3.1278,84.3355,17.1137,1.3065,1.8366,6.4895,23.8466,6.3336,7.9686,5.3156,8.7494,21.1493,,,1.6517,14.0648,9.1488,1.9342,,,,
2014/6/30,0,0.9317,2.8369,2.9096,1.2698,-0.2112,0.595,0,0.3298,1.197,1.745,0.5402,,,0.551,0.4924,1.4104,0,,,,,,0.6069,27.504,2.6174,2.346,2.3969,0.7366,,0.4388,2.5286,2.668,1.4255,,,0.9209,0.4969,1.3961,0.401,,,,,2280960000,17510356071,3062730403,4733747652,1429758000,1021060423,13264472288,3124062185,12736463895,984676578.6,1341145508,3900764120,,,875697013.5,6544262400,2451144209,2017165732,,,,,24.8196,1350.4949,228.0649,39.4467,-229.4754,81.6978,79.7689,2065.6826,71.1657,-8.4017,57.52,76.0776,,,656.022,65.1702,-41.9453,102.2132,,,,,2.8636,13.9513,49.4596,3.7471,4.1011,3.8627,16.8676,3.7646,9.5468,2.2858,3.5345,9.6181,,,2.0108,12.5991,7.2036,1.2685,,,,,3.1278,85.1213,17.5992,1.3445,1.8599,6.4758,23.9885,6.3336,8.0128,5.3792,8.9021,21.2636,,,1.6608,14.134,9.2778,1.9342,,,,
2014/7/1,0,-1.0769,-4.3103,-0.8929,-0.1567,-0.7407,0.0455,0,2.6705,0.9677,-0.6596,4.3284,,,1.0959,3.2582,5.007,1.1527,,,,,,0.8165,16.8163,1.4282,1.3373,1.7565,0.901,,1.0048,3.9453,2.1109,1.6927,,,1.0144,1.0819,3.2174,0.8851,,,,,2280960000,17321783006,2930716161,4691482048,1427517000,1013497012,13270507080,3124062185,13076591320,994205706.8,1332298901,4069603164,,,885293693.1,6757488000,2573871874,2040418363,,,,,24.8196,1335.9511,218.2345,39.0945,-229.1157,81.0926,79.8052,2065.6826,73.0662,-8.4831,57.1405,79.3706,,,663.2112,67.2936,-44.0455,103.3915,,,,,2.8636,13.8011,47.3277,3.7137,4.0947,3.8341,16.8753,3.7646,9.8018,2.308,3.5112,10.0344,,,2.0328,13.0096,7.5643,1.2831,,,,,3.1278,84.2046,16.8406,1.3325,1.857,6.4278,23.9994,6.3336,8.2268,5.4312,8.8433,22.184,,,1.679,14.5945,9.7424,1.9565,,,,
2014/7/2,0,-0.6739,-3.6036,3.1532,2.8481,3.0917,-0.091,0,-0.6002,0.7455,3.5857,-0.5722,,,0.813,0.8304,0,1.1396,,,,,,0.7499,20.8418,2.8494,2.8184,3.9859,0.9077,,0.6871,2.5448,6.8445,1.531,,,1.0067,0.7648,2.0592,0.8589,,,,,2280960000,17205047298,2825104768,4839411663,1456650000,1044831142,13258437497,3124062185,12998100376,1001617251,1380070575,4046315020,,,892491202.8,6813600000,2573871874,2063670994,,,,,24.8196,1326.9478,210.3702,40.3272,-233.7915,83.5997,79.7326,2065.6826,72.6276,-8.5463,59.1894,78.9164,,,668.6032,67.8524,-44.0455,104.5697,,,,,2.8636,13.708,45.6222,3.8307,4.1783,3.9526,16.8599,3.7646,9.7429,2.3252,3.6371,9.9769,,,2.0494,13.1176,7.5643,1.2977,,,,,3.1278,83.6371,16.2338,1.3745,1.8949,6.6266,23.9776,6.3336,8.1774,5.4717,9.1604,22.057,,,1.6927,14.7157,9.7424,1.9788,,,,
2014/7/3,0,4.9061,-0.3738,0.7278,-0.6154,2.8956,0,0,-0.8454,1.4799,1.2821,5.9568,,,0.2688,0.8235,0,2.5352,,,,,,1.6109,12.32,2.302,2.3663,4.8805,,,0.5757,3.52,8.0625,2.6194,,,0.8529,0.5603,,2.1091,,,,,2280960000,18049136258,2814543629,4874632999,1447686000,1075084784,13258437497,3124062185,12888213054,1016440339,1397763788,4287347310,,,894890372.7,6869712000,2573871874,2115989414,,,,,24.8196,1392.0486,209.5838,40.6207,-232.3528,86.0204,79.7326,2065.6826,72.0136,-8.6728,59.9482,83.6173,,,670.4005,68.4112,-44.0455,107.2208,,,,,2.8636,14.3806,45.4517,3.8586,4.1526,4.0671,16.8599,3.7646,9.6606,2.3596,3.6837,10.5713,,,2.0549,13.2256,7.5643,1.3306,,,,,3.1278,87.7404,16.1731,1.3846,1.8832,6.8184,23.9776,6.3336,8.1083,5.5527,9.2779,23.3709,,,1.6972,14.8369,9.7424,2.029,,,,
2014/7/4,9.9432,0.6468,-0.9381,-1.1561,0.1548,-2.6131,0,0,-1.3398,4.2708,-1.7722,-0.8691,,,-0.5362,-2.217,0,-2.4725,,,,,0.2579,1.2585,9.5882,1.3514,2.5561,2.7413,,,0.7429,7.4146,3.9262,2.1811,,,0.8504,0.8243,,1.0495,,,,,2507760000,18165871965,2788140780,4818278861,1449927000,1046992116,13258437497,3124062185,12715532977,1059850812,1372993290,4250086280,,,890092032.9,6717408000,2573871874,2063670994,,,,,27.2875,1401.0519,207.6177,40.1511,-232.7125,83.7727,79.7326,2065.6826,71.0488,-9.0432,58.8859,82.8906,,,666.8059,66.8945,-44.0455,104.5697,,,,,3.1484,14.4736,45.0253,3.814,4.159,3.9608,16.8599,3.7646,9.5311,2.4604,3.6184,10.4794,,,2.0439,12.9324,7.5643,1.2977,,,,,3.4388,88.3079,16.0214,1.3685,1.8862,6.6403,23.9776,6.3336,7.9997,5.7899,9.1135,23.1678,,,1.6881,14.508,9.7424,1.9788,,,,
2014/7/7,9.9483,-0.5932,0,0.4386,4.6368,0.3096,0,0,-2.6749,7.0929,1.0309,-4.0822,,,-2.2911,0.1909,0,0,,,,,0.1134,0.643,11.2072,2.086,6.0919,2.9086,,,0.7067,9.1835,2.8507,1.8207,,,2.3665,0.149,,0.5365,,,,,2757240000,18058115928,2788140780,4839411663,1517157000,1050233578,13258437497,3124062185,12375405551,1135025045,1387147860,4076589607,,,869699088.8,6730233600,2573871874,2063670994,,,,,30.0021,1392.7411,207.6177,40.3272,-243.5028,84.032,79.7326,2065.6826,69.1483,-9.6846,59.4929,79.5068,,,651.5287,67.0222,-44.0455,104.5697,,,,,3.4616,14.3877,45.0253,3.8307,4.3518,3.973,16.8599,3.7646,9.2762,2.6349,3.6557,10.0516,,,1.997,12.9571,7.5643,1.2977,,,,,3.7809,87.784,16.0214,1.3745,1.9736,6.6608,23.9776,6.3336,7.7857,6.2005,9.2074,22.222,,,1.6495,14.5357,9.7424,1.9788,,,,
2014/7/8,9.9882,1.9891,-1.5152,-1.8923,3.6928,3.3951,0,0,1.3953,0.0933,-0.3827,0.5427,,,1.1034,0.405,0,0.5634,,,,,1.2197,0.8108,10.1718,2.5202,9.0538,4.3619,,,0.4131,5.9901,2.2613,1.7668,,,1.02,0.4339,,0.3583,,,,,3032640000,18417302719,2745896223,4747836187,1573182000,1085889656,13258437497,3124062185,12548085629,1136083837,1381839896,4098713344,,,879295768.4,6757488000,2573871874,2075297310,,,,,32.9988,1420.4436,204.472,39.5641,-252.4948,86.885,79.7326,2065.6826,70.1131,-9.6936,59.2653,79.9383,,,658.7179,67.2936,-44.0455,105.1589,,,,,3.8073,14.6739,44.3431,3.7583,4.5125,4.1079,16.8599,3.7646,9.4056,2.6373,3.6417,10.1061,,,2.0191,13.0096,7.5643,1.305,,,,,4.1585,89.5301,15.7786,1.3485,2.0465,6.887,23.9776,6.3336,7.8943,6.2063,9.1722,22.3426,,,1.6677,14.5945,9.7424,1.99,,,,
2014/7/9,7.5855,-3.4617,-2.5,0,-1.1396,-1.4925,0,0,-1.6681,-2.6095,-4.3534,-2.8409,,,2.3192,-1.5421,0,-2.521,,,,,16.3202,1.2179,8.244,,5.7256,3.3736,,,0.4003,5.2487,2.9278,1.0772,,,2.7674,0.4536,,0.5,,,,,3262680000,17779746164,2677248818,4747836187,1555254000,1069682348,13258437497,3124062185,12338776444,1106437661,1321682974,3982272624,,,899688712.5,6653280000,2573871874,2022978890,,,,,35.5019,1371.2717,199.3602,39.5641,-249.6174,85.5882,79.7326,2065.6826,68.9436,-9.4407,56.6852,77.6673,,,673.9952,66.2558,-44.0455,102.5078,,,,,4.0961,14.1659,43.2345,3.7583,4.4611,4.0466,16.8599,3.7646,9.2487,2.5685,3.4832,9.819,,,2.0659,12.8089,7.5643,1.2721,,,,,4.474,86.4308,15.3841,1.3485,2.0232,6.7842,23.9776,6.3336,7.7626,6.0444,8.7729,21.7079,,,1.7063,14.3695,9.7424,1.9398,,,,
