ÈÕÆÚ,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH
2014/1/2,5.98,3.53,9.2721,12.0449,9.4316,3.577,8.3967,7.5984,14.9859,9.54,6.5306,2.3397,13.0067,,4.2234,,,,,,,27.539,18.3343,23.2289,12.1921,5.07,12.5702,3.1444,18.7622,
2014/1/3,5.87,3.52,8.9827,11.8765,9.2852,3.6375,8.2202,7.4868,14.9859,9.26,6.5306,2.3116,12.6345,,4.1256,,,,,,,27.7523,18.7221,22.7374,12.043,5.04,12.7176,3.0851,18.2559,
2014/1/6,5.56,3.37,8.6932,11.5794,8.9239,3.5209,7.7542,7.3752,14.9859,8.77,6.5306,2.2492,12.357,,3.8885,,,,,,,26.7051,18.2747,22.1378,11.3966,4.91,12.1672,3.0356,17.4673,
2014/1/7,5.56,3.38,8.7232,11.7477,8.9825,3.4581,7.7984,7.4556,14.9859,8.82,6.5306,2.2991,12.7063,,3.9814,,,,,,,26.7633,18.1156,22.2754,11.506,4.98,12.1574,3.0356,17.5938,
2014/1/8,5.58,3.34,8.6334,11.9558,8.9141,3.5837,8.0632,7.6252,14.9859,8.87,6.5306,2.3147,12.5692,,4.0376,,,,,,,26.5887,18.6923,23.6221,11.7446,4.92,12.1377,3.006,17.8275,
2014/1/9,5.34,3.16,8.2541,11.6586,8.797,3.4918,7.764,7.402,14.9859,8.71,6.5306,2.2461,12.4158,,3.7272,,,,,,,25.8712,17.7974,22.59,11.2872,4.85,11.7544,2.9862,17.5062,
2014/1/10,5.38,3.03,8.1144,11.4506,8.5919,3.4447,7.4158,7.027,14.9859,8.27,6.5306,2.1463,11.9163,,3.671,,,,,,,25.5124,17.181,23.1011,11.0883,4.73,11.322,2.9269,16.9415,
2014/1/13,5.37,3.06,8.4637,11.6388,8.6115,3.3101,7.2736,6.8752,14.9859,8.38,6.5306,2.19,11.975,,3.7419,,,,,,,25.5221,16.4552,22.6391,11.138,4.58,10.9092,2.9565,16.9415,
2014/1/14,5.54,3.11,8.8929,11.8567,8.6798,3.4088,7.509,7.0538,14.9859,8.53,6.5306,2.2399,12.3244,,3.8323,,,,,,,25.6675,16.7137,22.6981,11.4165,4.68,11.381,3.006,17.3017,
2014/1/15,5.63,3.08,8.9328,12.2628,8.8165,3.4761,7.5973,7.2011,14.9859,8.62,6.5306,2.2336,12.3733,,3.8543,,,,,,,26.1233,17.2605,23.4354,12.3513,4.72,11.9707,2.9961,19.0348,
2014/1/16,5.56,3.05,9.1923,12.1737,8.7189,3.4671,7.4403,7.1163,14.9859,8.65,6.5306,2.2305,12.53,,3.8274,,,,,,,25.9778,17.0418,23.6123,12.1424,4.69,11.7446,2.9961,19.6872,
2014/1/17,5.45,3.03,9.1224,11.8666,8.4943,3.3639,7.4109,6.9421,14.9859,8.63,6.5306,2.2804,11.7726,,3.7663,,,,,,,25.7257,16.1768,23.4845,11.9435,4.72,11.5579,2.9565,19.4145,
2014/1/20,5.47,3.05,9.0126,11.6784,8.4748,3.3998,7.0774,6.9154,14.9859,8.68,6.5306,2.2149,11.7432,,3.7883,,,,,,,24.9984,16.823,22.7571,12.2518,4.8,11.2139,2.9368,19.2782,
2014/1/21,5.6,3.04,9.4717,11.7378,8.5724,3.5299,7.2098,6.9377,14.9859,8.82,6.5306,2.2586,11.8249,,3.8274,,,,,,,25.2506,16.8429,22.9242,12.3314,4.91,11.4203,2.9664,19.3853,
2014/1/22,5.7,3.15,10.0107,12.0548,8.7677,3.5837,7.2736,7.1207,14.9859,9,6.5306,2.3116,11.8183,,3.9252,,,,,,,26.1039,17.3898,23.4255,12.4507,4.97,11.7446,3.0455,19.619,
2014/1/23,5.66,3.12,9.9309,12.0746,8.7579,3.5815,7.4256,7.277,14.9859,9.03,6.5306,2.3023,12.2689,,3.9838,,,,,,,26.036,17.3003,24.035,12.4408,4.94,11.6856,3.0159,19.3951,
2014/1/24,5.88,3.12,9.9608,12.1935,8.836,3.6532,7.6757,7.2725,14.9859,9.08,6.5306,2.321,12.6019,,3.9912,,,,,,,26.0748,17.3401,23.976,12.4408,4.88,11.9608,3.0554,20.2714,
2014/1/27,5.82,3.07,9.9708,12.0647,8.797,3.6218,7.8523,7.3038,14.9859,8.98,6.5306,2.3303,12.5529,,3.9985,,,,,,,26.1815,17.6582,23.8876,12.3015,4.88,11.892,3.006,20.2324,
2014/1/28,5.72,3.04,10.1205,11.8072,8.7286,3.6622,7.867,7.1654,14.9859,9.18,7.1837,2.3085,12.6345,,3.957,,,,,,,25.6772,17.4395,24.4086,12.2419,4.93,11.8036,2.9763,19.7066,
2014/1/29,5.84,3.03,10.3001,12.4312,8.9239,3.7227,8.1172,7.4109,14.9859,9.12,7.0946,2.2867,13.0034,,4.0352,,,,,,,26.5984,18.046,24.4184,12.7093,4.93,12.01,2.9763,21.43,
2014/1/30,5.95,3.02,10.0606,13.0751,9.0508,3.7721,8.2839,7.4823,14.9859,8.79,6.7384,2.2368,12.9349,,4.15,,,,,,,27.2772,18.7619,25.4702,13.2363,4.95,12.0689,2.9565,23.3189,
2014/2/7,6.15,3.01,10.2502,13.2137,9.2461,3.9246,8.7646,7.7056,14.9859,8.96,7.0056,2.2867,12.9773,,4.2111,,,,,,,27.7329,19.6269,26.0109,13.3358,5.04,12.3343,2.9961,23.7083,
2014/2/10,6.27,3.11,10.4598,13.3524,9.4804,3.9537,8.9657,7.71,14.9859,9.83,7.3816,2.3491,14.2767,,4.2478,,,,,,,28.0626,19.7263,25.8634,13.485,5.17,12.639,3.0653,24.0296,
2014/2/11,6.25,3.19,10.39,13.0553,9.4609,3.8573,8.8283,7.7636,14.9859,9.96,7.4014,2.3709,13.8359,,4.1158,,,,,,,27.8881,19.0502,25.1655,13.485,5.16,12.5014,3.0554,23.1728,
2014/2/12,6.37,3.2,10.3301,13.1444,9.4218,3.8282,8.8578,7.7011,14.9859,10.19,8.1435,2.427,13.6139,,4.2038,,,,,,,28.0626,19.1596,25.2638,13.4352,5.2,12.5309,3.1148,23.5526,
2014/2/13,6.15,3.15,10.4798,12.56,9.1485,3.7048,8.5046,7.46,14.9859,9.99,8.9153,2.399,13.7119,,4.2234,,,,,,,27.3548,18.4735,24.497,12.8982,5.12,12.1181,3.0752,22.6957,
2014/2/14,6.23,3.2,11.0886,12.6789,9.2168,3.7384,8.6714,8.0091,14.9859,10.1,8.757,2.5581,14.5085,,4.2576,,,,,,,27.6651,18.5928,24.615,13.1568,5.17,12.3834,3.1049,22.9489,
2014/2/17,6.46,3.21,11.3781,13.501,9.5097,3.947,9.4806,8.1609,14.9859,10.32,9.2814,2.5737,14.675,,4.3431,,,,,,,28.6541,19.2888,25.313,13.7236,5.22,12.9436,3.2037,25.2467,
2014/2/18,6.47,3.18,11.7274,13.293,9.4218,3.9134,9.3531,8.0047,14.9859,10.26,9.0736,2.6517,14.9361,,4.3822,,,,,,,28.4214,19.5672,25.313,13.7535,5.35,12.7569,3.184,25.2467,
2014/2/19,6.66,3.27,12.6257,13.2038,9.3535,3.947,9.1766,8.1297,14.9859,10.21,8.6679,2.5705,15.008,,4.3651,,,,,,,27.8784,19.1795,24.8706,13.3955,5.38,12.8748,3.2235,24.8767,
2014/2/20,6.48,3.24,12.3362,13.2633,9.168,3.79,8.7204,7.8841,14.9859,9.85,8.6877,2.5331,14.2832,,4.1867,,,,,,,27.4905,18.5133,24.094,13.296,5.37,12.5014,3.1741,24.5359,
2014/2/21,6.48,3.18,12.3262,13.6595,9.2168,3.8461,8.7008,7.71,14.9859,10.46,8.381,2.5487,14.4268,,4.2405,,,,,,,27.4905,18.7619,24.0743,13.485,5.41,12.4129,3.1543,24.6236,
2014/2/24,6.55,3.1,12.1765,14.1349,8.9727,3.8797,8.7891,7.7234,14.9859,10.45,8.4601,2.5269,14.8415,,4.2771,,,,,,,27.1124,18.4139,24.2021,13.8231,5.19,12.2557,3.0752,24.2244,
2014/2/25,6.07,3.04,11.5378,13.0354,8.7286,3.6016,8.3477,7.268,14.9859,10.11,7.7972,2.4208,13.6205,,4.0058,,,,,,,25.4639,16.9423,23.2388,12.8982,5.05,11.7151,2.9664,21.985,
2014/2/26,6.17,3.08,11.8771,12.6491,8.4748,3.6241,8.0191,7.3306,14.9859,10.97,8.5789,2.4458,13.9469,,3.957,,,,,,,25.4251,16.7137,23.1208,12.6894,5.08,11.5874,3.0455,21.3813,
2014/2/27,6.18,3,11.6675,12.7779,8.2795,3.577,7.97,7.2323,14.9859,11.3,8.9845,2.3865,14.9819,,3.8763,,,,,,,25.4736,17.0119,22.1574,12.7491,5.09,11.7839,3.006,21.6247,
2014/2/28,6.39,3.03,11.957,12.9463,8.3869,3.6375,8.2349,7.5047,14.9859,11.08,9.2418,2.4489,15.5695,,3.9227,,,,,,,25.7548,17.2705,22.3639,12.9579,5,11.9412,2.9961,22.4426,
2014/3/3,6.51,3.05,11.9969,13.293,8.6115,3.7003,8.5439,7.6207,14.9859,11.2,9.1726,2.4863,15.563,,4.0229,,,,,,,26.6954,17.4892,22.8849,13.4153,5,12.177,2.9961,23.0852,
2014/3/4,6.51,3.05,11.8871,13.3524,8.9532,3.7497,8.6469,7.7234,14.9859,10.9,9.3902,2.5113,15.2463,,4.0229,,,,,,,26.8796,17.6185,22.9045,13.5347,5,13.3957,2.9961,23.4747,
2014/3/5,6.54,3.05,12.0967,12.9463,8.8556,3.7676,8.4752,7.8127,14.9859,10.66,9.0142,2.477,15.1124,,4.1867,,,,,,,26.6372,17.2406,22.5015,13.2662,5,13.4154,2.9961,22.871,
2014/3/6,6.65,3.04,12.6556,12.6689,8.8653,3.7093,8.23,7.719,14.9859,10.69,8.6877,2.4333,15.7393,,4.1329,,,,,,,25.939,16.9622,22.9439,12.8485,5,13.1009,2.9961,22.2284,
2014/3/7,6.48,3.03,12.7255,12.6888,8.7091,3.6622,8.2398,7.844,14.9859,10.39,8.9944,2.4177,15.8666,,4.2185,,,,,,,25.6869,17.6582,22.6981,12.6794,5.5,13.0518,2.9961,22.1116,
2014/3/10,6.13,2.96,11.937,11.8567,8.1526,3.3931,7.8719,7.3573,14.9859,9.78,8.2919,2.3116,15.5695,,4.1574,,,,,,,24.5233,16.664,20.9188,12.0231,6.05,12.3441,2.9961,21.5663,
2014/3/11,6.22,2.98,11.917,11.6883,8.2307,3.4088,7.9063,7.4064,14.9859,9.83,8.1732,2.3647,14.9851,,4.2625,,,,,,,24.1451,16.654,20.5944,12.1325,5.69,12.4424,2.9961,21.1671,
2014/3/12,6.1,3.28,12.3761,11.7081,8.2405,3.411,7.9749,7.3752,14.9859,10.07,8.0742,2.4083,14.4921,,4.2625,,,,,,,23.9997,16.3458,20.5256,12.0728,6.26,12.1869,2.9961,21.1963,
2014/3/13,6.3,3.52,12.4161,12.1242,8.3576,3.4671,7.9651,7.3439,14.9859,10.13,8.0346,2.4083,14.626,,4.2136,,,,,,,24.8336,16.6739,20.6632,12.3712,5.83,12.3245,2.9961,21.946,
2014/3/14,6.21,3.65,12.2863,12.0647,8.2697,3.3819,7.921,7.1698,14.9859,10.18,7.817,2.4146,14.9133,,4.4042,,,,,,,24.4457,16.6938,20.6534,12.2916,5.74,11.9903,2.9961,21.5858,
2014/3/17,6.35,3.73,12.6456,12.243,8.465,3.4895,8.1515,7.3618,14.9859,10.28,8.3711,2.4582,14.8219,,4.5338,,,,,,,24.5136,17.002,20.8795,12.5601,6.31,12.6488,2.9961,21.8487,
2014/3/18,6.35,3.7,13.2944,12.144,8.426,3.4514,8.1956,7.3082,14.9859,10.15,8.4502,2.4395,14.4073,,4.4531,,,,,,,24.1936,16.6838,20.5748,12.5203,6.94,12.6095,2.9961,21.7416,
2014/3/19,6.32,4.07,13.2145,12.0053,8.4748,3.4648,8.3526,7.4377,14.9859,10.35,8.2919,2.4801,13.7053,,4.4775,,,,,,,24.4166,16.5148,20.6337,12.57,6.94,12.4915,2.9961,21.615,
2014/3/20,6.13,4.48,12.3362,11.5794,8.2502,3.3146,7.867,7.2591,14.9859,9.93,7.8565,2.4208,13.3038,,4.3578,,,,,,,24.0578,16.0674,20.3683,12.033,6.88,12.6291,2.9961,20.914,
2014/3/21,6.28,4.93,12.7355,11.8468,8.4357,3.3886,7.8964,7.3261,14.9859,10.22,8.1138,2.4926,13.1895,,4.436,,,,,,,24.5136,16.3358,20.3487,12.2916,6.77,13.0518,2.9961,21.6539,
2014/3/24,6.27,5.42,12.7754,11.7973,8.5431,3.3751,7.9504,7.2636,14.9859,10.23,8.1039,2.5238,12.8859,,4.3089,,,,,,,24.6203,16.3259,20.1619,12.3413,6.94,12.9535,2.9961,21.5079,
2014/3/25,6.51,5.52,12.476,11.8864,8.4943,3.3841,7.6659,7.2859,14.9859,10.1,8.1237,2.4988,12.2068,,4.3602,,,,,,,24.8918,16.475,20.5748,12.7689,6.58,12.9731,2.9961,21.5663,
2014/3/26,6.64,5.37,12.5358,11.8369,8.4748,3.4065,7.6414,6.9466,14.9859,10.09,8.0346,2.5113,12.3995,,4.3944,,,,,,,24.7269,16.3756,19.9849,12.7888,6.59,12.8847,2.9961,21.5371,
2014/3/27,6.48,5.91,12.3362,11.6487,8.3576,3.3325,7.6022,6.8796,14.9859,9.92,7.7873,2.4645,11.9195,,4.15,,,,,,,25.2215,16.0674,19.2673,12.2618,6.28,12.8748,2.9961,21.0405,
2014/3/28,6.23,5.33,11.9769,11.1435,8.1428,3.2675,7.1755,6.7591,14.9859,9.51,7.5894,2.374,11.9359,,4.0303,,,,,,,25.9002,15.5404,18.1663,11.8043,5.9,12.3441,2.9961,20.135,
2014/3/31,6.23,5.29,11.7773,11.203,8.2112,3.2339,7.0823,6.8305,14.9859,9.26,7.9951,2.3397,11.4266,,4.0352,,,,,,,24.7948,15.6995,18.4514,11.9236,5.98,12.3048,2.9961,20.2908,
2014/4/1,6.33,5.2,11.907,11.3813,8.2502,3.2742,7.4256,6.9421,14.9859,9.53,7.8664,2.4302,11.962,,4.1451,,,,,,,25.2796,15.7492,18.4907,12.1026,5.99,12.6193,2.9961,20.6413,
2014/4/2,6.25,5.14,11.7573,11.2921,8.2112,3.2765,7.3324,6.9868,14.9859,9.29,7.6191,2.4114,11.8902,,4.0572,,,,,,,25.1536,15.3117,18.1762,12.0927,5.87,12.5407,2.9961,20.4369,
2014/4/3,6.27,4.88,11.8771,11.3912,8.2112,3.2989,7.2932,6.9332,14.9859,9.3,7.5201,2.427,11.975,,3.9741,,,,,,,24.4166,15.3813,18.3236,12.0728,5.96,12.5309,2.9961,20.1935,
2014/4/4,6.48,5.17,12.5558,11.5496,8.3283,3.3639,7.6071,7.0091,14.9859,9.47,7.5795,2.4614,12.2591,,4.0474,,,,,,,24.6106,15.8188,18.6579,12.2916,6.03,12.4621,2.9961,20.5927,
2014/4/8,6.54,4.89,12.6157,11.9855,8.6993,3.4469,7.6855,7.2234,14.9859,9.66,7.6092,2.477,12.3766,,4.0938,,,,,,,25.4833,16.3259,19.867,12.7292,6.13,12.7274,2.9961,22.0921,
2014/4/9,6.58,4.95,12.7255,11.9459,8.6896,3.429,7.715,7.1877,14.9859,9.71,7.718,2.4894,12.6182,,4.1549,,,,,,,25.2118,16.4154,19.8965,12.7292,6.14,12.7962,2.9961,22.5692,
2014/4/10,6.59,4.81,12.8852,11.9657,8.7091,3.4491,7.7444,7.1832,14.9859,9.7,8.005,2.4676,12.3733,,4.1403,,,,,,,25.27,16.485,20.2897,12.7292,6.08,12.9142,2.9961,22.5692,
2014/4/11,6.72,4.91,12.3462,11.8864,8.5627,3.4716,7.6022,7.3529,14.9859,9.69,7.8862,2.4801,11.8118,,4.1305,,,,,,,25.1439,16.4353,20.3192,12.7888,5.87,12.7766,2.9961,22.5692,
2014/4/14,6.62,5.2,12.2165,11.926,8.6408,3.4222,7.7297,7.3663,14.9859,9.89,7.9258,2.5019,11.5637,,4.282,,,,,,,25.2796,16.3259,20.6337,12.8187,6.05,12.7569,2.9961,22.5692,
2014/4/15,6.56,4.9,12.2464,12.0746,8.7189,3.4088,7.7444,7.2502,14.9859,9.93,7.8664,2.4801,11.7465,,4.2405,,,,,,,25.299,16.7037,20.447,12.7192,5.95,12.5603,2.9961,22.5692,
2014/4/16,6.87,4.85,12.0767,12.0944,8.7091,3.4088,8.1417,7.1654,14.9859,10.03,7.9852,2.4894,11.7922,,4.4287,,,,,,,25.3378,16.4452,20.2405,12.7888,5.96,12.5997,2.9961,22.5692,
2014/4/17,6.77,4.66,12.1466,11.9756,8.5529,3.3976,8.23,7.143,14.9859,9.92,7.9258,2.5238,11.7661,,4.3847,,,,,,,24.95,16.3458,20.0636,12.5601,5.92,12.4915,2.9961,22.0239,
2014/4/18,6.74,4.74,12.3063,12.0548,8.6408,3.2092,8.2398,7.143,14.9859,9.98,7.9654,2.5331,12.1285,,4.3065,,,,,,,24.7754,16.5944,19.8375,12.5104,5.9,12.4228,2.9961,22.3939,
2014/4/21,6.64,4.75,11.9869,11.8864,8.5236,3.1576,7.9553,7.1163,14.9859,9.63,7.6092,2.4988,11.8085,,4.2893,,,,,,,24.4069,15.8785,19.3558,12.2419,5.68,11.9608,2.9961,21.8097,
2014/4/22,6.38,4.78,12.0268,12.0152,8.5138,3.1755,8.073,6.96,14.9859,9.74,7.5795,2.4395,11.7792,,4.216,,,,,,,24.3681,15.8884,19.1101,12.3811,5.7,12.01,2.9961,22.4426,
2014/4/23,6.49,4.66,12.1366,12.2727,8.6896,3.2047,7.9945,7.1207,14.9859,9.69,7.53,2.4364,12.1742,,4.0282,,,,,,,24.8239,16.3756,20.8795,12.6297,5.76,12.0788,2.9961,23.2312,
2014/4/24,6.3,4.41,11.927,11.9161,8.5919,3.1935,7.8523,7.0805,14.9859,9.44,7.2925,2.452,11.913,,3.9738,,,,,,,24.8724,15.968,21.0663,12.2319,6.34,11.8724,2.9961,22.4718,
2014/4/25,6.09,4.18,11.6276,11.3713,8.4943,3.0858,7.4845,6.8796,14.9859,9.2,7.1045,2.3647,11.5539,,3.8799,,,,,,,24.3778,15.8089,20.8893,11.7645,6.5,11.5186,2.9961,21.8487,
2014/4/28,5.82,4.01,11.0387,11.1237,8.2405,3.0858,7.3079,6.4912,14.9859,8.84,6.7582,2.2336,11.0348,,3.87,,,,,,,23.5827,15.0433,20.2799,11.4065,5.87,10.9878,2.9961,21.1574,
2014/4/29,5.86,4.05,11.3681,11.2426,8.299,3.0769,7.5237,6.5761,14.9859,8.9,6.8868,2.2711,11.1001,,3.9788,,,,,,,23.9027,15.272,20.6927,11.5457,6.02,11.1058,2.9961,21.43,
2014/4/30,5.91,4.1,11.5078,11.2822,8.3088,3.0769,7.6512,6.6743,14.9859,8.94,6.9858,2.2991,11.1131,,3.9986,,,,,,,23.8251,15.272,20.8795,11.5756,6.26,11.037,2.9961,21.5176,
2014/5/5,6.1,4.16,11.5178,11.4209,8.3674,3.1554,7.9014,6.6787,14.9859,8.97,6.9957,2.3116,11.198,,3.959,,,,,,,23.9609,15.4609,20.8893,11.7446,6.28,11.1353,2.9961,21.8681,
2014/5/6,6.12,4.13,11.428,11.411,8.3186,3.2204,8.024,6.6966,14.9859,9.05,7.0353,2.3179,11.4559,,3.9788,,,,,,,23.8251,15.4112,20.3978,11.7745,6.18,11.3122,2.9961,22.2284,
2014/5/7,6.1,4,10.9788,11.0742,8.5041,3.2092,7.7346,6.5627,14.9859,8.75,6.8473,2.2617,11.3547,,3.8157,,,,,,,23.5827,15.1427,19.6212,11.4463,6.63,11.3023,2.9961,21.5858,
2014/5/8,6.03,4.23,11.0487,11.1138,8.4455,3.2406,7.8131,6.6301,14.9859,8.76,6.8473,2.2804,11.2601,,3.7564,,,,,,,23.6312,15.2521,19.8375,11.5756,6.92,11.2139,2.9961,22.0531,
2014/5/9,5.84,3.89,11.3082,11.0048,8.3674,3.1531,7.7297,6.4952,14.9859,9.05,6.6691,2.2773,11.0805,,3.6031,,,,,,,23.5924,15.103,19.0609,11.496,6.67,11.0665,2.9961,21.8584,
2014/5/12,5.98,3.98,12.1865,11.3515,8.5529,3.2159,7.9945,6.7245,14.9859,9.24,6.9363,2.3615,11.296,,3.6723,,,,,,,24.213,15.5504,19.9751,11.7745,6.75,11.3515,2.9961,22.2284,
2014/5/13,6.11,4.01,11.947,11.4605,8.7774,3.2114,7.9749,6.7784,14.9859,9.09,6.9065,2.3584,11.42,,3.6971,,,,,,,24.1354,15.7095,20.27,11.8242,7.02,11.3711,2.9961,22.3939,
2014/5/14,6.08,3.95,11.7773,11.3912,8.8263,3.3079,7.9259,6.738,14.9859,9.06,6.9165,2.3522,11.4004,,3.6575,,,,,,,24.3972,15.5106,20.0636,11.7546,6.77,11.322,2.9961,22.2673,
2014/5/15,6.03,3.82,11.1785,11.5199,8.9337,3.3931,7.8474,6.6526,14.9859,9,6.7577,2.2867,11.1001,,3.6081,,,,,,,24.4166,15.7095,19.9063,11.6154,6.61,11.1549,2.9961,22.0823,
2014/5/16,6.11,3.93,11.3581,11.619,8.8653,3.4245,7.7346,6.6885,14.9859,9.9,7.0951,2.2991,10.643,,3.6279,,,,,,,24.5427,16.2066,20.329,11.7745,7.1,11.263,2.9961,22.3063,
2014/5/19,6.1,3.92,11.1485,11.5992,8.8653,3.2944,7.5286,6.6076,16.4895,9.9,6.8867,2.2991,10.643,,3.7267,,,,,,,24.2518,15.789,20.3192,11.7944,7.19,11.1156,2.9961,21.0308,
2014/5/20,6.18,3.92,11.2383,11.5199,8.6896,3.2159,7.5286,6.5267,18.1414,9.9,6.7775,2.296,10.643,,3.7069,,,,,,,24.3972,15.61,19.7982,11.7148,7.91,11.2335,2.9961,21.0016,
2014/5/21,6.22,3.95,11.3082,11.5397,8.7872,3.2159,7.661,6.5627,19.9516,9.9,6.8172,2.3179,10.643,,3.7267,,,,,,,24.6009,15.6597,19.8866,11.7745,7.83,11.2434,2.9961,21.1769,
2014/5/22,6.11,4.08,11.1884,11.2228,8.5529,3.1733,7.8474,6.5132,21.9497,9.9,6.7378,2.3335,11.7073,,3.7119,,,,,,,24.4069,15.789,19.749,11.6154,8.16,11.2434,2.9961,20.8945,
2014/5/23,6.15,4.01,11.2383,11.2327,8.5919,3.1599,7.8915,6.5357,24.1457,9.9,6.7875,2.3459,12.7161,,3.7168,,,,,,,24.1742,15.61,19.7687,11.6352,8.1,11.2729,2.9961,21.06,
2014/5/26,6.21,4.05,11.5677,11.4011,8.9239,3.1621,7.9651,6.7065,26.5592,10.89,6.9562,2.3615,13.3952,,3.8354,,,,,,,24.6203,15.8487,19.8965,11.8938,7.93,11.3711,2.9961,21.1186,
2014/5/27,6.09,3.96,11.438,11.3119,8.6993,3.1419,7.9898,6.7065,26.3812,11.03,6.7577,2.3584,12.9577,,3.9936,,,,,,,24.2615,15.8387,19.6311,12.0131,7.68,11.3515,2.9961,20.9036,
2014/5/28,6.22,3.98,11.9769,11.3416,8.9044,3.1733,8.1428,6.8369,27.3901,10.92,6.7577,2.3771,13.6629,,3.964,,,,,,,24.533,15.8984,19.7883,12.0231,7.77,11.4989,2.9961,21.1089,
2014/5/29,6.1,3.87,11.6473,11.203,8.836,3.1486,7.8565,6.8863,30.1301,10.86,6.6386,2.3459,13.5976,,3.9936,,,,,,,24.2615,15.4708,19.4443,12.1424,7.32,11.3318,2.9961,21.1577,
2014/5/30,6.21,3.86,11.7572,11.3515,8.9825,3.1576,8.1773,6.9807,29.0124,10.53,6.6684,2.3927,13.4565,,4.1864,,,,,,,24.5621,15.7393,19.405,12.2518,7.84,11.5382,2.9961,21.3336,
2014/6/3,6.16,3.92,11.877,11.3416,8.8556,3.1643,8.5277,7.0167,29.2597,10.3,6.6287,2.4395,13.2924,,3.9244,,,,,,,24.4942,15.6697,19.228,11.9933,7.66,11.3417,2.9961,21.2457,
2014/6/4,6.03,3.95,11.6872,11.1435,8.6896,3.0836,8.888,6.8728,28.8145,10.33,6.4501,2.4177,12.9707,,3.7761,,,,,,,24.1839,15.4112,19.1494,11.675,7.75,10.4768,2.9961,20.8059,
2014/6/5,6.06,4,11.6972,11.2327,8.7482,3.1105,8.8485,6.9807,28.8244,10.39,6.5493,2.4551,13.5221,,3.8206,,,,,,,24.2809,15.4808,19.4738,11.7645,7.85,10.5358,2.9961,21.1089,
2014/6/6,6,4.04,11.5873,11.0841,8.6896,3.0701,8.7498,7.0346,28.9333,10.35,6.6287,2.4426,13.87,,3.7811,,,,,,,24.2033,15.3416,19.4246,11.5855,8.11,10.5652,2.9961,20.9427,
2014/6/9,5.97,3.93,11.4575,11.094,8.631,3.0589,8.5672,6.9088,31.06,10.32,6.6485,2.4177,14.277,,3.7069,,,,,,,24.3003,15.1924,19.3263,11.5159,8.19,10.3883,2.9961,21.2555,
2014/6/10,6.04,3.96,11.5074,11.1336,8.6993,3.0814,8.6264,7.0436,31.3369,10.43,6.6684,2.477,14.4116,,3.7662,,,,,,,24.5136,15.3117,19.5328,11.6452,8.31,10.408,2.9961,21.2848,
2014/6/11,6.07,4.09,11.6173,11.2228,8.7189,3.0836,8.5869,7.0751,33.9187,10.66,6.9065,2.4894,14.3164,,3.7662,,,,,,,24.7657,15.3117,19.4738,11.7248,8.18,10.3982,2.9961,21.3043,
2014/6/12,6.09,4.35,11.917,11.4308,8.8067,3.1285,8.8732,7.1245,37.3115,10.68,6.7875,2.4582,14.0998,,3.8058,,,,,,,24.7269,15.441,19.6016,12.033,8.05,10.5652,2.9961,22.8093,
2014/6/13,6.16,4.31,11.907,11.51,8.836,3.1554,8.7942,7.619,38.8744,10.78,7.0157,2.4957,15.1632,,3.8157,,,,,,,24.8821,15.6995,20.1324,12.0231,8.07,11.6267,2.9961,22.7898,
2014/6/16,6.17,4.34,13.0957,11.4704,9.1973,3.1711,8.8435,7.6145,42.7619,10.67,6.9859,2.4832,15.1074,,3.8404,,,,,,,25.1827,15.9381,20.4175,12.1723,8,11.5186,2.9961,23.3273,
2014/6/17,6.08,4.28,13.735,11.193,9.1289,3.0903,8.4586,7.3538,40.556,10.67,7.0058,2.4458,15.0089,,3.8058,,,,,,,24.7075,15.6399,19.9653,11.9236,8.09,11.2139,2.9961,22.78,
2014/6/18,6.19,4.29,14.2844,11.9359,9.1485,3.0926,8.5129,7.4437,41.3375,11.13,7.0058,2.4988,15.0811,,3.6921,,,,,,,25.2506,15.8984,20.1127,12.1424,7.68,11.3613,2.9961,23.0732,
2014/6/19,6.28,3.97,13.2855,11.5397,9.256,2.9917,8.3056,7.2909,38.5777,10.31,7.0058,2.3709,14.7037,,3.4796,,,,,,,24.8433,15.5205,20.1226,13.0971,7.25,10.8994,2.9961,22.3109,
2014/6/20,6.25,3.96,13.4054,11.4407,9.4612,3.0231,8.5573,7.4617,39.0333,10.43,7.0058,2.4208,14.7726,,3.4549,,,,,,,24.9694,15.4509,20.447,12.8684,7.23,11.0861,2.9961,22.438,
2014/6/23,6.39,4.01,14.0646,11.5796,9.8131,3.0746,8.6363,7.619,42.9356,10.5,7.0058,2.4398,15.3207,,3.4944,,,,,,,25.2409,15.62,20.7026,12.8883,7.32,11.0665,2.9961,22.4477,
2014/6/24,6.47,4.24,13.9548,11.788,9.9597,3.1262,8.8633,7.6505,47.2341,10.52,7.0058,2.4777,15.2616,,3.4944,,,,,,,25.7645,16.0674,21.1547,13.0478,7.47,11.2335,2.9961,23.3566,
