ÈÕÆÚ,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH
2015/5/7,14.51,11.57,33.5134,28.5372,30.7099,6.6777,16.5224,16.8382,42.9356,21.18,16.711,11.5036,27.895,,18.8461,60.6503,23.9816,,,,,48.4923,36.2453,35.5097,53.4372,16.33,30.3375,19.8553,50.2899,
2015/5/8,15.96,11.57,34.7121,29.1326,31.4039,6.8894,17.7401,17.7777,43.8468,21.7,17.5456,12.3221,29.9115,,18.7719,60.6503,26.3776,,,,,50.3817,37.2219,36.229,53.3375,16.24,30.3375,21.7242,51.6288,
2015/5/11,16.39,11.57,35.4613,29.9065,32.1565,7.2631,19.0567,18.6047,45.0056,22.44,18.6882,12.9794,31.0976,,20.2498,60.6503,29.0153,,,,,51.3265,38.1687,37.0566,54.5735,17.28,30.3375,22.7426,52.9285,
2015/5/12,16.59,11.57,35.2315,32.8932,34.0819,7.6323,19.8784,19.9577,46.6696,22.33,18.9961,13.3081,30.4452,,22.039,60.6503,31.9168,,,,,54.6184,40.3811,40.7515,60.0358,17.82,30.3375,25.0169,58.2253,
2015/5/13,16.09,11.57,36.62,31.7124,32.8895,7.6008,19.1062,19.234,45.3127,21.7,18.5391,13.0837,33.1932,,21.7029,60.6503,35.1096,,,,,55.9527,38.8164,38.8893,61.4911,17.36,30.3375,26.7275,56.5053,
2015/5/14,15.6,11.57,34.812,31.3354,32.0001,7.6458,19.0864,19.1576,47.7392,21.08,18.5789,12.9257,33.6578,,22.3553,60.6503,38.6211,,,,,54.2872,38.8762,38.5641,59.7966,16.99,30.3375,26.0452,56.1633,
2015/5/15,15.78,11.57,33.8131,31.9605,32.5181,7.6774,19.0765,19.4273,50.4035,20.9,19.2048,13.1153,35.2097,,22.988,60.6503,42.4843,,,,,59.712,40.979,39.2046,62.4879,17.28,30.3375,26.1837,58.0396,
2015/5/18,16.02,11.57,33.8131,32.1788,32.176,7.9205,19.7101,20.2409,49.3239,20.89,20.0195,14.4269,36.6331,,23.759,60.6503,46.7322,,,,,64.1727,41.7165,39.3524,63.684,17.73,30.3375,27.2219,60.2287,
2015/5/19,16.38,11.57,33.8131,32.4268,32.5181,7.916,19.8586,20.1375,49.3339,21.18,20.6355,14.923,35.6644,,24.6388,60.6503,51.4033,,,,,64.5233,41.9058,39.244,64.6011,17.52,30.3375,27.3505,59.9551,
2015/5/20,16.43,11.57,33.8131,33.0123,33.2902,8.1794,21.2841,20.0521,49.0565,21.93,20.6951,15.1379,35.7435,,27.0112,60.6503,56.5414,,,,,68.0489,43.9288,39.3622,68.2393,17.41,30.3375,30.0895,62.6523,
2015/5/21,17.19,11.57,33.8131,34.203,34.5022,8.5847,23.4125,20.8208,49.3933,24.12,21.0825,15.6436,36.1685,,28.1282,60.6503,62.1961,,,,,69.5975,44.3972,40.4066,68.648,18.83,30.3375,33.0955,64.2159,
2015/5/22,16.92,11.57,33.8131,34.7289,35.0984,9.1746,23.5808,21.1489,50.4828,25.44,20.4864,15.296,35.1899,,26.4033,60.6503,68.4168,,,,,68.8184,44.2278,40.5938,70.0335,18.56,30.3375,32.6901,66.1118,
2015/5/25,17.61,11.57,33.8131,38.2018,38.6073,9.6924,25.8479,22.0793,55.534,26.61,20.5162,15.8111,38.6892,,26.1265,60.6503,75.2585,,,,,75.7041,47.676,43.0472,73.4126,19.59,30.3375,35.963,71.1643,
2015/5/26,19.37,11.57,33.8131,42.0219,42.468,10.6492,28.4316,24.2504,61.0904,27.54,22.5728,17.3818,41.6942,,28.7411,60.6503,82.7871,,,,,83.2716,51.5227,46.7913,78.8151,21.04,30.3375,39.5623,77.9172,
2015/5/27,19.94,11.57,33.8131,42.1708,42.6146,10.6447,29.3523,23.9942,67.2014,27.27,23.3478,18.8039,42.8309,,30.4908,60.6503,91.0685,,,,,83.7585,49.7986,46.2888,76.6322,20.96,30.3375,40.1556,76.1874,
2015/5/28,17.95,11.57,33.8131,38.0529,38.4998,9.5798,26.422,21.6074,62.0808,24.6,21.1223,17.0657,38.7287,,27.4412,60.6503,91.2224,,,,,75.4411,44.8258,41.6776,71.0602,18.86,30.3375,36.141,68.5647,
2015/5/29,18.2,11.57,33.8131,40.2656,39.1742,9.4267,27.2734,23.3334,64.2301,25.4,21.8376,16.8066,42.6036,,29.5567,60.6503,100.3446,,,,,78.733,45.0749,42.7418,71.8078,18.9,30.3375,37.3572,68.6918,
2015/6/1,19.32,11.57,33.8131,42.9646,43.0936,9.6406,28.0753,25.6663,70.658,27.8,24.0234,18.4879,45.6679,,31.0889,66.7144,93.0193,,,,,81.9275,48.1742,45.2641,73.9409,19.84,30.3375,37.8417,71.5552,
2015/6/2,20.32,11.57,33.8131,44.6514,47.4039,9.8545,28.8177,28.233,75.5706,28.98,26.4277,19.6477,46.4586,,30.99,73.3878,83.8037,,,,,81.3627,49.4997,46.8701,75.745,20.37,30.3375,37.2386,73.6465,
2015/6/3,19.77,11.57,33.8131,42.6471,45.2341,9.3164,28.3129,28.1218,70.1232,27.91,28.067,19.5308,45.6679,,29.1168,80.7256,84.8313,,,,,76.7462,46.8289,45.2739,72.2663,19.55,30.3375,35.6169,70.314,
2015/6/4,19.45,11.57,33.8131,41.6647,44.2567,8.9719,27.7189,26.4479,68.0433,26.84,27.6199,19.7046,44.5805,,29.5962,88.7976,76.3465,,,,,73.1816,45.2543,44.062,69.3956,20.05,30.3375,38.9097,68.7309,
2015/6/5,19.7,11.57,33.8131,41.8632,44.9409,9.1948,28.2337,26.9161,69.0436,26.82,27.4212,20.2134,45.3515,,28.6966,83.358,74.7474,,,,,74.7399,45.6629,45.136,69.874,21.86,30.3375,41.5102,70.1968,
2015/6/8,18.86,11.57,33.8131,40.0374,42.2921,8.9517,27.2536,25.4881,64.2598,26.14,25.6031,19.5245,44.0962,,26.4923,80.6057,69.873,,,,,72.8797,44.4172,44.2295,67.1528,20.87,30.3375,37.8912,67.8123,
2015/6/9,18.79,11.57,33.8131,40.1565,42.1748,9.0462,26.8477,25.5583,64.7748,26.35,26.0005,19.5529,44.8079,,25.7014,84.4169,71.1644,,,,,74.2627,45.1945,44.5054,67.6313,20.89,33.3752,37.0013,68.9068,
2015/6/10,18.95,11.57,33.8131,39.8985,42.2726,9.4762,27.1249,25.9212,64.864,26.62,27.1033,19.8437,49.2857,,28.2736,81.9094,75.4893,,,,,76.2008,45.8223,44.732,69.7444,20.87,36.0381,38.0791,68.5647,
2015/6/11,19.66,11.57,33.8131,41.0594,43.5041,9.7014,27.709,27.7999,65.2799,27.91,26.9344,19.5308,49.434,,30.5192,90.1013,75.2365,,,,,77.0968,46.9983,47.6091,73.3129,22,38.4742,38.3757,69.9231,
2015/6/12,20.07,11.57,33.8131,41.1091,43.5627,9.7352,28.006,27.1502,67.8947,28.35,27.8981,19.2053,51.8953,,29.8663,98.7029,70.3401,,,,,76.9118,46.8388,46.4366,77.3199,23.51,37.123,38.7218,69.9036,
2015/6/15,19.86,11.57,33.8131,40.4542,43.8853,10.0076,28.3326,27.0742,63.9726,26.81,30.6005,18.7723,51.8953,,26.9084,92.4041,63.3061,,,,,74.3211,45.8323,46.3085,77.5093,23.66,36.5608,38.089,68.7895,
2015/6/16,18.49,12.73,33.8131,37.6064,42.0632,9.2017,25.9963,24.3761,57.6734,24.97,29.2195,19.2148,51.8953,,25.5234,92.4091,59.4044,,,,,68.0976,41.4972,42.7516,69.7644,23.41,33.8584,36.4475,61.9096,
2015/6/17,18.52,14,33.8131,37.8049,42.2788,9.3072,26.8972,24.4639,59.5354,25.29,28.6134,20.7886,51.8953,,25.5728,99.4421,61.2729,,,,,69.0521,41.9955,42.525,71.8078,23.15,34.6968,37.6242,60.5805,
2015/6/18,17.98,15.4,33.8131,35.8997,40.0159,8.9966,25.739,22.7959,55.1477,24.3,27.0735,21.585,51.8953,,24.267,107.3743,55.1456,,,,,66.2179,40.6302,41.1259,70.3425,23.83,32.4974,37.3473,57.1015,
2015/6/19,16.18,16.94,33.8131,35.7211,38.8992,8.683,23.2443,22.0526,52.4934,22.1,24.3711,19.4265,51.8953,,21.8433,108.8978,49.6338,,,,,63.6175,38.368,38.436,68.039,22.6,29.8148,33.6096,58.7921,
2015/6/23,16.62,18.63,33.8131,39.2932,42.7881,9.4186,23.9075,23.7382,57.7328,22.3,23.7651,19.1832,51.8953,,21.5465,112.3894,52.5078,,,,,69.9773,41.4673,40.6431,72.5164,24.7,32.3988,32.3736,64.6752,
2015/6/24,16.99,20.49,33.8131,39.9878,44.8551,9.6706,25.3826,23.9664,59.3373,22.91,24.0333,19.1516,51.8953,,22.9512,111.3904,53.5025,,,,,73.5906,41.9457,41.4707,73.7828,25.92,32.9511,31.9682,66.2584,
2015/6/25,16.5,22.54,33.8131,38.5987,45.4526,9.8171,25.6301,22.7081,56.4749,21.18,23.0994,18.2667,46.7058,,21.1705,113.8879,49.0732,,,,,68.0879,40.1219,40.18,69.5647,28.11,30.4035,28.8139,62.9748,
2015/6/26,14.85,20.29,33.8131,34.7388,40.9073,8.8354,23.0661,20.4373,50.8294,19.06,20.7944,16.44,42.0401,,19.0535,103.8928,44.1659,,,,,61.2801,36.1058,36.16,62.6042,25.3,27.3621,25.9365,56.6812,
2015/6/29,13.37,18.26,33.8131,31.2659,39.8494,7.9533,20.7595,18.3947,46.1347,17.15,18.718,16.44,37.8391,,17.1442,99.9017,39.7477,,,,,55.7092,32.4982,32.544,56.3418,22.77,24.6269,23.3458,51.0131,
2015/6/30,13.9,17.05,33.8131,32.9031,42.6902,8.1614,22.4226,19.3136,50.5026,18.15,19.2743,16.44,35.5952,,18.7963,90.411,43.446,,,,,60.3354,34.4614,34.4161,58.3761,23.31,27.0857,25.1059,51.9415,
2015/7/1,12.51,17.6,33.8131,29.6088,41.8281,7.3467,20.9574,17.3822,45.4513,16.34,18.3802,16.44,36.2773,,17.3223,81.5697,39.3026,,,,,54.8521,31.0133,31.5587,52.5425,20.98,25.0713,23.4249,46.7522,
2015/7/2,11.26,15.84,33.8131,26.6519,37.6453,6.6112,18.8587,15.644,40.9052,14.71,16.5421,16.44,36.2773,,15.591,73.4128,36.4835,,,,,49.8169,27.914,28.4354,47.2872,18.88,22.9186,21.0814,42.0809,
2015/7/3,10.13,14.26,33.8131,23.9828,33.8837,5.9489,16.9778,14.2804,36.8147,13.24,14.8929,16.44,36.2773,,14.0379,66.07,34.0545,,,,,46.7197,25.1236,25.5879,42.5605,16.99,20.6278,18.9753,37.8689,
2015/7/6,9.12,12.83,33.8131,21.5815,30.4944,5.354,15.285,14.6374,33.9721,11.92,13.4026,16.44,36.2773,,12.8606,59.465,32.9719,,,,,46.0964,22.6122,23.0262,38.3025,15.29,19.0676,17.0767,34.0869,
2015/7/7,8.21,11.55,33.8131,19.4283,27.4479,4.8177,13.7604,13.1742,30.5749,10.73,12.0614,16.44,36.2773,,11.5746,53.52,29.6747,,,,,41.4897,20.35,20.7206,34.4732,13.76,17.1618,15.3661,30.6763,
2015/7/8,7.39,11.55,33.8131,17.4835,24.7051,4.7708,13.7604,14.1106,28.8813,9.7,11.2864,16.44,36.2773,,11.6735,53.52,26.7073,,,,,37.3407,18.317,18.6515,31.0229,12.38,15.4437,13.8334,27.6956,
2015/7/9,8.13,11.55,33.8131,19.2299,27.1736,5.2485,13.7604,15.5211,31.7733,10.67,12.419,16.44,36.2773,,12.8408,53.52,29.378,,,,,41.0748,20.1507,20.5137,34.1242,13.62,16.9841,15.2178,30.4613,
2015/7/10,8.94,11.55,33.8131,21.1548,29.887,5.773,13.7604,17.0721,34.9527,11.74,13.6609,16.44,36.2773,,14.1269,53.52,32.318,,,,,45.1803,22.1647,22.5631,37.5346,14.98,18.6825,16.7405,33.5103,
2015/7/13,9.83,11.55,33.8131,23.2683,32.8748,6.3503,13.7604,18.781,38.4459,12.91,15.032,16.44,36.2773,,15.5416,53.52,35.5492,,,,,49.6964,24.3782,24.8194,41.2841,16.48,20.5488,18.4116,36.8623,
2015/7/14,10.81,12.71,33.8131,25.5922,33.5017,6.9863,13.7604,20.6597,42.2866,14.2,16.5322,16.44,36.2773,,16.3231,53.52,39.1047,,,,,54.6621,26.821,27.3023,43.797,17.14,22.3755,19.974,40.5466,
2015/7/15,9.73,13.33,33.8131,23.03,30.1515,6.2888,15.1365,21.3913,38.0589,12.78,14.883,16.44,32.6496,,14.6908,53.52,35.1921,,,,,49.1979,24.1389,25.0263,39.4193,15.44,20.134,17.9766,42.1591,
2015/7/16,10.12,14.49,33.8131,24.0628,31.278,6.9189,16.6511,23.5333,40.5995,13.42,15.1512,16.44,29.3876,,15.3635,53.52,37.3132,,,,,50.3318,25.5448,26.4944,39.6686,16.77,21.2597,17.8678,45.2769,
2015/7/17,11.11,15.94,33.8131,26.4661,34.4029,7.6105,18.3143,25.8861,44.6584,14.76,16.4925,16.44,30.5441,,16.8969,58.87,41.0446,,,,,55.3659,28.0973,29.1448,43.6375,18.45,23.3827,19.6575,49.8066,
2015/7/20,11.78,17.53,33.8131,29.1177,36.2347,8.3724,20.1457,28.4671,49.0746,16,16.4329,16.44,32.0169,,18.5885,64.755,43.5065,,,,,60.8986,29.5031,32.0612,48.0052,18.83,24.9429,21.6253,54.7872,
2015/7/21,11.61,17.64,33.8131,28.5218,35.1768,8.3753,21.0861,27.0156,47.2982,15.9,16.3236,16.44,33.4996,,19.0931,67.6,42.9734,,,,,60.6738,28.5459,30.9479,46.8086,18.69,24.2616,23.059,53.5323,
2015/7/22,12.01,18.27,33.8131,31.372,37.2927,9.2134,22.5018,27.8467,48.5288,16.5,16.711,16.44,32.9066,,20.4781,71.75,44.4022,,,,,64.9748,29.6826,32.7017,51.0367,19.79,25.2391,25.363,58.8855,
2015/7/23,12.66,18.69,33.8131,33.1993,38.1645,9.5885,22.9176,28.1042,49.6205,16.79,17.3568,16.44,33.6084,,21.1211,74.66,48.8424,,,,,66.8712,30.6497,33.0268,53.061,19.97,25.7822,27.568,60.6601,
2015/7/24,13.78,19.77,33.8131,34.1428,38.2625,9.4948,22.5909,30.3165,49.5808,17.06,17.0687,16.44,33.213,,19.9043,72.245,49.5403,,,,,68.3472,32.3547,33.017,54.5967,20.79,25.7822,26.6682,60.6797,
2015/7/27,12.4,17.79,33.8131,30.7464,34.4323,8.5453,20.3338,27.2849,44.6187,15.35,15.3599,16.44,29.8917,,17.9158,65.02,44.5891,,,,,61.5144,29.1242,29.7163,49.142,18.71,23.205,23.9984,54.6108,
2015/7/28,12.89,16.82,33.8131,32.4545,34.2854,8.0852,19.4527,26.325,44.2416,13.98,13.8894,16.44,26.9065,,17.2629,58.52,40.2862,,,,,59.0805,27.509,28.1201,47.8656,17.61,21.7929,23.1283,52.493,
2015/7/29,14.18,18.15,33.8131,35.702,37.7139,8.894,21.4029,28.9587,48.6678,15.37,14.8035,16.44,26.5902,,18.9941,62.95,44.3143,,,,,64.9846,30.2609,30.9282,52.6522,19.37,23.9752,25.4421,57.7384,
2015/7/30,14.18,17.76,33.8131,37.7378,37.7139,9.4449,23.4125,31.0773,49.2434,15.78,13.81,16.44,25.9971,,18.8754,63.815,43.0614,,,,,64.3199,30.7395,33.9826,53.3502,19.83,25.2885,26.2035,58.3953,
2015/7/31,13.16,16.3,33.8131,34.0633,35.069,8.7035,21.8385,27.9696,49.2037,15.9,13.5119,16.44,24.5045,,18.4896,57.435,40.6654,,,,,58.2594,28.6556,31.9036,48.0252,18.03,23.1359,24.0083,52.5518,
2015/8/3,11.84,14.67,33.8131,30.657,31.5621,7.8332,19.6507,25.1721,44.2813,14.31,12.1706,16.44,22.0629,,16.6397,51.69,36.5989,,,,,52.4334,25.804,28.7113,43.2187,16.43,20.8252,21.6055,47.3359,
2015/8/4,13.02,16.14,33.8131,33.7257,34.7164,8.6156,21.6207,27.6887,48.7075,15.74,13.3927,16.44,24.2672,,18.084,54.89,40.2587,,,,,57.6729,28.3864,31.5785,47.5365,18.07,22.9088,23.6721,52.0714,
2015/8/5,12.8,16.31,33.8131,35.265,34.5792,9.4772,21.6999,27.3551,48.6281,15.48,13.8596,16.44,25.3051,,17.2728,52.6,39.5004,,,,,56.5585,28.2867,31.4996,48.2944,17.82,23.6691,22.6437,52.5126,
2015/8/6,12.31,17.14,33.8131,33.8151,34.1286,9.5094,20.8189,25.7515,49.0647,15.03,15.2506,16.44,27.8356,,17.1838,51.825,38.3574,,,,,54.6133,27.9078,30.4552,46.8684,17.13,24.0048,21.1408,50.689,
2015/8/7,12.61,18.79,33.8131,35.3444,35.2943,10.0515,21.6108,26.7464,50.6228,15.39,16.4726,16.44,30.6232,,18.9051,54.765,40.1104,,,,,57.6924,29.0146,32.0612,49.0623,17.61,24.854,21.9615,53.6597,
2015/8/10,13.59,20.67,33.8131,37.5392,37.9392,10.5234,23.6501,28.8241,50.6228,16.57,17.1383,16.44,32.8176,,20.0329,60.24,44.122,,,,,62.2965,31.4574,34.485,53.9685,19.37,26.7005,24.1566,58.3266,
2015/8/11,13.33,20.02,33.8131,36.844,37.3417,10.242,23.274,27.993,53.3916,16.38,16.8899,16.44,32.7089,,20.389,61.41,45.8914,,,,,61.4167,31.4873,34.889,54.4671,20.01,26.4932,24.5126,58.0521,
2015/8/12,13.38,19.98,33.8131,37.1519,37.3417,10.242,23.076,27.8291,53.997,16.21,16.4031,16.44,30.554,,19.9834,59.525,44.2648,,,,,62.3747,32.255,34.889,53.9785,22.01,29.1395,24.0281,58.8757,
2015/8/13,13.5,20.59,33.8131,37.43,37.3417,10.242,23.4323,28.075,53.9871,16.46,17.3866,16.44,33.0647,,19.9834,60.415,44.9517,,,,,62.8927,32.4843,34.889,56.1723,23.22,30.0085,24.7301,59.4738,
2015/8/14,13.71,20.38,33.8131,36.7447,37.3417,10.242,23.1453,28.0984,52.7763,16.66,17.486,16.44,32.3728,,19.9834,58.75,44.3528,,,,,62.4333,32.9629,34.889,54.836,23.5,29.0309,25.0466,58.8169,
2015/8/17,14.03,21.88,33.8131,36.7944,37.3417,10.242,23.9867,29.5557,52.9947,17.35,18.1914,16.44,31.9873,,19.9834,58.87,43.2372,,,,,64.3101,33.6609,34.889,54.866,23.32,28.8236,25.8079,58.5227,
2015/8/18,12.63,19.69,33.8131,33.1199,37.3417,10.242,21.591,26.6001,47.6952,15.62,16.3732,16.44,28.8142,,19.9834,52.985,38.9124,,,,,57.8781,30.2908,34.889,49.3814,20.99,25.9402,23.2271,52.6695,
2015/8/19,12.62,19.23,33.8131,33.0305,37.1457,10.0984,22.5612,26.3718,52.4191,15.73,16.5421,16.44,29.3579,,19.9834,51.955,39.0882,,,,,57.6142,30.3008,35.9728,49.3315,21.01,25.9402,22.9799,52.8754,
2015/8/20,11.66,18.27,33.8131,29.793,33.4331,9.0874,21.7791,23.9957,49.1441,16.03,16.7607,16.44,28.7154,,20.0329,47.79,36.6648,,,,,52.4236,27.848,32.3765,44.6945,19.01,25.5354,20.9529,47.8457,
2015/8/21,12.72,16.85,33.8131,30.7067,30.6217,8.1966,20.3635,23.1119,45.5516,14.55,15.1512,16.44,25.8488,,18.0345,46.84,34.648,,,,,51.0356,26.3424,29.1399,43.089,19.12,25.1305,18.8566,47.9829,
2015/8/24,11.5,15.17,33.8131,27.638,27.5556,7.376,18.3242,20.8002,40.9964,13.1,13.6411,16.44,23.2689,,16.234,42.155,31.186,,,,,45.933,23.7102,26.2288,38.7811,17.21,22.6224,16.968,43.1886,
2015/8/25,10.35,13.65,33.8131,24.8772,24.803,6.6375,16.4927,18.7225,36.8978,11.79,12.2799,16.44,20.9459,,14.6116,37.94,28.0701,,,,,41.3387,21.3372,23.604,34.902,15.49,20.3611,15.2672,38.8746,
2015/8/26,9.4,12.29,33.8131,22.3944,22.3247,5.9752,14.8395,16.8497,33.206,10.61,11.3758,16.44,20.2738,,13.1475,34.145,26.7897,,,,,37.2039,19.2035,21.2456,31.4118,13.94,18.327,13.7445,34.9921,
2015/8/27,9.72,13.52,33.8131,24.6388,23.2161,6.3474,15.1167,18.5352,34.774,11,12.419,16.44,22.3001,,12.732,36.375,27.8668,,,,,40.283,20.38,21.5712,34.0644,14.57,18.88,14.1795,38.4922,
2015/8/28,10.69,14.87,33.8131,27.1017,25.5377,6.9833,16.6313,20.3905,38.2475,12.1,13.4225,16.44,24.2178,,14.0082,40.015,30.6529,,,,,44.3103,22.414,23.7323,37.4748,16.03,20.766,15.5935,42.3454,
2015/8/31,10.22,13.62,33.8131,29.8129,27.5752,7.2734,16.6313,22.4272,37.9299,11.32,12.2104,16.44,23.2392,,12.8606,36.15,30.2682,,,,,46.021,22.9125,26.1104,38.0432,15.88,19.897,14.4663,46.4829,
2015/9/1,9.2,12.26,33.8131,27.4692,25.283,6.5467,15.2058,20.1856,34.1389,10.19,11.048,16.44,20.9163,,11.5746,32.535,27.2403,,,,,41.7982,20.9284,24.1862,34.2439,14.29,17.9123,13.0226,42.7082,
2015/9/2,8.28,11.03,33.8131,24.7183,22.7557,6.069,13.9584,19.0385,30.725,9.55,10.3326,16.44,18.8207,,10.4171,29.28,24.5641,,,,,40.4883,18.8345,23.3178,30.8235,12.86,16.125,11.7372,40.5806,
2015/9/7,8.12,11.3,33.8131,22.2454,20.8455,5.4624,14.4336,17.4115,29.7227,9.78,10.6208,16.44,19.394,,11.0304,28.97,25.2125,,,,,38.504,18.5753,21.2061,28.4003,12.14,15.1178,11.9547,37.2569,
2015/9/8,8.41,12.02,33.8131,22.7221,21.0316,5.3921,15.1365,19.0795,30.8044,10.21,11.6838,16.44,21.114,,11.8713,31.15,27.3667,,,,,39.7552,19.363,21.3442,28.9487,12.54,15.8189,13.1116,37.7667,
2015/9/9,8.78,12.97,33.8131,23.4868,22.8732,5.5796,15.9879,19.5477,31.3601,10.96,12.8562,16.44,23.0316,,13.0585,32.75,28.823,,,,,41.9155,20.2304,22.1929,30.4944,13.29,16.5792,13.1116,37.8844,
2015/9/10,8.64,12.64,33.8131,23.7351,22.5108,5.5708,16.76,19.8052,31.4098,10.63,12.5979,16.44,21.9443,,14.3643,33.395,29.6693,,,,,42.3358,20.1307,22.1435,30.7337,13.06,16.3916,13.1116,38.4432,
2015/9/11,8.69,12.66,33.8131,22.9704,21.9034,5.4536,16.3838,19.5009,31.0525,10.77,12.6475,16.44,22.1222,,14.0082,34.65,29.6693,,,,,41.3192,19.9313,21.6107,30.0855,12.8,16.2237,13.1116,37.6295,
2015/9/14,7.82,11.39,33.8131,20.7061,19.7092,4.9086,14.7504,17.552,27.9462,9.69,11.3858,16.44,19.908,,12.6034,31.185,26.7018,,,,,37.1843,18.3659,20.2094,27.1139,11.52,15.0191,13.1116,37.2765,
2015/9/15,7.04,10.25,30.4347,18.6405,17.7402,4.4192,13.4635,15.7962,25.1477,8.74,10.3426,16.44,18.1485,,11.347,28.065,24.0311,,,,,33.8119,16.5313,18.1865,24.4015,10.37,13.5181,13.1116,34.0704,
2015/9/16,7.73,11.28,27.3963,20.5075,19.5133,4.8617,14.8098,17.3764,27.6584,9.61,11.3758,16.44,19.9673,,12.4847,30.73,26.3116,,,,,37.1941,18.1765,19.9529,26.8446,11.41,14.8216,14.1499,37.2667,
2015/9/17,7.39,11.09,24.6576,19.8719,20.6496,4.7415,14.5029,17.0604,27.8966,10.57,11.4553,16.44,19.2952,,11.7032,30.005,25.6522,,,,,37.243,17.987,19.3608,27.4529,11.07,14.0711,13.1314,36.4725,
2015/9/18,7.48,11.23,22.1889,20.6366,20.3067,4.7708,14.6712,18.0085,28.1844,11.48,11.8329,16.44,21.2227,,11.7032,30.015,26.0094,,,,,38.4062,18.1765,19.6174,28.839,11.43,14.1797,13.1215,36.296,
2015/9/21,8,12.06,19.97,22.6427,22.1385,5.2485,15.7899,19.8111,30.2387,11.95,12.5681,16.44,22.7548,,12.821,33.015,28.6087,,,,,42.0034,19.6023,21.3048,31.7209,12.57,15.3844,14.051,38.6981,
2015/9/22,8.09,12.15,18.1009,22.2554,22.2953,5.524,15.7503,19.694,29.7723,11.67,12.4091,16.44,22.4682,,12.4748,34,29.0428,,,,,42.717,19.692,21.216,32.0002,12.99,15.3943,13.8433,38.0903,
2015/9/23,8.06,11.79,17.7611,21.8979,22.2561,5.4712,15.4731,19.8755,30.0998,11.94,12.4886,16.44,22.913,,13.0486,35.4,29.3066,,,,,41.3485,19.2533,21.0087,32.2495,14.29,15.1277,13.339,38.0608,
2015/9/24,8.17,12.97,19.5402,22.7221,22.4814,5.6382,15.4929,20.2149,31.1617,12.22,12.6177,16.44,23.081,,14.3544,34.79,30.1364,,,,,41.7786,19.7219,21.4232,35.4704,15,15.5819,13.784,40.2668,
2015/9/25,7.78,11.82,17.7511,21.0041,20.8455,5.2368,14.7603,19.0268,29.4051,11.13,11.8229,16.44,21.7367,,13.7411,31.88,27.4052,,,,,41.065,18.7448,20.6831,32.9575,15,14.8314,13.8334,38.6197,
2015/9/28,7.95,12.18,17.981,21.3616,20.9239,5.4214,15.0276,19.5302,29.9013,11.41,13.0052,16.44,22.5572,,14.2852,34.6,28.9054,,,,,40.7327,18.9642,20.91,33.8649,15.28,14.9796,13.7148,39.208,
2015/9/29,7.64,11.75,17.3913,20.3983,19.9737,5.1283,14.5524,18.863,28.76,10.98,13.9192,16.44,22.6165,,14.4237,33.085,27.8277,,,,,38.9634,18.2961,19.9035,32.8577,14.05,14.2192,13.1215,37.855,
2015/9/30,7.9,12.15,17.871,22.4341,21.972,5.6412,15.3543,20.7299,30.9334,11.7,13.651,16.44,23.9213,,14.6512,33.6,28.7783,,,,,41.4951,19.5125,21.8968,36.0089,15.46,15.6411,13.7543,40.061,
2015/10/8,8.37,12.6,18.3108,22.4341,22.6675,5.8404,16.4234,21.3737,32.8487,12.02,15.0121,16.44,25.7005,,15.0667,35.11,30.3921,,,,,43.8216,20.2803,23.4165,36.0089,16.05,16.2731,14.6146,40.061,
2015/10/9,8.48,13.74,18.5707,22.4341,23.5785,6.1013,16.6115,21.5025,33.1564,12.22,16.0653,16.44,26.1355,,15.5712,35.675,30.8398,,,,,45.542,21.1278,23.8704,36.0089,16.17,16.599,14.7827,40.061,
2015/10/12,8.97,14.49,19.7001,22.4341,24.4504,6.2478,17.7797,22.2399,35.0519,12.63,16.2938,16.44,27.1635,,15.2151,38.155,32.7023,,,,,45.7375,21.8856,23.8605,36.0089,16.59,17.5667,16.0286,40.061,
2015/10/13,9.36,15.6,19.5202,22.4341,24.7736,6.2947,18.3638,22.8603,36.2229,12.94,16.7905,16.44,27.2722,,15.9274,39,33.0892,,,,,46.7932,22.1747,24.9657,36.0089,16.69,17.6654,17.0471,40.061,
2015/10/14,9.05,15.04,19.3903,24.6785,24.4014,6.0544,18.2648,22.0058,35.171,12.5,16.2938,16.44,26.5803,,16.0955,37.165,33.1611,,,,,46.0796,21.5067,24.2651,39.6088,15.99,17.4383,17.0075,44.071,
2015/10/15,9.37,15.97,19.6502,27.1514,25.1753,6.3005,18.9082,22.714,37.0566,12.87,17.4562,16.44,27.3809,,17.7081,38.84,34.5207,,,,,47.5068,22.6433,24.9954,43.5677,16.43,17.4383,18.7083,48.483,
2015/10/16,9.58,15.96,19.8101,29.8625,25.665,6.4207,18.9577,22.6964,38.1284,12.98,17.1879,16.44,26.9361,,18.5984,39,34.9573,,,,,49.2272,23.4609,26.2782,46.659,16.51,19.1861,18.8764,50.4929,
