ÈÕÆÚ,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH
2015/3/18,10.0295,0.1496,-1.1299,0.8419,0.0673,0.738,2.5739,2.2356,,0.6543,5.9132,3.4897,4.7139,4.7105,5.0075,1.4409,6.6118,14.9808,,0.2978,17782016038,7971605680,8329203295,3191585551,2942266626,6683040000,1776502846,3158456400,,6683040000,-8.4864,38.1149,-94.2967,113.3953,-40.8288,26.7347,24.2294,74.4819,,13.9099,3.0218,2.5192,5.1423,3.7605,6.5468,1.6238,3.5343,6.8672,,0.8448,1.9095,5.1771,16.1838,3.026,12.0783,0.7239,6.1545,17.8642,,0.3766
2015/3/19,1.3405,-0.3734,0.5143,1.2059,-0.8748,2.1978,2.7881,-0.8274,,-0.4334,13.2564,2.7711,3.947,4.0383,4.6468,2.3085,7.4249,11.1831,,0.3217,18020380865,7941838668,8372039198,3230074060,2916526743,6829920000,1826033595,3132322600,,6829920000,-8.6001,37.9726,-94.7817,114.7628,-40.4716,27.3222,24.905,73.8656,,13.828,3.0623,2.5098,5.1688,3.8059,6.4895,1.6595,3.6329,6.8104,,0.8399,1.9351,5.1577,16.2671,3.0625,11.9726,0.7398,6.3261,17.7164,,0.3744
2015/3/20,0.2646,3.6732,-1.3076,-0.6416,-0.1358,-2.3297,-0.9042,1.2515,,-0.3264,6.4398,3.1529,4.4688,2.8201,4.9017,1.7241,7.9062,10.8421,,0.2373,18068053830,8233555381,8262569669,3209349478,2912566761,6670800000,1809523345,3171523300,,6670800000,-8.6229,39.3674,-93.5424,114.0265,-40.4166,26.6857,24.6798,74.7901,,13.791,3.0704,2.602,5.1012,3.7814,6.4807,1.6208,3.6,6.8956,,0.8376,1.9402,5.3472,16.0544,3.0429,11.9563,0.7225,6.2689,17.9381,,0.3734
2015/3/23,7.3879,4.4107,0.8065,1.476,5.7104,1.1009,3.4672,0.6474,,0.1092,8.6848,2.676,5.112,3.2317,6.7864,2.1782,8.092,11.4126,,0.328,19402896857,8596712921,8329203295,3256719950,3078886005,6744240000,1872262293,3192057000,,6744240000,-9.2599,41.1038,-94.2967,115.7095,-42.7246,26.9795,25.5355,75.2743,,13.7952,3.2972,2.7168,5.1423,3.8373,6.8507,1.6386,3.7248,6.9403,,0.8379,2.0835,5.583,16.1838,3.0878,12.6391,0.7305,6.4862,18.0542,,0.3735
2015/3/24,5.1597,2.3546,4,-1.1818,-0.6431,-2.9946,9.9647,1.0526,,-0.5453,11.6612,3.4784,9.7441,4.03,5.5055,2.6029,15.4003,18.5222,,0.2881,20404029127,8799128599,8662371427,3218231442,3059086095,6542280000,2058828113,3225657600,,6542280000,-9.7377,42.0716,-98.0686,114.3421,-42.4498,26.1716,28.08,76.0666,,13.7088,3.4673,2.7808,5.348,3.7919,6.8067,1.5896,4.096,7.0133,,0.8326,2.191,5.7145,16.8312,3.0513,12.5578,0.7086,7.1326,18.2443,,0.3712
2015/3/25,-3.7383,0.7442,-2.4725,1.8399,-2.0065,-0.3742,0.1604,-1.2731,,-1.2061,6.3951,2.4386,4.6573,4.049,3.7226,1.936,11.0217,10.8365,,0.3618,19641261683,8864616025,8448191914,3277444532,2997706374,6517800000,2062130163,3184590200,,6517800000,-9.3737,42.3847,-95.6438,116.4459,-41.5981,26.0736,28.125,75.0982,,13.5461,3.3377,2.8015,5.2158,3.8617,6.6701,1.5836,4.1026,6.924,,0.8227,2.1091,5.757,16.415,3.1074,12.3058,0.706,7.144,18.012,,0.3668
2015/3/26,-1.9417,-1.8805,-1.1268,-1.7164,-1.6513,0.2817,-2.0016,-1.2309,,0.8879,4.8406,1.9699,3.3002,2.6109,3.8624,1.8497,6.3906,8.8826,,0.2794,19259877961,8697920760,8353001019,3221192096,2948206599,6536160000,2020854539,3145389500,,6536160000,-9.1917,41.5877,-94.5661,114.4472,-40.9112,26.1471,27.5621,74.1738,,13.6586,3.2729,2.7488,5.157,3.7954,6.56,1.5881,4.0204,6.8388,,0.8296,2.0682,5.6488,16.2301,3.0541,12.1026,0.708,7.001,17.7903,,0.3698
2015/3/27,0.7426,5.7495,0,3.4926,0.1343,1.03,2.8595,4.8071,,-0.22,3.3867,2.5894,3.5728,4.1849,3.0215,1.6948,7.4904,21.1656,,0.2221,19402896857,9198006554,8353001019,3333696967,2952166581,6603480000,2078640412,3296592200,,6603480000,-9.2599,43.9787,-94.5661,118.4445,-40.9661,26.4164,28.3502,77.7394,,13.6335,3.2972,2.9068,5.157,3.928,6.5688,1.6044,4.1354,7.1676,,0.828,2.0835,5.9735,16.2301,3.1608,12.1189,0.7152,7.2012,18.6455,,0.3691
2015/3/30,2.457,-0.3883,0.5128,0.2664,0.4695,3.0584,0.1589,1.359,,0.7718,5.2513,2.2497,5.3175,3.3333,5.5559,2.4929,7.3753,16.6605,,0.3332,19879626509,9162286140,8395836921,3342578931,2966026518,6805440000,2081942462,3341393000,,6805440000,-9.4875,43.8079,-95.0511,118.7601,-41.1585,27.2243,28.3953,78.7959,,13.7398,3.3782,2.8955,5.1835,3.9384,6.5996,1.6535,4.142,7.265,,0.8345,2.1347,5.9503,16.3133,3.1692,12.1758,0.7371,7.2126,18.8989,,0.372
2015/3/31,-1.9185,0,-1.3605,-2.1258,7.4766,-1.8885,0.8723,-1.0615,,-0.2188,5.6526,1.8114,4.0698,3.5202,11.3981,1.9243,6.6226,12.6378,,0.2406,19498242787,9162286140,8281607848,3271523223,3187785510,6676920000,2100103736,3305925700,,6676920000,-9.3055,43.8079,-93.7579,116.2355,-44.2357,26.7102,28.643,77.9595,,13.7142,3.3134,2.8955,5.1129,3.8547,7.0931,1.6223,4.1781,7.1879,,0.833,2.0938,5.9503,16.0914,3.1018,13.0861,0.7232,7.2755,18.6983,,0.3713
2015/4/1,0.7335,7.1475,3.4483,0.6335,-0.3106,3.758,4.7956,4.0655,,0.2193,3.5548,2.5729,7.669,2.4425,5.842,2.2802,7.6306,18.1271,,0.2275,19641261683,9817160393,8567180532,3292247804,3177885555,6927840000,2200816258,3440328100,,6927840000,-9.3737,46.9391,-96.9909,116.9718,-44.0984,27.7139,30.0166,81.1289,,13.747,3.3377,3.1025,5.2893,3.8791,7.071,1.6832,4.3785,7.4801,,0.8349,2.1091,6.3756,16.6462,3.1215,13.0455,0.7504,7.6245,19.4584,,0.3722
2015/4/2,0.9709,9.0964,7.5556,1.8885,10.0312,0.53,6.0015,0.4883,,1.6411,4.7767,2.8959,12.0155,3.4189,7.1814,2.1027,7.9757,11.7838,,0.7009,19831953544,10710170738,9214478617,3354421549,3496664106,6964560000,2332898254,3457128400,,6964560000,-9.4647,51.2089,-104.3191,119.1808,-48.5219,27.8608,31.818,81.5251,,13.9639,3.3701,3.3847,5.6889,3.9524,7.7803,1.6922,4.6413,7.5166,,0.8481,2.1296,6.9556,17.9039,3.1804,14.3541,0.7544,8.082,19.5535,,0.3781
2015/4/3,7.6923,-5.0028,2.8926,3.0891,10.0227,1.1424,2.1231,3.0238,,2.3681,9.8696,11.9703,11.5322,5.0714,13.144,2.2651,6.3657,16.8508,,0.7551,21357488432,10174364531,9481013122,3458044456,3847122513,7044120000,2382429003,3561663600,,7044120000,-10.1928,48.647,-107.3366,122.8625,-53.3851,28.1791,32.4936,83.9902,,14.2834,3.6294,3.2154,5.8534,4.0745,8.5601,1.7115,4.7398,7.7439,,0.8675,2.2934,6.6076,18.4218,3.2787,15.7928,0.763,8.2536,20.1447,,0.3867
2015/4/7,4.4643,-1.1703,-0.753,0.9418,0.5147,5.2129,5.2668,10.0105,,2.9443,9.9101,8.0496,6.601,4.2861,11.2465,2.5964,9.5885,31.776,,0.9118,22310947737,10055296485,9409619951,3490611656,3866922423,7411320000,2507906899,3918203300,,7411320000,-10.6478,48.0777,-106.5284,124.0196,-53.6599,29.648,34.2049,92.3981,,14.6937,3.7914,3.1777,5.8094,4.1128,8.6042,1.8007,4.9894,8.5191,,0.8924,2.3958,6.5303,18.2831,3.3095,15.8741,0.8027,8.6883,22.1613,,0.3978
2015/4/8,0.2137,0.0592,-4.4006,2.7142,-4.1987,-1.3212,3.95,0,,0.5107,7.273,6.0016,7.1375,7.1522,6.3333,2.1879,10.4196,,,0.7108,22358620702,10061249887,8995539559,3585352600,3704563161,7313400000,2606968396,3918203300,,7313400000,-10.6706,48.1062,-101.8405,127.3857,-51.4069,29.2563,35.556,92.3981,,14.7784,3.7995,3.1796,5.5537,4.2245,8.2429,1.7769,5.1865,8.5191,,0.8976,2.4009,6.5342,17.4785,3.3994,15.2076,0.7921,9.0315,22.1613,,0.4001
2015/4/9,-3.838,2.1893,-2.6455,-2.725,-4.9706,-4.6025,-2.2166,0,,0.9146,7.7381,8.5466,5.1864,4.0508,8.0427,2.3047,20.0437,,,0.8546,21500507328,10281525772,8757562322,3487651001,3520423998,6976800000,2549182523,3918203300,,6976800000,-10.261,49.1594,-99.1463,123.9144,-48.8516,27.9098,34.7679,92.3981,,14.9118,3.6537,3.2492,5.4068,4.1094,7.8332,1.6951,5.0715,8.5191,,0.9057,2.3088,6.6772,17.0161,3.3067,14.4516,0.7557,8.8313,22.1613,,0.4038
2015/4/10,0.6652,-2.2003,2.7174,3.9898,0.8999,3.3333,0.9067,0,,9.9698,4.1839,4.1952,4.6202,4.5846,4.5595,1.812,11.879,,,0.926,21643526224,10055296485,8995539559,3626801763,3552103854,7209360000,2572296872,3918203300,,7209360000,-10.3293,48.0777,-101.8405,128.8583,-49.2912,28.8401,35.0831,92.3981,,16.4071,3.678,3.1777,5.5537,4.2733,7.9037,1.7516,5.1175,8.5191,,0.9965,2.3241,6.5303,17.4785,3.4387,14.5817,0.7809,8.9114,22.1613,,0.4442
2015/4/13,1.3216,-1.9538,1.1111,3.7551,1.1706,5.9423,-1.4763,0,,9.9817,5.1627,4.6619,4.4374,5.8855,5.8913,2.712,7.4753,,,0.192,21929564015,9858834209,9095489998,3762991870,3593683665,7637760000,2534323298,3918203300,,7637760000,-10.4658,47.1384,-102.972,133.6971,-49.8682,30.5539,34.5652,92.3981,,18.0521,3.7266,3.1157,5.6154,4.4338,7.9962,1.8557,5.042,8.5191,,1.0964,2.3549,6.4027,17.6728,3.5678,14.7524,0.8273,8.7798,22.1613,,0.4888
2015/4/14,1.5217,-2.1135,-2.1978,5.1141,1.9284,-0.8013,-1.6938,0,,-1.0824,5.9538,3.9295,4.8658,7.5185,5.2994,1.9535,5.2018,,,2.9374,22263274772,9650465128,8895589119,3955434412,3662983350,7576560000,2491396650,3918203300,,7576560000,-10.6251,46.1421,-100.7089,140.5345,-50.8299,30.3091,33.9797,92.3981,,17.8602,3.7833,3.0498,5.492,4.6605,8.1504,1.8409,4.9566,8.5191,,1.0848,2.3907,6.2674,17.2843,3.7503,15.0369,0.8206,8.6311,22.1613,,0.4836
2015/4/15,-5.5675,-0.1851,-4.2804,-2.3204,-7.1351,-4.1195,-1.1928,0,,-3.1987,5.8539,3.0222,4.16,7.5225,3.3105,2.3892,5.0027,,,1.5207,21023777675,9632604921,8514825540,3863654123,3401624538,7264440000,2461678200,3918203300,,7264440000,-10.0335,46.0567,-96.3982,137.2736,-47.2031,29.0605,33.5744,92.3981,,17.27,3.5726,3.0442,5.2569,4.5524,7.5689,1.765,4.8975,8.5191,,1.0489,2.2576,6.2558,16.5445,3.6632,13.964,0.7868,8.5282,22.1613,,0.4676
2015/4/16,-0.2268,-2.6576,-1.621,-1.3027,-1.4552,1.0952,-1.3414,0,,-0.087,4.2802,2.9525,4.864,4.7936,3.0432,2.2595,4.7206,,,1.0763,20976104710,9376608623,8376798742,3813322996,3352124763,7344000000,2428657701,3918203300,,7344000000,-10.0108,44.8327,-94.8356,135.4853,-46.5162,29.3787,33.1241,92.3981,,17.2452,3.5645,2.9633,5.1717,4.4931,7.4587,1.7844,4.8318,8.5191,,1.0474,2.2525,6.0895,16.2763,3.6155,13.7608,0.7955,8.4138,22.1613,,0.4669
2015/4/17,2.5,1.9683,1.0795,-1.087,4.7253,1.4167,0.9517,0,,-2.1758,5.8942,3.1072,6.6992,4.4919,6.373,2.6512,4.188,,,0.8037,21500507328,9561164094,8467230092,3771873833,3510524043,7448040000,2451772051,3918203300,,7448040000,-10.261,45.7151,-95.8594,134.0127,-48.7143,29.7949,33.4393,92.3981,,16.8595,3.6537,3.0216,5.2275,4.4442,7.8112,1.8096,4.8777,8.5191,,1.024,2.3088,6.2094,16.452,3.5762,14.411,0.8067,8.4939,22.1613,,0.4565
2015/4/20,0.6652,0.6227,0.8994,-5.259,3.9481,-1.3969,-2.5589,0,,-3.5587,7.9287,3.9866,6.814,5.6273,7.9754,2.9116,5.3803,,,0.8735,21643526224,9620698117,8543382808,3573509982,3649123413,7344000000,2389033103,3918203300,,7344000000,-10.3293,45.9998,-96.7215,126.9649,-50.6376,29.3787,32.5836,92.3981,,16.2563,3.678,3.0404,5.2746,4.2105,8.1196,1.7844,4.7529,8.5191,,0.9874,2.3241,6.248,16.6,3.3881,14.98,0.7955,8.2765,22.1613,,0.4402
2015/4/21,5.9471,2.2896,2.4513,2.1541,6.077,4.4167,2.9717,0,,2.8598,8.6764,2.9165,5.4162,2.9041,8.8433,3.7132,4.4189,,,0.4325,22930696285,9840974002,8752802777,3650486999,3870882405,7668360000,2460027176,3918203300,,7668360000,-10.9436,47.053,-99.0924,129.6999,-53.7148,30.6763,33.5519,92.3981,,16.7281,3.8967,3.11,5.4039,4.3012,8.613,1.8632,4.8942,8.5191,,1.016,2.4624,6.3911,17.0069,3.4611,15.8903,0.8306,8.5225,22.1613,,0.4529
2015/4/22,4.5738,3.5088,1.7401,3.6496,10.0256,0.9577,4.3624,0,,2.4215,9.1348,4.9934,7.3453,4.554,11.0867,3.4579,6.8863,,,0.5566,23979501521,10186271335,8905108209,3783716451,4258960641,7741800000,2567343797,3918203300,,7741800000,-11.4441,48.704,-100.8167,134.4334,-59.1,30.9701,35.0156,92.3981,,17.1359,4.0749,3.2191,5.4979,4.4582,9.4765,1.881,5.1077,8.5191,,1.0408,2.575,6.6154,17.3028,3.5874,17.4834,0.8385,8.8942,22.1613,,0.464
2015/4/23,9.9404,0.2922,1.7103,0.1565,8.3217,-0.6324,4.5016,0,,-0.8757,7.1119,4.8713,8.9325,5.0501,11.4336,2.574,14.023,,,0.5776,26363149783,10216038347,9057413640,3789637760,4613379030,7692840000,2682915544,3918203300,,7692840000,-12.5817,48.8463,-102.541,134.6438,-64.0182,30.7742,36.5918,92.3981,,16.9834,4.48,3.2285,5.5919,4.4652,10.2651,1.8691,5.3376,8.5191,,1.0315,2.8309,6.6347,17.5988,3.5931,18.9383,0.8332,9.2946,22.1613,,0.4598
2015/4/24,3.4358,-3.7879,-2.5223,3.5156,1.8455,-2.3866,1.6,0,,-0.4417,15.8021,3.0173,5.6428,6.2087,9.4102,1.9238,8.1228,,,0.3735,27268936123,9829067197,8828955493,3922867213,4698518643,7509240000,2725842192,3918203300,,7509240000,-13.014,46.996,-99.9545,139.3774,-65.1996,30.0398,37.1773,92.3981,,16.8973,4.6339,3.1063,5.4509,4.6222,10.4545,1.8245,5.423,8.5191,,1.0263,2.9282,6.3834,17.1549,3.7194,19.2878,0.8134,9.4433,22.1613,,0.4575
2015/4/27,1.049,-1.0297,0.9164,2.1887,2.6127,1.7115,-0.6057,0,,0.7986,9.4617,2.944,5.7073,5.9072,7.7394,1.998,6.2412,,,0.5513,27554973915,9727859358,8909867753,4008726193,4821278085,7637760000,2709331943,3918203300,,7637760000,-13.1505,46.5121,-100.8706,142.4279,-66.9031,30.5539,36.9521,92.3981,,17.0264,4.6825,3.0743,5.5008,4.7233,10.7277,1.8557,5.3902,8.5191,,1.0341,2.9589,6.3176,17.3121,3.8008,19.7918,0.8273,9.3861,22.1613,,0.461
2015/4/28,-8.1315,0.9792,2.6175,2.0679,6.3655,-3.125,-7.8001,0,,-2.7289,9.5141,3.082,8.5583,6.5845,9.2674,2.2883,6.6607,,,0.5823,25314344548,9823113795,9143085446,4091624519,5128176690,7399080000,2498000749,3918203300,,7399080000,-12.0812,46.9676,-103.5109,145.3732,-71.1618,29.5991,34.0698,92.3981,,16.5588,4.3018,3.1044,5.6448,4.821,11.4106,1.7977,4.9697,8.5191,,1.0057,2.7183,6.3795,17.7652,3.8794,21.0516,0.8014,8.654,22.1613,,0.4483
2015/4/29,4.1431,4.4242,4.1124,0.9407,-0.0772,1.9851,5.2875,0,,2.1719,6.4171,4.7184,10.1733,5.5924,5.5257,1.8455,4.6455,,,0.3298,26363149783,10257712163,9519089480,4130113028,5124216708,7545960000,2630082745,3918203300,,7545960000,-12.5817,49.0455,-107.7677,146.7407,-71.1069,30.1867,35.8713,92.3981,,16.9074,4.48,3.2417,5.877,4.8663,11.4017,1.8334,5.2325,8.5191,,1.0269,2.8309,6.6617,18.4958,3.9159,21.0354,0.8173,9.1116,22.1613,,0.4578
2015/4/30,-3.255,0.6384,-4.35,-2.509,-7.2643,-1.6221,6.5286,0,,0.1771,4.5418,3.2177,5.3582,4.5194,6.59,1.9629,8.6131,,,0.3959,25505036409,10323199588,9105009088,4026490120,4751978400,7423560000,2801789340,3918203300,,7423560000,-12.1722,49.3587,-103.0798,143.0591,-65.9415,29.697,38.2131,92.3981,,16.9285,4.3342,3.2624,5.6213,4.7442,10.5735,1.8037,5.5741,8.5191,,1.0282,2.7388,6.7043,17.6912,3.8176,19.5073,0.8041,9.7064,22.1613,,0.4584
2015/5/4,4.486,5.9977,-1.9341,-2.2794,-3.5417,-0.9068,0.1768,0,,0.7958,6.1757,4.5435,3.8705,2.9413,9.7,1.6402,5.6736,,,0.3917,26649187575,10942353427,8928905932,3934709831,4583679165,7356240000,2806742415,3918203300,,7356240000,-12.7182,52.319,-101.0861,139.7982,-63.606,29.4277,38.2807,92.3981,,17.071,4.5286,3.4581,5.5126,4.6361,10.199,1.7873,5.584,8.5191,,1.0368,2.8617,7.1064,17.3491,3.7306,18.8164,0.7968,9.7236,22.1613,,0.4622
2015/5/5,-6.4401,-0.1088,-4.7974,-3.386,-7.7754,-5.3245,-0.7059,0,,-1.8421,5.5176,4.0552,4.0625,3.1357,6.3663,1.9312,4.9048,,,0.4052,24932960826,10930446623,8500546906,3801480378,4227280785,6964560000,2786930116,3918203300,,6964560000,-11.8991,52.2621,-96.2365,135.0646,-58.6604,27.8608,38.0105,92.3981,,16.7607,4.2369,3.4543,5.2481,4.4791,9.406,1.6922,5.5445,8.5191,,1.018,2.6774,7.0986,16.5168,3.6043,17.3534,0.7544,9.655,22.1613,,0.4538
2015/5/6,-4.5889,-7.5163,-0.224,-3.5047,-0.6557,-2.7241,2.7251,0,,0.3575,4.1306,3.6851,3.1138,2.9247,4.2137,1.5858,5.3349,,,0.3591,23788809660,10108877105,8481508727,3668250926,4199560911,6774840000,2862877263,3918203300,,6774840000,-11.3531,48.3339,-96.021,130.331,-58.2758,27.1019,39.0463,92.3981,,16.814,4.0425,3.1947,5.2364,4.3222,9.3443,1.6461,5.6956,8.5191,,1.0212,2.5545,6.5651,16.4798,3.478,17.2396,0.7338,9.9181,22.1613,,0.4553
2015/5/7,-9.4188,-4.2992,0,-3.7127,1.273,0.9033,-3.6332,0,,-2.5824,5.0506,1.9597,2.4224,2.793,3.9641,1.226,3.322,,,0.5694,21548180293,9674278738,8481508727,3532060819,4253020668,6836040000,2758862691,3918203300,,6836040000,-10.2838,46.256,-96.021,125.4922,-59.0176,27.3467,37.6277,92.3981,,16.3683,3.6618,3.0573,5.2364,4.1617,9.4633,1.6609,5.4887,8.5191,,0.9941,2.3139,6.2828,16.4798,3.3488,17.459,0.7404,9.5577,22.1613,,0.4432
2015/5/8,3.0973,2.9538,2.862,6.119,7.3091,2.2381,1.9749,0,,1.0055,3.9696,1.7618,2.721,2.6025,4.8556,1.4565,3.6568,,,0.2715,22215601807,9960042048,8724245508,3748188597,4563879255,6989040000,2813346515,3918203300,,6989040000,-10.6023,47.6223,-98.7691,133.1712,-63.3313,27.9588,38.3708,92.3981,,16.5421,3.7752,3.1476,5.3862,4.4163,10.155,1.6981,5.5971,8.5191,,1.0047,2.3856,6.4684,16.9514,3.5538,18.7351,0.757,9.7465,22.1613,,0.4479
2015/5/11,3.6481,0.4184,3.6552,3.9494,1.5618,3.6778,2.8169,0,,2.4434,4.0964,3.2117,4.3796,2.7395,6.8797,2.4826,5.1231,,,0.4418,23026042216,10001715864,9043135006,3896221322,4635158931,7246080000,2892595712,3918203300,,7246080000,-10.9891,47.8215,-102.3793,138.4307,-64.3204,28.987,39.4516,92.3981,,16.9421,3.9129,3.1608,5.5831,4.5908,10.3136,1.7606,5.7548,8.5191,,1.029,2.4726,6.4955,17.571,3.6941,19.0277,0.7849,10.021,22.1613,,0.4587
2015/5/12,1.6563,-0.8929,0.2632,-0.8359,2.563,0.5068,9.7603,0,,0.53,3.798,2.6777,4.216,3.0972,7.0948,1.8005,8.024,,,0.4736,23407425938,9912414830,9066932730,3863654123,4753958391,7282800000,3174920979,3918203300,,7282800000,-11.1711,47.3946,-102.6487,137.2736,-65.9689,29.1339,43.3022,92.3981,,17.0383,3.9777,3.1326,5.5978,4.5524,10.5779,1.7695,6.3164,8.5191,,1.0348,2.5136,6.4375,17.6173,3.6632,19.5154,0.7888,10.9991,22.1613,,0.4613
2015/5/13,5.7026,7.6276,5.6168,0,-0.5831,1.5966,-0.104,0,,0.703,7.2434,4.1747,9.4851,3.0611,4.4795,3.1709,5.825,,,0.5717,24742268965,10668496922,9576204017,3863654123,4726238517,7399080000,3171618929,3918203300,,7399080000,-11.8081,51.0096,-108.4143,137.2736,-65.5843,29.5991,43.2572,92.3981,,17.1491,4.2045,3.3715,5.9122,4.5524,10.5162,1.7977,6.3099,8.5191,,1.0416,2.6569,6.9285,18.6068,3.6632,19.4016,0.8014,10.9877,22.1613,,0.4643
2015/5/14,-1.9268,-1.5067,0.3479,3.908,0.5446,-0.3309,0.3644,0,,0.9599,5.1954,2.534,7.1297,5.2201,3.8882,2.846,4.7489,,,0.4422,24265539312,10507755060,9609520830,4014647502,4751978400,7374600000,3183176104,3918203300,,7374600000,-11.5806,50.2411,-108.7915,142.6383,-65.9415,29.5012,43.4148,92.3981,,17.3052,4.1235,3.3207,5.9328,4.7303,10.5735,1.7918,6.3329,8.5191,,1.0511,2.6057,6.8241,18.6715,3.8064,19.5073,0.7988,11.0277,22.1613,,0.4686
2015/5/15,-3.3399,-5.3824,-2.8727,0.4425,-3.7917,-3.4025,-3.527,0,,3.9758,3.6765,2.1725,6.5388,4.9979,3.0085,2.0457,4.1662,,,1.0137,23455098903,9942181841,9333467235,4032411429,4571799219,7123680000,3070906407,3918203300,,7123680000,-11.1938,47.5369,-105.6662,143.2694,-63.4412,28.4974,41.8836,92.3981,,17.9909,3.9858,3.142,5.7624,4.7512,10.1726,1.7308,6.1095,8.5191,,1.0927,2.5187,6.4568,18.1351,3.8232,18.7676,0.7716,10.6388,22.1613,,0.4871
2015/5/18,-1.8293,1.1377,5.7114,-1.2482,-1.7757,-1.2887,4.5161,0,,2.4938,3.1835,2.5438,6.965,3.2482,3.4107,1.2008,4.8258,,,1.1884,23026042216,10055296485,9866536246,3982080303,4490619588,7031880000,3209592503,3918203300,,7031880000,-10.9891,48.0777,-111.7012,141.4812,-62.3147,28.1301,43.7751,92.3981,,18.4377,3.9129,3.1777,6.0915,4.6919,9.9919,1.7085,6.3854,8.5191,,1.1198,2.4726,6.5303,19.1709,3.7755,18.4344,0.7617,11.1192,22.1613,,0.4992
2015/5/19,2.4845,2.5459,0.5306,3.5688,1.5432,2.785,4.2695,0,,-0.6488,2.8335,2.5475,5.3669,3.9766,2.5539,1.5158,4.8735,,,0.7724,23598117799,10311292784,9918891238,4124191719,4559919273,7227720000,3346627574,3918203300,,7227720000,-11.2621,49.3017,-112.2939,146.5303,-63.2763,28.9136,45.6441,92.3981,,18.3238,4.0101,3.2586,6.1238,4.8594,10.1461,1.7561,6.658,8.5191,,1.1129,2.534,6.6965,19.2726,3.9103,18.7189,0.7829,11.594,22.1613,,0.4961
2015/5/20,0,2.4827,-0.4798,0.2872,3.3435,1.0161,5.5747,0,,1.8776,4.6865,3.7886,5.8174,5.7248,3.9295,2.1211,4.5436,,,0.9768,23598117799,10567289083,9871295791,4136034337,4712378580,7301160000,3533193393,3918203300,,7301160000,-11.2621,50.5257,-111.7551,146.9511,-65.392,29.2074,48.1886,92.3981,,18.6761,4.0101,3.3395,6.0944,4.8733,10.4854,1.7739,7.0292,8.5191,,1.1343,2.534,6.8628,19.1802,3.9215,19.3447,0.7908,12.2403,22.1613,,0.5057
2015/5/21,-0.202,10.0282,0.9161,0.5727,10,4.8617,-0.2336,0,,1.0417,4.1659,3.1785,4.7982,4.1824,5.5947,2.5961,6.5888,,,0.8559,23550444834,11626994692,9961727141,4159719573,5183616438,7656120000,3524938268,3918203300,,7656120000,-11.2393,55.5925,-112.7789,147.7926,-71.9312,30.6273,48.076,92.3981,,18.8749,4.002,3.6744,6.1502,4.9012,11.5339,1.8602,7.0128,8.5191,,1.1464,2.5289,7.551,19.3559,3.9439,21.2792,0.8293,12.2117,22.1613,,0.5111
2015/5/22,0,0,3.9178,2.9181,9.5875,1.6787,10.0234,10.0048,,-2.3791,,,6.9065,6.0221,7.2434,3.0426,9.0417,0.106,,0.8822,23550444834,11626994692,10352009810,4281106407,5680594179,7784640000,3878257608,4310210300,,7784640000,-11.2393,55.5925,-117.1974,152.1054,-78.8275,31.1415,52.8949,101.6423,,18.4235,4.002,3.6744,6.3912,5.0443,12.6397,1.8914,7.7157,9.3714,,1.119,2.5289,7.551,20.1142,4.059,23.3193,0.8432,13.4357,24.3785,,0.4988
2015/5/25,0,0,1.1494,2.3513,-2.7187,3.7736,5.364,10.0043,,1.2998,,,7.5128,6.3564,7.935,3.0925,9.0774,0.2618,,0.6441,23550444834,11626994692,10470998428,4381768660,5526154881,8078400000,4086286751,4741418000,,8078400000,-11.2393,55.5925,-118.5445,155.6819,-76.6844,32.3166,55.7322,111.8109,,18.6733,4.002,3.6744,6.4646,5.1629,12.2961,1.9628,8.1296,10.309,,1.1341,2.5289,7.551,20.3454,4.1545,22.6853,0.875,14.1564,26.8174,,0.5056
2015/5/26,0,0,0.4545,1.2838,2.6514,2.4242,0.8081,10,,0.5613,,,7.2802,6.1471,5.7362,3.2196,5.8538,19.0283,,0.6312,23550444834,11626994692,10518593875,4438021096,5672674215,8274240000,4119307250,5215559800,,8274240000,-11.2393,55.5925,-119.0833,157.6805,-78.7176,33.1,56.1825,122.992,,18.7803,4.002,3.6744,6.494,5.2291,12.6221,2.0104,8.1953,11.3399,,1.1406,2.5289,7.551,20.4379,4.2078,23.2868,0.8962,14.2708,29.4991,,0.5085
