ÈÕÆÚ,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH
2014/1/2,0.9346,-0.6623,1.0417,-1.214,0.3521,0.4494,1.0596,,,-0.1033,0.8857,0.3461,0.7577,0.5648,0.7254,4.2637,0.4835,,,0.1157,10297351048,3111052485,4959767406,1927386080,1128594870,5471280000,1259732037,,,5471280000,33.7918,17.0636,252.2886,-18.1615,275.2209,12.5197,18.4672,,,8.2593,1.255,1.4823,2.9416,2.3489,2.1599,1.3898,2.8519,,,0.9169,1.1892,2.7272,7.0653,1.7399,3.0285,0.6633,4.4008,,,0.4376
2014/1/3,-1.3889,-1.3333,-2.1556,-2.3041,-0.1754,-2.1253,0.1311,,,-2.0683,0.6886,0.5498,0.7179,0.7075,0.518,3.0923,0.7483,,,0.1855,10154332284,3069571785,4852855831,1882976262,1126614879,5355000000,1261383062,,,5355000000,33.3225,16.8361,246.8503,-17.743,274.7381,12.2536,18.4914,,,8.0949,1.2375,1.4625,2.8782,2.2947,2.1561,1.3603,2.8556,,,0.8986,1.1727,2.6908,6.913,1.6998,3.0231,0.6492,4.4066,,,0.4288
2014/1/6,-3.2864,-1.8919,-3.1609,-4.8742,-2.2847,0.1143,-4.1885,,,-0.6336,0.8909,0.4878,0.7503,0.8593,0.5042,2.6879,0.6992,,,0.0878,9820621833,3011498805,4699460963,1791195973,1100874996,5361120000,1208550263,,,5361120000,32.2274,16.5175,239.0475,-16.8782,268.4611,12.2676,17.7169,,,8.0463,1.1969,1.4348,2.7872,2.1829,2.1068,1.3618,2.736,,,0.8932,1.1342,2.6399,6.6945,1.617,2.9541,0.6499,4.222,,,0.4263
2014/1/7,-0.4854,0.551,-0.0989,0,0,-0.1142,-0.6831,,,0.2125,0.603,0.2849,0.4,0.3967,0.3798,2.2645,0.3999,,,0.0829,9772948912,3028091085,4694812633,1791195973,1100874996,5355000000,1200295139,,,5355000000,32.071,16.6085,238.8111,-16.8782,268.4611,12.2536,17.5959,,,8.0612,1.1911,1.4428,2.7844,2.1829,2.1068,1.3603,2.7173,,,0.8949,1.1286,2.6545,6.6879,1.617,2.9541,0.6492,4.1932,,,0.4271
2014/1/8,0,-0.5479,-0.7921,0,-0.7194,2.0571,-0.9629,,,1.6967,0.6724,0.2871,0.4992,0.9563,0.7479,3.2719,0.4523,,,0.0956,9772948912,3011498805,4657625999,1791195973,1092955032,5465160000,1188737964,,,5465160000,32.071,16.5175,236.9195,-16.8782,266.5297,12.5057,17.4265,,,8.2029,1.1911,1.4348,2.7624,2.1829,2.0917,1.3883,2.6912,,,0.9106,1.1286,2.6399,6.6349,1.617,2.9328,0.6625,4.1528,,,0.4346
2014/1/9,-2.439,-0.551,-2.0958,-1.4876,-1.6304,6.6069,-2.0833,,,1.4599,0.8811,0.3253,0.7843,0.418,0.4526,5.3589,0.7883,,,0.3437,9534584304,2994906526,4560011083,1764550082,1075135113,5826240000,1163972590,,,5826240000,31.2887,16.4265,231.9542,-16.6271,262.1841,13.3319,17.0634,,,8.3267,1.162,1.4269,2.7045,2.1504,2.0576,1.48,2.6351,,,0.9244,1.1011,2.6254,6.4958,1.5929,2.885,0.7063,4.0663,,,0.4411
2014/1/10,-2,-5.1247,-2.0387,-3.5235,-4.2357,-3.8866,-3.4043,,,-3.6999,0.9327,0.5008,0.6414,0.6976,0.713,5.2066,0.7742,,,0.2903,9343892618,4078080576,4467044496,1702376338,1029595320,5599800000,1124347991,,,5599800000,30.663,15.5847,227.2252,-16.0412,251.0787,12.8138,16.4826,,,8.0054,1.1388,1.3538,2.6493,2.0746,1.9704,1.4225,2.5454,,,0.8887,1.0791,2.4908,6.3634,1.5368,2.7628,0.6788,3.9279,,,0.4241
2014/1/13,0.5102,-0.7299,1.9771,-0.1739,-0.3846,-5.6831,1.0279,,,-2.2412,0.6696,0.2901,0.8038,0.1915,0.3234,3.4629,0.5808,,,0.2037,9391565539,4048313564,4555362753,1699415683,1025635338,5281560000,1135905166,,,5281560000,30.8194,15.471,231.7177,-16.0133,250.113,12.0856,16.652,,,7.8185,1.1446,1.3439,2.7017,2.071,1.9628,1.3416,2.5716,,,0.8679,1.0846,2.4727,6.4892,1.5341,2.7522,0.6403,3.9683,,,0.4142
2014/1/14,0.5076,0.2941,0.7143,1.7422,2.1236,1.6222,1.5988,,,1.4192,0.692,0.2787,0.6067,0.2846,0.2735,3.1685,0.4005,,,0.0792,9439238461,4060220369,4587901059,1729022228,1047415239,5367240000,1154066440,,,5367240000,30.9758,15.5165,233.3728,-16.2923,255.4243,12.2816,16.9182,,,7.9269,1.1504,1.3479,2.721,2.1071,2.0045,1.3634,2.6127,,,0.88,1.0901,2.4799,6.5356,1.5609,2.8106,0.6506,4.0317,,,0.4199
2014/1/15,-1.5152,-0.5865,0.7092,0.6849,-0.189,-0.2281,-0.2861,,,1.507,0.5118,0.2215,0.6415,0.3194,0.2976,3.6363,0.4482,,,0.1655,9296219696,4036406759,4620439364,1740864846,1045435248,5355000000,1150764390,,,5355000000,30.5065,15.4255,235.028,-16.4039,254.9415,12.2536,16.8698,,,8.0563,1.133,1.34,2.7403,2.1215,2.0007,1.3603,2.6052,,,0.8943,1.0736,2.4654,6.5819,1.5715,2.8053,0.6492,4.0202,,,0.4268
2014/1/16,0.5128,1.1799,4.5272,-0.6803,0.947,-6.0571,1.4347,,,-1.2725,0.8347,0.3321,1.6662,0.2668,0.3008,2.9553,0.6717,,,0.0869,9343892618,4084033978,4829614184,1729022228,1055335203,5030640000,1167274640,,,5030640000,30.663,15.6075,245.6681,-16.2923,257.3557,11.5114,17.1118,,,7.9616,1.1388,1.3558,2.8644,2.1071,2.0197,1.2779,2.6426,,,0.8838,1.0791,2.4945,6.8799,1.5609,2.8319,0.6098,4.0778,,,0.4218
2014/1/17,-1.5306,-1.4577,-2.8874,-0.6849,-1.6886,-4.0146,-1.273,,,-1.0741,0.6304,0.2156,0.834,0.1997,0.3028,1.7209,0.599,,,0.0427,9200873853,4024499955,4690164304,1717179610,1037515284,4828680000,1152415415,,,4828680000,30.1936,15.38,238.5747,-16.1807,253.0101,11.0493,16.894,,,7.873,1.1213,1.336,2.7817,2.0927,1.9856,1.2266,2.6089,,,0.874,1.0626,2.4581,6.6812,1.5502,2.7841,0.5854,4.0259,,,0.4171
2014/1/20,-1.0363,-0.8876,-1.7839,-1.3793,-0.3817,1.0139,-2.4355,,,-0.6515,0.5012,0.2145,0.5916,0.3352,0.2157,1.2679,0.3555,,,0.0985,9105528010,3988779541,4606494376,1693494374,1033555302,4877640000,1124347991,,,4877640000,29.8807,15.2435,234.3186,-15.9575,252.0444,11.1613,16.4826,,,7.827,1.1097,1.3242,2.7321,2.0638,1.978,1.239,2.5454,,,0.8689,1.0516,2.4363,6.5621,1.5288,2.7734,0.5913,3.9279,,,0.4147
2014/1/21,0.5236,0.597,0.9082,0.3497,1.7241,-0.8783,1.0279,,,0.8743,0.4743,0.1627,0.44,0.2016,0.2871,0.9193,0.4139,,,0.0697,9153200932,4012593150,4648329340,1699415683,1051375221,4834800000,1135905166,,,4834800000,30.0372,15.3345,236.4466,-16.0133,256.39,11.0633,16.652,,,7.8933,1.1155,1.3321,2.7569,2.071,2.0121,1.2281,2.5716,,,0.8762,1.0571,2.4508,6.6217,1.5341,2.8212,0.5861,3.9683,,,0.4182
2014/1/22,2.0833,2.0772,2.3,1.9164,2.0716,2.7848,2.3256,,,1.4085,0.6411,0.3902,0.8161,0.5072,0.8566,1.2338,0.6341,,,0.1176,9343892618,4095940782,4755240915,1731982883,1073155122,4969440000,1162321565,,,4969440000,30.663,15.653,241.8849,-16.3202,261.7013,11.3714,17.0392,,,8.0072,1.1388,1.3597,2.8203,2.1107,2.0538,1.2623,2.6314,,,0.8889,1.0791,2.5018,6.774,1.5635,2.8797,0.6024,4.0605,,,0.4242
2014/1/23,-0.5102,-0.1453,-0.9775,1.7094,-0.369,-1.3547,0.5682,,,-0.7479,0.5043,0.3206,0.9372,0.6934,0.6528,1.1144,0.5046,,,0.0811,9296219696,4089987380,4708757621,1761589428,1069195140,4902120000,1168925665,,,4902120000,30.5065,15.6302,239.5204,-16.5992,260.7356,11.2173,17.1361,,,7.9499,1.133,1.3578,2.7927,2.1468,2.0462,1.2452,2.6463,,,0.8825,1.0736,2.4981,6.7077,1.5903,2.8691,0.5943,4.0836,,,0.4212
2014/1/24,0.5128,1.8923,2.3692,2.0168,1.6667,0.6242,0.8475,,,0.6459,0.8331,0.4426,1.4288,0.7435,0.5791,1.3869,0.8076,,,0.0593,9343892618,4167381610,4820317526,1797117282,1087015059,4932720000,1178831814,,,4932720000,30.663,15.926,245.1952,-16.934,265.0812,11.2873,17.2813,,,7.9918,1.1388,1.3835,2.8589,2.1901,2.0803,1.253,2.6687,,,0.8872,1.0791,2.5454,6.8667,1.6223,2.9169,0.598,4.1182,,,0.4234
2014/1/27,-1.5306,-1.5714,-0.7715,-0.659,4.7359,-2.3573,-3.0812,,,-1.6043,0.593,0.295,1.1561,0.636,1.9059,0.9058,0.6692,,,0.0633,9200873853,4101894185,4783130891,1785274664,1138494825,4816440000,1142509265,,,4816440000,30.1936,15.6757,243.3036,-16.8224,277.6351,11.0213,16.7488,,,7.862,1.1213,1.3617,2.8368,2.1757,2.1788,1.2235,2.5865,,,0.8728,1.0626,2.5054,6.8137,1.6116,3.055,0.5839,3.9913,,,0.4165
2014/1/28,1.0363,-0.5806,0.0972,-0.3317,-1.3913,-1.1436,1.1561,,,-0.3261,0.4274,0.1517,0.773,0.2648,2.117,0.7936,0.628,,,0.0517,9296219696,4078080576,4787779220,1779353355,1122654897,4761360000,1155717465,,,4761360000,30.5065,15.5847,243.54,-16.7666,273.7724,10.8952,16.9424,,,7.8403,1.133,1.3538,2.8396,2.1685,2.1485,1.2095,2.6164,,,0.8704,1.0736,2.4908,6.8203,1.6063,3.0125,0.5772,4.0375,,,0.4154
2014/1/29,0,0.146,-0.0971,0.9983,1.4109,0.5141,0.2857,,,1.0905,0.4744,0.2683,0.6874,0.3013,1.1262,0.6188,0.4838,,,0.1208,9296219696,4084033978,4783130891,1797117282,1138494825,4785840000,1159019515,,,4785840000,30.5065,15.6075,243.3036,-16.934,277.6351,10.9512,16.9908,,,7.9284,1.133,1.3558,2.8368,2.1901,2.1788,1.2157,2.6239,,,0.8801,1.0736,2.4945,6.8137,1.6223,3.055,0.5802,4.049,,,0.42
2014/1/30,-1.5385,-1.1662,-1.069,2.3064,2.7826,1.4066,-0.4274,,,-0.9709,0.6247,0.1906,1.0182,0.5444,1.5438,0.7082,0.3585,,,0.058,9153200932,4036406759,4731999268,1838566445,1170174681,4853160000,1154066440,,,4853160000,30.0372,15.4255,240.7027,-17.3245,285.3606,11.1053,16.9182,,,7.8485,1.1155,1.34,2.8065,2.2406,2.2395,1.2328,2.6127,,,0.8713,1.0571,2.4654,6.7408,1.6597,3.14,0.5883,4.0317,,,0.4158
2014/2/7,0.5208,1.1799,10.0196,0.6441,-1.3536,1.7654,0,,,0.1089,0.5459,0.1991,1.5384,0.4992,1.8954,0.8533,0.5575,,,0.0647,9200873853,4084033978,5206128861,1850409063,1154334753,4938840000,1154066440,,,4938840000,30.1936,15.6075,264.8202,-17.4361,281.4979,11.3013,16.9182,,,7.862,1.1213,1.3558,3.0877,2.255,2.2092,1.2546,2.6127,,,0.8728,1.0626,2.4945,7.4163,1.6704,3.0975,0.5987,4.0317,,,0.4165
2014/2/10,2.0725,2.4781,10,1.6,0.6861,1.487,2.8612,,,0.3264,1.2082,0.4415,8.8596,0.775,2.3544,1.4732,1.1292,,,0.1024,9391565539,4185241817,5726741747,1880015608,1162254717,5012280000,1187086939,,,5012280000,30.8194,15.9943,291.3023,-17.7151,283.4293,11.4694,17.4023,,,7.8869,1.1446,1.3894,3.3965,2.2911,2.2243,1.2732,2.6874,,,0.8755,1.0846,2.5563,8.1579,1.6972,3.1188,0.6076,4.1471,,,0.4178
2014/2/11,2.0305,1.2802,-0.0812,-1.2598,-0.8518,-0.9768,1.3908,,,-0.5423,1.3893,0.4522,8.6369,0.5144,1.3688,1.2978,1.026,,,0.0999,9582257226,4238822438,5722093418,1856330372,1152354762,4963320000,1203597189,,,4963320000,31.4452,16.199,291.0658,-17.4919,281.015,11.3574,17.6443,,,7.8424,1.1678,1.4072,3.3937,2.2623,2.2054,1.2608,2.7248,,,0.8706,1.1066,2.589,8.1513,1.6758,3.0922,0.6017,4.2047,,,0.4155
2014/2/12,-0.4975,0.1404,-0.4874,-0.1595,3.0928,0.4932,0.823,,,0.5453,0.9135,0.3315,5.5264,0.779,3.2462,1.0062,1.0387,,,0.0703,9534584304,4244775840,5694203442,1853369717,1187994600,4987800000,1213503338,,,4987800000,31.2887,16.2218,289.6471,-17.464,289.7062,11.4134,17.7895,,,7.8863,1.162,1.4092,3.3772,2.2587,2.2736,1.267,2.7472,,,0.8755,1.1011,2.5927,8.1115,1.6731,3.1879,0.6046,4.2393,,,0.4178
2014/2/13,0,-0.7013,-2.7755,-0.9585,-2.1667,-1.3497,-0.9524,,,-1.0846,1.2909,0.545,4.9203,0.563,2.0743,1.1473,1.0906,,,0.0848,9534584304,4215008828,5536160244,1835605790,1162254717,4920480000,1201946164,,,4920480000,31.2887,16.108,281.6079,-17.2966,283.4293,11.2593,17.6201,,,7.8036,1.162,1.3993,3.2834,2.237,2.2243,1.2499,2.7211,,,0.8663,1.1011,2.5745,7.8864,1.6571,3.1188,0.5965,4.199,,,0.4134
2014/2/14,1,0.7062,1.5953,0.8065,2.385,1.1194,3.5714,,,-2.3026,0.7158,0.2849,2.5951,0.4689,1.3315,0.9752,1.5997,,,0.3053,9629930147,4244775840,5624478501,1850409063,1189974591,4975560000,1244872812,,,4975560000,31.6016,16.2218,286.1004,-17.4361,290.1891,11.3854,18.2494,,,7.6201,1.1736,1.4092,3.3358,2.255,2.2774,1.2639,2.8182,,,0.8459,1.1121,2.5927,8.0122,1.6704,3.1932,0.6032,4.3489,,,0.4037
2014/2/17,0.495,1.4025,1.157,0.48,0.6656,3.198,0.1326,,,0.2245,1.0619,0.4248,2.8667,0.7283,1.3328,2.051,1.3136,,,0.1448,9677603069,4304309863,5689555112,1859291026,1197894555,5134680000,1246523837,,,5134680000,31.7581,16.4493,289.4107,-17.5198,292.1204,11.7495,18.2736,,,7.6351,1.1794,1.4289,3.3744,2.2659,2.2925,1.3043,2.822,,,0.8476,1.1176,2.629,8.1049,1.6785,3.2144,0.6225,4.3547,,,0.4045
2014/2/18,-1.4778,-1.5214,1.2255,-1.9108,1.6529,-0.2384,-1.457,,,-1.3438,0.864,0.3887,4.4437,0.6888,2.0456,1.0586,1.0618,,,0.1412,9534584304,4238822438,5759280052,1823763172,1217694465,5122440000,1228362563,,,5122440000,31.2887,16.199,292.9574,-17.185,296.9489,11.7215,18.0074,,,7.535,1.162,1.4072,3.4158,2.2226,2.3304,1.3012,2.7809,,,0.8365,1.1011,2.589,8.2042,1.6464,3.2675,0.621,4.2913,,,0.3992
2014/2/19,0.5,1.1236,0,0.3247,-0.9756,-0.2389,0.8065,,,0.1135,1.0453,0.5683,5.0738,0.5332,1.4939,1.0266,1.2216,,,0.1026,9582257226,4286449656,5759280052,1829684481,1205814519,5110200000,1238268713,,,5110200000,31.4452,16.381,292.9574,-17.2408,294.0518,11.6935,18.1526,,,7.5472,1.1678,1.423,3.4158,2.2298,2.3077,1.2981,2.8033,,,0.8378,1.1066,2.6181,8.2042,1.6517,3.2357,0.6195,4.3259,,,0.3998
2014/2/20,0.4975,-0.8333,-2.1792,1.1327,-3.4483,1.9162,-1.7333,,,1.2472,1.6698,0.519,2.7225,1.1819,1.553,1.7976,1.232,,,0.0832,9629930147,4250729242,5633775160,1850409063,1164234708,5208120000,1216805388,,,5208120000,31.6016,16.2445,286.5733,-17.4361,283.9121,11.9175,17.838,,,7.6467,1.1736,1.4111,3.3413,2.255,2.2281,1.323,2.7547,,,0.8489,1.1121,2.5963,8.0254,1.6704,3.1241,0.6314,4.2509,,,0.4051
2014/2/21,-1.4851,-0.1401,-1.0726,0.96,1.0204,-1.4101,-2.0353,,,0.112,0.8852,0.6303,1.6771,1.1837,0.9572,1.3184,1.1722,,,0.0601,9486911382,4244775840,5573346879,1868172990,1176114654,5134680000,1192040014,,,5134680000,31.1323,16.2218,283.4995,-17.6035,286.8092,11.7495,17.4749,,,7.6591,1.1562,1.4092,3.3055,2.2767,2.2508,1.3043,2.6986,,,0.8502,1.0956,2.5927,7.9394,1.6865,3.156,0.6225,4.1644,,,0.4058
2014/2/24,-2.0101,-3.2258,-2.2519,-0.4754,-0.1684,-4.7676,-0.831,,,-3.4676,1.1202,0.4606,1.9543,0.9571,0.9365,1.2208,0.7983,,,0.1393,9296219696,4107847587,5447841986,1859291026,1174134663,4889880000,1182133864,,,4889880000,30.5065,15.6985,277.1155,-17.5198,286.3263,11.1893,17.3297,,,7.395,1.133,1.3637,3.231,2.2659,2.247,1.2421,2.6762,,,0.8209,1.0736,2.509,7.7606,1.6785,3.1507,0.5928,4.1298,,,0.3918
2014/2/25,-1.0256,-2.7536,-6.314,-1.4331,-2.0236,-5.3817,-3.352,,,-3.2445,1.0347,0.3841,2.8433,0.9776,1.887,1.2243,1.2182,,,0.1582,9200873853,3994732943,5103865615,1832645136,1150374771,4626720000,1142509265,,,4626720000,30.1936,15.2662,259.6184,-17.2687,280.5322,10.5871,16.7488,,,7.1545,1.1213,1.3261,3.027,2.2334,2.2016,1.1753,2.5865,,,0.7942,1.0626,2.4399,7.2706,1.6544,3.0869,0.5609,3.9913,,,0.379
2014/2/26,0.5181,2.0864,5.2823,-1.7771,-0.3442,-1.5873,1.3006,,,-0.9581,0.8179,0.3549,3.1112,0.8873,0.9549,0.8367,0.7372,,,0.0904,9248546775,4078080576,5373468717,1800077936,1146414789,4553280000,1157368490,,,4553280000,30.3501,15.5847,273.3323,-16.9619,279.5665,10.4191,16.9666,,,7.0869,1.1271,1.3538,3.1869,2.1937,2.194,1.1566,2.6201,,,0.7867,1.0681,2.4908,7.6546,1.625,3.0763,0.552,4.0432,,,0.3754
2014/2/27,0,-2.0438,2.8547,-0.4934,1.3817,-1.3441,-1.1412,,,-0.9674,0.7495,0.3104,4.1065,0.8287,1.406,0.8482,0.706,,,0.0559,9248546775,3994732943,5526863585,1791195973,1162254717,4492080000,1144160290,,,4492080000,30.3501,15.2662,281.1351,-16.8782,283.4293,10.279,16.773,,,7.022,1.1271,1.3261,3.2779,2.1829,2.2243,1.1411,2.5902,,,0.7795,1.0681,2.4399,7.8731,1.617,3.1188,0.5446,3.9971,,,0.372
2014/2/28,0,1.9374,4.4575,10.0826,0.3407,1.6349,1.5873,,,0.1221,0.8779,0.294,4.7612,4.9568,0.8494,0.6236,0.7589,,,0.0821,9248546775,4072127173,5773225040,1971795897,1166214699,4565520000,1162321565,,,4565520000,30.3501,15.562,293.6667,-18.5799,284.3949,10.4471,17.0392,,,7.0294,1.1271,1.3518,3.424,2.403,2.2319,1.1597,2.6314,,,0.7803,1.0681,2.4872,8.2241,1.78,3.1294,0.5535,4.0605,,,0.3724
2014/3/3,0.5155,0.8772,0.2415,7.3574,4.2445,2.5469,0.9943,,,1.2195,1.0319,0.2674,4.871,6.3382,2.1489,0.6792,0.9692,,,0.0606,9296219696,4107847587,5787170028,2116867968,1215714474,4681800000,1173878739,,,4681800000,30.5065,15.6985,294.3761,-19.9469,296.466,10.7132,17.2087,,,7.1124,1.133,1.3637,3.4323,2.5798,2.3266,1.1893,2.6575,,,0.7895,1.0736,2.509,8.244,1.911,3.2622,0.5676,4.1009,,,0.3768
2014/3/4,-1.0256,1.3043,7.2289,-2.5175,0.4886,-1.3072,2.391,,,-1.0843,0.826,0.4374,12.3162,3.4612,1.8518,0.5574,1.3876,,,0.0727,9200873853,4161428208,6205519669,2063576187,1221654447,4620600000,1201946164,,,4620600000,30.1936,15.9033,315.6563,-19.4448,297.9146,10.5731,17.6201,,,7.0405,1.1213,1.3815,3.6804,2.5148,2.338,1.1737,2.7211,,,0.7816,1.0626,2.5418,8.8399,1.8629,3.2782,0.5601,4.199,,,0.373
2014/3/5,-0.5181,-1.7167,-2.0974,-2.0086,-1.1345,2.5166,-1.2363,,,4.0195,0.6571,0.4149,6.5192,3.1311,1.3982,1.1501,0.6981,,,0.2044,9153200932,4089987380,6075366447,2022127024,1207794510,4736880000,1187086939,,,4736880000,30.0372,15.6302,309.0358,-19.0542,294.5347,10.8392,17.4023,,,7.3261,1.1155,1.3578,3.6032,2.4643,2.3115,1.2033,2.6874,,,0.8133,1.0571,2.4981,8.6545,1.8255,3.241,0.5742,4.1471,,,0.3881
2014/3/6,1.0417,0.2911,-3.596,0.1464,3.2787,-0.1292,-0.2782,,,-0.1171,0.9919,0.3093,3.9897,2.0927,3.2401,0.6052,0.5187,,,0.0454,9248546775,4101894185,5856894968,2025087678,1247394330,4730760000,1183784889,,,4730760000,30.3501,15.6757,297.9228,-19.0821,304.1915,10.8252,17.3539,,,7.3165,1.1271,1.3617,3.4737,2.4679,2.3872,1.2017,2.68,,,0.8122,1.0681,2.5054,8.3433,1.8281,3.3472,0.5735,4.1355,,,0.3876
2014/3/7,3.0928,-0.5806,0.6349,-1.0234,0.6349,0.3881,0.5579,,,-0.4689,2.0915,0.2581,3.5252,1.3667,2.3334,0.7646,0.6832,,,0.0305,9534584304,4078080576,5894081603,2004363097,1255314294,4749120000,1190388989,,,4749120000,31.2887,15.5847,299.8143,-18.8868,306.1229,10.8672,17.4507,,,7.2765,1.162,1.3538,3.4957,2.4427,2.4024,1.2064,2.6949,,,0.8078,1.1011,2.4908,8.3963,1.8094,3.3685,0.5757,4.1586,,,0.3855
2014/3/10,-4.5,-5.5474,-5.3628,-1.9202,-4.5741,-3.6082,-4.1609,,,-2.2379,1.5226,0.426,3.0348,1.838,1.8213,0.5368,0.8573,,,0.0543,9105528010,3851851288,5577995208,1965874588,1197894555,4577760000,1140858240,,,4577760000,29.8807,14.7202,283.736,-18.5241,292.1204,10.4751,16.7246,,,7.1266,1.1097,1.2787,3.3082,2.3958,2.2925,1.1628,2.5828,,,0.7911,1.0516,2.3527,7.946,1.7747,3.2144,0.5549,3.9856,,,0.3775
2014/3/11,0,-0.3091,-0.8333,0.753,10.0826,-0.9358,0.1447,,,-0.4819,0.9634,0.2943,2.0741,0.9945,8.741,0.4673,0.4974,,,0.0435,9105528010,3839944484,5531511915,1980677861,1318674006,4534920000,1142509265,,,4534920000,29.8807,14.6747,281.3715,-18.6636,321.5739,10.3771,16.7488,,,7.094,1.1097,1.2748,3.2807,2.4138,2.5237,1.152,2.5865,,,0.7875,1.0516,2.3454,7.8798,1.788,3.5385,0.5497,3.9913,,,0.3758
2014/3/12,-0.5236,0.155,1.9328,3.2885,10.0601,0.8097,1.4451,,,0.2421,1.191,0.2419,2.1511,1.5367,5.611,0.4335,0.7512,,,0.0295,9057855089,3845897886,5638423489,2045812260,1451333403,4571640000,1159019515,,,4571640000,29.7243,14.6974,286.8098,-19.2774,353.9244,10.4611,16.9908,,,7.113,1.1039,1.2767,3.3441,2.4932,2.7775,1.1613,2.6239,,,0.7896,1.0461,2.349,8.0321,1.8468,3.8945,0.5542,4.049,,,0.3768
2014/3/13,0,0.774,-0.2473,1.3025,9.1405,0.8032,1.9943,,,0.6039,0.8269,0.3976,1.5782,1.7359,19.5999,0.5464,0.7666,,,0.0475,9057855089,3875664897,5624478501,2072458150,1583992800,4608360000,1182133864,,,4608360000,29.7243,14.8112,286.1004,-19.5285,386.275,10.5451,17.3297,,,7.1533,1.1039,1.2866,3.3358,2.5257,3.0314,1.1706,2.6762,,,0.7941,1.0461,2.3672,8.0122,1.8709,4.2505,0.5587,4.1298,,,0.379
2014/3/14,-1.0526,-1.3825,-1.8182,-2.2857,-6.75,-0.664,-0.6983,,,-1.5606,0.7958,0.3445,1.3974,1.2513,13.3851,0.4816,0.4577,,,0.0807,8962509246,3822084277,5522215256,2025087678,1477073286,4577760000,1173878739,,,4577760000,29.4114,14.6064,280.8986,-19.0821,360.2014,10.4751,17.2087,,,7.0446,1.0923,1.2688,3.2752,2.4679,2.8268,1.1628,2.6575,,,0.782,1.035,2.3345,7.8665,1.8281,3.9636,0.5549,4.1009,,,0.3732
2014/3/17,1.5957,1.5576,4.1246,5.117,10.0536,3.3422,2.5316,,,1.5854,0.7931,0.3039,2.0649,2.7996,17.5727,0.7168,1.0141,,,0.0454,9105528010,3881618300,5749983394,2128710586,1625572611,4730760000,1203597189,,,4730760000,29.8807,14.8339,292.4845,-20.0585,396.4147,10.8252,17.6443,,,7.1534,1.1097,1.2886,3.4102,2.5942,3.111,1.2017,2.7248,,,0.7941,1.0516,2.3708,8.191,1.9217,4.362,0.5735,4.2047,,,0.379
2014/3/18,0,-0.4601,-0.1617,-2.0862,-1.0962,1.5524,-0.2743,,,0.6002,0.6254,0.3133,2.0189,2.8939,14.5875,0.7556,0.7937,,,0.0317,9105528010,3863758093,5740686735,2084300768,1607752692,4804200000,1200295139,,,4804200000,29.8807,14.7657,292.0116,-19.64,392.0691,10.9933,17.5959,,,7.1987,1.1097,1.2827,3.4047,2.5401,3.0769,1.2204,2.7173,,,0.7991,1.0516,2.3599,8.1777,1.8816,4.3142,0.5824,4.1932,,,0.3814
2014/3/19,0.5236,0.1541,0.7287,-2.5568,9.9754,1.5287,0.1376,,,-0.5967,1.1566,0.2889,1.786,1.7801,17.503,0.6978,0.6413,,,0.0397,9153200932,3869711495,5782521699,2031008987,1768131963,4877640000,1201946164,,,4877640000,30.0372,14.7884,294.1396,-19.1379,431.1794,11.1613,17.6201,,,7.1569,1.1155,1.2846,3.4295,2.4751,3.3838,1.239,2.7211,,,0.7945,1.0571,2.3636,8.2373,1.8335,4.7446,0.5913,4.199,,,0.3792
2014/3/20,-1.5625,-0.3077,-5.4662,-1.6035,6.383,-3.8896,-3.2967,,,-1.6807,0.8961,0.4717,2.1619,1.0217,20.3414,0.6561,0.7232,,,0.0328,9010182167,3857804690,5466435304,1998441788,1880991450,4687920000,1162321565,,,4687920000,29.5679,14.7429,278.0612,-18.831,458.7015,10.7272,17.0392,,,7.0491,1.0981,1.2807,3.2421,2.4354,3.5998,1.1908,2.6314,,,0.7825,1.0406,2.3563,7.7871,1.8041,5.0474,0.5683,4.0605,,,0.3734
2014/3/21,2.6455,4.9383,1.7857,2.3704,-4.2105,2.2193,3.267,,,-2.9304,1.4003,0.6789,2.0582,1.4253,11.8169,0.5407,0.9565,,,0.2043,9248546775,4048313564,5564050220,2045812260,1801791810,4791960000,1200295139,,,4791960000,30.3501,15.471,283.0266,-19.2774,439.3878,10.9652,17.5959,,,6.8442,1.1271,1.3439,3.3,2.4932,3.4482,1.2173,2.7173,,,0.7598,1.0681,2.4727,7.9261,1.8468,4.8349,0.5809,4.1932,,,0.3626
