ÈÕÆÚ,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH
2015/4/7,10,0,3.6318,0.0304,,0.2217,13242485515,7453665269,1.98678E+12,223.3468,-193.2483,20.9537,3.5294,6.3293,1.9096,13.6683,7.9637,0.9837
2015/4/8,10.0092,0,1.956,0.0183,,0.2932,14567950089,7453665269,2.02565E+12,245.702,-193.2483,21.3635,3.8827,6.3293,1.9469,15.0363,7.9637,1.0029
2015/4/9,10.0167,0,-0.9592,0.1222,,0.1995,16027177143,7453665269,2.00621E+12,270.3132,-193.2483,21.1586,4.2716,6.3293,1.9282,16.5425,7.9637,0.9933
2015/4/10,10.0152,0,0.565,11.3335,,0.1533,17632326903,7453665269,2.01755E+12,297.3855,-193.2483,21.2781,4.6994,6.3293,1.9391,18.1992,7.9637,0.9989
2015/4/13,0.1379,0,1.8459,10.9459,,0.169,17656647353,7453665269,2.05479E+12,297.7957,-193.2483,21.6709,4.7059,6.3293,1.9749,18.2243,7.9637,1.0173
2015/4/14,8.2645,0,-1.4184,11.3592,,0.1438,19115874407,7453665269,2.02565E+12,322.4069,-193.2483,21.3635,5.0948,6.3293,1.9469,19.7305,7.9637,1.0029
2015/4/15,-2.4809,0,-0.3197,8.8772,,0.1814,18641625615,7453665269,2.01917E+12,314.4083,-193.2483,21.2952,4.9684,6.3293,1.9407,19.241,7.9637,0.9997
2015/4/16,1.2394,0,4.3304,5.0978,,0.2814,18872669898,7453665269,2.10661E+12,318.3051,-193.2483,22.2174,5.03,6.3293,2.0247,19.4795,7.9637,1.043
2015/4/17,0,0,2.844,6.0218,,0.3463,18872669898,7453665269,2.16652E+12,318.3051,-193.2483,22.8492,5.03,6.3293,2.0823,19.4795,7.9637,1.0727
2015/4/20,-3.9304,0,-4.3348,5.6707,,0.2659,18130896146,7453665269,2.0726E+12,305.7944,-193.2483,21.8588,4.8323,6.3293,1.992,18.7138,7.9637,1.0262
2015/4/21,3.5547,0,1.4844,4.0171,,0.1484,18775388095,7453665269,2.10337E+12,316.6643,-193.2483,22.1832,5.0041,6.3293,2.0216,19.379,7.9637,1.0414
2015/4/22,1.4249,0,1.7706,5.0709,,0.1962,19042913055,7453665269,2.14061E+12,321.1764,-193.2483,22.576,5.0754,6.3293,2.0574,19.6552,7.9637,1.0598
2015/4/23,-0.6386,0,0.9077,4.4211,,0.2564,18921310800,7453665269,2.16004E+12,319.1254,-193.2483,22.7809,5.0429,6.3293,2.0761,19.5297,7.9637,1.0694
2015/4/24,4.1774,0,-0.1499,7.9241,,0.317,19711725454,7453665269,2.1568E+12,332.4565,-193.2483,22.7468,5.2536,6.3293,2.073,20.3455,7.9637,1.0678
2015/4/27,0.1234,0,9.985,7.1904,,0.3891,19736045905,7453665269,2.37216E+12,332.8667,-193.2483,25.018,5.2601,6.3293,2.28,20.3706,7.9637,1.1745
2015/4/28,-3.512,0,-2.1843,5.5367,,0.525,19042913055,7453665269,2.32034E+12,321.1764,-193.2483,24.4716,5.0754,6.3293,2.2302,19.6552,7.9637,1.1488
2015/4/29,0.5747,0,-4.3266,2.4831,,0.2288,19152355084,7453665269,2.21995E+12,323.0222,-193.2483,23.4128,5.1045,6.3293,2.1337,19.7681,7.9637,1.0991
2015/4/30,-0.5079,0,-2.3341,2.6258,,0.1576,19055073280,7453665269,2.16814E+12,321.3815,-193.2483,22.8663,5.0786,6.3293,2.0839,19.6677,7.9637,1.0735
2015/5/4,0.8296,0,0.8215,2.5824,,0.1362,19213156211,7453665269,2.18595E+12,324.0477,-193.2483,23.0542,5.1207,6.3293,2.101,19.8309,7.9637,1.0823
2015/5/5,0.2532,0,-3.6296,5.0156,,0.2091,19261797113,7453665269,2.10661E+12,324.868,-193.2483,22.2174,5.1337,6.3293,2.0247,19.8811,7.9637,1.043
2015/5/6,5.6818,0,-3.0746,6.9305,,0.1529,20356217403,7453665269,2.04184E+12,343.3265,-193.2483,21.5343,5.4254,6.3293,1.9625,21.0107,7.9637,1.0109
2015/5/7,-0.7766,0,-3.4893,5.9119,,0.1178,20198134472,7453665269,1.97059E+12,340.6602,-193.2483,20.7829,5.3832,6.3293,1.894,20.8475,7.9637,0.9756
2015/5/8,-0.1806,0,1.9721,4.3262,,0.1064,20161653796,7453665269,2.00945E+12,340.045,-193.2483,21.1927,5.3735,6.3293,1.9314,20.8099,7.9637,0.9949
2015/5/11,2.3522,0,2.0145,5.5757,,0.1271,20635902589,7453665269,2.04993E+12,348.0436,-193.2483,21.6197,5.4999,6.3293,1.9703,21.2994,7.9637,1.0149
2015/5/12,2.1803,0,0.237,5.4295,,0.1196,21085830930,7453665269,2.05479E+12,355.6321,-193.2483,21.6709,5.6198,6.3293,1.9749,21.7638,7.9637,1.0173
2015/5/13,7.6701,0,-2.0489,8.0842,,0.1147,22703140915,7453665269,2.01269E+12,382.9095,-193.2483,21.2269,6.0509,6.3293,1.9345,23.4331,7.9637,0.9965
2015/5/14,-1.9282,0,0.3218,4.3717,,0.1282,22265372799,7453665269,2.01917E+12,375.5261,-193.2483,21.2952,5.9342,6.3293,1.9407,22.9812,7.9637,0.9997
2015/5/15,-4.6423,0,-2.8869,4.1271,,0.0985,21231753636,7453665269,1.96088E+12,358.0932,-193.2483,20.6804,5.6587,6.3293,1.8847,21.9144,7.9637,0.9708
2015/5/18,-2.1764,0,-2.6424,3.6058,,0.0863,20769665069,7453665269,1.90906E+12,350.2996,-193.2483,20.134,5.5356,6.3293,1.8349,21.4374,7.9637,0.9452
2015/5/19,0.9368,0,3.3927,2.698,,0.0932,20964228676,7453665269,1.97383E+12,353.5811,-193.2483,20.8171,5.5874,6.3293,1.8971,21.6383,7.9637,0.9773
2015/5/20,-0.6381,0,-0.1641,4.1911,,0.109,20830466196,7453665269,1.97059E+12,351.3251,-193.2483,20.7829,5.5518,6.3293,1.894,21.5002,7.9637,0.9756
2015/5/21,1.4594,0,0.4108,2.9863,,0.0819,21134471832,7453665269,1.97869E+12,356.4524,-193.2483,20.8683,5.6328,6.3293,1.9018,21.814,7.9637,0.9797
2015/5/22,2.7043,0,3.437,4.0729,,0.156,21706002428,7453665269,2.0467E+12,366.0918,-193.2483,21.5855,5.7851,6.3293,1.9671,22.4039,7.9637,1.0133
2015/5/25,3.7535,0,2.6899,5.6627,,0.1525,22520737533,7453665269,2.10175E+12,379.8331,-193.2483,22.1661,6.0023,6.3293,2.0201,23.2448,7.9637,1.0406
2015/5/26,1.8898,0,0.5393,4.2884,,0.1636,22946345424,7453665269,2.11308E+12,387.0114,-193.2483,22.2857,6.1157,6.3293,2.031,23.6841,7.9637,1.0462
2015/5/27,2.4907,0,2.2989,4.6452,,0.201,23517876020,7453665269,2.16166E+12,396.6508,-193.2483,22.798,6.268,6.3293,2.0776,24.274,7.9637,1.0702
2015/5/28,-9.9793,0,-8.6142,5.93,,0.2144,21170952508,7453665269,1.97545E+12,357.0677,-193.2483,20.8341,5.6425,6.3293,1.8987,21.8516,7.9637,0.9781
2015/5/29,-3.7909,0,-2.2951,4.614,,0.1448,20368377629,7453665269,1.93011E+12,343.5316,-193.2483,20.356,5.4286,6.3293,1.8551,21.0233,7.9637,0.9556
2015/6/1,7.2239,0,4.0268,4.1208,,0.1273,21839764908,7453665269,2.00783E+12,368.3479,-193.2483,21.1757,5.8208,6.3293,1.9298,22.542,7.9637,0.9941
2015/6/2,1.5033,0,-0.2419,3.9536,,0.115,22168090995,7453665269,2.00298E+12,373.8854,-193.2483,21.1244,5.9083,6.3293,1.9251,22.8808,7.9637,0.9917
2015/6/3,2.9622,0,-0.1617,4.321,,0.1043,22824743170,7453665269,1.99974E+12,384.9604,-193.2483,21.0903,6.0833,6.3293,1.922,23.5586,7.9637,0.9901
2015/6/4,-2.6638,0,2.1053,3.9677,,0.1603,22216731897,7453665269,2.04184E+12,374.7058,-193.2483,21.5343,5.9212,6.3293,1.9625,22.931,7.9637,1.0109
2015/6/5,2.0252,0,1.6653,4.2396,,0.202,22666660239,7453665269,2.07584E+12,382.2942,-193.2483,21.8929,6.0412,6.3293,1.9952,23.3954,7.9637,1.0278
2015/6/8,7.3498,0,3.9782,5.7743,,0.2644,24332611125,7453665269,2.15842E+12,410.392,-193.2483,22.7638,6.4852,6.3293,2.0745,25.1149,7.9637,1.0686
2015/6/9,4.9475,0,-1.1253,4.9653,,0.2025,25536473445,7453665269,2.13413E+12,430.6963,-193.2483,22.5077,6.806,6.3293,2.0512,26.3575,7.9637,1.0566
2015/6/10,-1.1429,0,-1.5175,4.2208,,0.134,25244628034,7453665269,2.10175E+12,425.774,-193.2483,22.1661,6.7282,6.3293,2.0201,26.0563,7.9637,1.0406
2015/6/11,-0.0963,0,-0.5393,3.2181,,0.1126,25220307583,7453665269,2.09041E+12,425.3638,-193.2483,22.0466,6.7218,6.3293,2.0092,26.0312,7.9637,1.035
2015/6/12,-1.4465,9.9832,0.3873,3.203,0.0136,0.1319,24855500820,8197781181,2.09851E+12,419.211,-212.5407,22.132,6.6245,6.9611,2.0169,25.6546,8.7587,1.039
2015/6/15,0.7828,9.9924,-2.7778,3.992,0.0121,0.1383,25050064427,9016933991,2.04022E+12,422.4925,-233.7786,21.5172,6.6764,7.6567,1.9609,25.8555,9.634,1.0101
2015/6/16,0,9.9861,-4.0476,4.0403,0.0178,0.1187,25050064427,9917376776,1.95764E+12,422.4925,-257.124,20.6463,6.6764,8.4213,1.8816,25.8555,10.596,0.9692
2015/6/17,-2.2816,10.0252,1.5715,3.6662,0.0172,0.1074,24478533831,10911615683,1.9884E+12,412.8531,-282.9013,20.9707,6.5241,9.2656,1.9111,25.2656,11.6583,0.9845
2015/6/18,-2.1361,10.0287,-3.9088,2.9963,0.0293,0.101,23955644137,12005903789,1.91068E+12,404.0341,-311.2725,20.151,6.3847,10.1948,1.8364,24.7259,12.8275,0.946
2015/6/19,-7.1066,0.2604,-5.339,2.7199,19.7632,0.1222,22253212574,12037169163,1.80867E+12,375.321,-312.0831,19.0752,5.931,10.2213,1.7384,22.9687,12.8609,0.8955
2015/6/23,-1.3115,-0.2597,2.8648,3.0858,8.1628,0.1019,21961367163,12005903789,1.86048E+12,370.3988,-311.2725,19.6216,5.8532,10.1948,1.7882,22.6675,12.8275,0.9211
2015/6/24,1.7719,-1.9271,2.8721,2.8806,7.6613,0.1193,22350494377,11774540018,1.91392E+12,376.9618,-305.274,20.1852,5.9569,9.9983,1.8395,23.0691,12.5803,0.9476
2015/6/25,-5.3319,-8.0722,-4.2301,2.5061,6.6531,0.1016,21158792283,10824072635,1.83296E+12,356.8626,-280.6316,19.3313,5.6393,9.1912,1.7617,21.8391,11.5648,0.9075
2015/6/26,-10,-9.9942,-6.9788,2.9137,5.5786,0.1519,19042913055,9742290679,1.70504E+12,321.1764,-252.5846,17.9822,5.0754,8.2726,1.6388,19.6552,10.4089,0.8442
2015/6/29,-10.0255,-9.0501,3.9886,3.9822,7.7078,0.1708,17133757659,8860607119,1.77305E+12,288.9767,-229.7256,18.6995,4.5665,7.524,1.7041,17.6846,9.4669,0.8778
2015/6/30,8.4457,10.0212,3.4703,4.4729,9.8566,0.1552,18580824488,9748543754,1.83458E+12,313.3828,-252.7468,19.3484,4.9522,8.2779,1.7633,19.1782,10.4156,0.9083
2015/7/1,-3.1414,3.8486,-5.2074,4.3914,9.8684,0.1137,17997133666,10123728247,1.73904E+12,303.5383,-262.474,18.3409,4.7966,8.5965,1.6715,18.5758,10.8165,0.861
2015/7/2,-10,-10.0062,8.7523,4.2029,8.02,0.2793,16197420299,9110730115,1.89125E+12,273.1845,-236.2104,19.9461,4.317,7.7363,1.8177,16.7182,9.7342,0.9364
2015/7/3,-9.985,-10.0206,1.2842,5.2401,5.9238,0.2855,14580110315,8197781181,1.91554E+12,245.9071,-212.5407,20.2023,3.8859,6.9611,1.8411,15.0489,8.7587,0.9484
2015/7/6,0.7592,-9.9924,9.9746,5.1137,7.8266,0.4753,14685904281,7378628370,2.10661E+12,247.6914,-191.3029,22.2174,3.9141,6.2655,2.0247,15.1581,7.8835,1.043
2015/7/7,0,0,4.2275,,,0.4519,14685904281,7378628370,2.19566E+12,247.6914,-191.3029,23.1566,3.9141,6.2655,2.1103,15.1581,7.8835,1.0871
2015/7/8,0,0,-9.0708,,,0.5395,14685904281,7378628370,1.9965E+12,247.6914,-191.3029,21.0561,3.9141,6.2655,1.9189,15.1581,7.8835,0.9885
2015/7/9,0,0,5.233,,,0.2699,14685904281,7378628370,2.08394E+12,247.6914,-191.3029,21.9783,3.9141,6.2655,2.0029,15.1581,7.8835,1.0318
2015/7/10,0,0,1.7094,,,0.3042,14685904281,7378628370,2.11956E+12,247.6914,-191.3029,22.354,3.9141,6.2655,2.0372,15.1581,7.8835,1.0494
2015/7/13,10.0108,0,-4.2781,0.4682,,0.205,16156075538,7378628370,2.02888E+12,272.4872,-191.3029,21.3977,4.3059,6.2655,1.95,16.6755,7.8835,1.0045
2015/7/14,9.9804,0,-1.9154,8.6759,,0.1671,17768521433,7378628370,1.99002E+12,299.6826,-191.3029,20.9878,4.7357,6.2655,1.9127,18.3398,7.8835,0.9853
2015/7/15,-9.9644,0,10.0081,6.0646,,0.3396,15997992607,7378628370,2.18919E+12,269.821,-191.3029,23.0883,4.2638,6.2655,2.1041,16.5124,7.8835,1.0839
2015/7/16,0.8893,0,-0.8876,3.8391,,0.3591,16140267245,7378628370,2.16976E+12,272.2206,-191.3029,22.8834,4.3017,6.2655,2.0854,16.6592,7.8835,1.0743
2015/7/17,5.093,0,-1.7164,4.2963,,0.235,16962298486,7378628370,2.13251E+12,286.0849,-191.3029,22.4906,4.5208,6.2655,2.0496,17.5077,7.8835,1.0558
2015/7/20,-0.466,0,4.2521,4.4625,,0.3455,16883257020,7378628370,2.22319E+12,284.7518,-191.3029,23.4469,4.4998,6.2655,2.1368,17.4261,7.8835,1.1007
2015/7/21,-0.1873,0,-1.8208,4.1298,,0.2331,16851640434,7378628370,2.18271E+12,284.2185,-191.3029,23.02,4.4913,6.2655,2.0979,17.3934,7.8835,1.0807
2015/7/22,2.1576,0,1.1128,5.0832,,0.2734,17215231175,7378628370,2.207E+12,290.3508,-191.3029,23.2762,4.5882,6.2655,2.1212,17.7687,7.8835,1.0927
2015/7/23,2.7548,0,0.2201,6.2327,,0.2214,17689479968,7378628370,2.21186E+12,298.3495,-191.3029,23.3274,4.7146,6.2655,2.1259,18.2582,7.8835,1.0951
2015/7/24,1.4298,0,0.1464,8.505,,0.2927,17942412657,7378628370,2.21509E+12,302.6154,-191.3029,23.3615,4.782,6.2655,2.129,18.5193,7.8835,1.0967
2015/7/27,-9.9559,0,-9.576,6.1191,,0.2609,16156075538,7378628370,2.00298E+12,272.4872,-191.3029,21.1244,4.3059,6.2655,1.9251,16.6755,7.8835,0.9917
2015/7/28,-4.0117,0,-4.2037,5.4959,,0.2475,15507935521,7378628370,1.91878E+12,261.5557,-191.3029,20.2364,4.1332,6.2655,1.8442,16.0065,7.8835,0.95
2015/7/29,5.3007,0,-1.6878,3.1773,,0.1814,16329966762,7378628370,1.88639E+12,275.42,-191.3029,19.8949,4.3523,6.2655,1.8131,16.855,7.8835,0.934
2015/7/30,-1.0649,0,0.515,3.9521,,0.1692,16156075538,7378628370,1.89611E+12,272.4872,-191.3029,19.9973,4.3059,6.2655,1.8224,16.6755,7.8835,0.9388
2015/7/31,0.2935,0,-5.2946,2.6237,,0.1401,16203500417,7378628370,1.79572E+12,273.287,-191.3029,18.9386,4.3186,6.2655,1.7259,16.7245,7.8835,0.8891
2015/8/3,-0.5854,0,-4.6889,3.1208,,0.1131,16108650659,7378628370,1.71152E+12,271.6873,-191.3029,18.0506,4.2933,6.2655,1.645,16.6266,7.8835,0.8474
2015/8/4,3.9254,0,2.3652,3.1393,,0.0982,16740982382,7378628370,1.752E+12,282.3522,-191.3029,18.4775,4.4618,6.2655,1.6839,17.2792,7.8835,0.8674
2015/8/5,-3.0217,0,-1.756,2.3489,,0.0776,16235117003,7378628370,1.72123E+12,273.8203,-191.3029,18.153,4.327,6.2655,1.6543,16.7571,7.8835,0.8522
2015/8/6,-2.629,0,-1.4111,1.5574,,0.0563,15808293090,7378628370,1.69694E+12,266.6215,-191.3029,17.8969,4.2133,6.2655,1.631,16.3166,7.8835,0.8402
2015/8/7,2.4,0,1.813,1.9562,,0.0627,16187692124,7378628370,1.72771E+12,273.0204,-191.3029,18.2213,4.3144,6.2655,1.6606,16.7082,7.8835,0.8554
2015/8/10,4.0039,0,3.7488,4.1286,,0.1188,16835832141,7378628370,1.79248E+12,283.9519,-191.3029,18.9044,4.4871,6.2655,1.7228,17.3771,7.8835,0.8875
2015/8/11,2.723,0,0.7227,5.3599,,0.1123,17294272640,7378628370,1.80543E+12,291.6839,-191.3029,19.041,4.6093,6.2655,1.7353,17.8503,7.8835,0.8939
2015/8/12,-3.1079,0,-1.435,3.2921,,0.064,16756790675,7378628370,1.77952E+12,282.6188,-191.3029,18.7678,4.4661,6.2655,1.7104,17.2955,7.8835,0.881
2015/8/13,1.6038,0,0.182,2.7065,,0.062,17025531658,7378628370,1.78276E+12,287.1514,-191.3029,18.8019,4.5377,6.2655,1.7135,17.5729,7.8835,0.8827
2015/8/14,2.7855,0,-0.2725,5.5782,,0.0726,17499780451,7378628370,1.7779E+12,295.15,-191.3029,18.7507,4.6641,6.2655,1.7088,18.0624,7.8835,0.8802
2015/8/17,1.1743,0,-1.5483,3.5151,,0.058,17705288261,7378628370,1.75038E+12,298.6161,-191.3029,18.4604,4.7188,6.2655,1.6823,18.2745,7.8835,0.8666
2015/8/18,-10,0,2.9602,4.3974,,0.1955,15934759435,7378628370,1.80219E+12,268.7545,-191.3029,19.0069,4.247,6.2655,1.7321,16.4471,7.8835,0.8923
2015/8/19,1.0913,0,-3.0548,3.2433,,0.1397,16108650659,7378628370,1.74714E+12,271.6873,-191.3029,18.4262,4.2933,6.2655,1.6792,16.6266,7.8835,0.865
2015/8/20,-2.5515,0,-4.3559,2.7037,,0.0874,15697635038,7378628370,1.67104E+12,264.7552,-191.3029,17.6236,4.1838,6.2655,1.6061,16.2023,7.8835,0.8273
2015/8/21,-6.7472,0,-3.1008,2.9353,,0.0793,14638479401,7378628370,1.61922E+12,246.8915,-191.3029,17.0772,3.9015,6.2655,1.5563,15.1091,7.8835,0.8017
2015/8/24,-10.0432,0,-4.9,2.479,,0.1542,13168308144,7378628370,1.53988E+12,222.0957,-191.3029,16.2404,3.5096,6.2655,1.48,13.5917,7.8835,0.7624
2015/8/25,-9.964,0,-9.9895,3.6109,,0.1323,11856219818,7378628370,1.38605E+12,199.9661,-191.3029,14.618,3.1599,6.2655,1.3322,12.2374,7.8835,0.6862
2015/8/26,-8.6667,0,0.2336,4.1378,,0.1165,10828680767,7378628370,1.38929E+12,182.6357,-191.3029,14.6522,2.8861,6.2655,1.3353,11.1768,7.8835,0.6878
2015/8/27,6.1314,0,2.331,3.6206,,0.0891,11492629076,7378628370,1.42168E+12,193.8338,-191.3029,14.9937,3.063,6.2655,1.3664,11.8621,7.8835,0.7039
2015/8/28,10.0413,0,4.1002,4.9865,,0.1023,12646634472,7378628370,1.47997E+12,213.2972,-191.3029,15.6085,3.3706,6.2655,1.4224,13.0532,7.8835,0.7327
2015/8/31,0.25,0,-2.1882,3.7526,,0.0674,12678251058,7378628370,1.44758E+12,213.8304,-191.3029,15.267,3.379,6.2655,1.3913,13.0859,7.8835,0.7167
2015/9/1,-5.3616,0,3.0201,4.1859,,0.1192,11998494455,7378628370,1.4913E+12,202.3657,-191.3029,15.7281,3.1979,6.2655,1.4333,12.3843,7.8835,0.7383
2015/9/2,-6.7194,0,-4.9946,3.024,,0.0944,11192271508,7378628370,1.41682E+12,188.768,-191.3029,14.9425,2.983,6.2655,1.3618,11.5521,7.8835,0.7015
2015/9/7,-1.1299,0,-1.3714,2.3181,,0.0602,11065805163,7378628370,1.39739E+12,186.6351,-191.3029,14.7376,2.9493,6.2655,1.3431,11.4216,7.8835,0.6919
2015/9/8,4.4286,0,0.8111,1.8407,,0.0531,11555862249,7378628370,1.40872E+12,194.9003,-191.3029,14.8571,3.0799,6.2655,1.354,11.9274,7.8835,0.6975
2015/9/9,6.2927,0,3.5632,4.2473,,0.0919,12283043731,7378628370,1.45892E+12,207.1649,-191.3029,15.3865,3.2737,6.2655,1.4022,12.678,7.8835,0.7223
2015/9/10,-3.9897,0,-1.8868,2.617,,0.0596,11792986645,7378628370,1.43139E+12,198.8996,-191.3029,15.0962,3.1431,6.2655,1.3758,12.1722,7.8835,0.7087
2015/9/11,1.7426,0,-0.3394,1.911,,0.0326,11998494455,7378628370,1.42653E+12,202.3657,-191.3029,15.045,3.1979,6.2655,1.3711,12.3843,7.8835,0.7063
2015/9/14,-10.0132,0,-3.5187,2.6605,,0.0489,10797064180,7378628370,1.37634E+12,182.1025,-191.3029,14.5156,2.8777,6.2655,1.3228,11.1442,7.8835,0.6814
2015/9/15,-9.8097,0,-0.2353,3.0096,,0.0546,9737908543,7378628370,1.3731E+12,164.2388,-191.3029,14.4814,2.5954,6.2655,1.3197,10.051,7.8835,0.6798
2015/9/16,10.0649,0,3.3019,3.6592,,0.0649,10718022715,7378628370,1.41844E+12,180.7694,-191.3029,14.9596,2.8566,6.2655,1.3633,11.0626,7.8835,0.7023
2015/9/17,9.587,0,-2.1689,8.7002,,0.0556,11745561766,7378628370,1.38767E+12,198.0998,-191.3029,14.6351,3.1305,6.2655,1.3337,12.1232,7.8835,0.687
2015/9/18,5.6528,0,-1.0576,7.2582,,0.0305,12409510076,7378628370,1.36338E+12,209.2979,-191.3029,14.379,3.3074,6.2655,1.3104,12.8085,7.8835,0.675
2015/9/21,0,0,0.5938,,,0.0311,12409510076,7378628370,1.37148E+12,209.2979,-191.3029,14.4643,3.3074,6.2655,1.3182,12.8085,7.8835,0.679
2015/9/22,0,0,0.9445,,,0.041,12409510076,7378628370,1.38443E+12,209.2979,-191.3029,14.601,3.3074,6.2655,1.3306,12.8085,7.8835,0.6854
2015/9/23,0,0,-2.2222,,,0.0322,12409510076,7378628370,1.35367E+12,209.2979,-191.3029,14.2765,3.3074,6.2655,1.3011,12.8085,7.8835,0.6702
2015/9/24,0,0,0.4785,,,0.0243,12409510076,7378628370,1.36015E+12,209.2979,-191.3029,14.3448,3.3074,6.2655,1.3073,12.8085,7.8835,0.6734
2015/9/25,0,0,1.5476,,,0.0582,12409510076,7378628370,1.3812E+12,209.2979,-191.3029,14.5668,3.3074,6.2655,1.3275,12.8085,7.8835,0.6838
2015/9/28,0,0,-1.1723,,,0.0303,12409510076,7378628370,1.365E+12,209.2979,-191.3029,14.396,3.3074,6.2655,1.312,12.8085,7.8835,0.6758
2015/9/29,0,0,-2.0166,,,0.0294,12409510076,7378628370,1.33748E+12,209.2979,-191.3029,14.1057,3.3074,6.2655,1.2855,12.8085,7.8835,0.6622
2015/9/30,0,0,-0.3632,,,0.0174,12409510076,7378628370,1.33262E+12,209.2979,-191.3029,14.0545,3.3074,6.2655,1.2808,12.8085,7.8835,0.6598
2015/10/8,0,0,2.5516,,,0.0399,12409510076,7378628370,1.36662E+12,209.2979,-191.3029,14.4131,3.3074,6.2655,1.3135,12.8085,7.8835,0.6766
2015/10/9,0,0,0.9479,,,0.0366,12409510076,7378628370,1.37958E+12,209.2979,-191.3029,14.5497,3.3074,6.2655,1.326,12.8085,7.8835,0.683
2015/10/12,0,0,2.9343,,,0.062,12409510076,7378628370,1.42006E+12,209.2979,-191.3029,14.9767,3.3074,6.2655,1.3649,12.8085,7.8835,0.7031
2015/10/13,0,0,-1.0262,,,0.0387,12409510076,7378628370,1.40548E+12,209.2979,-191.3029,14.823,3.3074,6.2655,1.3509,12.8085,7.8835,0.6959
2015/10/14,0,0,0.576,,,0.0536,12409510076,7378628370,1.41358E+12,209.2979,-191.3029,14.9084,3.3074,6.2655,1.3586,12.8085,7.8835,0.6999
2015/10/15,0,0,1.0309,,,0.0575,12409510076,7378628370,1.42815E+12,209.2979,-191.3029,15.062,3.3074,6.2655,1.3726,12.8085,7.8835,0.7071
2015/10/16,0,0,1.4739,,,0.082,12409510076,7378628370,1.4492E+12,209.2979,-191.3029,15.2841,3.3074,6.2655,1.3929,12.8085,7.8835,0.7175
2015/10/19,0,0,-0.5587,,,0.0666,12409510076,7378628370,1.44111E+12,209.2979,-191.3029,15.1987,3.3074,6.2655,1.3851,12.8085,7.8835,0.7135
2015/10/20,0,0,0.7865,,,0.0563,12409510076,7378628370,1.45244E+12,209.2979,-191.3029,15.3182,3.3074,6.2655,1.396,12.8085,7.8835,0.7191
2015/10/21,0,0,-0.5574,,,0.1143,12409510076,7378628370,1.44434E+12,209.2979,-191.3029,15.2328,3.3074,6.2655,1.3882,12.8085,7.8835,0.7151
2015/10/22,0,0,-1.1211,,,0.0524,12409510076,7378628370,1.42815E+12,209.2979,-191.3029,15.062,3.3074,6.2655,1.3726,12.8085,7.8835,0.7071
2015/10/23,0,0,0.1134,,,0.0466,12409510076,7378628370,1.42977E+12,209.2979,-191.3029,15.0791,3.3074,6.2655,1.3742,12.8085,7.8835,0.7079
2015/10/26,0,0,0.6795,,,0.0594,12409510076,7378628370,1.43949E+12,209.2979,-191.3029,15.1816,3.3074,6.2655,1.3835,12.8085,7.8835,0.7127
2015/10/27,0,0,-0.8999,,,0.0401,12409510076,7378628370,1.42653E+12,209.2979,-191.3029,15.045,3.3074,6.2655,1.3711,12.8085,7.8835,0.7063
2015/10/28,0,0,-0.227,,,0.0515,12409510076,7378628370,1.4233E+12,209.2979,-191.3029,15.0108,3.3074,6.2655,1.368,12.8085,7.8835,0.7047
2015/10/29,0,0,0.3413,,,0.0342,12409510076,7378628370,1.42815E+12,209.2979,-191.3029,15.062,3.3074,6.2655,1.3726,12.8085,7.8835,0.7071
2015/10/30,0,0,-0.7937,,,0.0432,12409510076,7378628370,1.41682E+12,209.2979,-191.3029,14.9425,3.3074,6.2655,1.3618,12.8085,7.8835,0.7015
2015/11/2,0,0,-2.5143,,,0.0445,12409510076,7378628370,1.3812E+12,209.2979,-191.3029,14.5668,3.3074,6.2655,1.3275,12.8085,7.8835,0.6838
2015/11/3,0,0,-0.7034,,,0.0235,12409510076,7378628370,1.37148E+12,209.2979,-191.3029,14.4643,3.3074,6.2655,1.3182,12.8085,7.8835,0.679
2015/11/4,0,0,3.1877,,,0.0511,12409510076,7378628370,1.4152E+12,209.2979,-191.3029,14.9254,3.3074,6.2655,1.3602,12.8085,7.8835,0.7007
2015/11/5,0,0,2.746,,,0.1233,12409510076,7378628370,1.45406E+12,209.2979,-191.3029,15.3353,3.3074,6.2655,1.3975,12.8085,7.8835,0.7199
2015/11/6,0,0,1.3363,,,0.0883,12409510076,7378628370,1.47349E+12,209.2979,-191.3029,15.5402,3.3074,6.2655,1.4162,12.8085,7.8835,0.7295
2015/11/9,0,0,1.5385,,,0.0971,12409510076,7378628370,1.49616E+12,209.2979,-191.3029,15.7793,3.3074,6.2655,1.438,12.8085,7.8835,0.7408
2015/11/10,0,0,0.2165,,,0.0773,12409510076,7378628370,1.4994E+12,209.2979,-191.3029,15.8134,3.3074,6.2655,1.4411,12.8085,7.8835,0.7424
2015/11/11,0,0,-0.6479,,,0.0534,12409510076,7378628370,1.48968E+12,209.2979,-191.3029,15.711,3.3074,6.2655,1.4318,12.8085,7.8835,0.7375
2015/11/12,0,0,-0.9783,,,0.0438,12409510076,7378628370,1.47511E+12,209.2979,-191.3029,15.5573,3.3074,6.2655,1.4178,12.8085,7.8835,0.7303
