ÈÕÆÚ,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH,600759.SH,600777.SH,601857.SH
2016/11/18,-0.2378,8.1911,-0.2695,0.8175,16.1939,0.0099,13263157903,11895550767,1.19822E+12,293.044,666.8751,37.9871,3.6235,5.8826,1.1478,15.0643,47.1305,0.7849
2016/11/21,-0.3576,0,1.0811,0.9594,10.783,0.0299,13215733023,11895550767,1.21118E+12,291.9962,666.8751,38.3978,3.6105,5.8826,1.1602,15.0104,47.1305,0.7934
2016/11/22,5.0239,-0.9464,2.5401,3.5811,11.4639,0.0795,13879681333,11782974576,1.24194E+12,306.6659,660.564,39.3731,3.7919,5.827,1.1897,15.7645,46.6845,0.8136
2016/11/23,2.7335,-4.1932,-1.043,3.895,9.1108,0.0403,14259080367,11288890186,1.22899E+12,315.0485,632.8652,38.9625,3.8956,5.5826,1.1773,16.1954,44.7269,0.8051
2016/11/24,-0.9978,1.9391,-0.527,1.858,8.0009,0.0243,14116805729,11507788334,1.22251E+12,311.905,645.1368,38.7571,3.8567,5.6909,1.1711,16.0338,45.5942,0.8008
2016/11/25,1.5677,-9.4022,0.6623,1.53,12.6325,0.0322,14338121833,10425806061,1.23061E+12,316.7949,584.4799,39.0138,3.9172,5.1558,1.1788,16.2852,41.3074,0.8062
2016/11/28,1.4333,0.06,0.9211,2.1947,4.6443,0.0322,14543629643,10432060294,1.24194E+12,321.3355,584.8305,39.3731,3.9733,5.1589,1.1897,16.5186,41.3321,0.8136
2016/11/29,-1.413,0.06,1.3038,2.2458,4.3633,0.0538,14338121833,10438314527,1.25813E+12,316.7949,585.1812,39.8865,3.9172,5.162,1.2052,16.2852,41.3569,0.8242
2016/11/30,-3.5281,0.3595,-1.9305,1.257,3.357,0.0347,13832256454,10475839923,1.23385E+12,305.618,587.2849,39.1165,3.779,5.1806,1.1819,15.7106,41.5056,0.8083
2016/12/1,5.6,2.5672,1.8373,4.4035,7.635,0.0625,14606862815,10744771933,1.25652E+12,322.7326,602.3614,39.8352,3.9906,5.3135,1.2036,16.5904,42.5711,0.8231
2016/12/2,-0.7576,-0.5239,1.2887,3.9445,5.4586,0.0956,14496204764,10688483838,1.27271E+12,320.2877,599.2059,40.3485,3.9604,5.2857,1.2191,16.4647,42.3481,0.8337
2016/12/5,-3.0534,2.3406,-2.799,2.3431,5.5576,0.0408,14053572557,10938653150,1.23708E+12,310.5079,613.2306,39.2191,3.8394,5.4094,1.185,15.962,43.3393,0.8104
2016/12/6,4.7244,3.8308,-0.5236,2.6031,7.8127,0.021,14717520867,11357686747,1.23061E+12,325.1776,636.722,39.0138,4.0208,5.6166,1.1788,16.7161,44.9995,0.8062
2016/12/7,0.3222,-3.9648,0.2632,2.0862,9.8802,0.0217,14764945746,10907381986,1.23385E+12,326.2254,611.4775,39.1165,4.0338,5.394,1.1819,16.77,43.2154,0.8083
2016/12/8,-1.7131,-0.0573,-0.5249,1.6155,5.5191,0.0136,14512013057,10901127753,1.22737E+12,320.637,611.1269,38.9111,3.9647,5.3909,1.1757,16.4827,43.1906,0.804
2016/12/9,1.634,-2.926,0.9235,2.1466,5.8682,0.0235,14749137453,10582161881,1.2387E+12,325.8761,593.2454,39.2705,4.0295,5.2331,1.1866,16.752,41.9269,0.8115
2016/12/12,0.3215,-7.6832,-1.0458,4.8449,6.0169,0.0377,14796562332,9769111618,1.22575E+12,326.924,547.6651,38.8598,4.0424,4.8311,1.1742,16.8059,38.7055,0.803
2016/12/13,10.0427,9.9757,1.8494,6.5291,2.8792,0.0352,16282541883,10742270239,1.24842E+12,359.7561,602.2212,39.5785,4.4484,5.3123,1.1959,18.4937,42.5612,0.8178
2016/12/14,-0.6796,0.885,0.5188,7.2897,16.4729,0.0472,16171883831,10837334578,1.2549E+12,357.3111,607.5506,39.7838,4.4182,5.3593,1.2021,18.368,42.9379,0.8221
2016/12/15,3.1281,-3.5088,-1.9355,5.8097,8.4803,0.0335,16677749210,10457077224,1.23061E+12,368.488,586.233,39.0138,4.5564,5.1713,1.1788,18.9425,41.4313,0.8062
2016/12/16,-3.3175,-3.8636,0.1316,3.8163,6.8247,0.0181,16124458952,10053053786,1.23223E+12,356.2633,563.5831,39.0651,4.4052,4.9715,1.1804,18.3141,39.8305,0.8072
2016/12/19,2.3529,-3.0733,1.1827,3.8013,4.6709,0.025,16503857986,9744094686,1.2468E+12,364.646,546.2626,39.5272,4.5089,4.8187,1.1943,18.745,38.6064,0.8168
2016/12/20,-3.7356,-2.1951,-0.9091,2.5979,5.0807,0.0194,15887334555,9530199925,1.23547E+12,351.0241,534.2715,39.1678,4.3404,4.7129,1.1835,18.0448,37.7589,0.8093
2016/12/21,0.796,0.4988,3.9318,2.4378,3.0051,0.0933,16013800900,9577732094,1.28404E+12,353.8184,536.9362,40.7078,4.375,4.7364,1.23,18.1884,37.9473,0.8412
2016/12/22,-1.382,-2.2333,2.9004,2.5094,2.5805,0.1029,15792484797,9363837332,1.32128E+12,348.9285,524.945,41.8885,4.3145,4.6306,1.2657,17.9371,37.0998,0.8656
2016/12/23,-2.9029,-3.2995,-0.4902,1.8467,3.2057,0.0513,15334044297,9054878233,1.31481E+12,338.7994,507.6245,41.6832,4.1893,4.4779,1.2595,17.4164,35.8757,0.8613
2016/12/26,-1.3402,2.6247,-0.2463,2.3527,2.711,0.0424,15128536487,9292539079,1.31157E+12,334.2588,520.948,41.5805,4.1331,4.5954,1.2564,17.1829,36.8173,0.8592
2016/12/27,1.4629,-0.2558,-0.9877,1.8748,2.4964,0.0305,15349852590,9268772994,1.29862E+12,339.1487,519.6156,41.1698,4.1936,4.5836,1.244,17.4343,36.7232,0.8507
2016/12/28,-1.1329,6.6667,0.1247,1.7119,6.4353,0.0411,15175961366,9886691194,1.30023E+12,335.3066,554.2567,41.2212,4.1461,4.8892,1.2455,17.2368,39.1714,0.8518
2016/12/29,-0.3125,-2.6442,-0.9963,1.408,3.9638,0.0238,15128536487,9625264263,1.28728E+12,334.2588,539.6008,40.8105,4.1331,4.7599,1.2331,17.1829,38.1356,0.8433
2016/12/30,2.6123,-0.9877,0,1.7554,1.7976,0.015,15523743814,9530199925,1.28728E+12,342.9907,534.2715,40.8105,4.2411,4.7129,1.2331,17.6318,37.7589,0.8433
2017/1/3,1.222,0,0.2516,1.6293,2.2817,0.0277,15713443331,9530199925,1.29052E+12,521.9336,-89.5292,184.6427,4.0307,2.9761,1.2265,18.6565,66.8245,0.9021
2017/1/4,1.4085,2.4938,0.3764,2.6988,2.9996,0.0244,15934759435,9767860771,1.29538E+12,529.2848,-91.7619,185.3377,4.0875,3.0503,1.2311,18.9192,68.491,0.9055
2017/1/5,0,-2.9197,2,1.7994,3.0659,0.0486,15934759435,9482667755,1.32128E+12,529.2848,-89.0827,189.0445,4.0875,2.9613,1.2557,18.9192,66.4912,0.9236
2017/1/6,0,-1.2531,2.451,1.627,2.2608,0.0718,15934759435,9363837332,1.35367E+12,529.2848,-87.9664,193.6779,4.0875,2.9241,1.2865,18.9192,65.658,0.9463
2017/1/9,-0.6944,0.2538,0.1196,1.1536,1.5964,0.0485,15824101383,9387603417,1.35529E+12,525.6092,-88.1896,193.9096,4.0591,2.9316,1.288,18.7879,65.8247,0.9474
2017/1/10,-1.6983,-0.2532,0.3584,1.2358,2.5891,0.0291,15555360401,9363837332,1.36015E+12,516.6828,-87.9664,194.6046,3.9902,2.9241,1.2927,18.4688,65.658,0.9508
2017/1/11,-7.1138,-1.269,-1.0714,2.9821,1.9196,0.0317,14448779884,9245006909,1.34557E+12,479.9269,-86.85,192.5195,3.7063,2.887,1.2788,17.1549,64.8248,0.9406
2017/1/12,0.1094,-0.7712,0.1203,1.6246,1.5379,0.0235,14464588177,9173708656,1.34719E+12,480.452,-86.1802,192.7512,3.7104,2.8648,1.2803,17.1737,64.3249,0.9418
2017/1/13,-2.1858,-1.0363,0.8413,1.0544,1.4624,0.0216,14148422316,9078644317,1.35853E+12,469.9503,-85.2872,194.3729,3.6293,2.8351,1.2911,16.7983,63.6583,0.9497
2017/1/16,-3.9106,-3.6649,1.5495,1.7988,2.0127,0.0568,13595132057,8745919133,1.37958E+12,451.5724,-82.1615,197.3846,3.4874,2.7312,1.3111,16.1414,61.3253,0.9644
2017/1/17,1.1628,0,0.2347,0.9175,1.3726,0.0401,13753214988,8745919133,1.38281E+12,456.8232,-82.1615,197.848,3.5279,2.7312,1.3142,16.3291,61.3253,0.9667
2017/1/18,0.5747,0.2717,0.3513,0.859,1.1821,0.0132,13832256454,8769685217,1.38767E+12,459.4486,-82.3847,198.543,3.5482,2.7386,1.3188,16.4229,61.4919,0.9701
2017/1/19,-2.9714,0.542,-0.8168,1.0813,0.8819,0.0289,13421240833,8817217387,1.37634E+12,445.7964,-82.8313,196.9213,3.4428,2.7534,1.308,15.935,61.8252,0.9621
2017/1/20,0.5889,1.3477,-0.5882,0.7617,0.9796,0.0157,13500282299,8936047810,1.36824E+12,448.4219,-83.9476,195.7629,3.463,2.7906,1.3003,16.0288,62.6584,0.9565
2017/1/23,3.2787,1.3298,0.8284,0.9568,0.9071,0.0196,13942914505,9054878233,1.37958E+12,463.1242,-85.0639,197.3846,3.5766,2.8277,1.3111,16.5543,63.4916,0.9644
2017/1/24,-0.1134,-1.8373,2.8169,0.8052,0.7022,0.0362,13927106212,8888515640,1.41844E+12,462.5991,-83.5011,202.9448,3.5725,2.7757,1.3481,16.5356,62.3251,0.9916
2017/1/25,0.454,-0.2674,-0.2283,0.4669,0.5619,0.0193,13990339385,8864749556,1.4152E+12,464.6995,-83.2778,202.4814,3.5887,2.7683,1.345,16.6106,62.1585,0.9893
2017/1/26,2.4859,-0.2681,-1.0297,0.8561,0.829,0.0311,14338121833,8840983471,1.40063E+12,476.2513,-83.0545,200.3964,3.6779,2.7609,1.3311,17.0236,61.9918,0.9791
2017/2/3,-2.7563,0.2688,-0.8092,0.8812,0.5115,0.0126,13942914505,8864749556,1.38929E+12,463.1242,-83.2778,198.7747,3.5766,2.7683,1.3204,16.5543,62.1585,0.9712
2017/2/6,1.3605,0.2681,-0.3497,0.641,0.6408,0.0342,14132614022,8888515640,1.38443E+12,469.4252,-83.5011,198.0797,3.6252,2.7757,1.3157,16.7796,62.3251,0.9678
2017/2/7,-0.2237,4.5455,-0.4678,0.7198,2.6886,0.0202,14100997436,9292539079,1.37796E+12,468.3751,-87.2966,197.153,3.6171,2.9019,1.3096,16.742,65.1581,0.9633
2017/2/8,-0.1121,-0.2558,-1.1751,1.1429,1.3794,0.0447,14085189143,9268772994,1.36176E+12,467.85,-87.0733,194.8363,3.6131,2.8945,1.2942,16.7233,64.9914,0.9519
2017/2/9,-0.7856,-0.2564,0.2378,1.089,0.9845,0.0632,13974531092,9245006909,1.365E+12,464.1744,-86.85,195.2996,3.5847,2.887,1.2973,16.5919,64.8248,0.9542
2017/2/10,-0.1131,-0.5141,0.1186,1.1188,1.378,0.0506,13958722798,9197474740,1.36662E+12,463.6493,-86.4035,195.5313,3.5806,2.8722,1.2988,16.5731,64.4915,0.9553
2017/2/13,2.718,1.5504,-0.3555,1.9992,1.5638,0.047,14338121833,9340071248,1.36176E+12,476.2513,-87.7431,194.8363,3.6779,2.9167,1.2942,17.0236,65.4914,0.9519
2017/2/14,-0.2205,-0.7634,-0.2378,1.0518,1.0585,0.024,14306505246,9268772994,1.35853E+12,475.2012,-87.0733,194.3729,3.6698,2.8945,1.2911,16.986,64.9914,0.9497
2017/2/15,-1.989,-1.2821,0.3576,0.8818,1.2846,0.0349,14021955971,9149942571,1.36338E+12,465.7496,-85.957,195.0679,3.5968,2.8574,1.2957,16.6482,64.1582,0.9531
2017/2/16,0.6764,0.5195,-1.1876,0.6858,0.7745,0.0513,14116805729,9197474740,1.34719E+12,468.9001,-86.4035,192.7512,3.6212,2.8722,1.2803,16.7608,64.4915,0.9418
2017/2/17,-3.3595,-1.5504,-0.4808,1.1622,0.9425,0.0335,13642556937,9054878233,1.34071E+12,453.1476,-85.0639,191.8245,3.4995,2.8277,1.2742,16.1977,63.4916,0.9372
2017/2/20,-1.0429,-0.7874,0.8454,1.2551,1.2646,0.0324,13500282299,8983579979,1.35205E+12,448.4219,-84.3941,193.4462,3.463,2.8054,1.285,16.0288,62.9917,0.9452
2017/2/21,0.9368,0.7937,0,1.1762,1.0614,0.0221,13626748644,9054878233,1.35205E+12,452.6225,-85.0639,193.4462,3.4955,2.8277,1.285,16.179,63.4916,0.9452
2017/2/22,2.4362,-0.2625,0.5988,1.4121,0.7389,0.0343,13958722798,9031112148,1.36015E+12,463.6493,-84.8406,194.6046,3.5806,2.8202,1.2927,16.5731,63.325,0.9508
2017/2/23,-3.3975,-0.7895,-1.3095,1.6594,0.9145,0.0286,13484474006,8959813894,1.34233E+12,447.8968,-84.1709,192.0562,3.459,2.798,1.2757,16.01,62.8251,0.9384
2017/2/24,1.4068,-0.7958,-0.3619,1.0276,0.9865,0.0412,13674173523,8888515640,1.33748E+12,454.1978,-83.5011,191.3612,3.5076,2.7757,1.2711,16.2353,62.3251,0.935
2017/2/27,-5.7803,-1.3369,-0.6053,4.0127,1.4302,0.0202,12883758868,8769685217,1.32938E+12,427.9436,-82.3847,190.2028,3.3049,2.7386,1.2634,15.2968,61.4919,0.9293
2017/2/28,-0.4908,0,0.2436,2.3522,0.7091,0.0138,12820525696,8769685217,1.33262E+12,425.8432,-82.3847,190.6662,3.2887,2.7386,1.2665,15.2217,61.4919,0.9316
2017/3/1,0.4932,2.439,0.243,1.2277,1.9362,0.0172,12883758868,8983579979,1.33586E+12,427.9436,-84.3941,191.1295,3.3049,2.8054,1.2696,15.2968,62.9917,0.9338
2017/3/2,-0.8589,-1.3228,-0.8485,0.8409,1.0105,0.0206,12773100817,8864749556,1.32452E+12,424.268,-83.2778,189.5078,3.2765,2.7683,1.2588,15.1654,62.1585,0.9259
2017/3/3,0.1238,-0.5362,-1.7115,0.7451,0.6769,0.0352,12788909110,8817217387,1.30185E+12,424.7931,-82.8313,186.2644,3.2805,2.7534,1.2373,15.1842,61.8252,0.9101
2017/3/6,0.7417,0.2695,0.2488,1.0842,1.1759,0.0168,12883758868,8840983471,1.30509E+12,427.9436,-83.0545,186.7277,3.3049,2.7609,1.2403,15.2968,61.9918,0.9123
2017/3/7,0.4908,-0.2688,0.3722,1.0066,0.6806,0.0181,12946992041,8817217387,1.30995E+12,430.0439,-82.8313,187.4227,3.3211,2.7534,1.2449,15.3719,61.8252,0.9157
2017/3/8,0.7326,-0.5391,0,1.3543,0.7781,0.0276,13041841799,8769685217,1.30995E+12,433.1944,-82.3847,187.4227,3.3454,2.7386,1.2449,15.4845,61.4919,0.9157
2017/3/9,-1.697,-1.084,-1.6069,1.5214,1.018,0.0368,12820525696,8674620879,1.2889E+12,425.8432,-81.4917,184.411,3.2887,2.7089,1.2249,15.2217,60.8253,0.901
2017/3/10,0,0.274,-0.3769,0.9303,0.8261,0.0175,12820525696,8698386964,1.28404E+12,425.8432,-81.7149,183.716,3.2887,2.7163,1.2203,15.2217,60.992,0.8976
2017/3/13,-0.3699,0,0.5044,0.7883,1.1287,0.0226,12773100817,8698386964,1.29052E+12,424.268,-81.7149,184.6427,3.2765,2.7163,1.2265,15.1654,60.992,0.9021
2017/3/14,0,-0.5464,0.2509,0.722,0.8257,0.0186,12773100817,8650854794,1.29376E+12,424.268,-81.2684,185.106,3.2765,2.7015,1.2296,15.1654,60.6587,0.9044
2017/3/15,0.7426,-1.6484,0,0.6394,1.3433,0.0204,12867950575,8508258287,1.29376E+12,427.4185,-79.9288,185.106,3.3008,2.657,1.2296,15.278,59.6588,0.9044
2017/3/16,1.1057,1.3966,0.6258,1.7703,1.6039,0.0206,13010225213,8627088710,1.30185E+12,432.1443,-81.0451,186.2644,3.3373,2.6941,1.2373,15.447,60.492,0.9101
2017/3/17,-1.2151,-0.2755,-1.2438,1.2117,1.1417,0.0241,12852142282,8603322625,1.28566E+12,426.8934,-80.8219,183.9477,3.2968,2.6867,1.2219,15.2593,60.3254,0.8987
2017/3/20,0.615,-0.5525,1.0076,0.7376,0.9533,0.0317,12931183748,8555790456,1.29862E+12,429.5188,-80.3754,185.801,3.317,2.6718,1.2342,15.3531,59.9921,0.9078
2017/3/21,-0.489,-1.1111,0.1247,1.0148,1.4718,0.0261,12867950575,8460726118,1.30023E+12,427.4185,-79.4823,186.0327,3.3008,2.6421,1.2357,15.278,59.3255,0.9089
2017/3/22,-1.1057,-2.2472,-0.6227,0.7509,1.2943,0.0223,12725675937,8270597441,1.29214E+12,422.6927,-77.6962,184.8744,3.2643,2.5828,1.228,15.1091,57.9924,0.9033
2017/3/23,-1.4907,-0.5747,-0.7519,2.0975,0.9651,0.0252,12535976420,8223065272,1.28242E+12,416.3917,-77.2496,183.4843,3.2157,2.5679,1.2188,14.8839,57.6591,0.8965
2017/3/24,0.3783,-0.289,0.5051,1.1395,2.1934,0.0234,12583401300,8199299187,1.2889E+12,417.967,-77.0264,184.411,3.2278,2.5605,1.2249,14.9402,57.4924,0.901
2017/3/27,-1.6332,-1.7391,-0.5025,0.7484,0.869,0.0292,12377893489,8056702679,1.28242E+12,411.1409,-75.6868,183.4843,3.1751,2.516,1.2188,14.6962,56.4926,0.8965
2017/3/28,0.894,1.1799,-0.8838,0.689,1.2011,0.0295,12488551541,8151767018,1.27109E+12,414.8165,-76.5798,181.8626,3.2035,2.5456,1.208,14.8276,57.1591,0.8886
2017/3/29,-0.3797,0,0,1.0627,0.9346,0.017,12441126662,8151767018,1.27109E+12,413.2412,-76.5798,181.8626,3.1913,2.5456,1.208,14.7713,57.1591,0.8886
2017/3/30,0,-1.7493,0.1274,1.1534,0.9995,0.0344,12441126662,8009170510,1.27271E+12,413.2412,-75.2403,182.0943,3.1913,2.5011,1.2096,14.7713,56.1593,0.8897
2017/3/31,1.5248,0.8902,0.1272,0.9831,0.8288,0.0227,12630826179,8080468764,1.27433E+12,419.5422,-75.9101,182.326,3.24,2.5234,1.2111,14.9965,56.6592,0.8908
2017/4/5,1.2516,0.8824,1.2706,1.5823,0.8603,0.0338,12788909110,8151767018,1.29052E+12,424.7931,-76.5798,184.6427,3.2805,2.5456,1.2265,15.1842,57.1591,0.9021
2017/4/6,0,-0.2915,0.1255,0.9053,1.5115,0.0253,12788909110,8128000933,1.29214E+12,424.7931,-76.3566,184.8744,3.2805,2.5382,1.228,15.1842,56.9925,0.9033
2017/4/7,2.4722,3.2164,0.8772,2.8306,2.3588,0.0501,13105074972,8389427864,1.30347E+12,435.2948,-78.8125,186.4961,3.3616,2.6199,1.2388,15.5596,58.8256,0.9112
2017/4/10,-0.7238,1.4164,0,1.0859,2.323,0.0249,13010225213,8508258287,1.30347E+12,432.1443,-79.9288,186.4961,3.3373,2.657,1.2388,15.447,59.6588,0.9112
2017/4/11,0.3645,-0.838,-0.3727,1.2148,1.557,0.0268,13057650092,8436960033,1.29862E+12,433.7195,-79.259,185.801,3.3495,2.6347,1.2342,15.5033,59.1589,0.9078
2017/4/12,0.1211,2.2535,0.9975,0.8319,2.5058,0.0275,13073458385,8627088710,1.31157E+12,434.2446,-81.0451,187.6544,3.3535,2.6941,1.2465,15.522,60.492,0.9169
2017/4/13,0.6046,0,-0.4938,1.6994,,0.0183,13152499851,8627088710,1.30509E+12,436.87,-81.0451,186.7277,3.3738,2.6941,1.2403,15.6159,60.492,0.9123
2017/4/14,-1.4423,0,-0.4963,1.7809,,0.0169,12962800334,8627088710,1.29862E+12,430.569,-81.0451,185.801,3.3252,2.6941,1.2342,15.3906,60.492,0.9078
2017/4/17,-7.8049,0,0.3741,3.8069,,0.0211,11951069576,8627088710,1.30347E+12,396.9636,-81.0451,186.4961,3.0656,2.6941,1.2388,14.1894,60.492,0.9112
2017/4/18,2.7778,0,-1.118,1.7297,,0.0159,12283043731,8627088710,1.2889E+12,407.9904,-81.0451,184.411,3.1508,2.6941,1.2249,14.5836,60.492,0.901
2017/4/19,0,0,-2.0101,1.3437,,0.0231,12283043731,8627088710,1.26299E+12,407.9904,-81.0451,180.7043,3.1508,2.6941,1.2003,14.5836,60.492,0.8829
2017/4/20,-3.861,-4.9587,-1.4103,1.3614,3.3559,0.0261,11808794938,8199299187,1.24518E+12,392.2379,-77.0264,178.1559,3.0291,2.5605,1.1834,14.0205,57.4924,0.8704
2017/4/21,0,5.5072,1.3004,0.4801,3.2846,0.0179,11808794938,8650854794,1.26137E+12,392.2379,-81.2684,180.4726,3.0291,2.7015,1.1988,14.0205,60.6587,0.8818
2017/4/24,-1.6064,0.5495,-0.2567,1.0097,2.3426,0.018,11619095421,8698386964,1.25813E+12,385.9368,-81.7149,180.0092,2.9805,2.7163,1.1957,13.7953,60.992,0.8795
2017/4/25,-6.1224,-2.1858,-0.3861,1.7027,1.9485,0.0106,10907722232,8508258287,1.25328E+12,362.3081,-79.9288,179.3142,2.798,2.657,1.1911,12.9507,59.6588,0.8761
2017/4/26,-9.8551,-2.7933,-0.1292,4.7542,1.3833,0.0167,9832758302,8270597441,1.25166E+12,326.6023,-77.6962,179.0826,2.5223,2.5828,1.1895,11.6744,57.9924,0.875
2017/4/27,2.5723,-1.1494,0.9056,5.1625,1.3245,0.0171,10085690991,8175533102,1.26299E+12,335.0037,-76.8031,180.7043,2.5871,2.5531,1.2003,11.9747,57.3258,0.8829
2017/4/28,-0.4702,0.8721,0,2.0607,0.6006,0.0144,10038266112,8246831356,1.26299E+12,333.4284,-77.4729,180.7043,2.575,2.5753,1.2003,11.9184,57.8257,0.8829
2017/5/2,-0.7874,-1.1527,-1.4103,1.1462,0.6777,0.0155,9959224647,8151767018,1.24518E+12,330.803,-76.5798,178.1559,2.5547,2.5456,1.1834,11.8245,57.1591,0.8704
2017/5/3,0.7937,-1.1662,-1.1704,1.2146,0.6591,0.0217,10038266112,8056702679,1.23061E+12,333.4284,-75.6868,176.0708,2.575,2.516,1.1695,11.9184,56.4926,0.8603
2017/5/4,-0.1575,-0.885,-0.2632,1.0837,0.7725,0.0206,10022457819,7985404426,1.22737E+12,332.9033,-75.017,175.6075,2.5709,2.4937,1.1665,11.8996,55.9926,0.858
2017/5/5,-3.6278,-0.8929,-0.3958,1.878,0.7378,0.0356,9658867078,7914106172,1.22251E+12,320.8264,-74.3472,174.9125,2.4776,2.4714,1.1618,11.4679,55.4927,0.8546
2017/5/8,-2.455,0,-0.9272,1.7861,1.1106,0.0214,9421742682,7914106172,1.21118E+12,312.9502,-74.3472,173.2907,2.4168,2.4714,1.1511,11.1864,55.4927,0.8467
2017/5/9,5.3691,2.4024,0.1337,2.1538,0.9053,0.0111,9927608061,8104234849,1.2128E+12,329.7528,-76.1333,173.5224,2.5466,2.5308,1.1526,11.787,56.8258,0.8478
2017/5/10,0,-0.8798,-0.6676,1.5273,0.8226,0.0107,9927608061,8032936595,1.2047E+12,329.7528,-75.4635,172.3641,2.5466,2.5085,1.1449,11.787,56.3259,0.8422
2017/5/11,-0.6369,-1.4793,2.4194,1.0101,0.8056,0.0426,9864374888,7914106172,1.23385E+12,327.6525,-74.3472,176.5342,2.5304,2.4714,1.1726,11.7119,55.4927,0.8625
2017/5/12,1.2821,2.4024,-0.2625,2.6547,0.7945,0.0208,9990841233,8104234849,1.23061E+12,331.8532,-76.1333,176.0708,2.5628,2.5308,1.1695,11.8621,56.8258,0.8603
2017/5/15,0.6329,2.0528,1.3158,1.3707,1.1689,0.0288,10054074405,8270597441,1.2468E+12,333.9535,-77.6962,178.3875,2.579,2.5828,1.1849,11.9371,57.9924,0.8716
2017/5/16,0.4717,0,-0.1299,0.8945,0.8288,0.0157,10101499285,8270597441,1.24518E+12,335.5288,-77.6962,178.1559,2.5912,2.5828,1.1834,11.9934,57.9924,0.8704
2017/5/17,-0.1565,-1.1494,-1.3004,1.2645,0.5567,0.0262,10085690991,8175533102,1.22899E+12,335.0037,-76.8031,175.8391,2.5871,2.5531,1.168,11.9747,57.3258,0.8591
2017/5/18,1.2539,0.5814,0.3953,2.4431,0.7884,0.0163,10212157336,8223065272,1.23385E+12,339.2044,-77.2496,176.5342,2.6196,2.5679,1.1726,12.1248,57.6591,0.8625
2017/5/19,6.3467,1.7341,-0.2625,4.1669,2.0675,0.0159,10860297353,8365661779,1.23061E+12,360.7328,-78.5892,176.0708,2.7858,2.6124,1.1695,12.8944,58.6589,0.8603
2017/5/22,-2.9112,0.2841,1.1842,3.2545,1.3988,0.023,10544131491,8389427864,1.24518E+12,350.2311,-78.8125,178.1559,2.7047,2.6199,1.1834,12.519,58.8256,0.8704
2017/5/23,-5.0975,-2.8329,1.3004,2.7324,0.9236,0.0344,10006649526,8151767018,1.26137E+12,332.3783,-76.5798,180.4726,2.5669,2.5456,1.1988,11.8808,57.1591,0.8818
2017/5/24,0.6319,0.2915,-0.5135,1.3898,0.8485,0.0189,10069882698,8175533102,1.2549E+12,334.4786,-76.8031,179.5459,2.5831,2.5531,1.1926,11.9559,57.3258,0.8772
2017/5/25,0,-0.2907,1.5484,1.2817,0.7311,0.031,10069882698,8151767018,1.27433E+12,334.4786,-76.5798,182.326,2.5831,2.5456,1.2111,11.9559,57.1591,0.8908
2017/5/26,-1.5699,1.4577,-0.8895,1.5051,1.1947,0.0254,9911799767,8270597441,1.26299E+12,329.2278,-77.6962,180.7043,2.5425,2.5828,1.2003,11.7682,57.9924,0.8829
2017/5/31,-0.638,-0.5747,0.2564,0.9738,0.7,0.0205,9848566595,8223065272,1.26623E+12,327.1274,-77.2496,181.1676,2.5263,2.5679,1.2034,11.6931,57.6591,0.8852
2017/6/1,-2.5682,-2.0231,0.3836,1.3963,0.9208,0.0266,9595633906,8056702679,1.27109E+12,318.7261,-75.6868,181.8626,2.4614,2.516,1.208,11.3928,56.4926,0.8886
2017/6/2,-0.4942,1.1799,-1.0191,0.8055,0.678,0.0236,9548209026,8151767018,1.25813E+12,317.1508,-76.5798,180.0092,2.4493,2.5456,1.1957,11.3365,57.1591,0.8795
2017/6/5,2.3179,0.2915,-0.3861,0.8737,0.3996,0.0223,9769525130,8175533102,1.25328E+12,324.502,-76.8031,179.3142,2.506,2.5531,1.1911,11.5993,57.3258,0.8761
2017/6/6,1.2945,0,-0.2584,0.9427,0.5121,0.0094,9895991474,8175533102,1.25004E+12,328.7027,-76.8031,178.8509,2.5385,2.5531,1.188,11.7494,57.3258,0.8738
2017/6/7,0.9585,1.7442,0.3886,1.0214,0.9471,0.017,9990841233,8318129610,1.2549E+12,331.8532,-78.1427,179.5459,2.5628,2.5976,1.1926,11.8621,58.3256,0.8772
2017/6/8,-1.8987,0.5714,-0.2581,1.0354,0.6974,0.0198,9801141716,8365661779,1.25166E+12,325.5522,-78.5892,179.0826,2.5141,2.6124,1.1895,11.6368,58.6589,0.875
2017/6/9,0.9677,0.5682,0,0.9767,0.8212,0.0168,9895991474,8413193948,1.25166E+12,328.7027,-79.0358,179.0826,2.5385,2.6273,1.1895,11.7494,58.9922,0.875
2017/6/12,-1.278,-1.1299,-1.1643,0.8181,0.5723,0.016,9769525130,8318129610,1.23708E+12,324.502,-78.1427,176.9975,2.506,2.5976,1.1757,11.5993,58.3256,0.8648
2017/6/13,0.8091,1.4286,0.1309,0.9643,0.5069,0.0103,9848566595,8436960033,1.2387E+12,327.1274,-79.259,177.2292,2.5263,2.6347,1.1772,11.6931,59.1589,0.8659
2017/6/14,-1.1236,2.2535,0.1307,0.5468,1.1971,0.0102,9737908543,8627088710,1.24032E+12,323.4518,-81.0451,177.4608,2.4979,2.6941,1.1788,11.5618,60.492,0.8671
