ÈÕÆÚ,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH
2014/1/2,6.541,5.0025,,,,,,,5.3469,4.8311,4.5205,8.5191,,,,,2.546,,7.911,2.9597,,1.8033,2.8379,2.6485,,2.0219,,,3.0347,1.9197,,3.1369,
2014/1/3,6.3805,4.9586,,,,,,,5.2381,4.6914,4.4503,8.3444,,,,,2.5207,,7.7129,2.9118,,1.796,2.8156,2.6337,,1.999,,,3.0051,1.8829,,3.0881,
2014/1/6,6.2415,5.0244,,,,,,,5.2667,4.5808,4.3216,8.3047,,,,,2.4859,,7.6574,2.8759,,1.7814,2.7859,2.6263,,1.9683,,,3.0125,1.8609,,3.0394,
2014/1/7,6.2201,4.9751,,,,,,,5.2381,4.5634,4.2749,8.3523,,,,,2.4922,,7.6257,2.8719,,1.7741,2.8008,2.6263,,1.9683,,,2.9608,1.8535,,3.0313,
2014/1/8,6.2896,5.0244,,,,,,,5.2724,4.6623,4.2866,8.4397,,,,,2.5049,,7.6812,2.8759,,1.7668,2.8231,2.6411,,1.9683,,,2.9387,1.8462,,3.0394,
2014/1/9,6.3217,4.9915,,,,,,,5.324,4.6623,4.2749,8.4953,,,,,2.4859,,7.7129,2.8719,,1.7595,2.8156,2.6115,,1.953,,,2.9165,1.8388,,3.0231,
2014/1/10,6.3217,4.9751,,,,,,,5.3928,4.7496,4.2924,8.5746,,,,,2.4859,,7.7287,2.86,,1.7595,2.8231,2.6115,,1.9377,,,2.9239,1.8315,,3.015,
2014/1/13,6.204,4.9751,,,,,,,5.3813,4.7729,4.269,8.6382,,,,,2.5207,,7.7049,2.864,,1.7595,2.8379,2.6189,,1.953,,,2.9608,1.8535,,3.0556,
2014/1/14,6.2682,4.86,,,,,,,5.3871,4.7787,4.2866,8.5349,,,,,2.546,,7.7366,2.864,,1.7595,2.8156,2.6041,,1.9607,,,2.9534,1.8462,,3.0313,
2014/1/15,6.2415,4.7888,,,,,,,5.2896,4.6623,4.2573,8.4079,,,,,2.5112,,7.6336,2.8201,,1.7449,2.7933,2.5597,,1.9454,,,2.9313,1.8462,,2.9581,
2014/1/16,6.2522,4.7997,,,,,,,5.261,4.7089,4.2339,8.3762,,,,,2.508,,7.5385,2.8081,,1.7376,2.7933,2.5375,,1.9377,,,2.9091,1.8388,,2.95,
2014/1/17,6.1398,4.7285,,,,,,,5.2266,4.6332,4.1287,8.392,,,,,2.4764,,7.3799,2.7722,,1.723,2.7636,2.5227,,1.9147,,,2.9018,1.8241,,2.9175,
2014/1/20,6.0436,4.7011,,,,,,,5.1979,4.6041,4.0643,8.3126,,,,,2.4827,,7.3007,2.7722,,1.723,2.7636,2.5153,,1.8917,,,2.8796,1.8167,,2.9175,
2014/1/21,6.0757,4.7395,,,,,,,5.2495,4.639,4.0936,8.3603,,,,,2.489,,7.3641,2.7961,,1.7303,2.7711,2.5153,,1.9071,,,2.8944,1.8167,,2.9419,
2014/1/22,6.3056,4.8381,,,,,,,5.3527,4.7438,4.1813,8.4953,,,,,2.5302,,7.5781,2.848,,1.7449,2.8082,2.5375,,1.9224,,,2.9239,1.8462,,2.9825,
2014/1/23,6.2575,4.8217,,,,,,,5.2839,4.6681,4.1228,8.3523,,,,,2.5049,,7.4592,2.8201,,1.723,2.7785,2.5153,,1.8994,,,2.8944,1.8241,,2.9581,
2014/1/24,6.2361,4.8436,,,,,,,5.2896,4.7263,4.1287,8.2809,,,,,2.5112,,7.4433,2.8281,,1.7303,2.7785,2.5153,,1.9071,,,2.8944,1.8315,,2.9662,
2014/1/27,6.0917,4.8381,,,,,,,5.2266,4.7147,4.1228,8.2015,,,,,2.4985,,7.3086,2.8121,,1.723,2.7859,2.4857,,1.8917,,,2.887,1.8241,,2.95,
2014/1/28,6.1505,4.871,,,,,,,5.2667,4.802,4.2047,8.2888,,,,,2.5239,,7.4671,2.848,,1.7303,2.8231,2.5079,,1.9147,,,2.9018,1.8315,,2.9987,
2014/1/29,6.1826,4.8819,,,,,,,5.324,4.8544,4.3158,8.3444,,,,,2.5207,,7.5305,2.8719,,1.7522,2.8231,2.5449,,1.93,,,2.9239,1.8609,,3.0231,
2014/1/30,6.0971,4.8381,,,,,,,5.2553,4.7554,4.2924,8.2253,,,,,2.4954,,7.4116,2.844,,1.7376,2.8082,2.5227,,1.9071,,,2.9091,1.8462,,2.9337,
2014/2/7,6.0864,4.8655,,,,,,,5.261,4.7147,4.2398,8.2015,,,,,2.5017,,7.4116,2.836,,1.7303,2.8008,2.5153,,1.8994,,,2.9018,1.8315,,2.9581,
2014/2/10,6.188,4.9203,,,,,,,5.324,4.7962,4.3099,8.2809,,,,,2.527,,7.5147,2.8719,,1.7376,2.8231,2.5301,,1.9224,,,2.9165,1.8462,,3.0881,
2014/2/11,6.418,4.9915,,,,,,,5.4673,4.9068,4.462,8.392,,,,,2.5619,,7.7446,2.9198,,1.7595,2.8751,2.5523,,1.976,,,2.9534,1.8756,,3.397,
2014/2/12,6.3859,5.0079,,,,,,,5.4444,4.8544,4.538,8.3444,,,,,2.565,,7.7049,2.9278,,1.7595,2.8825,2.5449,,1.9607,,,2.9387,1.8682,,3.6733,
2014/2/13,6.5356,5.0627,,,,,,,5.5017,4.9184,4.7193,8.3603,,,,,2.5777,,7.8952,2.9637,,1.7595,2.9122,2.5449,,1.976,,,2.9461,1.8756,,4.0227,
2014/2/14,6.4607,5.0244,,,,,,,5.496,4.901,4.6725,8.3523,,,,,2.5714,,7.8318,2.9517,,1.7595,2.8974,2.5375,,1.9607,,,2.9534,1.8682,,3.9496,
2014/2/17,6.4019,5.0025,,,,,,,5.4558,4.8777,4.5906,8.3444,,,,,2.5682,,7.7525,2.9437,,1.7522,2.8899,2.5449,,1.953,,,2.9608,1.8756,,3.9089,
2014/2/18,6.2361,4.9148,,,,,,,5.3068,4.7205,4.5263,8.1936,,,,,2.527,,7.5226,2.8839,,1.7376,2.8453,2.5375,,1.9147,,,2.9239,1.8682,,3.8114,
2014/2/19,6.418,5.2381,,,,,,,5.4386,4.8835,4.6784,8.3444,,,,,2.6442,,7.7446,3.1711,,1.7595,2.9122,2.5745,,1.9683,,,2.9682,1.9344,,4.1934,
2014/2/20,6.2896,5.0627,,,,,,,5.3813,4.7729,4.5614,8.2174,,,,,2.5809,,7.5702,3.2588,,1.7376,2.8974,2.5449,,1.9454,,,2.9461,1.9197,,4.1284,
2014/2/21,6.204,4.9312,,,,,,,5.324,4.7438,4.4854,8.1936,,,,,2.5492,,7.5068,3.1312,,1.7376,2.8676,2.5449,,1.93,,,2.9239,1.8977,,4.2015,
2014/2/24,5.9687,4.8052,,,,,,,5.1636,4.6216,4.3392,8.003,,,,,2.4954,,7.2293,2.9996,,1.7157,2.8156,2.4931,,1.8994,,,2.8722,1.8609,,4.2015,
2014/2/25,5.8938,4.7449,,,,,,,5.0604,4.5634,4.269,7.8919,,,,,2.4732,,7.1342,2.9756,,1.7084,2.8082,2.4931,,1.8611,,,2.8575,1.8682,,4.0146,
2014/2/26,5.942,4.7778,,,,,,,5.0719,4.5401,4.2866,7.9554,,,,,2.4859,,7.1976,3.0195,,1.7084,2.8008,2.4709,,1.8611,,,2.8501,1.8462,,4.1365,
2014/2/27,6.0115,4.8162,,,,,,,5.1234,4.7671,4.4328,7.9554,,,,,2.5017,,7.269,3.0793,,1.7084,2.8231,2.4857,,1.8841,,,2.8722,1.8609,,4.3315,
2014/2/28,5.9527,4.8436,,,,,,,5.1062,4.7554,4.4035,7.8839,,,,,2.5017,,7.2293,3.0594,,1.7011,2.8156,2.4709,,1.8764,,,2.8501,1.8462,,4.2828,
2014/3/3,5.9045,4.8764,,,,,,,5.0719,4.6798,4.3684,7.7966,,,,,2.5175,,7.1897,3.0195,,1.7011,2.7933,2.4635,,1.8688,,,2.8353,1.8388,,4.169,
2014/3/4,5.8724,4.8764,,,,,,,5.0833,4.7205,4.5146,7.741,,,,,2.5207,,7.261,2.9956,,1.7084,2.7933,2.4709,,1.8688,,,2.8353,1.8388,,4.0877,
2014/3/5,5.7227,4.8107,,,,,,,4.9859,4.7322,4.4094,7.6457,,,,,2.4985,,7.1738,2.9158,,1.6938,2.7636,2.4561,,1.8611,,,2.8279,1.8315,,4.0471,
2014/3/6,5.7601,4.8436,,,,,,,5.0432,4.7845,4.5322,7.7251,,,,,2.5017,,7.2214,2.9318,,1.6938,2.7711,2.4635,,1.8534,,,2.8427,1.8388,,3.9414,
2014/3/7,5.7762,4.7669,,,,,,,5.0031,4.6972,4.538,7.6854,,,,,2.4795,,7.158,2.9238,,1.7011,2.7562,2.4635,,1.8534,,,2.8279,1.8315,,3.9739,
2014/3/10,5.5141,4.6518,,,,,,,4.8369,4.5226,4.3567,7.5187,,,,,2.3434,,6.8568,2.8281,,1.6719,2.7042,2.4117,,1.8152,,,2.791,1.8094,,3.9658,
2014/3/11,5.4767,4.6573,,,,,,,4.8484,4.5866,4.3626,7.5346,,,,,2.3497,,6.8568,2.8201,,1.6719,2.6968,2.3895,,1.8075,,,2.791,1.8094,,4.039,
2014/3/12,5.5355,4.7559,,,,,,,4.9057,4.6565,4.4152,7.6298,,,,,2.3687,,7.0312,2.9078,,1.6719,2.7042,2.3895,,1.8152,,,2.791,1.802,,4.4453,
2014/3/13,5.6478,4.8271,,,,,,,5.0661,4.7263,4.462,7.6775,,,,,2.3972,,7.1025,2.9397,,1.723,2.7488,2.4191,,1.8381,,,2.8205,1.8315,,4.3315,
2014/3/14,5.5194,4.7888,,,,,,,5.1521,4.6798,4.4094,7.5902,,,,,2.3687,,7.0787,2.8759,,1.723,2.7116,2.3969,,1.8228,,,2.8132,1.8167,,3.9739,
2014/3/17,5.5997,4.8162,,,,,,,5.1521,4.6914,4.3918,7.614,,,,,2.3845,,7.1183,2.8879,,1.7084,2.7265,2.4043,,1.8228,,,2.8205,1.8241,,3.7058,
2014/3/18,5.5515,4.7669,,,,,,,5.0948,4.6565,4.3158,7.614,,,,,2.3782,,7.0549,2.8719,,1.7084,2.7191,2.4117,,1.8152,,,2.8132,1.8167,,3.787,
2014/3/19,5.4767,4.7504,,,,,,,5.1865,4.6507,4.2281,7.5822,,,,,2.375,,6.9994,2.852,,1.7011,2.7116,2.4265,,1.8075,,,2.791,1.8167,,3.7383,
2014/3/20,5.4018,4.7176,,,,,,,5.1521,4.6216,4.2105,7.5108,,,,,2.356,,7.047,2.832,,1.7011,2.7042,2.4265,,1.7922,,,2.791,1.8094,,3.6245,
2014/3/21,5.7708,4.8764,,,,,,,5.6679,4.8369,4.4211,7.8125,,,,,2.4352,,7.5147,2.9677,,1.7522,2.8008,2.4709,,1.8534,,,2.8575,1.8609,,3.8195,
2014/3/24,5.7708,4.86,,,,,,,5.6163,4.866,4.4561,7.8125,,,,,2.4542,,7.594,3.0235,,1.7522,2.8379,2.5005,,1.8917,,,2.8722,1.8682,,3.8439,
2014/3/25,5.6692,4.8436,,,,,,,5.5876,4.802,4.3977,7.7728,,,,,2.4415,,7.4433,3.0036,,1.7522,2.8082,2.4857,,1.8688,,,2.8575,1.8682,,3.7464,
2014/3/26,5.7227,4.8217,,,,,,,5.4902,4.7671,4.4152,7.7807,,,,,2.432,,7.4275,2.9996,,1.7522,2.8082,2.5153,,1.8764,,,2.8722,1.8682,,3.722,
2014/3/27,5.7601,4.8271,,,,,,,5.5533,4.8427,4.5731,7.7728,,,,,2.4384,,7.5068,3.0075,,1.7522,2.8082,2.5005,,1.8764,,,2.8944,1.8829,,3.7952,
2014/3/28,5.7655,4.8436,,,,,,,5.5418,4.8195,4.5906,7.8283,,,,,2.4574,,7.594,3.0155,,1.7741,2.8379,2.5597,,1.8994,,,2.9461,1.8977,,3.7383,
2014/3/31,5.7601,4.8545,,,,,,,5.5705,4.9126,4.4795,7.7966,,,,,2.4542,,7.5464,3.0275,,1.7668,2.8082,2.5523,,1.8994,,,2.9534,1.905,,3.7627,
2014/4/1,5.7762,4.8819,,,,,,,5.5762,4.8835,4.4678,7.8442,,,,,2.4637,,7.4354,3.0315,,1.7668,2.8082,2.5523,,1.8994,,,2.9682,1.905,,3.787,
2014/4/2,5.835,4.9203,,,,,,,5.6965,4.9184,4.5556,7.9157,,,,,2.4859,,7.5226,3.0634,,1.7814,2.8231,2.5449,,1.9224,,,2.9682,1.9124,,3.8114,
2014/4/3,5.7601,4.8491,,,,,,,5.5418,4.8835,4.4971,7.8442,,,,,2.4669,,7.4354,3.0195,,1.7449,2.7785,2.5301,,1.8841,,,2.9165,1.8977,,3.7139,
2014/4/4,5.7708,4.8545,,,,,,,5.5762,4.965,4.5439,7.8998,,,,,2.4764,,7.594,3.0395,,1.7522,2.7933,2.5375,,1.9071,,,2.9461,1.9124,,3.7301,
2014/4/8,6.0329,5.0079,,,,,,,5.8112,5.1978,4.7602,8.13,,,,,2.527,,8.2043,3.1312,,1.7814,2.8602,2.5893,,1.953,,,2.9756,1.9418,,3.8358,
2014/4/9,5.9847,4.9751,,,,,,,5.7882,5.1803,4.7076,8.0824,,,,,2.5112,,8.1568,3.1232,,1.7887,2.8528,2.5745,,1.953,,,2.9756,1.9344,,3.8358,
2014/4/10,6.0757,5.0189,,,,,,,5.8627,5.1978,4.7368,8.265,,,,,2.5239,,8.1806,3.1472,,1.796,2.8825,2.6263,,1.9683,,,3.0125,1.9638,,3.8602,
2014/4/11,6.0971,5.0244,,,,,,,5.8742,5.1687,4.7135,8.2491,,,,,2.5524,,8.2519,3.1711,,1.8033,2.8899,2.6041,,1.9836,,,2.9977,1.9712,,4.1365,
2014/4/14,6.0329,4.9751,,,,,,,5.7997,5.093,4.6901,8.1856,,,,,2.5334,,8.1568,3.1352,,1.8033,2.8751,2.5893,,1.976,,,2.9904,1.9638,,4.0552,
2014/4/15,5.8671,4.8984,,,,,,,5.645,4.9533,4.5789,7.9871,,,,,2.4764,,7.911,3.0554,,1.7741,2.8156,2.5597,,1.9377,,,2.9534,1.9271,,3.9414,
2014/4/16,5.8778,4.9258,,,,,,,5.6736,4.9999,4.5614,8.0268,,,,,2.4859,,7.9507,3.0594,,1.7814,2.8156,2.5893,,1.9377,,,2.9682,1.9344,,3.9496,
2014/4/17,5.8296,4.9312,,,,,,,5.5934,4.9708,4.5614,8.0109,,,,,2.4827,,7.9427,3.0395,,1.7814,2.8082,2.5745,,1.9224,,,2.9461,1.9344,,3.8927,
2014/4/18,5.7762,4.9148,,,,,,,5.6048,4.9184,4.5965,7.9474,,,,,2.4764,,7.9903,3.0235,,1.7668,2.8082,2.5671,,1.9224,,,2.9387,1.9344,,3.8927,
2014/4/21,5.7173,4.8491,,,,,,,5.5647,4.8253,4.5088,7.8125,,,,,2.432,,7.8476,2.9756,,1.7522,2.7636,2.5449,,1.8917,,,2.9165,1.9124,,3.8195,
2014/4/22,5.9152,4.9367,,,,,,,5.6736,4.9242,4.6491,7.8919,,,,,2.4605,,8.1092,3.0115,,1.7595,2.7785,2.5523,,1.8994,,,2.9313,1.9344,,3.9821,
2014/4/23,6.0436,4.9148,,,,,,,5.6621,4.866,4.6374,7.8839,,,,,2.4542,,8.133,3.0036,,1.7668,2.7711,2.5449,,1.8917,,,2.9239,1.9197,,3.9252,
2014/4/24,6.0061,4.9641,,,,,,,5.6564,4.8835,4.6199,7.9315,,,,,2.4447,,8.1013,3.0036,,1.7522,2.7711,2.5301,,1.8917,,,2.9239,1.9124,,3.9333,
2014/4/25,6.0168,4.9641,,,,,,,5.6392,4.9301,4.5731,7.9951,,,,,2.4447,,8.1013,3.0075,,1.7595,2.7711,2.5523,,1.8994,,,2.9313,1.9197,,4.0065,
2014/4/28,5.8992,4.8929,,,,,,,5.5418,5.0348,4.6023,7.9871,,,,,2.4415,,7.9031,3.0315,,1.7668,2.7562,2.5597,,1.8917,,,2.9387,1.9271,,3.9414,
2014/4/29,5.9687,4.9422,,,,,,,5.6163,5.0115,4.6374,8.0268,,,,,2.4637,,8.0299,3.0395,,1.7741,2.7562,2.5523,,1.8764,,,2.9387,1.9197,,3.9739,
2014/4/30,5.958,4.9203,,,,,,,5.5991,4.9417,4.6023,7.9633,,,,,2.47,,8.0616,3.0395,,1.7668,2.7562,2.5449,,1.8841,,,2.9239,1.9124,,3.9089,
2014/5/5,5.8778,4.9258,,,,,,,5.5819,4.8893,4.538,7.8919,,,,,2.4764,,7.9427,2.9956,,1.7449,2.7562,2.5301,,1.8611,,,2.9165,1.9124,,3.8358,
2014/5/6,5.8564,4.9422,,,,,,,5.559,4.8893,4.5263,7.8363,,,,,2.4764,,7.8952,2.9916,,1.7449,2.7636,2.5153,,1.8611,,,2.9091,1.905,,3.7952,
2014/5/7,5.8029,4.9148,,,,,,,5.5361,4.8427,4.5029,7.8283,,,,,2.4669,,7.7763,2.9756,,1.7376,2.7562,2.5301,,1.8611,,,2.9091,1.9124,,3.657,
2014/5/8,5.8457,4.9367,,,,,,,5.5876,4.8253,4.4854,7.8522,,,,,2.4827,,7.7921,2.9796,,1.7449,2.7562,2.5375,,1.8611,,,2.9239,1.9197,,3.6895,
2014/5/9,5.9099,4.986,,,,,,,5.5934,4.8195,4.4737,7.868,,,,,2.4859,,7.8238,2.9716,,1.7522,2.7636,2.5523,,1.8611,,,2.9313,1.9197,,3.6651,
2014/5/12,6.065,5.0463,,,,,,,5.6908,4.8835,4.5263,7.9633,,,,,2.5207,,7.9427,3.0235,,1.7668,2.7933,2.5745,,1.8841,,,2.9534,1.9418,,3.722,
2014/5/13,6.0061,4.997,,,,,,,5.6736,4.8951,4.5029,7.9315,,,,,2.508,,7.911,3.0155,,1.7741,2.7933,2.5597,,1.8841,,,2.9387,1.9491,,3.6895,
2014/5/14,6.0489,5.0079,,,,,,,5.622,4.8777,4.4912,7.9315,,,,,2.508,,7.9348,3.0355,,1.7741,2.8008,2.5523,,1.8841,,,2.9313,1.9491,,3.6814,
2014/5/15,5.9847,4.9696,,,,,,,5.5762,4.8544,4.4737,7.9236,,,,,2.4859,,7.9031,3.0155,,1.7814,2.8008,2.5671,,1.8917,,,2.9461,1.9491,,3.6489,
2014/5/16,6.0275,4.9751,,,,,,,5.5876,4.9359,4.4912,7.9633,,,,,2.4922,,7.9031,3.0474,,1.7887,2.8008,2.5745,,1.8917,,,2.9534,1.9491,,3.5026,
2014/5/19,6.0275,4.9148,,,,,,,5.4558,4.8486,4.3392,7.8283,,,,,2.4637,,7.6812,3.0235,,1.7814,2.7785,2.5597,,1.8688,,,2.9461,1.9491,,3.4051,
2014/5/20,6.0115,4.9148,,,,,,,5.473,4.8486,4.3099,7.8442,,,,,2.4732,,7.6653,3.0275,,1.7887,2.7933,2.5671,,1.8764,,,2.9461,1.9491,,3.4051,
2014/5/21,6.0596,4.9641,,,,,,,5.5017,4.866,4.3275,7.8998,,,,,2.5049,,7.7525,3.0275,,1.796,2.8156,2.5819,,1.8917,,,2.9534,1.9565,,3.4701,
2014/5/22,6.0917,4.9477,,,,,,,5.5017,4.8544,4.3333,7.9077,,,,,2.4985,,7.7604,3.0554,,1.796,2.8156,2.5893,,1.8917,,,2.9608,1.9638,,3.462,
2014/5/23,6.1933,4.9751,,,,,,,5.559,4.8951,4.3626,7.9951,,,,,2.5175,,7.8318,3.0833,,1.8033,2.8305,2.6041,,1.8994,,,2.9682,1.9712,,3.4863,
2014/5/26,6.1933,4.986,,,,,,,5.5819,4.8893,4.3801,8.003,,,,,2.5207,,7.8397,3.1113,,1.796,2.8231,2.5967,,1.8994,,,2.9682,1.9786,,3.4701,
2014/5/27,6.1933,4.9696,,,,,,,5.5361,4.8486,4.3509,8.0268,,,,,2.5175,,7.7842,3.1192,,1.8033,2.8231,2.6115,,1.8994,,,2.9682,1.9712,,3.462,
2014/5/28,6.204,4.997,,,,,,,5.5475,4.8602,4.3567,8.0983,,,,,2.5239,,7.8793,3.1432,,1.8106,2.8379,2.6411,,1.9071,,,2.9977,1.9786,,3.4782,
2014/5/29,6.1505,4.9696,,,,,,,5.5131,4.8195,4.3392,8.0586,,,,,2.5049,,7.8159,3.1432,,1.8179,2.8379,2.6411,,1.8917,,,2.9904,1.9786,,3.4376,
2014/5/30,6.1505,4.9641,,,,,,,5.4845,4.8078,4.3567,8.0586,,,,,2.508,,7.7921,3.1312,,1.8179,2.8305,2.6337,,1.8917,,,2.9756,1.9638,,3.4295,
2014/6/3,6.1559,4.9477,,,,,,,5.4673,4.7729,4.3509,8.0824,,,,,2.5049,,7.7684,3.1272,,1.8325,2.8379,2.6485,,1.8994,,,2.9904,2.0006,,3.4376,
2014/6/4,6.0596,4.8819,,,,,,,5.4157,4.6972,4.3275,8.0189,,,,,2.4859,,7.7049,3.0993,,1.8106,2.8231,2.6411,,1.8841,,,2.9682,2.0006,,3.5351,
2014/6/5,6.1131,4.9477,,,,,,,5.5131,4.7438,4.3626,8.0665,,,,,2.5112,,7.808,3.1671,,1.8398,2.8453,2.6855,,1.8994,,,3.0051,2.008,,3.527,
2014/6/6,6.0864,4.9258,,,,,,,5.4501,4.7147,4.3275,7.9395,,,,,2.4985,,7.7129,3.1591,,1.8325,2.8156,2.6707,,1.8917,,,2.9904,1.9859,,3.4863,
2014/6/9,6.1398,4.9148,,,,,,,5.4673,4.738,4.3158,7.9395,,,,,2.4954,,7.7604,3.1472,,1.8398,2.8305,2.7076,,1.8994,,,3.0199,2.0006,,3.4782,
2014/6/10,6.2843,4.9641,,,,,,,5.5189,4.7671,4.3567,8.0586,,,,,2.5144,,7.8793,3.1751,,1.8617,2.8602,2.7594,,1.9147,,,3.0494,2.0153,,3.527,
2014/6/11,6.3003,4.9915,,,,,,,5.496,4.7322,4.3158,8.0348,,,,,2.5175,,7.8476,3.187,,1.8617,2.8528,2.752,,1.9071,,,3.0494,2.0153,,3.5189,
2014/6/12,6.3198,4.9915,,,,,,,5.4673,4.738,4.2924,7.9951,,,,,2.4922,,7.8318,3.1831,,1.8617,2.8528,2.7446,,1.9147,,,3.0494,2.03,,3.4945,
2014/6/13,6.5867,5.0353,,,,,,,5.5762,4.8195,4.3567,8.1142,,,,,2.5175,,8.0141,3.2269,,1.8836,2.8825,2.7668,,1.9454,,,3.0716,2.0595,,3.5676,
2014/6/16,6.5932,5.0627,,,,,,,5.622,4.8718,4.4912,8.2491,,,,,2.5429,,8.1409,3.2309,,1.8836,2.9122,2.7964,,1.976,,,3.0937,2.0668,,3.6001,
2014/6/17,6.5346,5.0025,,,,,,,5.5762,4.8136,4.4561,8.1936,,,,,2.5302,,8.022,3.191,,1.8763,2.8825,2.7594,,1.953,,,3.0642,2.0448,,3.5595,
2014/6/18,6.4175,4.9751,,,,,,,5.5762,4.802,4.4795,8.138,,,,,2.508,,7.9586,3.1551,,1.8398,2.8602,2.7668,,1.9147,,,3.0568,2.03,,3.5026,
2014/6/19,6.3654,4.9422,,,,,,,5.5246,4.7496,4.462,8.0903,,,,,2.4859,,7.8238,3.1432,,1.8179,2.8379,2.7446,,1.8994,,,3.0347,2.0006,,3.4376,
2014/6/20,6.4109,4.9641,,,,,,,5.559,4.802,4.5088,8.1062,,,,,2.4954,,7.9031,3.1711,,1.8325,2.8528,2.7446,,1.9147,,,3.0568,2.0227,,3.4782,
2014/6/23,6.3589,4.9806,,,,,,,5.5361,4.7496,4.462,8.0189,,,,,2.4985,,7.8476,3.1711,,1.8252,2.8676,2.7128,,1.9224,,,3.042,2.008,,3.4538,
2014/6/24,6.3784,4.997,,,,,,,5.5607,4.7496,4.4444,8.0824,,,,,2.5112,,7.8714,3.191,,1.8252,2.8751,2.7208,,1.9377,,,3.042,2.0227,,3.4538,
2014/6/25,6.3589,4.9751,,,,,,,5.5238,4.738,4.4444,8.0506,,,,,2.5112,,7.8159,3.211,,1.8325,2.8602,2.6889,,1.93,,,3.0273,2.0374,,3.4538,
2014/6/26,6.3914,4.997,,,,,,,5.5299,4.7554,4.4444,8.13,,,,,2.5239,,7.8714,3.203,,1.8471,2.8676,2.6969,,1.9377,,,3.0347,2.0374,,3.4701,
2014/6/27,6.3914,5.0134,,,,,,,5.5176,4.7438,4.4018,8.0824,,,,,2.5175,,7.8793,3.191,,1.8398,2.8751,2.6969,,1.9377,,,3.0347,2.0136,,3.462,
2014/6/30,6.45,5.0408,,,,,,,5.5668,4.7729,4.416,8.13,,,,,2.5334,,7.9507,3.215,,1.8398,2.8825,2.6969,,1.9454,,,3.0494,2.0215,,3.4701,
2014/7/1,6.4175,5.0134,,,,,,,5.573,4.7613,4.416,8.1221,,,,,2.5239,,7.9348,3.2269,,1.8471,2.8825,2.6969,,1.953,,,3.0494,2.0295,,3.462,
2014/7/2,6.437,5.0244,,,,,,,5.573,4.7554,4.4302,8.1459,,,,,2.527,,7.9745,3.2309,,1.8398,2.8974,2.7128,,1.9454,,,3.0494,2.0453,,3.4701,
2014/7/3,6.4825,5.0353,,,,,,,5.5791,4.7729,4.4516,8.2094,,,,,2.5397,,7.9665,3.2588,,1.8556,2.8974,2.7208,,1.953,,,3.079,2.0533,,3.5189,
2014/7/4,6.45,5.0189,,,,,,,5.5791,4.7904,4.4302,8.2094,,,,,2.5334,,7.9427,3.2708,,1.8556,2.9196,2.7208,,1.9607,,,3.0937,2.0533,,3.5026,
2014/7/7,6.4175,5.0299,,,,,,,5.5668,4.7787,4.416,8.1936,,,,,2.5302,,7.9507,3.2788,,1.8634,2.9419,2.7446,,1.9607,,,3.1011,2.0453,,3.4945,
2014/7/8,6.463,5.0353,,,,,,,5.5668,4.7787,4.4089,8.2332,,,,,2.5365,,7.911,3.2868,,1.8634,2.9419,2.7605,,1.9607,,,3.1159,2.0453,,3.527,
2014/7/9,6.2808,4.9751,,,,,,,5.4869,4.7263,4.3449,8.13,,,,,2.5049,,7.7842,3.219,,1.8477,2.9048,2.7208,,1.9377,,,3.1011,2.0295,,3.4457,
2014/7/10,6.2938,4.986,,,,,,,5.4869,4.6956,4.3022,8.1459,,,,,2.508,,7.7684,3.2429,,1.8556,2.8974,2.7446,,1.9454,,,3.0773,2.0136,,3.4376,
2014/7/11,6.2938,4.986,,,,,,,5.4992,4.7202,4.3022,8.1882,,,,,2.508,,7.7921,3.2828,,1.8477,2.9133,2.7367,,1.9377,,,3.1011,2.0215,,3.4538,
2014/7/14,6.3263,5.0376,,,,,,,5.5361,4.7571,4.3022,8.2389,,,,,2.5207,,7.808,3.2947,,1.8556,2.9212,2.7446,,1.953,,,3.1011,2.0295,,3.5026,
2014/7/15,6.3263,5.0663,,,,,,,5.5422,4.7571,4.288,8.2642,,,,,2.527,,7.8714,3.2668,,1.8634,2.9372,2.7605,,1.9607,,,3.125,2.0374,,3.5026,
2014/7/16,6.2547,5.0548,,,,,,,5.5484,4.7878,4.2951,8.2727,,,,,2.527,,7.8555,3.2748,,1.8634,2.969,2.7526,,1.9607,,,3.125,2.0374,,3.5026,
2014/7/17,6.2417,5.0491,,,,,,,5.5299,4.7694,4.2738,8.2304,,,,,2.5239,,7.8238,3.3237,,1.8634,2.9451,2.7446,,1.9607,,,3.1091,2.0374,,3.494,
2014/7/18,6.2482,5.0548,,,,,,,5.5484,4.7878,4.2738,8.2727,,,,,2.5365,,7.907,3.314,,1.8556,2.9531,2.7446,,1.9607,,,3.1011,2.0374,,3.494,
2014/7/21,6.2157,5.0204,,,,,,,5.5238,4.7939,4.2311,8.2896,,,,,2.546,,7.882,3.2846,,1.8556,2.9372,2.7208,,1.9771,,,3.1011,2.0374,,3.4595,
