ÈÕÆÚ,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH
2015/12/8,9.421,10.7217,,,,,,,12.94,8.4793,6.2997,15.2686,,,,,6.1125,,13.8029,5.9329,,2.6389,5.3186,3.8482,,3.6314,,,4.773,3.3455,,6.4358,
2015/12/9,9.4447,10.6163,,,,,,,12.3799,8.5247,6.3069,15.2423,,,,,6.1575,,13.8628,6.0827,,2.6553,5.3434,3.8815,,3.6483,,,4.8228,3.3867,,6.4703,
2015/12/10,9.421,10.4827,,,,,,,12.4057,8.4262,6.2997,15.1284,,,,,6.0986,,13.7687,6.0288,,2.6553,5.3268,3.8399,,3.6229,,,4.7979,3.3537,,6.3409,
2015/12/11,9.3186,10.2929,,,,,,,11.9743,8.4035,6.3069,14.8304,,,,,5.9497,,13.6489,6.0827,,2.6553,5.3186,3.8232,,3.5974,,,4.7398,3.329,,6.2719,
2015/12/14,9.5077,10.8131,,,,,,,11.8778,8.6157,6.3721,14.9531,,,,,6.1575,,13.8971,6.2205,,2.6964,5.492,3.8732,,3.6738,,,4.8311,3.3785,,6.5307,
2015/12/15,9.3895,10.539,,,,,,,11.7876,8.4944,6.2925,14.9268,,,,,5.9982,,13.7601,6.0887,,2.6636,5.4177,3.8316,,3.5889,,,4.7647,3.329,,6.3064,
2015/12/16,9.3659,10.4827,,,,,,,11.7039,8.4717,6.278,14.8654,,,,,6.0155,,13.7773,6.0108,,2.6636,5.3764,3.8232,,3.5974,,,4.7647,3.329,,6.2633,
2015/12/17,9.5077,10.7358,,,,,,,11.9035,8.5475,6.3287,14.9882,,,,,6.0952,,13.8457,6.0947,,2.6882,5.4259,3.8482,,3.6229,,,4.7979,3.3537,,6.4186,
2015/12/18,9.6337,10.8975,,,,,,,12.1095,8.699,6.5676,15.3563,,,,,6.199,,14.0254,6.1306,,2.6964,5.459,3.8482,,3.6483,,,4.8311,3.362,,6.4272,
2015/12/21,9.8543,11.3756,,,,,,,12.322,9.0779,7.2193,15.9786,,,,,6.3826,,14.4276,6.2805,,2.7211,5.525,3.9065,,3.7332,,,4.9141,3.3949,,6.5566,
2015/12/22,9.7913,11.2842,,,,,,,12.1675,8.9794,6.9369,16.0137,,,,,6.4311,,14.7014,6.2265,,2.7211,5.4755,3.8899,,3.6908,,,4.8809,3.3702,,6.4703,
2015/12/23,9.8306,11.4248,,,,,,,12.1546,9.0779,6.8935,15.9435,,,,,6.4588,,14.7442,6.2864,,2.7129,5.492,3.8899,,3.7077,,,4.8975,3.362,,6.6515,
2015/12/24,9.7204,11.6357,,,,,,,12.2576,9.0779,6.7993,15.8997,,,,,6.5731,,14.7785,6.5861,,2.6964,5.5333,3.8732,,3.6738,,,4.8975,3.3455,,6.5997,
2015/12/25,9.7755,11.6428,,,,,,,12.4379,9.0703,6.8355,16.0662,,,,,6.5696,,14.9239,6.5801,,2.6882,5.492,3.8732,,3.6823,,,4.8975,3.3455,,6.5911,
2015/12/28,9.4368,11.0662,,,,,,,12.0387,8.6687,6.6183,15.6368,,,,,6.2406,,14.5132,6.2625,,2.6307,5.3434,3.8232,,3.5805,,,4.7979,3.3125,,6.2633,
2015/12/29,9.5234,11.2069,,,,,,,12.0645,8.9415,6.669,15.7244,,,,,6.2856,,14.7956,6.4063,,2.6636,5.3599,3.8399,,3.6144,,,4.8145,3.329,,6.3064,
2015/12/30,9.5313,11.0873,,,,,,,11.955,9.0324,6.8283,16.0049,,,,,6.1956,,14.7528,6.3703,,2.6553,5.3351,3.8399,,3.6144,,,4.8062,3.3208,,6.315,
2015/12/31,9.4447,10.9045,,,,,,,11.7619,9.1991,6.9804,15.7682,,,,,6.1298,,14.6073,6.3104,,2.6553,5.3186,3.8149,,3.5974,,,4.7979,3.3043,,6.2288,
2016/1/4,8.9248,10.1171,,,,,,,11.4593,8.6611,6.5387,15.1459,,,,,5.7142,,14.0596,6.0048,,2.5649,5.013,3.7066,,3.4447,,,4.6485,3.1889,,5.8319,
2016/1/5,8.9799,10.2507,,,,,,,11.5623,8.7066,6.6038,15.1021,,,,,5.7454,,14.2565,6.0407,,2.5978,5.0873,3.7233,,3.4617,,,4.6319,3.1807,,5.8319,
2016/1/6,9.0823,10.4757,,,,,,,11.6524,8.7218,6.6255,15.1722,,,,,5.8077,,14.3335,6.1606,,2.6142,5.1286,3.7566,,3.5041,,,4.6817,3.2054,,5.9009,
2016/1/7,8.6176,9.7445,,,,,,,11.2726,8.1307,6.2273,14.6113,,,,,5.4198,,13.9741,5.9089,,2.5567,4.9056,3.69,,3.3599,,,4.5572,3.123,,5.5127,
2016/1/8,8.7594,9.9554,,,,,,,11.2597,8.2065,6.2997,14.734,,,,,5.6034,,14.0682,6.1366,,2.5978,4.98,3.715,,3.4193,,,4.5987,3.1313,,5.6335,
2016/1/11,8.4758,9.407,,,,,,,10.9765,7.8352,6.1259,14.0591,,,,,5.3367,,13.5205,6.0647,,2.5402,4.79,3.5983,,3.275,,,4.3994,3.0076,,5.6076,
2016/1/12,8.5152,9.4703,,,,,,,11.234,7.8352,6.1332,14.0065,,,,,5.3679,,13.512,5.9748,,2.5731,4.7983,3.5983,,3.292,,,4.3745,2.9912,,5.6249,
2016/1/13,8.4364,9.3086,,,,,,,11.1954,7.6306,6.1187,13.9101,,,,,5.2744,,13.435,5.9628,,2.5649,4.7487,3.5817,,3.2496,,,4.3164,2.95,,5.4092,
2016/1/14,8.4837,9.4914,,,,,,,11.5366,7.6912,6.1476,13.9276,,,,,5.354,,13.4178,5.9928,,2.5649,4.757,3.59,,3.2496,,,4.3247,2.9582,,5.4523,
2016/1/15,8.2395,9.2805,,,,,,,11.3177,7.4487,6.1332,13.5682,,,,,5.4337,,13.2039,5.9688,,2.5238,4.5918,3.5234,,3.1393,,,4.2251,2.8676,,5.2021,
2016/1/18,8.2001,9.2383,,,,,,,11.3821,7.5397,6.1476,13.5156,,,,,5.4614,,13.0927,5.9449,,2.5238,4.5588,3.4901,,3.1138,,,4.1836,2.8511,,5.2021,
2016/1/19,8.4364,9.4633,,,,,,,11.44,7.6912,6.1983,13.7698,,,,,5.5826,,13.2638,6.0527,,2.5567,4.6496,3.54,,3.1732,,,4.2749,2.9088,,5.3402,
2016/1/20,8.3025,9.3156,,,,,,,11.1052,7.5397,6.2128,13.6033,,,,,5.4441,,12.9558,5.9269,,2.5567,4.5836,3.515,,3.1308,,,4.2251,2.8593,,5.2453,
2016/1/21,8.1292,9.2102,,,,,,,10.6739,7.4411,6.1259,13.4105,,,,,5.3229,,12.8017,5.8789,,2.5402,4.5257,3.4817,,3.1223,,,4.1753,2.8264,,5.297,
2016/1/22,8.1922,9.175,,,,,,,10.9572,7.5245,6.1549,13.3929,,,,,5.3194,,12.8531,5.9269,,2.5567,4.5588,3.515,,3.1477,,,4.1919,2.8428,,5.2798,
2016/1/25,8.1686,9.175,,,,,,,10.9636,7.5093,6.1621,13.5682,,,,,5.3021,,12.8616,5.9688,,2.5485,4.5588,3.5234,,3.1477,,,4.2085,2.8346,,5.228,
2016/1/26,7.7747,8.5493,,,,,,,10.7254,7.1229,6.0535,13.0248,,,,,5.0077,,12.3653,5.7351,,2.4251,4.3193,3.3984,,2.9865,,,4.0425,2.6698,,4.9002,
2016/1/27,7.7826,8.6126,,,,,,,10.7383,7.1759,6.1621,13.1475,,,,,5.0562,,12.3995,5.5433,,2.4251,4.3358,3.4234,,2.995,,,4.0093,2.6533,,4.8312,
2016/1/28,7.6329,8.247,,,,,,,10.6739,7.0244,6.1766,12.9021,,,,,4.9073,,12.2027,5.3695,,2.3923,4.311,3.3734,,2.9356,,,3.9429,2.6039,,4.6931,
2016/1/29,7.8771,8.5282,,,,,,,10.8799,7.2214,6.22,13.1387,,,,,5.0631,,12.3739,5.5913,,2.458,4.4184,3.4151,,3.029,,,3.9927,2.6533,,4.788,
2016/2/1,7.7196,8.3805,,,,,,,10.6224,7.0547,6.1549,12.9021,,,,,4.9766,,12.2369,5.5853,,2.4169,4.2945,3.3568,,2.9526,,,3.9014,2.6121,,4.7104,
2016/2/2,7.8377,8.4579,,,,,,,10.7898,7.1835,6.1476,13.016,,,,,5.0527,,12.3567,5.6572,,2.4334,4.3358,3.3734,,2.9781,,,3.9263,2.6368,,4.7967,
2016/2/3,7.759,8.3805,,,,,,,10.6932,7.138,6.1114,12.8583,,,,,5.0181,,12.2113,5.6512,,2.4005,4.2697,3.3401,,2.9611,,,3.8848,2.6121,,4.7363,
2016/2/4,7.8377,8.5352,,,,,,,11.1374,7.2214,6.1259,13.0423,,,,,5.0943,,12.3054,5.7531,,2.4087,4.3028,3.3485,,2.9865,,,3.9097,2.6286,,4.8053,
2016/2/5,7.8141,8.4579,,,,,,,11.8327,7.1987,6.1042,13.0248,,,,,5.0458,,12.3396,5.7231,,2.4005,4.2945,3.3401,,2.9696,,,3.8931,2.6204,,4.7622,
2016/2/15,7.7117,8.3665,,,,,,,11.8778,7.0471,6.1259,12.8495,,,,,4.9973,,12.2027,5.6033,,2.3758,4.2532,3.3068,,2.9356,,,3.835,2.5792,,4.6759,
2016/2/16,7.885,8.6899,,,,,,,11.8778,7.2517,6.2128,13.0949,,,,,5.1462,,12.4509,5.6932,,2.4169,4.3606,3.3734,,3.012,,,3.9263,2.6616,,4.8398,
2016/2/17,7.9953,8.8235,,,,,,,11.8778,7.3048,6.1983,13.1738,,,,,5.2848,,12.4765,5.7051,,2.4416,4.3606,3.3651,,3.0205,,,3.9263,2.6698,,4.8743,
2016/2/18,7.948,8.7743,,,,,,,11.8778,7.2669,6.22,13.0599,,,,,5.2744,,12.4252,5.6932,,2.4416,4.3523,3.3818,,3.029,,,3.918,2.6616,,4.8571,
2016/2/19,7.9086,8.6758,,,,,,,11.8778,7.229,6.1621,12.9284,,,,,5.2086,,12.3482,5.5673,,2.4251,4.3606,3.3485,,3.012,,,3.8931,2.6533,,4.8398,
2016/2/22,8.1056,9.1891,,,,,,,11.8778,7.4411,6.2273,13.1563,,,,,5.3852,,12.6135,5.6752,,2.4663,4.4514,3.3984,,3.0714,,,3.9678,2.711,,5.0037,
2016/2/23,7.9716,8.9922,,,,,,,11.8778,7.3275,6.1332,12.9985,,,,,5.3333,,12.4252,5.6272,,2.4498,4.3936,3.3734,,3.012,,,3.9263,2.6698,,4.8916,
2016/2/24,7.9953,9.0063,,,,,,,11.8778,7.3502,6.1549,12.981,,,,,5.3506,,12.468,5.6812,,2.4498,4.3936,3.3734,,3.0205,,,3.9263,2.6698,,4.9174,
2016/2/25,7.6172,8.5071,,,,,,,11.8778,6.9789,5.9449,12.4901,,,,,5.025,,12.0658,5.5433,,2.4005,4.1954,3.3401,,2.8678,,,3.7935,2.5709,,4.8312,
2016/2/26,7.7117,8.5493,,,,,,,11.8778,7.0698,6.069,12.6654,,,,,5.0839,,12.1856,5.6272,,2.4334,4.2615,3.3485,,2.9102,,,3.835,2.5956,,4.8139,
2016/2/29,7.5305,8.4016,,,,,,,11.8778,7.0547,6.1713,12.7618,,,,,5.0527,,12.1343,5.7591,,2.458,4.2697,3.3568,,2.8847,,,3.7603,2.6121,,4.6414,
2016/3/1,7.6408,8.5633,,,,,,,11.8778,7.1153,6.1567,12.8407,,,,,5.1255,,12.1343,5.7831,,2.458,4.278,3.3568,,2.9017,,,3.7935,2.6368,,4.6673,
2016/3/2,7.9559,8.9289,,,,,,,11.8778,7.3578,6.2516,13.1124,,,,,5.2952,,12.5108,5.8969,,2.5074,4.3854,3.4234,,2.9781,,,3.9014,2.6863,,4.8484,
2016/3/3,7.9638,9.0906,,,,,,,11.8778,7.4184,6.3539,13.279,,,,,5.4129,,12.6135,5.9628,,2.532,4.4019,3.4401,,3.012,,,3.9097,2.7028,,4.8743,
2016/3/4,8.1922,9.2523,,,,,,,11.8778,7.7821,6.814,13.9977,,,,,5.5133,,13.1697,6.2505,,2.6307,4.567,3.59,,3.1647,,,4.0176,2.8016,,5.1331,
2016/3/7,8.1449,9.3508,,,,,,,11.8778,7.6609,6.6971,13.8312,,,,,5.5618,,12.9386,6.1246,,2.6142,4.5423,3.5734,,3.1393,,,3.9927,2.7934,,5.0814,
2016/3/8,8.0977,9.3367,,,,,,,11.8778,7.7291,6.7848,13.9889,,,,,5.5133,,13.1012,6.2325,,2.6142,4.5588,3.6067,,3.1562,,,3.9761,2.8016,,5.1072,
2016/3/9,8.011,9.2523,,,,,,,11.8778,7.7897,6.8213,14.0678,,,,,5.4302,,13.1526,6.3344,,2.6389,4.567,3.6733,,3.1647,,,3.9595,2.8264,,5.0814,
2016/3/10,7.9953,9.2172,,,,,,,11.8778,7.5851,6.6095,13.726,,,,,5.3471,,12.8616,6.0827,,2.5896,4.4597,3.5983,,3.0884,,,3.9512,2.7604,,4.9692,
2016/3/11,8.0032,9.2523,,,,,,,10.925,7.6609,6.6606,13.8136,,,,,5.3956,,12.9814,6.1366,,2.6224,4.534,3.615,,3.1223,,,3.9512,2.8016,,4.9951,
2016/3/14,8.0819,9.3508,,,,,,,10.8542,7.6382,6.5949,13.7786,,,,,5.3991,,12.8274,5.9868,,2.6224,4.534,3.5817,,3.1223,,,3.9844,2.8016,,5.021,
2016/3/15,8.1292,9.2805,,,,,,,10.9572,7.6836,6.6971,13.9013,,,,,5.4787,,13.1526,6.1906,,2.6224,4.6496,3.5484,,3.1223,,,3.9927,2.7852,,5.1159,
2016/3/16,8.1528,9.2102,,,,,,,11.6074,7.7746,6.8943,14.3921,,,,,5.4856,,13.4521,6.2924,,2.6718,4.7652,3.5983,,3.1817,,,4.0342,2.8346,,5.1331,
2016/3/17,8.208,9.2172,,,,,,,11.3949,7.767,6.719,14.2256,,,,,5.4164,,13.2039,6.1546,,2.6389,4.724,3.5734,,3.1732,,,4.0425,2.8264,,5.1763,
2016/3/18,8.3025,9.3859,,,,,,,11.4851,7.8124,6.6679,14.173,,,,,5.5168,,13.1868,6.1426,,2.6471,4.6744,3.5817,,3.1732,,,4.0342,2.8264,,5.1763,
2016/3/21,8.5073,9.7234,,,,,,,11.6267,7.8428,6.719,14.2168,,,,,5.6484,,13.2895,6.1846,,2.6389,4.6661,3.59,,3.1817,,,4.0674,2.8264,,5.2539,
2016/3/22,8.4443,9.7375,,,,,,,11.6846,7.8352,6.7117,14.1905,,,,,5.6068,,13.2638,6.1366,,2.6142,4.6331,3.5734,,3.1902,,,4.0591,2.8016,,5.3229,
2016/3/23,8.4285,9.639,,,,,,,11.6718,7.7746,6.6898,14.1818,,,,,5.5861,,13.2553,6.1187,,2.6142,4.6166,3.5817,,3.1732,,,4.0508,2.7934,,5.2712,
2016/3/24,8.2867,9.407,,,,,,,11.4078,7.6533,6.6387,14.1204,,,,,5.4856,,13.1611,6.0467,,2.5978,4.5505,3.5484,,3.1223,,,4.0093,2.7604,,5.1763,
2016/3/25,8.3419,9.4844,,,,,,,11.4207,7.6836,6.6387,14.1379,,,,,5.4787,,13.2381,6.0407,,2.5978,4.5505,3.565,,3.1393,,,4.0176,2.7687,,5.159,
2016/3/28,8.2552,9.3226,,,,,,,11.234,7.6382,6.5219,13.8925,,,,,5.4441,,13.1269,5.9748,,2.5896,4.5423,3.5817,,3.1223,,,4.001,2.7604,,5.09,
2016/3/29,8.2158,9.2242,,,,,,,11.234,7.57,6.5292,13.8399,,,,,5.4475,,13.0927,5.9928,,2.5896,4.5092,3.54,,3.1138,,,3.9927,2.7522,,5.09,
2016/3/30,8.4285,9.5125,,,,,,,11.5044,7.7139,6.6752,14.2344,,,,,5.593,,13.3237,6.0767,,2.6307,4.6083,3.5983,,3.1817,,,4.0674,2.8016,,5.2453,
2016/3/31,8.3813,9.4703,,,,,,,11.543,7.6988,6.6533,14.1029,,,,,5.5757,,13.2895,6.0407,,2.6307,4.6001,3.5734,,3.1817,,,4.0259,2.8016,,5.2366,
2016/4/1,8.397,9.4351,,,,,,,11.7039,7.7518,6.7483,14.2607,,,,,5.5965,,13.3579,6.0108,,2.6307,4.6496,3.5817,,3.2071,,,4.0176,2.8099,,5.2539,
2016/4/5,8.4285,9.5617,,,,,,,11.6975,7.7746,6.7336,14.322,,,,,5.6311,,13.4007,6.0108,,2.6389,4.6661,3.5983,,3.2156,,,4.0259,2.8264,,5.2712,
2016/4/6,8.4443,9.5547,,,,,,,11.5623,7.7594,6.6095,14.2519,,,,,5.5791,,13.3066,5.9748,,2.6142,4.6249,3.5734,,3.1987,,,4.0093,2.8181,,5.2108,
2016/4/7,8.3419,9.3719,,,,,,,11.3885,7.6988,6.5657,14.1117,,,,,5.4995,,13.2125,5.9209,,2.5978,4.567,3.5484,,3.1647,,,3.9678,2.7852,,5.1417,
2016/4/8,8.3261,9.4703,,,,,,,11.3306,7.6988,6.5657,14.1642,,,,,5.5168,,13.1782,5.9628,,2.5978,4.5588,3.5484,,3.1562,,,3.9512,2.7687,,5.1504,
2016/4/11,8.4443,9.4914,,,,,,,11.3756,7.767,6.5803,14.2957,,,,,5.5549,,13.3579,5.9988,,2.606,4.5918,3.5734,,3.1817,,,3.9844,2.7934,,5.2021,
2016/4/12,8.4049,9.4422,,,,,,,11.3434,7.7442,6.5949,14.2782,,,,,5.5341,,13.3494,5.9988,,2.5978,4.5588,3.565,,3.1732,,,3.9678,2.7934,,5.1763,
2016/4/13,8.5152,9.5758,,,,,,,11.4207,7.8049,6.6533,14.4447,,,,,5.5791,,13.4007,6.0288,,2.6224,4.6001,3.5983,,3.2071,,,4.001,2.8181,,5.2798,
2016/4/14,8.5388,9.6109,,,,,,,11.4593,7.82,6.6533,14.4272,,,,,5.6068,,13.4093,6.1187,,2.6224,4.6166,3.59,,3.2156,,,4.0093,2.8181,,5.2798,
2016/4/15,8.5703,9.7796,,,,,,,11.5173,7.8503,6.7263,14.8391,,,,,5.6761,,13.5548,6.1426,,2.6142,4.6166,3.5817,,3.2071,,,4.0093,2.8181,,5.297,
2016/4/18,8.4522,9.5687,,,,,,,11.4657,7.7442,6.7117,14.9531,,,,,5.5688,,13.5804,6.0647,,2.5978,4.5588,3.5734,,3.1647,,,3.9678,2.7934,,5.2021,
2016/4/19,8.4837,9.6531,,,,,,,11.5237,7.7442,6.719,14.9969,,,,,5.5826,,13.5804,6.1067,,2.5978,4.5588,3.5734,,3.1562,,,3.9678,2.7852,,5.1676,
2016/4/20,8.2867,9.4562,,,,,,,11.5623,7.7367,6.8067,15.1897,,,,,5.5376,,13.589,6.1726,,2.5813,4.5588,3.5734,,3.1308,,,3.9014,2.7687,,5.0814,
2016/4/21,8.2789,9.4281,,,,,,,11.6653,7.6761,6.7921,15.5053,,,,,5.5203,,13.7345,6.1067,,2.5567,4.4927,3.5817,,3.1138,,,3.8931,2.7522,,5.0814,
2016/4/22,8.3104,9.4773,,,,,,,11.7426,7.6836,6.8651,15.6631,,,,,5.5584,,13.8029,6.1306,,2.5731,4.4927,3.565,,3.1138,,,3.9014,2.7604,,5.0986,
2016/4/25,8.271,9.4773,,,,,,,11.5108,7.6306,6.8943,15.6894,,,,,5.496,,13.7773,6.2805,,2.5731,4.4597,3.5567,,3.0968,,,3.8931,2.7604,,5.0727,
2016/4/26,8.3419,9.6671,,,,,,,11.5366,7.6609,6.9089,15.6981,,,,,5.5722,,13.8286,6.2685,,2.5731,4.4762,3.565,,3.0968,,,3.9014,2.7687,,5.0814,
2016/4/27,8.3261,9.7304,,,,,,,11.4979,7.6912,6.8578,15.6718,,,,,5.6346,,13.82,6.2864,,2.5649,4.4514,3.565,,3.0968,,,3.8848,2.7604,,5.0641,
2016/4/28,8.397,10.0187,,,,,,,11.5237,7.7746,6.8432,15.6718,,,,,5.8597,,13.8457,6.2745,,2.5731,4.4762,3.565,,3.1223,,,3.9014,2.7769,,5.09,
2016/4/29,8.3261,9.857,,,,,,,11.4786,7.7064,6.7921,15.5579,,,,,5.8216,,13.7944,6.1726,,2.5649,4.4432,3.5484,,3.0968,,,3.8931,2.7604,,5.0641,
2016/5/3,8.4128,10.0398,,,,,,,11.6653,7.7821,6.8505,15.5141,,,,,5.9462,,13.82,6.1726,,2.5813,4.4927,3.565,,3.1308,,,3.9346,2.7769,,5.1504,
2016/5/4,8.4443,10.2507,,,,,,,11.6396,7.8352,6.8505,15.4702,,,,,5.9532,,13.8372,6.1846,,2.5731,4.4845,3.5567,,3.1223,,,3.918,2.7769,,5.1504,
2016/5/5,8.4443,10.2296,,,,,,,11.6267,7.8049,6.8359,15.4439,,,,,5.9497,,13.8372,6.1846,,2.5731,4.4762,3.565,,3.1308,,,3.9346,2.7769,,5.1504,
2016/5/6,8.2867,9.9343,,,,,,,11.4142,7.6609,6.7629,15.181,,,,,5.8389,,13.7088,6.1486,,2.5485,4.4184,3.5317,,3.0799,,,3.8931,2.744,,5.021,
2016/5/9,8.1528,9.864,,,,,,,11.2726,7.5851,6.7336,15.1635,,,,,5.8527,,13.5291,6.1726,,2.5238,4.3606,3.4734,,3.0205,,,3.8599,2.7028,,4.8398,
2016/5/10,8.0977,9.9062,,,,,,,11.2533,7.6003,6.7629,14.9356,,,,,5.7662,,13.4093,6.1426,,2.5238,4.3358,3.4651,,3.012,,,3.8931,2.6945,,4.8139,
2016/5/11,8.1686,10.2366,,,,,,,11.234,7.623,6.7775,15.032,,,,,5.9324,,13.4606,6.1546,,2.5238,4.3523,3.4901,,3.029,,,3.9014,2.6945,,4.8571,
2016/5/12,8.1765,10.3702,,,,,,,11.2082,7.5927,6.7702,15.3037,,,,,5.9324,,13.6147,6.1906,,2.5074,4.3358,3.4817,,3.012,,,3.8931,2.678,,4.8053,
2016/5/13,8.1528,10.2366,,,,,,,11.0988,7.5548,6.7117,15.4001,,,,,5.8908,,13.6403,6.1726,,2.5074,4.3275,3.515,,3.0035,,,3.8931,2.678,,4.7535,
2016/5/16,8.1607,10.2999,,,,,,,11.131,7.5624,6.719,15.3388,,,,,5.9047,,13.6147,6.1846,,2.5156,4.3441,3.54,,3.012,,,3.9014,2.678,,4.7967,
2016/5/17,8.1134,10.2226,,,,,,,11.1052,7.5245,6.6314,15.3212,,,,,5.9185,,13.5633,6.1906,,2.5156,4.3358,3.54,,2.9865,,,3.8931,2.6698,,4.7622,
2016/5/18,8.1134,10.096,,,,,,,11.3048,7.57,6.6679,15.6192,,,,,5.87,,13.743,6.2445,,2.5156,4.3606,3.5317,,2.9865,,,3.8931,2.6698,,4.7794,
2016/5/19,8.0741,10.0679,,,,,,,11.1696,7.4942,6.573,15.6105,,,,,5.9012,,13.7174,6.1966,,2.5238,4.3193,3.5317,,2.9781,,,3.9014,2.6616,,4.7449,
2016/5/20,8.1134,10.0257,,,,,,,11.234,7.5321,6.573,15.6718,,,,,5.9116,,13.7088,6.1906,,2.532,4.3441,3.54,,2.995,,,3.9097,2.6698,,4.7708,
2016/5/23,8.0977,9.9976,,,,,,,11.2984,7.5397,6.478,15.3563,,,,,5.9185,,13.6403,6.1786,,2.5402,4.3441,3.5484,,3.0035,,,3.9346,2.6863,,4.7708,
2016/5/24,8.0425,9.9835,,,,,,,11.2984,7.4942,6.3393,15.1897,,,,,5.8978,,13.4606,6.1726,,2.5402,4.3275,3.5484,,2.995,,,3.9429,2.6698,,4.7276,
2016/5/25,8.0583,9.9765,,,,,,,11.3756,7.5169,6.4707,15.3826,,,,,5.9566,,13.5205,6.1786,,2.5485,4.3441,3.5484,,3.012,,,3.9512,2.6616,,4.7363,
2016/5/26,8.0504,10.0187,,,,,,,11.3949,7.5245,6.4999,15.5053,,,,,5.9497,,13.512,6.1846,,2.5485,4.3523,3.565,,3.012,,,3.9595,2.6616,,4.7363,
2016/5/27,8.0898,10.0468,,,,,,,11.4207,7.5169,6.5072,15.479,,,,,5.922,,13.4949,6.1726,,2.5485,4.3688,3.5734,,3.012,,,3.9678,2.6698,,4.7794,
2016/5/30,8.0977,10.0257,,,,,,,11.5559,7.5397,6.5365,15.6368,,,,,5.9428,,13.5804,6.3104,,2.5731,4.4432,3.5817,,3.0544,,,3.9844,2.6945,,4.8225,
2016/5/31,8.3104,10.4757,,,,,,,11.7748,7.7291,6.6387,15.777,,,,,6.1956,,13.8628,6.4483,,2.6224,4.567,3.6317,,3.1477,,,4.0508,2.7687,,5.0037,
2016/6/1,8.2552,10.3351,,,,,,,11.7104,7.7139,6.5584,15.628,,,,,6.154,,13.8115,6.3763,,2.5978,4.5423,3.615,,3.1393,,,4.0425,2.7522,,4.9865,
2016/6/2,8.2395,10.3632,,,,,,,11.6009,7.6988,6.5511,15.5403,,,,,6.2025,,13.7601,6.3763,,2.5978,4.5257,3.615,,3.1223,,,4.0425,2.744,,4.9433,
2016/6/3,8.271,10.3772,,,,,,,11.5945,7.6988,6.5657,15.5842,,,,,6.2129,,13.8286,6.4123,,2.6224,4.5836,3.64,,3.1562,,,4.0674,2.7522,,4.9347,
2016/6/6,8.2789,10.2648,,,,,,,11.6009,7.6685,6.5803,15.4615,,,,,6.1921,,13.7041,6.3584,,2.6142,4.5753,3.6483,,3.1393,,,4.0923,2.7522,,4.9088,
2016/6/7,8.2867,10.3702,,,,,,,11.6009,7.6685,6.573,15.6017,,,,,6.2113,,13.6952,6.3584,,2.606,4.5836,3.665,,3.1393,,,4.1089,2.7604,,4.9261,
2016/6/8,8.271,10.321,,,,,,,11.5816,7.6609,6.573,15.5754,,,,,6.0965,,13.6952,6.3763,,2.6142,4.5753,3.6566,,3.1393,,,4.0757,2.7687,,4.9088,
2016/6/13,8.1371,9.9484,,,,,,,11.4464,7.5548,6.5365,15.181,,,,,5.9115,,13.6063,6.1906,,2.5896,4.5175,3.64,,3.0799,,,4.0425,2.7192,,4.7535,
2016/6/14,8.1922,10.0187,,,,,,,11.4529,7.5775,6.5949,15.2336,,,,,5.9434,,13.6596,6.2205,,2.5978,4.5423,3.665,,3.0968,,,4.0757,2.7357,,4.8053,
2016/6/15,8.2237,10.1734,,,,,,,11.4207,7.57,6.6095,15.2423,,,,,5.9562,,13.6685,6.2145,,2.5978,4.5588,3.6566,,3.1053,,,4.0674,2.7357,,4.8398,
2016/6/16,8.2237,10.0327,,,,,,,11.4593,7.5245,6.5876,15.2511,,,,,5.8796,,13.6774,6.1786,,2.5978,4.534,3.64,,3.0799,,,4.0591,2.7192,,4.8053,
2016/6/17,8.2333,10.0538,,,,,,,11.44,7.5245,6.6314,15.3388,,,,,5.9115,,13.7219,6.1786,,2.606,4.5836,3.64,,3.0884,,,4.0674,2.7275,,4.7967,
2016/6/20,8.2525,10.0679,,,,,,,11.4915,7.5472,6.6095,15.3475,,,,,5.8924,,13.7752,6.1846,,2.6142,4.5836,3.6566,,3.0714,,,4.084,2.7357,,4.788,
2016/6/21,8.2621,10.1382,,,,,,,11.4464,7.5548,6.6314,15.3738,,,,,5.9689,,13.7308,6.1966,,2.606,4.5836,3.6733,,3.0884,,,4.1006,2.7522,,4.8053,
2016/6/22,8.3773,10.2929,,,,,,,11.5173,7.5775,6.6314,15.3388,,,,,5.9944,,13.7575,6.2025,,2.606,4.6001,3.6983,,3.1138,,,4.1255,2.7687,,4.8312,
2016/6/23,8.3101,10.2858,,,,,,,11.4589,7.5397,6.6387,15.1284,,,,,5.9689,,13.6507,6.2025,,2.6142,4.6166,3.6983,,3.1138,,,4.1587,2.7769,,4.8657,
2016/6/24,8.2237,10.1171,,,,,,,11.1382,7.4639,6.5718,15.1196,,,,,5.9179,,13.5618,6.2085,,2.606,4.567,3.665,,3.0884,,,4.1172,2.7422,,4.8225,
