ÈÕÆÚ,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH
2014/1/2,4.35,8.0869,4.4457,3.31,4.76,3.0569,2.7426,3.632,2.9077,4.4976,18.7376,7.5321,8.3924,3.2568,11.7295,7.4887,,,4.3557,2.3919,4.6597,1.7637,4.1,5.0233,8.7652,3.3821,4.3514,,,,,0.8509
2014/1/3,4.31,7.9778,4.343,3.23,4.6723,3.0222,2.7245,3.4904,2.8635,4.459,18.6142,7.5321,7.9834,3.2259,12.0192,7.2015,,,4.5255,2.3721,4.5298,1.7637,4.08,5.033,8.4063,3.3283,4.2339,,,,,0.8359
2014/1/6,4.23,7.9233,4.2776,3.14,4.7271,2.8746,2.7065,3.3821,2.8267,4.2561,18.3008,7.5321,7.5491,3.1154,11.4573,7.0894,,,4.4456,2.3326,4.3627,1.6044,4.06,4.8672,8.0173,3.2207,4.0642,,,,,0.824
2014/1/7,4.17,7.7675,4.2869,3.17,4.7435,2.8746,2.7125,3.4071,2.8267,4.2947,18.2153,7.5321,7.6349,3.1331,11.4486,7.1314,,,4.3956,2.3622,4.5391,1.6044,4.26,4.7989,8.1669,3.2506,4.0642,,,,,0.827
2014/1/8,4.05,7.7908,4.2122,3.14,4.7161,2.8861,2.7185,3.3405,2.7678,4.3672,18.4242,7.5321,7.6652,3.1552,11.7734,7.2575,,,4.5455,2.3523,4.6597,1.6005,4.22,4.8477,8.0772,3.2028,4.0424,,,,,0.824
2014/1/9,4,7.7519,4.1282,3.08,4.5845,2.8746,2.6824,3.3321,2.7384,4.3479,16.9997,7.5321,7.3471,3.0845,11.4222,7.1804,,,4.5155,2.3128,4.5576,1.5539,4.33,4.8184,8.0772,3.1849,4.0511,,,,,0.8329
2014/1/10,3.95,7.4714,4.0441,3.06,4.5955,2.918,2.6524,3.3738,2.6574,4.116,16.5723,7.5321,7.1653,2.943,10.5355,7.1104,,,4.4956,2.3029,4.5576,1.5073,4.21,4.5941,7.6983,3.1311,4.0468,,,,,0.823
2014/1/13,4.02,7.1909,4.0254,3.07,4.5516,2.9238,2.6704,3.3238,2.6795,4.058,16.6198,7.5321,7.1754,2.9519,10.4038,7.0053,,,4.4556,2.3424,4.4648,1.5112,4.15,4.6136,7.5387,3.2267,3.9336,,,,,0.818
2014/1/14,4.15,7.4013,4.0908,3.11,4.5516,3.0222,2.7306,3.3904,2.7163,4.1595,16.9237,7.5321,7.3926,3.0005,10.7199,7.1314,,,4.4956,2.382,4.4927,1.5306,4.32,4.6916,7.6484,3.2685,4.0511,,,,,0.821
2014/1/15,4.26,7.2455,4.0441,3.1,4.4968,3.028,2.7546,3.4071,2.7458,4.1643,17.3131,7.5321,7.4734,3.0314,10.7638,7.1874,,,4.5955,2.382,4.437,1.5422,4.39,4.6429,7.798,3.2506,4.025,,,,,0.83
2014/1/16,4.36,7.3078,4.1001,3.08,4.6394,3.332,2.7065,3.3988,2.7605,4.2706,17.2751,7.5321,7.4431,3.0182,10.8428,7.2155,,,4.5555,2.3721,4.5855,1.55,4.41,4.6331,7.7381,3.2566,4.0685,,,,,0.8359
2014/1/17,4.47,7.3779,4.0534,3.04,4.5406,3.2654,2.6764,3.3488,2.6869,4.2174,17.3606,7.5321,7.231,2.974,10.7725,7.1734,,,4.5955,2.3721,4.5669,1.515,4.25,4.6039,7.4789,3.2148,3.9684,,,,,0.828
2014/1/20,4.37,7.5259,3.9414,3.07,4.4748,3.2393,2.5561,3.4238,2.7016,4.2029,16.9142,7.5321,7.1805,2.9519,10.5355,7.4256,,,4.5455,2.3919,4.669,1.5306,4.19,4.5746,7.419,3.1968,3.9119,,,,,0.822
2014/1/21,4.42,7.7441,3.9881,3.09,4.4858,3.2827,2.5802,3.4238,2.731,4.2706,16.8572,7.5321,7.433,2.9872,10.7725,7.5587,,,4.5955,2.4116,4.669,1.55,4.22,4.5843,7.5287,3.2506,3.9771,,,,,0.829
2014/1/22,4.44,7.8532,4.0908,3.18,4.5681,3.2798,2.6223,3.4571,2.7899,4.3575,17.3416,7.5321,7.5693,3.0579,10.9833,7.5377,,,4.7953,2.4314,4.7247,1.5772,4.26,4.7307,7.8179,3.3343,4.0946,,,,,0.8359
2014/1/23,4.34,7.8142,4.0815,3.17,4.579,3.3435,2.5982,3.4737,2.7826,4.3527,17.2751,7.5321,7.5188,3.1065,11.0096,7.4957,,,4.6954,2.4314,4.6505,1.5772,4.19,4.7307,7.1099,3.2745,4.112,,,,,0.7523
2014/1/24,4.41,7.6038,4.1001,3.18,4.5845,3.3117,2.5982,3.4654,2.8341,4.4203,17.4175,7.5321,7.7309,3.1375,11.1764,7.4957,,,4.6554,2.461,4.7062,1.6588,4.18,4.7209,7.0301,3.3403,4.3035,,,,,0.7225
2014/1/27,4.45,7.5415,4.1095,3.12,4.59,3.3783,2.5802,3.4154,2.8194,4.401,18.0348,7.5321,7.7713,3.1198,11.1501,7.4466,,,4.3956,2.4709,4.604,1.6549,4.25,4.7209,7.0501,3.2925,4.2469,,,,,0.7155
2014/1/28,4.57,7.5883,4.1188,3.11,4.59,3.3204,2.5862,3.4238,2.8267,4.401,18.1108,7.5321,7.7915,3.1375,10.9042,7.5447,,,4.4056,2.461,4.6969,1.6782,4.34,4.7209,7.0601,3.2745,4.1991,,,,,0.7145
2014/1/29,4.55,7.7363,4.1001,3.08,4.579,3.3001,2.5922,3.4737,2.812,4.4155,18.4052,7.5321,7.8521,3.1728,11.1852,7.5727,,,4.3557,2.4709,4.7247,1.6937,4.3,4.7404,6.8905,3.2805,4.2339,,,,,0.7006
2014/1/30,4.61,7.7129,4.0628,3.12,4.579,3.3291,2.5922,3.4654,2.7973,4.343,18.1963,7.5321,7.7208,3.1684,10.9569,7.5517,,,4.3057,2.4808,4.6969,1.6743,4.2,4.7599,6.8905,3.2327,4.2208,,,,,0.6478
2014/2/7,4.61,7.8687,4.1001,3.16,4.6997,3.442,2.6103,3.4987,2.8562,4.4542,18.4527,7.5321,7.7713,3.1949,11.2027,7.5657,,,4.4256,2.5302,4.6876,1.7209,4.24,4.7794,6.9603,3.2626,4.2643,,,,,0.6508
2014/2/10,4.67,8.0245,4.1749,3.23,4.8861,3.5027,2.6524,3.557,2.9151,4.5991,18.8421,7.5321,8.0238,3.2435,11.4573,7.6778,,,4.4856,2.5302,4.8268,1.7753,4.29,4.8672,7.1997,3.3582,4.347,,,,,0.6886
2014/2/11,4.64,7.8843,4.2029,3.21,4.9465,3.4535,2.6524,3.582,2.893,4.7054,19.0415,7.5321,7.9581,3.2214,11.3959,7.6288,,,4.4556,2.5105,4.8732,1.7598,4.28,4.8575,7.2595,3.3701,4.3601,,,,,0.6857
2014/2/12,4.62,7.822,4.2215,3.24,5.2316,3.4796,2.6885,3.5737,3.0034,4.7199,19.07,7.5321,8.1298,3.27,11.6944,7.6708,,,4.4856,2.6587,5.0032,1.7675,4.31,5.0135,7.419,3.4,4.3949,,,,,0.6886
2014/2/13,4.56,7.7597,4.1842,3.19,5.1329,3.3348,2.7185,3.5071,2.974,4.6571,18.2343,7.5321,7.8521,3.2391,11.3783,7.5237,,,4.6054,2.5797,5.0867,1.7481,4.22,4.9355,7.5287,3.3701,4.2252,,,,,0.6867
2014/2/14,4.63,7.7597,4.2589,3.24,5.2152,3.3638,2.8148,3.8569,3.0181,4.7875,18.5762,7.5321,8.0137,3.2656,11.7559,7.5447,,,4.6954,2.6587,5.1053,1.7637,4.26,4.9647,7.6584,3.412,4.273,,,,,0.6886
2014/2/17,4.64,7.8999,4.2776,3.32,5.2206,3.3696,2.8388,4.0402,3.0549,4.8889,19.3929,7.5321,8.1803,3.3584,11.9841,7.5167,,,4.7453,2.6785,5.1146,1.7831,4.35,5.1891,7.7182,3.4657,4.3601,,,,,0.6946
2014/2/18,4.62,7.7908,4.2122,3.37,5.0726,3.4999,2.8148,4.2818,3.0476,4.9566,20.0482,7.5321,8.0288,3.4291,11.9402,7.4046,,,4.7253,2.6884,5.1331,1.7908,4.79,5.1696,7.8777,3.4299,4.4514,,,,,0.7016
2014/2/19,4.74,7.7519,4.2682,3.4,5.0835,3.4246,2.7967,4.2235,3.0034,4.9131,20.0007,7.5321,8.0591,3.3584,11.9841,7.5587,,,4.6954,2.6488,5.0218,1.8336,4.98,5.1598,7.8279,3.5195,4.4253,,,,,0.6996
2014/2/20,4.74,7.5571,4.455,3.33,5.0835,3.2625,2.6945,4.0402,3.0108,4.7102,19.4784,7.5321,7.741,3.3717,11.589,7.5657,,,4.6954,2.5994,4.8454,1.8258,5.06,5.0623,7.6484,3.4478,4.3557,,,,,0.6916
2014/2/21,4.69,7.3312,4.2682,3.33,5.0232,3.222,2.7125,4.0402,3.0991,4.6667,20.1812,7.5321,7.5844,3.3319,11.8436,7.5027,,,4.6354,2.5797,4.9289,1.8064,4.96,5.0623,7.5586,3.4239,4.3252,,,,,0.6926
2014/2/24,4.58,7.3545,4.1749,3.23,4.9081,3.2798,2.6945,4.1735,3.0328,4.831,20.9884,7.5321,7.645,3.4203,12.1773,7.5517,,,4.4856,2.5895,4.9196,1.8064,4.83,5.033,7.5287,3.3522,4.2426,,,,,0.6747
2014/2/25,4.37,7.1987,4.0721,3.16,4.7655,3.1004,2.6043,3.8653,2.8783,4.5411,19.8108,7.5321,7.9278,3.2921,11.4925,7.3486,,,4.3257,2.5203,4.7804,1.7753,4.82,4.8282,7.3592,3.3164,4.0903,,,,,0.6628
2014/2/26,4.46,7.1909,4.1095,3.16,4.8368,3.1756,2.6283,3.9319,2.9298,4.5942,21.0359,7.5321,8.4429,3.2833,11.2905,7.3135,,,4.4156,2.55,4.799,1.954,4.89,4.8965,7.1398,3.3343,4.1033,,,,,0.6568
2014/2/27,4.4,7.152,4.1188,3.13,4.76,3.1264,2.6163,3.8319,2.8856,4.5508,20.0387,7.5321,8.2813,3.3142,11.1764,7.3556,,,4.3657,2.55,4.8083,1.9346,4.82,4.8575,7.0501,3.2984,3.9771,,,,,0.6548
2014/2/28,4.35,7.2065,4.2215,3.17,4.8368,3.222,2.6103,3.9736,2.9666,4.6474,19.6303,7.5321,8.2459,3.301,11.3432,7.4887,,,4.4456,2.6192,4.8732,1.9346,4.78,4.877,7.1498,3.3403,4.0598,,,,,0.6608
2014/3/3,4.51,7.3701,4.3149,3.22,5.0068,3.2712,2.6464,4.0069,2.996,4.7778,19.4689,8.2902,8.3823,3.3717,11.5012,7.5377,,,4.5055,2.639,5.0218,1.9268,4.88,5.1208,7.5088,3.3881,4.112,,,,,0.6638
2014/3/4,4.6,7.2766,4.3897,3.24,5.0726,3.2364,2.6584,3.9486,2.9519,4.7295,19.6968,9.1173,8.2611,3.3496,11.4837,7.5167,,,4.6854,2.6488,5.1053,2.0123,4.7,5.1111,7.3293,3.412,4.0772,,,,,0.6618
2014/3/5,4.58,7.1364,4.371,3.23,5.1439,3.2741,2.6584,4.0319,2.974,4.6232,19.6208,10.0329,8.1904,3.3982,11.7295,7.4817,,,4.7453,2.8169,4.9846,1.9812,4.7,5.4622,7.778,3.4239,4.0424,,,,,0.6867
2014/3/6,4.51,7.2455,4.371,3.22,5.1219,3.2451,2.6584,4.0319,2.9372,4.5798,18.994,9.7671,8.044,3.3938,12.0719,7.4817,,,4.7053,2.8465,4.9846,1.9424,4.85,5.4232,7.6683,3.406,4.0468,,,,,0.6876
2014/3/7,4.6,7.1208,4.3336,3.22,5.1384,3.2133,2.6584,3.9902,2.9003,4.5363,20.2002,9.1173,7.8319,3.3452,11.9402,7.4466,,,4.6354,2.7872,4.8268,1.9113,4.81,5.4427,7.5686,3.3283,4.0381,,,,,0.6727
2014/3/10,4.48,6.926,4.2309,3.13,4.9848,3.0801,2.6584,3.7736,2.7899,4.3913,21.1784,8.6151,7.4683,3.2126,11.2818,7.1104,,,4.7253,3.064,4.6319,1.8763,4.7,5.6085,7.0601,3.2207,3.9075,,,,,0.6608
2014/3/11,4.43,6.9105,4.3616,3.13,5.0232,3.0859,2.6163,3.732,2.8194,4.4397,21.3398,8.4871,7.5794,3.1949,11.3257,7.0613,,,4.8652,3.064,4.6597,1.8724,4.73,5.7256,7.0401,3.2267,3.9075,,,,,0.6558
2014/3/12,4.43,6.9027,4.371,3.16,5.1494,3.0888,2.6464,3.7653,2.8194,4.4058,20.6085,8.3394,7.5693,3.2038,11.5539,7.1524,,,4.8152,2.8169,4.6597,1.8297,4.74,5.4427,7.0501,3.2148,3.8945,,,,,0.6568
2014/3/13,4.49,6.9572,4.3243,3.25,5.2865,3.1177,2.6464,3.7736,2.8415,4.4445,20.6085,8.3788,7.5844,3.2126,11.7559,7.1384,,,5.075,2.7872,4.669,1.8336,4.92,5.8426,6.9304,3.2327,3.9554,,,,,0.6508
2014/3/14,4.64,6.8949,4.2122,3.28,5.2316,3.1033,2.6283,3.7237,2.812,4.4155,20.5706,8.369,7.4936,3.2789,11.6066,7.1384,,,4.9751,2.8663,4.669,1.8647,4.86,5.7158,6.4817,3.2267,3.9249,,,,,0.624
2014/3/17,4.61,7.1598,4.2309,3.37,5.4126,3.1756,2.6885,3.807,2.8488,4.517,21.7862,8.6545,7.6804,3.3142,12.0017,7.2225,,,5.015,2.8663,4.7526,1.8841,4.96,5.706,6.5315,3.2626,3.9945,,,,,0.6269
2014/3/18,4.7,7.2844,4.2122,3.36,5.4345,3.2277,2.6885,3.7903,2.8709,4.5411,20.1717,8.6643,7.7157,3.3805,12.028,7.2925,,,4.8652,2.9453,4.799,1.8763,4.85,5.55,6.5914,3.3044,4.0032,,,,,0.6279
2014/3/19,4.8,7.2922,4.2496,3.36,5.3687,3.2943,2.6945,3.7903,2.8856,4.6281,19.127,8.4674,7.6551,3.5219,12.5548,7.2225,,,5.095,2.8959,4.7247,1.9346,4.72,5.589,6.5714,3.3761,4.0381,,,,,0.6269
2014/3/20,4.74,7.2688,4.0908,3.36,5.3687,3.2191,2.6885,3.782,2.812,4.4928,18.1013,7.9161,7.4279,3.4645,11.9753,7.1454,,,4.8252,2.7773,4.604,1.9229,4.48,5.4817,6.4617,3.3044,3.9467,,,,,0.624
2014/3/21,4.95,7.339,4.1842,3.48,5.3687,3.2827,2.7486,3.8653,2.8856,4.5218,18.4717,7.9456,7.6198,3.5131,12.5899,7.4116,,,4.9051,2.8465,4.7247,1.9462,4.62,5.6085,6.5515,3.3761,4.0207,,,,,0.6309
2014/3/24,5.07,7.3545,4.2402,3.59,5.3687,3.4391,2.7366,3.8986,2.9224,4.5411,17.1421,8.0244,7.6248,3.6368,12.467,7.2645,,,5.1449,2.9453,4.7526,1.9579,4.6,5.5402,6.731,3.5374,4.0772,,,,,0.6359
2014/3/25,5.03,7.487,4.2309,3.59,5.3687,3.4622,2.7005,3.9069,2.9151,4.6136,17.0472,8.1228,7.6097,3.6015,11.4222,7.3205,,,5.4246,2.9157,4.7618,1.9851,4.61,5.5792,7.08,3.5613,4.0859,,,,,0.6449
2014/3/26,5,7.5181,4.2215,3.52,5.3687,3.497,2.7185,3.9319,2.9445,4.6136,17.4175,8.1917,7.6652,3.5043,11.6768,7.3275,,,5.2748,3.2122,4.8083,1.9734,4.58,5.6573,6.9404,3.5076,4.0598,,,,,0.6419
2014/3/27,5.22,7.2844,4.1562,3.55,5.3687,3.5433,2.6764,3.8819,2.9003,4.5025,17.1611,8.0342,7.4683,3.4247,11.2115,7.1874,,,5.1249,3.3407,4.7433,1.9657,4.41,5.5597,6.9703,3.4896,4.0163,,,,,0.6379
2014/3/28,5.08,7.2221,4.1282,3.51,4.9848,3.3956,2.6223,3.782,2.8488,4.3479,16.3349,8.4674,7.2158,3.354,11.1062,7.3065,,,5.065,3.6767,4.6319,1.9307,4.27,5.3256,6.8905,3.4478,3.9293,,,,,0.6409
2014/3/31,5.18,7.0741,4.1095,3.48,5.0671,3.4217,2.6043,3.7736,2.8415,4.3044,16.0595,7.7191,7.231,3.3452,10.9745,7.2925,,,5.035,3.4593,4.5576,1.9152,4.28,5.2866,6.711,3.4956,3.9119,,,,,0.6299
2014/4/1,5.21,7.3623,4.1282,3.56,4.8916,3.4941,2.6343,3.7486,2.8709,4.4155,16.1924,7.7684,7.3471,3.4115,11.1413,7.4957,,,5.075,3.6076,4.6597,1.9152,4.39,5.3354,6.6612,3.5374,3.9684,,,,,0.6289
2014/4/2,5.14,7.3701,4.1375,3.53,4.8806,3.4593,2.6283,3.757,2.8562,4.4686,15.9455,7.6502,7.337,3.4159,11.0623,7.6288,,,4.8752,3.489,4.5948,1.9152,4.34,5.3842,6.6113,3.5195,3.9728,,,,,0.6279
2014/4/3,5.26,7.3,4.1001,3.61,4.8423,3.4362,2.6103,3.732,2.8488,4.4155,16.3349,7.7388,7.3774,3.3452,10.9394,7.6358,,,4.7953,3.4099,4.5948,1.9152,4.27,5.3842,6.5216,3.5374,4.0076,,,,,0.623
2014/4/4,5.23,7.4013,4.1282,3.58,4.8642,3.4593,2.6403,3.7736,2.8709,4.4638,16.6103,7.8767,7.4835,3.5617,11.0623,7.6358,,,4.8552,3.4099,4.6226,1.9229,4.36,5.3549,6.6013,3.5434,4.025,,,,,0.62
2014/4/8,5.09,7.487,4.2029,3.56,4.8806,3.5722,2.6704,3.8236,2.9003,4.5025,16.7907,8.0539,7.6703,3.5617,11.273,7.86,,,4.8752,3.3605,4.6505,1.9268,4.4,5.6378,6.6313,3.5733,4.0685,,,,,0.6269
2014/4/9,5.18,7.5259,4.1749,3.59,4.8477,3.5578,2.6764,3.8486,2.9151,4.5363,16.7053,8.1819,7.6501,3.6059,11.3169,8.1822,,,4.9351,3.3605,4.7247,1.9579,4.41,5.628,6.6612,3.5673,4.0816,,,,,0.6269
2014/4/10,5.21,7.5415,4.3056,3.52,4.8094,3.5722,2.6885,3.8569,2.9003,4.5073,16.9522,8.6053,7.6753,3.5529,11.2993,8.1892,,,4.9851,3.4,4.7062,1.9579,4.44,5.6183,6.7808,3.5852,4.1164,,,,,0.6279
2014/4/11,5.29,7.6428,4.2122,3.48,4.8258,3.6938,2.6524,3.807,2.8783,4.4976,16.7243,8.9499,7.64,3.6589,10.9833,8.2943,,,4.9251,3.311,4.7711,1.9657,4.53,5.667,6.6612,3.639,4.1033,,,,,0.622
2014/4/14,5.25,7.6584,4.1935,3.52,4.771,3.662,2.6704,3.9319,2.9077,4.5942,16.6673,8.8613,7.6854,3.7208,11.1325,8.0351,,,4.9451,3.3506,4.7804,2.09,4.54,5.7353,6.6612,3.639,4.0772,,,,,0.622
2014/4/15,5.22,7.5026,4.1282,3.4,4.6832,3.5635,2.6824,3.8903,2.893,4.5653,16.3729,8.4871,7.64,3.6191,11.0096,8.0281,,,4.8952,3.4099,4.8547,2.0705,4.52,5.667,6.3321,3.6151,4.1991,,,,,0.5911
2014/4/16,5.24,7.5415,4.1562,3.44,4.6448,3.5867,2.6704,3.9736,2.9298,4.5846,16.3254,8.5265,7.9531,3.5661,11.0535,8.0421,,,4.9951,3.4198,4.7897,2.1686,4.72,6.0279,6.2523,3.633,4.2034,,,,,0.612
2014/4/17,5.29,7.4714,4.1188,3.51,4.5681,3.5346,2.6704,3.8903,2.9372,4.7247,16.9902,8.5954,7.8824,3.6015,11.2291,7.902,,,5.065,3.4297,5.0032,2.2784,4.48,6.0182,6.2224,3.6749,4.0294,,,,,0.6011
2014/4/18,5.35,7.5181,4.1655,3.54,4.601,3.5549,2.6584,3.9069,2.9298,4.715,17.5695,8.5954,8.0389,3.6059,11.2993,7.937,,,5.1849,3.568,4.9568,2.2823,4.41,6.0377,6.2723,3.6629,4.0642,,,,,0.6011
2014/4/21,5.19,7.3078,4.1095,3.56,4.5297,3.4825,2.6103,3.7153,2.8415,4.5121,17.5695,8.3296,7.7662,3.4822,10.9306,7.93,,,4.9951,3.489,4.7711,2.3137,4.46,6.2425,6.1426,3.639,3.9989,,,,,0.5812
2014/4/22,5.18,7.339,4.0628,3.58,4.5461,3.4941,2.5982,3.707,2.8341,4.5363,15.8125,8.172,7.6551,3.6191,10.7111,7.979,,,4.8852,3.2814,4.7804,2.2353,4.42,6.3596,6.0728,3.4598,3.9597,,,,,0.5881
2014/4/23,5.11,7.3,4.1095,3.76,4.3323,3.468,2.6043,3.6903,2.8341,4.6232,15.4137,8.2311,7.4936,3.6678,10.7199,7.93,,,4.8752,3.143,4.7062,2.2313,4.35,6.0962,6.0629,3.4538,3.9423,,,,,0.5832
2014/4/24,4.88,7.2688,4.1095,3.69,4.2226,3.4825,2.5922,3.607,2.7899,4.4397,15.3282,8.428,7.4431,3.5926,10.5969,7.7759,,,4.7953,3.143,4.6505,2.2,4.3,6.4376,5.9432,3.4299,3.8684,,,,,0.5682
2014/4/25,4.79,6.9962,4.0628,3.61,4.25,3.4217,2.5561,3.5404,2.6721,4.2657,15.0813,8.2508,7.2714,3.6899,10.2633,7.4606,,,4.5955,3.0343,4.5019,2.1451,4.25,6.1255,5.6939,3.3462,3.7987,,,,,0.5453
2014/4/28,5.03,6.9027,4.0254,3.68,4.2665,3.3233,2.484,3.4571,2.5985,4.0967,14.5969,7.6601,7.0037,3.4866,9.6751,7.4396,,,4.3457,2.8564,4.2513,2.0784,4.11,5.6475,5.4446,3.3462,3.7161,,,,,0.5334
2014/4/29,5,7.004,4.1001,3.94,4.2665,3.3927,2.508,3.4987,2.6206,4.1788,15.1098,7.8964,7.1148,3.5573,9.7717,7.5167,,,4.3956,2.9849,4.3256,2.196,4.17,5.9011,5.5244,3.3761,3.7639,,,,,0.5364
2014/4/30,4.88,7.0429,4.0908,3.94,4.2665,3.4883,2.5201,3.4987,2.6427,4.2657,15.1193,8.2902,7.1502,3.6481,9.8858,7.6778,,,4.4456,2.9948,4.4091,2.2313,4.22,6.262,5.6341,3.3881,3.7813,,,,,0.5573
2014/5/5,4.7,7.004,4.1375,3.85,4.2665,3.4854,2.5321,3.5904,2.6648,4.3382,15.2142,8.2705,7.2057,3.7254,10.0175,7.6778,,,4.5355,3.0244,4.4741,2.2705,4.27,6.2815,5.7837,3.406,3.79,,,,,0.5563
2014/5/6,4.72,7.0663,4.1655,3.96,4.2665,3.497,2.5381,3.5487,2.7016,4.3672,15.3757,8.2607,7.2461,3.7254,10.0351,7.7969,,,4.5255,3.0145,4.4648,2.2627,4.26,6.1547,5.7537,3.4239,3.7987,,,,,0.5533
2014/5/7,4.62,6.9105,4.1188,3.9,4.2665,3.2834,2.496,3.4571,2.6427,4.3044,14.8154,7.9948,7.0441,3.8072,9.7102,7.7198,,,4.4756,2.8762,4.3813,2.1568,4.2,5.8524,5.6939,3.3761,3.7683,,,,,0.5553
2014/5/8,4.6,6.8949,4.1375,3.85,4.2665,3.2673,2.5321,3.4488,2.6648,4.3189,14.8913,8.0637,7.1047,3.7345,9.7629,7.7198,,,4.4756,2.9256,4.372,2.1725,4.19,5.8426,5.7139,3.4,3.7552,,,,,0.5593
2014/5/9,4.52,6.8326,4.1282,3.78,4.2665,3.1344,2.5261,3.4737,2.6427,4.2851,14.8723,7.8767,7.135,3.6073,9.7629,7.5797,,,4.3857,2.8663,4.2977,2.1607,4.16,5.667,5.654,3.3814,3.7509,,,,,0.5583
2014/5/12,4.62,7.0195,4.2122,3.76,4.2665,3.1908,2.5742,3.5654,2.6427,4.401,15.1193,8.1524,7.3017,3.8117,10.0526,7.6918,,,4.4956,2.9552,4.3998,2.1725,4.58,5.8816,5.7637,3.4496,3.8205,,,,,0.5692
2014/5/13,4.66,6.9728,4.1842,3.72,4.2665,3.1787,2.5622,3.5487,2.7237,4.3624,15.0813,8.113,7.2259,3.7799,9.9648,7.6848,,,4.5555,2.9849,4.4184,2.2353,4.48,5.7938,5.7637,3.4557,3.8118,,,,,0.5662
2014/5/14,4.76,6.9728,4.1842,3.7,4.2665,3.1626,2.5561,3.5654,2.6942,4.372,15.0908,8.3099,7.2259,3.7526,9.9297,7.6708,,,4.4956,2.975,4.4184,2.2196,4.41,5.8426,5.7537,3.4557,3.7944,,,,,0.5593
2014/5/15,4.71,6.9183,4.1282,3.76,4.2665,3.1706,2.496,3.4737,2.6648,4.2996,14.8438,8.172,7.1098,3.6709,9.7102,7.6568,,,4.3757,2.8762,4.2699,2.1647,4.35,5.8328,5.6939,3.3938,3.5942,,,,,0.5682
2014/5/16,4.74,6.9806,4.1095,3.71,4.2665,3.1142,2.508,3.4821,2.6795,4.3479,14.7204,8.241,7.1451,3.7799,9.5258,7.7058,,,4.3357,2.8564,4.307,2.1411,4.36,5.8426,5.6939,3.3814,3.6029,,,,,0.5623
2014/5/19,4.72,6.9416,4.0815,3.76,4.2665,3.1062,2.4476,3.5071,2.6427,4.2899,14.8343,8.172,7.1148,3.689,9.5258,7.6358,,,4.2858,2.8564,4.2884,2.1451,4.35,5.8426,5.6341,3.3071,3.5855,,,,,0.5623
2014/5/20,4.72,7.0195,4.0908,3.76,4.2665,3.1263,2.4476,3.4821,2.6353,4.3237,15.0053,8.4576,7.1451,3.898,9.6224,7.6008,,,4.2858,2.8564,4.3163,2.149,4.33,5.8036,5.664,3.3009,3.5942,,,,,0.5573
2014/5/21,4.75,7.0896,4.1001,3.74,4.2665,3.1867,2.4597,3.5237,2.6501,4.3962,15.2902,8.5363,7.1906,3.9162,9.7717,7.6568,,,4.2957,2.8762,4.372,2.1843,4.37,5.8328,5.674,3.3443,3.5855,,,,,0.5583
2014/5/22,4.71,7.0663,4.0815,3.77,4.2665,3.1585,2.4416,3.5237,2.6427,4.3624,15.3187,8.3197,7.1603,3.998,9.7892,7.6638,,,4.2658,2.8465,4.307,2.1568,4.34,5.8426,5.654,3.3195,3.6034,,,,,0.5553
2014/5/23,4.74,7.1069,4.1001,3.78,4.2665,3.1867,2.4597,3.5487,2.6574,4.4107,15.2802,8.3788,7.1805,3.9616,9.8946,7.6858,,,4.3457,2.8762,4.3627,2.1764,4.37,5.8719,5.7039,3.3443,3.6034,,,,,0.5573
2014/5/26,4.72,7.1395,4.0908,3.84,4.2665,3.2069,2.4597,3.557,2.6795,4.4638,15.5206,8.3887,7.2259,3.948,10.0087,7.7517,,,4.3857,2.9058,4.4091,2.2,4.37,5.8231,5.7936,3.369,3.6301,,,,,0.5603
2014/5/27,4.75,7.2045,4.0721,3.86,4.2665,3.1948,2.4416,3.5321,2.6648,4.4735,15.3668,8.2213,7.2209,4.0298,9.9209,7.6345,,,4.4356,2.8663,4.3998,2.2941,4.36,5.8231,5.7438,3.3505,3.6435,,,,,0.5593
2014/5/28,4.72,7.2126,4.1001,3.86,4.2665,3.2069,2.4536,3.5654,2.6869,4.517,15.4341,8.3296,7.3168,4.0071,10.0175,7.7224,,,4.4356,2.9058,4.4184,2.2862,4.37,5.8231,5.7737,3.3814,3.6524,,,,,0.5593
2014/5/29,4.69,7.1476,4.0721,3.85,4.2665,3.1183,2.4234,3.4987,2.6574,4.5121,15.2899,8.241,7.2562,3.8798,9.877,7.7591,,,4.4556,2.9453,4.3627,2.247,4.22,5.7548,5.7338,3.3319,3.5989,,,,,0.5533
2014/5/30,4.7,7.2452,4.0628,3.97,4.2665,3.1062,2.3872,3.5071,2.6721,4.5314,15.4149,8.1622,7.1653,3.8662,9.8946,7.5539,,,4.4456,2.9256,4.3534,2.2941,4.26,5.5695,5.7438,3.3257,3.5855,,,,,0.5513
2014/6/3,4.71,7.2452,4.0348,3.96,4.2665,3.1223,2.3992,3.4904,2.6869,4.5363,15.2514,8.1327,7.1956,3.9026,9.9912,7.6785,,,4.4656,2.9453,4.3441,2.3098,4.2,5.589,5.7338,3.3381,3.59,,,,,0.5563
