ÈÕÆÚ,000611.SZ,000726.SZ,000850.SZ,000955.SZ,000982.SZ,002003.SZ,002042.SZ,002083.SZ,002087.SZ,002098.SZ,002144.SZ,002193.SZ,002394.SZ,002404.SZ,002674.SZ,200726.SZ,300577.SZ,300658.SZ,600156.SH,600220.SH,600232.SH,600370.SH,600448.SH,600493.SH,600689.SH,600987.SH,601339.SH,603055.SH,603238.SH,603477.SH,603889.SH,900922.SH
2015/2/12,7.28,9.0097,6.8897,5.19,4.64,4.343,3.6684,4.4369,3.577,8.5921,17.992,10.2305,9.1695,5.9379,11.8583,7.5686,,,7.5625,3.7163,5.9735,2.8156,6.81,8.2683,10.0416,6.2241,5.2222,,,,6.4324,0.7951
2015/2/13,7.28,9.2943,7.0504,5.35,4.64,4.3833,3.6684,4.5137,3.6364,9.4533,18.0497,10.2305,9.4199,6.0242,11.9122,7.7224,,,7.7124,3.8052,5.9735,2.8862,6.9,8.5716,10.3109,6.5833,5.3158,,,,6.5598,0.8001
2015/2/16,7.28,9.5139,7.1354,5.41,4.64,4.4236,3.7288,4.582,3.7031,9.7042,18.6171,10.2305,9.4825,6.3513,12.5765,7.7737,,,7.9321,3.8547,5.9735,2.9372,6.93,8.7869,10.5602,6.6947,5.356,,,,6.5716,0.819
2015/2/17,7.28,9.4325,7.1732,5.51,4.64,4.4236,3.7046,4.5905,3.7031,9.3745,18.6267,10.2305,9.4512,6.3468,12.5944,7.7371,,,7.8922,3.8942,5.9735,2.9294,6.88,8.7673,10.6499,6.8805,5.3827,,,,6.5669,0.825
2015/2/25,7.28,9.4244,7.022,5.47,4.64,4.4155,3.6865,4.5905,3.7106,9.3499,19.3479,10.2305,9.4199,6.9828,12.3431,7.7371,,,7.8023,3.8942,5.9735,2.9411,6.9,8.8554,10.7097,7.1282,5.3248,,,,6.4253,0.812
2015/2/26,7.28,9.5952,7.1827,5.52,4.64,4.4518,3.7228,4.6161,3.7551,9.0596,19.3287,10.2305,9.5216,7.1645,12.2713,7.803,,,8.072,3.9238,5.9735,2.9411,7.09,8.8162,11.1485,7.0415,5.3917,,,,6.5339,0.828
2015/2/27,7.28,9.6033,7.2866,5.84,4.64,4.5323,3.7832,4.8635,3.8145,9.2515,19.3094,10.2305,9.5842,7.3372,12.3431,7.7664,,,8.3617,3.9535,5.9735,2.9843,7.11,8.7575,11.1784,7.0106,5.4809,,,,6.5693,0.826
2015/3/2,7.28,9.5952,7.3244,5.84,4.64,4.5686,3.7772,4.9915,3.8293,9.4729,19.6941,10.2305,9.592,7.3735,12.4239,7.825,,,8.3318,4.0326,5.9735,3.0823,7.08,8.8358,11.1784,7.0601,5.4942,,,,6.6613,0.826
2015/3/3,7.28,9.3675,7.126,5.95,4.64,4.484,3.6321,5.0001,3.8219,9.7682,19.4825,10.2305,9.3338,7.269,12.4418,7.8909,,,8.1919,3.9733,5.9735,3.0627,7.15,8.7967,11.8764,7.0911,5.3738,,,,6.5575,0.8459
2015/3/4,7.28,9.8147,7.1732,5.99,4.64,4.5203,3.753,5.0171,3.9258,10.093,20.098,10.2305,9.905,7.2418,12.6483,7.869,,,8.2219,4.0919,5.9735,3.1333,7.28,9.3348,11.7568,7.0787,5.4586,,,,6.6141,0.8459
2015/3/5,7.28,9.7334,7.1732,5.88,4.64,4.5283,3.6925,5.1451,4.1039,10.093,20.5307,10.2305,9.7876,7.0782,12.8368,7.8396,,,8.1619,4.2401,5.9735,3.149,7.14,10.2448,12.2255,7.184,5.6637,,,,6.5976,0.8469
2015/3/6,7.28,9.7415,7.1449,6.01,4.64,4.5122,3.6986,4.9574,4,9.4287,19.8576,10.2305,9.858,6.6693,12.6573,7.803,,,8.2319,4.1413,5.9735,3.1411,6.96,9.9904,12.9135,6.7629,5.6057,,,,6.7038,0.8698
2015/3/9,7.28,9.7253,7.2205,5.93,4.64,4.5404,3.759,5.0598,4.0445,9.5468,20.0499,10.2305,9.9832,6.8465,12.9176,7.847,,,8.3917,4.25,5.9735,3.1725,7.01,10.0198,12.7041,6.8124,5.7261,,,,6.5575,0.8658
2015/3/10,7.28,9.9448,7.2583,5.91,4.64,4.5646,3.8376,5.1963,4.1113,9.965,20.2711,10.2305,10.1475,6.9783,13.1151,7.8983,,,8.4017,4.2797,5.9735,3.196,7.13,10.0002,12.5545,6.8496,5.793,,,,6.5457,0.8668
2015/3/11,7.28,9.7741,7.2583,5.99,4.64,4.5162,3.7953,5.2816,4.141,9.6353,20.0595,10.2305,10.0067,6.8056,12.9445,7.8836,,,8.6015,4.5465,5.9735,3.1764,7.27,9.9513,13.7611,6.6823,5.7083,,,,6.5433,0.9086
2015/3/12,7.28,9.6928,7.5324,6.23,4.64,4.5001,3.8376,5.1366,4.0965,9.5271,19.646,10.2305,9.858,6.7329,13.1869,7.8543,,,8.5016,4.4773,5.9735,3.2117,7.28,9.8241,13.5417,6.7443,5.7038,,,,6.4442,0.9036
2015/3/13,7.28,9.9774,7.6647,6.26,4.64,4.5726,3.8013,5.1536,4.089,9.5763,19.8383,10.2305,10.0145,7.0419,13.3934,7.9129,,,8.4217,4.4674,5.9735,3.2548,7.36,9.8241,13.5118,6.7876,5.7752,,,,6.5386,0.9215
2015/3/16,7.28,10.1644,7.882,6.36,4.64,4.6774,3.9403,5.2475,4.2004,10.2652,20.675,11.2556,10.2023,7.2236,13.923,7.9056,,,8.5815,4.5267,5.9735,3.3137,7.51,10.0491,13.9207,7.0539,6.0784,,,,6.6873,0.9225
2015/3/17,7.28,10.1725,7.8348,6.79,4.64,4.7096,4.0431,5.2816,4.2449,10.9246,20.5692,12.3791,10.2023,7.3599,14.1833,7.847,,,8.8313,4.5663,5.9735,3.4156,7.5,10.3035,13.8409,7.1778,6.2122,,,,6.7911,0.8956
2015/3/18,7.28,10.7905,7.9199,6.84,4.64,4.8788,4.0854,5.3243,4.3043,10.8311,20.7711,13.621,10.5622,7.369,14.7937,8.0521,,,8.9711,4.6157,5.9735,3.5137,7.55,11.1255,13.7811,7.1592,6.3059,,,,6.8808,0.9205
2015/3/19,7.28,11.0345,7.8348,7.07,4.64,4.8345,4.0914,5.4864,4.512,11.0723,22.0405,14.0645,10.6639,7.5098,14.9912,8.0155,,,9.1509,4.7145,5.9735,3.5254,7.42,11.9278,13.8509,7.8528,6.3549,,,,6.843,0.9295
2015/3/20,7.28,11.0019,8.0805,7.09,4.64,4.8667,4.3392,5.4949,4.5417,11.215,22.3867,13.8378,10.5778,8.2594,14.9015,8.0448,,,9.1509,4.6948,5.9735,3.5529,7.55,12.1431,13.7013,7.6609,6.6849,,,,6.869,0.9295
2015/3/23,7.28,11.0588,8.1183,7.11,4.64,4.9795,4.4057,5.6144,4.8015,12.0565,22.954,13.897,10.8282,8.6047,15.8709,8.0594,,,9.2309,4.8924,5.9735,3.5725,7.77,11.9376,14.7084,7.729,7.122,,,,6.9492,0.9524
2015/3/24,7.28,10.8962,7.8537,6.91,4.64,4.8829,4.7078,5.4864,4.7495,12.5437,22.8386,13.6013,11.235,9.0863,16.1582,8.0228,,,9.121,5.0308,5.9735,3.5058,8.09,11.5364,15.5261,7.5494,7.0685,,,,6.843,0.9961
2015/3/25,7.28,11.254,8.6381,7.03,4.64,5.0158,4.8468,5.5035,4.7124,12.6765,23.5502,14.0349,11.5793,9.686,15.4849,8.0301,,,9.0311,5.0703,5.9735,3.6117,7.83,11.9278,15.237,7.5618,7.5189,,,,7.2536,1.033
2015/3/26,7.28,11.254,8.3924,6.88,4.64,5.0561,4.7199,5.7168,4.653,11.5152,23.7522,13.7294,11.4463,9.109,14.5603,8.0521,,,9.0011,4.932,5.9735,3.6078,7.69,11.4288,14.878,7.568,7.4565,,,,7.053,1.0041
2015/3/27,7.28,11.376,8.6665,6.9,4.64,5.1729,4.6897,5.6997,4.7495,11.7218,23.0213,13.9068,12.0644,9.4497,14.677,8.1181,,,9.0211,4.9023,5.9735,3.6391,7.8,11.5462,16.0546,7.859,7.4877,,,,7.0554,1.0748
2015/3/30,7.28,11.5955,8.7137,7.16,4.64,5.3542,4.7078,5.7168,4.8089,11.4463,23.5598,13.9068,12.3382,9.3998,14.5693,8.184,,,9.121,5.011,5.9735,3.6195,7.86,11.6539,15.3267,8.1563,7.4877,,,,7.0931,1.023
2015/3/31,7.28,11.3841,8.5909,7.17,4.64,5.3099,4.7985,5.785,4.7347,11.4561,23.1752,14.0744,12.4634,9.3952,14.5514,8.2646,,,9.121,5.2285,5.9735,3.5999,8.14,12.0746,15.1671,7.9519,7.3762,,,,7.1356,1.0121
2015/4/1,7.28,11.4166,8.6476,7.3,4.64,5.5113,4.8166,5.9642,4.846,11.9581,24.2234,14.577,13.2692,9.6724,14.9015,8.2646,,,9.141,5.7523,5.9735,3.745,8.2,12.0942,15.1671,7.9891,7.6215,,,,7.1568,1.0121
2015/4/2,7.28,11.563,8.9122,7.56,4.64,6.0069,4.9798,6.0154,5.0909,12.0909,26.6467,14.5376,13.8247,10.1948,15.1079,8.206,,,9.2409,6.3256,5.9735,4.0195,8.22,12.104,15.1671,8.2058,7.7597,,,,7.289,1.0121
2015/4/3,7.28,11.7094,8.9594,7.85,4.64,6.2204,5.01,6.3397,5.603,11.9335,28.1564,14.922,14.8575,10.64,15.3682,8.1913,,,9.5905,6.207,5.9735,3.945,8.51,12.6519,15.1671,8.4102,8.2904,,,,7.3952,1.0121
2015/4/7,7.28,12.1322,9.4887,7.88,4.64,6.2889,5.01,6.5018,5.7291,11.9384,28.4257,15.8189,16.0076,10.899,15.4311,8.2353,,,9.7404,6.1971,5.9735,3.9646,8.63,13.1216,15.1671,8.4102,8.9861,,,,7.6052,1.0121
2015/4/8,7.28,11.9452,10.4338,7.78,4.64,6.1076,5.1369,6.3311,5.551,11.7661,29.6565,15.129,15.4208,10.5992,14.9643,8.228,,,9.4407,6.2465,5.9735,3.894,8.42,12.6128,15.1671,8.6889,9.0485,,,,7.4801,1.0121
2015/4/9,7.28,11.4898,10.6512,8.01,4.64,5.9827,4.8831,6.1093,5.7365,11.4414,28.618,15.3655,14.8731,10.2084,15.5657,8.1767,,,9.2708,6.0488,5.9735,4.2823,8.32,13.0042,15.1671,8.3793,8.7676,,,,7.8482,1.0121
2015/4/10,7.28,11.7175,10.6512,8.3,4.64,6.1318,4.9556,6.2202,5.7588,12.1352,29.2046,15.9569,15.1704,10.5128,15.7183,8.9973,,,10.1999,6.0983,5.9735,4.6548,8.79,14.149,15.1671,9.0171,9.6461,,,,7.8883,1.0121
2015/4/13,7.28,12.1078,11.0292,8.31,4.64,6.2486,5.0765,6.442,5.8107,13.3507,30.8874,16.1638,16.3127,10.6446,15.8799,9.8985,,,10.8493,6.2564,5.9735,5.1215,8.76,14.286,15.1671,9.7851,9.8691,,,,8.1809,1.0121
2015/4/14,7.28,11.8801,10.9914,8.29,4.64,6.2003,5.3122,6.3055,5.7068,13.7739,30.0989,15.6021,16.3597,10.372,15.5388,9.283,,,10.9192,6.5134,5.9735,4.9176,9.11,14.0218,15.1671,9.6241,9.4811,,,,8.0464,1.0121
2015/4/15,7.28,11.3922,10.2259,7.86,4.64,5.9344,5.1248,6.0496,5.3655,14.0298,28.2526,14.577,14.9044,9.5406,14.8655,9.283,,,10.8692,6.0884,5.9735,4.8627,8.7,13.4151,15.1671,9.2649,8.665,,,,7.5084,1.0121
2015/4/16,7.28,11.4979,10.2542,7.88,4.64,5.9626,5.0825,6.1007,5.3803,13.6903,27.3679,14.5475,15.8746,9.3589,15.1079,9.4076,,,11.079,6.1081,5.9735,4.6979,8.74,13.6011,15.1671,9.6488,8.6784,,,,7.6712,1.0121
2015/4/17,7.28,11.5711,10.3865,7.88,4.64,5.9585,5.3243,6.1349,5.4248,13.2375,27.7621,14.991,16.2579,9.4043,14.9643,9.2903,,,11.3188,6.118,5.9735,4.8627,8.62,13.4445,15.1671,9.4259,8.5892,,,,7.8152,1.0121
2015/4/20,7.28,11.2703,10.4905,7.48,4.64,5.886,5.3122,5.8533,5.3432,12.5486,26.8582,15.0797,15.4677,8.95,14.2641,9.0999,,,10.7494,6.0093,5.9735,4.5097,8.24,13.5032,15.1671,8.9614,8.1076,,,,7.8694,1.0121
2015/4/21,7.28,11.5711,10.8024,7.9,4.64,6.1237,5.5116,6.1434,5.6401,13.1982,28.4737,15.2669,15.2565,9.4997,14.5334,9.1731,,,11.139,6.3157,5.9735,4.5489,8.58,14.8535,15.1671,9.2401,8.5401,,,,8.0818,1.0121
2015/4/22,8.01,11.937,11.2844,8.08,4.64,6.2687,5.5962,6.3482,5.8553,13.2621,29.7335,15.9372,15.6399,9.9904,14.8835,9.283,,,11.3488,6.7308,5.9735,4.596,8.8,15.6168,15.1671,9.4259,8.8077,,,,8.3201,1.0121
2015/4/23,8.81,12.1973,11.0575,8.19,4.64,6.1962,5.8621,6.4847,5.8256,12.9619,29.9546,15.2571,15.5538,10.0676,14.7219,9.349,,,12.4876,6.8692,5.9735,4.643,9.02,15.4798,15.1671,9.2711,8.6784,,,,8.2187,1.0121
2015/4/24,9.35,12.8478,10.9252,8.94,4.64,6.1157,6.2973,6.7151,5.7291,13.0456,28.3295,14.9023,15.1078,9.6769,14.4616,9.6274,,,12.6974,6.9384,5.9735,4.596,8.89,15.1569,15.1671,9.0357,8.5178,,,,8.1196,1.0121
2015/4/27,8.9,12.4656,10.878,8.83,4.64,6.1519,6.2066,6.6468,5.7811,13.08,27.2236,15.2275,15.1548,9.5088,15.9069,9.2684,,,12.4477,6.8395,5.9735,4.5136,9.1,15.1764,15.1671,9.2463,8.6918,,,,8.3036,1.0121
2015/4/28,8.32,11.7175,10.4716,8.88,4.64,5.9263,5.8017,6.297,5.4471,13.6706,27.3294,14.2025,14.3959,8.9455,16.5891,9.0412,,,11.6385,6.4738,5.9735,4.3019,9.43,14.7068,15.1671,8.9304,8.4197,,,,8.0039,1.0121
2015/4/29,8.32,11.8313,10.8969,9.27,4.64,5.9908,6.1039,6.3909,5.5362,14.0446,27.5025,14.3996,14.3959,9.059,16.8494,9.0852,,,12.0581,6.9581,5.9735,4.4627,9.42,15.059,15.1671,8.9242,8.5268,,,,8.1054,1.0121
2015/4/30,8.17,11.6931,11.0386,9.3,4.64,5.9988,5.9588,6.3567,5.5139,13.2621,27.1178,14.6953,14.2003,8.9954,16.3467,9.1878,,,12.1779,7.1657,5.9735,4.7881,9.05,15.2743,15.1671,9.0853,8.4286,,,,8.0417,1.0121
2015/5/4,8.22,11.6931,10.9819,8.91,4.64,6.1036,5.9226,6.3738,5.6252,12.7356,26.6947,14.9713,14.302,9.218,15.8979,9.2464,,,12.158,7.3238,5.9735,4.6117,9.07,15.1177,15.1671,9.3763,8.4465,,,,8.0441,1.0121
2015/5/5,8.21,11.1646,10.5094,8.65,4.64,5.9062,5.7292,6.2799,5.5139,13.085,25.9927,14.3898,13.8326,8.8637,15.3234,9.0339,,,11.6185,6.7506,5.9735,4.3685,8.43,14.4523,15.1671,8.8375,8.3439,,,,7.7633,1.0121
2015/5/6,7.81,11.0995,10.3771,8.37,4.64,5.7732,5.5116,5.9642,5.2764,12.5387,25.8774,14.1729,13.2536,8.5775,14.6321,8.9826,,,11.0591,6.4837,5.9735,4.3019,8.27,14.0316,15.1671,8.2678,8.0942,,,,7.7585,1.0121
2015/5/7,7.51,10.8149,10.3771,8.21,4.64,5.5073,5.3666,5.6741,5.0241,11.8842,26.0601,13.6604,13.2771,8.3367,14.7399,9.0119,,,10.09,6.5529,5.9735,4.1176,7.97,13.1999,15.1671,8.0758,7.7107,,,,7.6004,1.0121
2015/5/8,7.89,11.2133,10.3771,8.7,4.64,5.6846,5.7413,5.9045,5.2022,12.2927,27.1082,14.1828,13.7778,9.0545,16.1582,9.1804,,,11.0391,6.6616,5.9735,4.2823,8.29,13.65,15.1671,8.5155,8.0273,,,,7.8364,1.0121
2015/5/11,8.19,11.5467,10.3771,8.96,4.64,6.0592,6.1824,6.1946,5.7217,12.8832,28.1949,14.9811,14.3568,9.427,16.3467,9.3416,,,11.3887,6.8494,5.9735,4.5568,8.74,15.0199,15.1671,8.7632,8.4465,,,,8.3367,1.0121
2015/5/12,8.6,11.5386,10.3771,9.02,4.64,6.0874,6.0918,6.2373,6.2931,12.9127,28.0602,15.2571,14.2785,9.4497,16.4634,9.2537,,,11.2189,6.9483,5.9735,4.5999,8.89,16.243,15.1671,8.7137,8.558,,,,8.9148,1.0121
2015/5/13,9.03,11.3597,10.3771,8.84,4.64,6.2204,6.2973,6.3141,6.1818,14.202,28.5603,15.5528,14.3411,10.0404,16.221,9.305,,,12.3378,6.8395,5.9735,4.596,8.99,16.9084,15.1671,8.5836,8.9593,,,,8.9856,1.0121
2015/5/14,9.12,11.2215,10.3771,9.17,4.64,6.2164,6.5027,6.3567,6.3154,15.6242,28.2237,15.9766,14.2394,10.0767,16.6968,9.3783,,,13.3668,6.8198,5.9735,4.7608,8.89,18.5914,15.1671,8.5712,8.8033,,,,9.4056,1.0121
2015/5/15,9.43,11.1402,10.3771,8.9,4.64,5.9146,6.4,6.2202,6.308,17.1891,29.7719,15.6513,13.7074,9.9949,16.5352,9.4222,,,14.6155,6.6122,5.9735,4.6666,8.5,16.7322,15.1671,8.6467,8.4376,,,,9.769,1.0121
2015/5/18,9.9,11.4492,10.3771,9.42,4.64,5.9045,6.9741,6.5956,6.6419,18.9065,30.9836,16.7453,14.0516,10.9853,17.4688,9.6787,,,14.6155,6.889,5.9735,4.6784,8.59,15.9397,15.1671,8.5209,8.5981,,,,10.7459,1.0121
2015/5/19,10.4,11.7256,10.3771,10.05,4.64,6.2516,7.4334,6.7578,6.449,20.2204,31.1663,17.524,15.0609,10.7718,17.4779,9.6274,,,13.6265,6.9779,5.9735,4.8707,8.84,15.6559,15.1671,8.9737,9.0441,,,,10.4344,1.0121
2015/5/20,10.92,11.7175,10.3771,9.92,4.64,6.146,7.4213,6.8089,6.449,20.1761,31.4452,18.2336,14.881,11.1199,19.2238,9.6567,,,13.3268,7.057,5.9735,5.1141,9.07,15.8418,15.1671,8.9926,9.0441,,,,11.0479,1.0121
2015/5/21,11.47,11.9777,10.3771,10.69,4.64,6.6841,7.9773,7.0905,6.4861,21.6229,32.6568,18.4997,15.4521,11.9992,21.1507,9.6274,,,13.7064,7.7587,5.9735,5.4281,9.5,15.7635,15.1671,9.2818,9.4499,,,,11.1612,1.0121
2015/5/22,11.6,12.4575,10.3771,10.98,4.64,6.5735,8.1345,7.1588,6.7978,20.9389,31.7433,18.6673,15.7603,11.7794,21.1507,9.4808,,,13.5766,8.0157,5.9735,5.5144,9.81,16.5561,15.1671,10.0113,9.8736,,,,11.4986,1.0121
2015/5/25,12.18,12.677,10.3771,11.84,4.64,6.845,8.2433,7.3806,6.9759,21.7312,32.0318,18.9137,15.9975,11.7977,21.1507,9.4735,,,13.6365,8.164,5.9735,5.589,10.79,16.8203,15.1671,10.3257,10.2972,,,,12.6477,1.0121
2015/5/26,12.79,12.6933,10.3771,12.16,4.64,6.9859,9.0652,7.7134,7.1169,21.805,33.9742,20.4512,16.4638,12.3106,21.1507,9.3783,,,14.2759,8.1936,5.9735,5.6596,11.13,17.7107,15.1671,10.4012,11.3274,,,,13.9125,1.0121
2015/5/27,13.43,12.864,10.3771,11.99,4.64,7.4687,9.2465,7.739,7.2504,20.6929,34.5705,20.2639,17.3569,12.0633,21.1507,9.1585,,,14.9952,8.0058,5.9735,5.7891,10.8,17.5835,15.1671,11.0992,11.3318,,,,15.3047,1.0121
2015/5/28,14.05,12.0997,10.3771,10.79,4.64,6.9557,8.3218,7.0735,7.1837,18.626,31.3875,19.1206,16.3689,12.3198,21.1507,9.0852,,,13.4966,8.1145,5.9735,5.848,9.72,15.8222,15.1671,9.9924,10.2036,,,,14.7832,1.0121
2015/5/29,14.75,12.8315,10.3771,10.8,4.64,6.7595,8.4004,7.1929,7.295,20.4812,31.4932,18.9629,16.6061,11.816,21.1507,9.3416,,,12.8673,8.5692,5.9735,6.0364,9.88,15.2156,15.1671,10.0302,10.1411,,,,16.2605,1.0121
2015/6/1,14.75,13.7829,10.3771,11.88,4.64,7.0865,8.8295,7.7134,7.6883,22.5284,33.6473,20.8553,18.0446,12.6862,21.1507,9.708,,,13.4267,9.1622,5.9735,6.6408,10.87,15.9299,15.1671,10.4138,10.7744,,,,15.3684,1.0121
2015/6/2,15.49,14.4497,10.3771,13.01,4.64,7.695,9.5547,8.268,8.4601,24.7822,36.5514,22.9448,18.7006,13.7212,21.1507,9.664,,,14.0761,10.0814,5.9735,7.3041,11.52,16.9769,15.1671,10.7974,11.2783,,,,14.4335,1.0121
2015/6/3,16.26,14.7668,10.3771,13.5,4.64,7.3933,10.2195,8.6093,8.705,24.7921,36.0514,25.2412,17.7679,13.2724,21.1507,9.6567,,,14.2759,11.0895,5.9735,7.4415,12.67,16.6735,15.1671,10.4955,11.7109,,,,15.0508,1.0121
2015/6/4,17.07,14.6774,10.3771,13.5,4.64,8.1326,10.153,8.4387,8.4304,23.7171,38.5227,24.7583,17.0724,13.9136,21.1507,9.5541,,,15.7045,10.6547,5.9735,7.0176,13.31,16.1158,15.1671,10.8037,11.3898,,,,14.0803,1.0121
2015/6/5,17.92,15.767,10.3771,14.35,4.64,8.1326,9.7662,8.6178,8.6308,26.0938,38.2535,27.2321,17.3727,14.0968,21.1507,9.8105,,,16.6036,10.7831,5.9735,7.3159,13.97,17.7303,15.1671,11.835,11.5325,,,,13.9768,1.0121
2015/6/8,17.02,14.905,10.3771,12.92,4.64,8.1326,9.464,8.8909,8.9202,25.2457,37.2438,27.8235,17.3095,13.2724,21.1507,9.5028,,,16.144,10.1506,5.9735,7.4533,13.37,18.9338,15.1671,11.6589,11.0999,,,,13.2453,1.0121
2015/6/9,16.17,14.3033,10.3771,13.28,4.64,8.1326,9.5245,8.652,8.5343,23.8749,36.311,26.6309,16.6614,13.1625,21.1507,9.4076,,,17.1131,10.3384,5.9735,7.2178,13.69,19.2274,15.1671,11.7595,10.8101,,,,13.5736,1.0121
2015/6/10,16.98,15.0189,10.3771,13.11,4.64,8.1326,9.4882,8.7032,8.5417,24.9991,37.9073,27.38,16.9854,13.1625,21.1507,9.4955,,,16.7534,10.625,5.9735,7.5161,13.83,21.155,15.1671,11.7155,11.0152,,,,13.9946,1.0121
2015/6/11,17.21,14.7018,10.3771,13.64,4.64,8.1326,9.6153,8.9762,8.8905,24.5948,41.6865,26.9069,17.7837,13.1625,21.1507,9.5028,,,16.4038,10.6645,5.9735,7.4925,13.6,21.7226,15.1671,12.6273,11.421,,,,14.5013,1.0121
2015/6/12,17.18,14.7424,10.3771,14.16,4.64,8.1326,10.3233,9.3431,9.1725,24.2201,44.9368,28.6218,18.4081,13.1625,21.1507,9.4955,,,17.223,11.732,5.9735,8.0145,14.96,22.5445,15.1671,12.3947,12.0365,,,,14.0089,1.0121
2015/6/15,16.32,15.4743,10.3771,13.89,4.64,8.1326,10.287,10.2817,9.6104,22.2576,44.3694,27.7939,18.3765,13.1625,21.1507,9.7886,,,17.4327,12.3349,6.568,8.5444,14.99,21.3312,15.1671,11.7029,11.8804,,,,13.1062,1.0121
2015/6/16,15.5,15.954,10.3771,12.94,4.64,8.1326,10.1478,9.71,8.9202,21.7843,43.2539,25.6355,17.1435,13.1625,23.2676,10.3088,,,16.9432,13.264,7.2285,8.2068,13.79,22.7793,15.1671,10.7659,11.9384,,,,12.2034,1.0121
2015/6/17,14.76,15.7345,10.3771,13.1,4.64,8.1326,10.057,10.0598,8.8831,22.0505,44.6098,26.3155,17.7916,13.1625,23.6114,10.4187,,,16.9732,12.8785,7.9552,7.9674,14.03,24.1786,15.1671,11.0615,12.5672,,,,12.5602,1.0121
2015/6/18,14.02,14.5659,10.3771,12.46,4.64,8.1326,10.1054,9.7356,8.3042,19.8415,40.3787,26.3549,16.5982,13.1625,24.5341,10.4187,,,16.0042,12.236,8.7479,7.7751,14.26,25.9203,15.1671,10.7596,12.6118,,,,11.5861,1.0121
2015/6/19,13.32,13.1134,10.3771,11.21,4.64,8.1326,9.0949,8.7629,7.4731,18.3031,36.3398,25.4285,14.9383,13.1625,22.2996,9.9664,,,14.4057,11.0105,9.6255,6.998,13.5,23.3273,15.1671,10.3006,11.7823,,,,10.43,1.0121
2015/6/23,12.65,13.2303,10.3771,10.68,4.64,8.1326,8.7621,8.6349,7.4137,17.5635,37.0226,25.6059,15.049,13.1625,21.7207,10.0353,,,14.0861,9.9826,10.588,6.4838,14.85,21.3703,15.1671,10.0679,12.1658,,,,10.9616,1.0121
2015/6/24,12.73,13.5225,10.3771,10.97,4.64,8.1326,8.5926,8.8312,7.6067,17.9481,38.5612,28.1685,15.2624,13.1625,22.2725,10.0813,,,14.146,10.4767,11.6449,6.633,16.02,21.018,15.1671,10.3823,11.7956,,,,11.3185,1.0121
2015/6/25,12.09,12.621,10.3771,10.14,4.64,8.1326,8.1085,8.4899,7.3469,17.9481,37.5034,29.4793,14.148,13.1625,20.2189,9.7517,,,13.8962,9.4686,12.8056,6.5192,15.19,18.9241,15.1671,9.9107,10.761,,,,10.4657,1.0121
2015/6/26,11.49,11.3605,10.3771,9.13,4.64,8.1326,7.2977,7.6451,6.6122,16.1533,33.7531,26.5324,12.8043,13.1625,18.2016,8.8931,,,12.5076,8.5198,14.089,5.8676,13.67,17.0356,15.1671,8.9171,9.6863,,,,9.4202,1.0121
2015/6/29,10.92,10.5509,10.3771,8.22,4.64,8.1326,7.4913,6.8857,5.9517,14.536,33.811,23.8811,11.5239,13.1625,16.3832,8.8931,,,11.2788,7.6797,12.683,5.2828,12.3,15.333,15.1671,8.0241,8.7221,,,,8.4817,1.0121
2015/6/30,10.37,11.6026,10.3771,8.6,4.64,8.1326,8.2417,7.483,6.3005,14.4472,36.6335,23.4573,12.2352,13.1625,16.4466,9.491,,,11.7883,8.1936,11.4394,5.5654,12.38,15.2743,15.1671,8.5272,8.7402,,,,9.331,1.0121
2015/7/1,9.85,11.1435,10.3771,7.74,4.64,8.1326,8.0722,7.082,5.7736,14.0035,34.3137,21.3875,11.0654,13.1625,15.3881,9.2687,,,11.4986,7.4326,10.9552,5.0081,11.14,13.7478,15.1671,7.804,7.8661,,,,9.4059,1.0121
2015/7/2,9.36,11.1519,10.3771,6.97,4.64,8.1326,7.2674,6.5018,5.1948,12.6031,30.8823,19.2488,10.196,13.1625,13.8593,8.9467,,,10.3498,6.6913,9.8635,4.5057,10.03,12.3779,15.1671,7.0368,7.0822,,,,10.3479,1.0121
2015/7/3,8.89,10.5175,10.3771,6.27,4.64,8.1326,6.5413,6.0581,4.6827,11.3408,27.7989,17.3269,10.6702,13.1625,12.5475,8.7781,,,9.3108,6.0192,8.8762,4.0544,9.03,11.145,15.1671,6.3325,6.3704,,,,10.9723,1.0121
2015/7/6,8.45,11.4774,10.3771,5.8,4.64,8.1326,6.4142,6.1187,4.4143,10.2068,25.0151,15.5922,10.9785,13.1625,12.2942,8.7781,,,8.3817,5.5942,7.9933,3.6501,8.13,10.0296,15.1671,6.213,5.7487,,,,11.4219,1.0121
2015/7/7,8.03,10.3338,10.3771,5.26,4.64,8.1326,5.7728,5.5042,3.9744,10.2068,22.5117,14.0349,9.8799,13.1625,12.2942,7.9117,,,7.5425,5.0308,7.1959,3.2851,7.32,9.0315,15.1671,5.5905,5.172,,,,10.2801,1.0121
2015/7/8,7.63,9.9332,10.3771,5.26,4.64,8.1326,5.7728,4.9503,3.5792,10.2068,20.2596,14.0349,9.0104,13.1625,12.2942,7.1221,,,6.7933,4.9517,7.1959,2.9554,6.59,8.1313,15.1671,5.056,4.6584,,,,9.2525,1.0121
