ÈÕÆÚ,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH
2017/5/5,9.5227,3.8312,4.21,17.38,10.5705,8.4852,6.6941,12.2674,8.64,18.4359,7.0471,8.4825,52.88,14.188,9.1543,11.142,7.8469,21.0471,16.4565,15.1781,11.4146,24.4911,21.1469,,7.642,53.1424,16.246,11.06,44.3713,35.73,8.7286,4.8727,12.3276,5.8193,13.9802,8.1195,17.7693,12.3236,,,,19.1802,21.3257,,16.1935,,13.182,43.7787,21.4152,20.5687,27.5995,50.8123,32.3542
2017/5/8,9.4071,3.783,4.11,17.1,10.2843,8.1942,6.5237,12.109,8.64,16.5903,6.761,8.3875,52.88,13.7203,9.174,10.986,7.5566,19.7769,15.7143,15.0913,11.3533,24.5371,21.1838,,7.7798,53.1424,14.7593,10.95,44.3121,35.73,8.5991,4.8543,12.5154,5.7998,14.4111,8.11,17.5873,12.0693,,,,18.483,21.9921,,15.5081,,13.182,42.4951,20.8981,19.3193,26.3454,49.2958,32.1889
2017/5/9,9.5806,3.8216,4.13,17.49,10.2843,8.0214,6.6373,12.2322,8.64,15.7922,6.8468,8.3495,52.88,13.7764,9.0656,10.8175,7.6597,19.0694,15.8306,15.0556,11.419,24.6753,21.7688,,7.8126,53.1424,15.1501,11.12,46.4956,35.73,8.6269,4.9156,12.2979,5.8095,14.4111,7.9862,17.5144,12.2299,,,,18.4621,22.108,,15.3613,,13.182,43.3442,21.357,19.8298,26.7453,50.1488,33.0739
2017/5/10,9.2432,3.7154,4.04,17.54,10.116,7.8304,6.5237,12.2791,8.64,14.8545,6.8277,8.0551,52.88,13.234,8.7897,10.7051,7.5005,18.3549,15.5647,14.8487,11.279,24.5678,21.362,,7.642,53.1424,15.3264,10.67,46.1399,35.73,8.5529,4.9278,11.8036,5.6149,13.9802,7.7292,16.859,11.9221,,,,18.1971,21.6734,,14.9403,,13.182,42.0508,21.0073,19.4268,26.2091,48.8124,32.7043
2017/5/11,9.0601,3.6672,3.99,17.6,9.8972,7.8213,6.3722,12.1676,8.64,15.1238,6.8182,7.9126,52.88,12.7477,8.9178,10.7738,7.3881,18.0512,15.4096,14.6367,10.3908,23.6005,21.7184,,7.6748,53.1424,15.5946,10.53,45.9719,35.73,8.7193,4.8176,11.4379,5.5079,14.5603,7.7958,17.0411,12.2366,,,,17.9322,21.3257,,15.0774,,13.182,41.646,20.6213,19.8298,26.6635,48.8693,32.8405
2017/5/12,9.0119,3.6382,3.95,17.79,9.7709,7.8213,6.3153,12.197,8.64,15.2635,6.7896,7.8556,52.88,12.6822,8.9277,10.8175,7.2851,18.2307,15.1438,14.5436,10.9377,23.4418,21.4326,,7.6683,53.1424,15.5946,10.72,45.9324,35.73,8.5806,4.836,11.6751,5.4981,14.7343,7.7673,17.0229,12.6179,,,,17.7927,20.9007,,15.5375,,13.182,41.7645,20.512,19.5915,26.5726,49.2389,34.0464
2017/5/15,9.0601,3.6768,3.98,17.68,9.7373,7.8849,6.3343,12.2909,8.64,15.3333,6.7229,7.9316,52.88,12.8131,8.8488,10.7363,7.3506,18.4101,14.5677,14.5384,10.9027,23.4776,20.4442,,7.6683,53.1424,15.1501,10.64,45.8731,35.73,8.5991,4.9094,11.4576,5.5176,14.8918,7.7958,17.1776,12.6915,,,,17.4929,21.1229,,15.7627,,13.182,41.0042,20.8908,19.1897,26.0546,48.983,34.4062
2017/5/16,9.2336,3.7444,4.06,17.8,9.8046,7.9941,6.4952,12.2615,8.64,16.291,6.761,8.0171,52.88,13.1592,9.0656,11.1108,7.5847,18.7035,14.828,14.8487,10.999,23.9543,21.0964,,7.8782,53.1424,15.5486,10.94,45.6064,35.73,8.6269,4.8421,11.6257,5.6052,14.9084,7.9672,17.3415,12.8053,,,,17.7091,21.1712,,16.0466,,13.182,41.7053,21.4225,19.5778,26.509,49.9782,34.8535
2017/5/17,9.2529,3.754,4.04,17.61,9.8046,7.9668,6.5521,12.2615,8.64,16.5804,6.7801,8.0171,52.88,13.1779,9.243,10.961,7.6128,18.4654,14.9998,14.7918,10.9377,23.6852,20.6493,,7.8913,53.1424,16.2996,11.13,45.2408,35.73,9.006,4.7931,11.6257,5.6247,14.9249,7.9957,17.3233,12.5979,,,,17.9461,21.2194,,16.0662,,13.182,42.4458,21.4808,19.8843,26.5363,54.9732,34.2797
2017/5/18,9.301,3.7154,3.96,17.48,9.67,7.8395,6.4952,12.3026,8.64,16.1514,6.7896,8.0266,52.88,13.0002,9.1444,10.78,7.566,16.6188,14.7616,14.7091,10.929,23.2547,20.6056,,8.1274,53.1424,16.2996,11.01,45.2507,35.73,8.8026,4.6707,11.4379,5.5663,15.0907,7.8529,17.1867,12.444,,,,17.7161,21.3836,,15.9096,,13.182,42.0015,21.4808,19.68,26.3636,54.0822,34.1533
2017/5/19,9.3974,3.7444,4.04,17.66,9.5942,7.8395,6.5047,12.2615,8.64,16.9096,6.6084,8.074,52.88,13.0002,9.0262,10.7987,7.5473,16.1839,14.4569,14.7453,10.5527,22.7704,19.7651,,7.9831,53.1424,15.9394,11.17,45.0234,35.73,8.7471,4.6156,11.5169,5.6344,15.0658,7.8625,16.9591,12.4975,,,,17.5627,21.2291,,16.0662,,13.182,41.5275,21.3861,19.7889,27.2269,53.5041,34.2019
2017/5/22,9.2336,3.6479,3.99,17.38,9.3333,7.8031,6.3343,12.4082,8.64,15.9818,6.6275,8.2165,52.88,12.7757,9.5189,10.8175,7.3319,14.8413,13.7368,14.4246,10.3164,20.5641,19.2272,,7.7011,53.1424,14.8743,10.75,44.9246,35.73,8.5806,4.6156,10.9633,5.4884,14.7758,7.872,16.7953,12.1362,,,,16.9003,21.0746,,15.6746,,13.182,38.5063,21.1967,18.8356,26.5454,48.2721,33.3753
2017/5/23,9.1276,3.5128,3.77,17.23,9.1313,7.5666,6.0218,12.4199,8.64,16.2611,6.4272,8.2545,52.88,12.2707,9.0065,9.7688,7.0885,13.3572,12.7398,13.9798,9.8789,19.1419,18.8809,,7.4649,53.1424,14.039,10.25,45.7743,35.73,8.5344,4.4687,10.2911,5.3619,15.2564,7.891,16.5131,11.7482,,,,16.0776,20.6496,,14.7836,,13.182,37.4399,20.3226,17.5894,25.4366,43.6847,33.9199
2017/5/24,9.2239,3.5031,3.76,16.95,9.2155,7.6758,6.1544,12.5842,8.64,15.6725,6.5607,8.15,52.88,12.3268,8.8193,9.569,7.0598,12.0215,13.0666,14.0885,9.5071,19.3956,19.2137,,7.5043,53.1424,14.3148,10.31,45.9126,35.73,8.5714,4.5096,10.3405,5.3911,15.5299,7.8244,16.6405,11.9355,,,,15.9661,20.3888,,14.8913,,13.182,37.7954,19.8856,17.7188,25.0943,44.3482,33.6671
2017/5/25,9.4071,3.561,3.8,16.98,9.1734,7.7212,6.1733,12.6605,8.64,16.72,6.6275,8.1405,52.88,12.4958,8.7404,9.6627,7.1458,11.4175,13.05,14.1609,9.7958,19.2572,19.086,,7.6092,47.8297,14.0313,10.41,45.4977,35.73,8.6454,4.5506,10.3998,5.469,14.8383,7.872,16.7134,12.056,,,,16.0985,20.3792,,14.9697,,13.182,37.8053,20.1988,17.7052,24.9462,44.3482,35.1063
2017/5/26,9.542,3.5224,3.76,17.07,9.2071,7.7031,6.1544,12.6429,8.64,16.3609,6.5607,8.131,52.88,12.4488,8.7503,9.6627,7.1076,11.2173,13.1109,14.3729,9.8877,19.434,18.8338,,7.5305,43.0482,14.1079,10.43,45.3594,35.73,8.7563,4.5574,10.301,5.4106,14.5407,7.9101,16.6952,12.1028,,,,16.0916,20.5144,,15.0774,,13.182,38.6741,20.4319,18.0457,25.3996,45.3434,36.8665
2017/5/31,9.5324,3.5321,3.77,16.94,9.3838,7.7031,6.107,12.6429,8.64,17.1789,6.4082,8.131,52.88,12.6272,8.7798,9.6252,7.0693,10.4821,13.0334,14.3729,9.9402,19.4494,17.8857,,7.6683,38.7414,13.8857,10.4,45.2803,35.73,8.7656,4.4619,10.3306,5.6247,14.3743,8.0052,16.8681,12.0493,,9.9912,,16.1125,20.2246,,16.1054,,13.182,38.8123,20.2352,18.0457,25.6217,45.5424,39.0838
2017/6/1,9.2047,3.4549,3.69,16.8,9.3324,7.5666,5.9082,12.6429,8.64,16.3609,6.3796,8.0551,52.88,12.0921,8.297,9.5503,6.8019,9.4329,11.9422,14.016,9.6689,17.9811,16.8133,18.6144,7.4255,34.8722,12.5676,9.88,45.221,35.73,8.7378,4.5096,9.8067,5.3911,14.4356,8.0909,16.6952,11.8352,,10.9903,,15.3944,19.6355,,17.1432,,13.182,35.9886,19.7909,16.9834,24.0764,43.0686,37.1194
2017/6/2,9.33,3.5321,3.73,15.12,9.4267,7.503,5.9934,12.6429,8.64,17.997,6.3986,8.0266,52.88,12.2047,8.1492,9.5503,6.8496,9.4329,12.7509,14.4143,9.9489,18.7729,17.1797,20.4774,7.6617,31.381,12.8588,9.7,45.2408,35.73,8.6176,4.5915,9.8364,5.4495,14.5144,8.0814,16.95,12.0894,,12.0874,,15.7081,19.6162,,17.1432,,13.182,36.9265,19.5942,17.5486,24.6131,47.3717,37.5181
2017/6/5,9.33,3.561,3.76,15.12,9.4524,7.5757,6.0313,12.6429,8.64,17.8473,6.37,8.0266,52.88,12.2423,8.1295,9.5441,7.0216,9.4329,12.7731,14.4919,9.9752,19.5032,17.2671,22.5221,7.7076,31.7391,12.8665,10.67,45.0629,35.73,8.5991,4.6461,9.9154,5.469,14.8208,8.0624,17.2413,12.1429,,13.2922,,15.8336,19.7997,,17.1432,,13.182,36.9956,20.1405,17.7052,24.7982,46.3386,38.1016
2017/6/6,9.301,3.6479,3.78,15.12,9.4352,7.6303,6.0786,12.6429,8.64,17.149,6.4368,8.093,52.88,12.3831,8.1788,9.5628,7.0693,9.4329,12.8174,14.5694,10.0102,19.3341,17.2806,24.7712,7.7207,31.3313,12.5293,11.25,45.0728,35.73,8.5991,4.7006,10.0044,5.4981,14.7945,8.0814,17.2687,12.1295,,14.6244,,15.8615,19.6644,,17.1432,,13.182,37.1141,19.9657,17.8959,24.8352,45.6467,37.9168
2017/6/7,9.4456,3.6865,3.86,15.12,9.7095,7.7667,6.1923,12.6429,8.64,17.8274,6.5035,8.245,52.88,12.7117,8.366,9.7376,7.2126,9.4329,13.4488,14.7918,10.2377,20.2104,17.8521,27.2476,7.911,34.4644,12.9508,11.6,44.9444,35.73,8.7008,4.7279,10.2713,5.5955,15.1009,8.1861,17.6237,12.3905,,16.0838,,16.3356,20.9007,,17.1432,,13.182,38.5853,20.3663,18.3998,25.3441,47.6181,37.6834
2017/6/8,9.3685,3.6479,3.81,15.12,9.6409,7.7485,6.1639,12.6429,8.64,17.4982,6.6275,8.245,52.88,13.0591,8.2674,10.3618,7.2318,9.4329,13.2383,14.7039,10.2596,19.9798,17.4991,29.9739,7.8388,36.1553,12.7209,11.37,44.4504,35.73,8.7008,4.762,10.3109,5.5565,15.0484,8.0814,17.6601,12.3035,,17.6903,,16.3216,21.6734,,17.1432,,13.182,38.1805,20.5703,18.1478,25.0017,46.9398,38.121
2017/6/9,9.4071,3.6286,3.84,15.12,9.6409,7.8031,6.1923,12.6429,8.64,17.8473,6.761,8.226,52.88,12.7962,8.4448,10.368,7.1744,9.4329,13.5707,14.7918,10.1196,19.9183,17.5731,32.9728,7.7404,37.2992,12.7362,12.18,44.3417,35.73,8.6731,4.762,11.339,5.6538,14.6895,8.0909,17.7147,12.2567,,19.4632,,16.224,22.0404,,17.2998,,13.182,41.261,20.3955,18.107,24.974,47.0736,39.4144
2017/6/12,9.2914,3.5707,3.77,15.12,9.658,7.8577,6.0786,12.6429,8.64,17.3286,6.7038,8.1215,52.88,12.8244,8.2182,10.2931,6.9738,9.4329,13.1719,14.6677,9.9402,19.0804,16.9679,36.1534,7.5043,33.5693,12.1768,11.99,44.2429,35.73,8.5899,4.6597,11.3489,5.5079,14.4531,7.9196,17.4416,12.0359,,21.4125,,15.973,22.0597,,16.3403,,13.182,43.8873,19.8637,17.3783,24.1505,44.0735,39.57
2017/6/13,9.3782,3.6094,3.8,15.12,9.778,7.8577,6.1733,12.6429,8.64,17.3884,6.8945,8.1785,52.88,13.1436,8.297,10.3555,7.1649,9.4329,13.399,14.8332,10.0189,20.1182,17.5832,34.0027,7.6355,34.912,12.445,13.01,44.1935,35.73,8.6269,4.6734,11.5071,5.5371,14.6282,7.9577,17.7784,12.2031,,20.3938,,16.4332,22.3012,,16.8788,,13.182,44.0551,20.3081,17.8005,24.5761,45.2678,38.6462
2017/6/14,9.3197,3.6384,3.8,15.12,9.658,7.7667,6.2017,13.9101,8.64,16.5005,6.7991,8.2165,52.88,13.1248,8.3167,10.3431,7.2413,9.4329,13.6925,14.8901,9.9883,22.1323,17.8185,30.6024,7.7339,33.5096,12.8358,14.17,43.7489,35.73,8.5714,4.6665,11.4972,5.5663,14.1818,8.0528,17.8239,12.1496,,18.3564,,16.5447,21.9825,,16.4774,,13.182,42.1199,20.5557,17.9095,24.8815,45.6309,39.0254
2017/6/15,9.4074,3.6868,3.84,15.12,9.7009,7.9668,6.3627,15.3005,8.64,16.2811,6.7991,8.321,52.88,13.1811,8.5039,10.3618,7.3942,9.4329,14.2298,14.9677,10.2202,22.8626,18.0538,30.6024,7.9569,33.6986,14.1233,14.01,43.0869,35.73,8.6084,4.6256,11.8036,5.6149,14.2693,8.0814,17.8513,12.3102,,17.847,,16.9003,21.8859,,16.9865,,13.182,42.268,21.4079,18.5223,26.0843,46.701,40.3188
2017/6/16,9.3489,3.6578,3.84,15.12,9.6923,7.9122,6.3722,16.1629,8.64,16.3509,6.7991,8.2925,52.88,13.2187,8.5931,10.4929,7.3368,10.3751,14.0241,14.8694,10.1152,21.9324,17.7815,29.8906,7.9634,33.5096,13.7018,13.64,42.9783,35.73,8.5714,4.5437,11.5071,5.6052,14.1467,8.0243,17.9696,12.1898,,17.8862,,16.7888,21.7024,,17.0257,,13.182,41.4979,21.4152,18.3044,25.6309,47.3124,40.6203
2017/6/19,9.3976,3.6674,3.85,15.12,9.7609,7.8577,6.3816,15.6877,8.64,16.2611,6.7133,8.264,52.88,13.3595,8.5832,10.6614,7.3368,11.414,14.1297,14.916,10.4214,21.8171,17.8353,29.2393,7.97,32.127,13.6635,13.42,42.7708,35.73,8.5622,4.5574,11.5466,5.6247,14.4181,8.129,18.0515,12.3503,,16.9948,,17.0119,21.9052,,17.3977,,13.182,41.7447,21.4225,18.4679,25.742,47.2455,39.9298
2017/6/20,9.4171,3.6771,3.85,15.12,9.8894,7.8759,6.3627,15.7229,8.64,16.5706,6.6752,8.188,52.88,13.1623,8.5039,10.6302,7.3559,12.5564,13.7905,15.0194,10.2814,21.5942,17.8286,29.4741,8.02,31.2517,13.5102,13.43,42.3953,35.73,8.6824,4.5369,11.5565,5.6149,14.4356,8.11,17.676,12.3102,,16.7205,,17.242,21.8955,,16.9082,,13.182,41.2116,21.6338,18.284,25.3996,46.978,35.933
2017/6/21,9.4755,3.6771,3.83,15.12,9.8809,7.8304,6.3343,15.3709,8.64,16.7602,6.7229,8.1595,52.88,13.0215,8.3751,10.6801,7.3273,12.2182,13.9017,14.8436,10.4302,21.5096,17.832,29.6785,7.99,31.948,13.4796,14.32,41.6741,35.73,8.6639,4.5369,12.0508,5.6441,14.3919,8.129,17.676,12.3436,,16.5246,,17.3326,22.0018,,17.0257,,13.182,40.9154,21.3861,18.1682,25.4274,46.7201,32.3445
2017/6/22,9.3976,3.5997,3.77,15.12,9.6752,7.7394,6.2017,15.3885,8.64,16.0914,6.6752,8.093,52.88,12.8244,8.1273,10.5865,7.1171,11.8213,13.6015,14.6005,10.2289,20.5564,17.3747,28.1185,7.85,31.2816,12.9201,13.71,41.437,35.73,8.6176,4.994,11.6257,5.6149,14.1467,8.0243,17.4507,12.1095,,15.9467,,16.6493,21.5865,,16.5264,,13.182,39.4245,20.9199,17.569,24.7519,45.5545,29.1101
2017/6/23,9.3782,3.59,3.73,15.12,9.6323,7.6849,6.1923,15.4296,8.64,15.8219,6.6561,8.0646,52.88,12.6648,8.1967,10.4866,7.0789,11.6625,13.4013,14.5746,10.2727,21.8325,18.0538,27.1567,7.93,30.2074,13.15,13.79,41.19,35.73,8.5899,4.8303,11.4477,5.5273,14.0067,7.9196,17.5071,12.1229,,15.3982,,16.8655,21.4126,,16.5851,,13.182,39.148,21.1603,17.7528,24.7797,45.65,26.8558
2017/6/26,9.4268,3.6287,3.76,15.12,9.7437,7.7861,6.2869,15.4178,8.64,15.6921,6.637,8.1405,52.88,12.8525,8.2066,10.5803,7.1458,12.8291,13.5737,14.7453,10.3296,21.8479,18.4203,27.0961,8,32.505,13.2113,13.69,41.022,35.73,8.7378,4.7962,11.5367,5.576,14.243,7.9767,17.7136,12.2098,,15.4178,,17.0955,21.4223,,16.7613,,13.182,39.8589,21.3788,17.9571,25.1035,46.2041,26.2579
2017/6/27,9.3976,3.6384,3.76,15.12,9.7095,7.7677,6.2775,15.0189,8.64,15.7121,6.5798,8.1025,52.88,12.8525,8.2958,10.4617,7.184,13.264,13.6348,14.7815,10.3121,21.3174,18.3228,26.9977,7.93,31.8386,13.2727,13.95,41.9112,35.73,8.821,4.7893,11.6356,5.6052,14.208,8.1195,17.7511,12.2031,,15.4374,,17.0119,21.5961,,16.7809,,13.182,39.8885,20.9709,18.1206,25.159,46.3952,26.0716
2017/6/28,9.31,3.59,3.72,15.12,9.7266,7.7217,6.2207,15.3005,8.64,15.0433,6.5512,8.1025,52.88,12.6366,8.1471,10.5366,7.1362,13.3365,13.2789,14.5798,9.9752,20.8485,18.2757,25.9678,7.86,30.834,12.9355,13.81,42.0594,35.73,8.8026,4.7484,11.4379,5.5565,14.138,8.0433,17.4883,12.1028,,14.879,,16.7539,21.3836,,16.5655,,13.182,39.0691,20.3008,17.7256,24.7889,44.8188,24.8661
2017/6/29,9.31,3.5997,3.74,15.12,9.7523,7.6573,6.2491,15.3357,8.64,15.0533,6.6656,8.1405,52.88,12.7023,8.157,10.7425,7.2031,13.333,13.2901,14.7453,10.0758,20.8869,18.1648,25.9981,7.92,30.5754,13.97,13.87,41.7037,35.73,8.7748,4.7552,11.4082,5.5663,14.2168,8.0719,17.6291,12.2031,,15.0064,,17.0816,21.4995,,16.5655,,13.182,39.1086,21.6556,18.3793,25.5199,45.3825,25.1307
2017/6/30,9.3197,3.59,3.73,15.12,9.8209,7.6481,6.3248,15.1186,8.64,14.5541,6.7038,8.0551,52.88,12.7117,8.167,10.7925,7.3559,13.1466,13.2067,14.8694,10.1414,20.6717,18.5144,27.1492,7.88,31.0429,13.7,13.86,41.3579,35.73,8.7748,4.6938,11.4477,5.5663,14.1117,8.367,17.6385,12.2968,,15.3688,,17.0537,21.5961,,17.1529,,13.182,39.6417,21.5026,18.4679,25.8993,46.2328,25.0131
2017/7/3,9.3587,3.6287,3.77,15.12,9.9408,7.7953,6.41,15.5176,8.64,14.624,6.6942,8.112,52.88,12.8619,8.2066,10.8237,7.3559,13.0707,13.2789,15.1022,10.2027,21.0023,18.5245,27.0204,7.94,30.7544,13.55,14.18,41.2888,35.73,8.7933,4.7006,11.774,5.6052,14.208,8.405,17.8262,12.3436,,15.3296,,17.3256,21.6927,,17.3977,,13.182,39.7108,21.4735,18.5019,25.8993,46.6341,25.2385
2017/7/4,9.3295,3.6481,3.76,15.12,9.8894,7.8045,6.3911,15.5234,8.64,14.9135,6.6275,7.9791,52.88,12.8431,8.157,10.6864,7.3368,13.4607,13.8017,14.9884,10.1196,20.9638,18.39,27.5278,7.98,30.5455,13.58,14.17,41.2789,35.73,8.7563,4.687,11.7048,5.6052,14.138,8.2813,17.8544,12.3102,,15.2806,,17.221,22.2336,,17.2802,,13.182,39.3455,21.5026,18.2976,25.8993,46.4143,25.0033
2017/7/5,9.4366,3.6771,3.8,15.57,9.9066,7.8137,6.4384,15.3298,8.64,14.9734,6.5894,7.9981,52.88,12.984,8.2562,10.5803,7.3655,13.2571,13.746,15.0608,10.2071,21.3021,18.4102,27.8307,8.01,30.6649,14.11,14.28,41.0319,35.73,8.9135,4.7416,11.9321,5.6344,14.1205,8.2908,17.9764,12.3436,,16.123,,17.4372,22.9386,,17.3585,,13.182,40.0564,21.5318,18.5972,26.5655,46.892,25.0621
2017/7/6,9.4366,3.6674,3.84,15.5,9.8809,7.8597,6.41,15.2829,8.64,14.6739,6.7705,7.9791,52.88,13.1248,8.2859,10.7238,7.3464,12.9637,13.5403,15.0504,10.2858,20.9946,18.2825,28.1261,7.96,30.2471,14.17,14.21,40.9133,35.73,8.969,4.7279,12.1299,5.6149,14.138,8.3479,17.9013,12.2623,,16.1426,,17.242,23.1994,,17.0746,,13.182,39.6812,21.4881,18.393,26.0843,47.7424,24.3956
2017/7/7,9.4268,3.6771,3.84,15.14,9.9237,7.8505,6.5061,15.4824,8.64,14.5741,6.6752,7.9601,52.88,13.0778,8.3156,10.6676,7.3368,12.3494,13.6126,15.247,10.3602,21.0023,18.9212,27.8232,7.95,30.267,14.28,15.63,41.0121,35.73,9.0152,4.6938,12.2979,5.6344,14.1555,8.2908,18.1454,12.3436,,16.0251,,17.4372,23.3829,,17.104,,13.182,41.1425,22.6155,18.8083,26.0011,49.443,24.474
2017/7/10,9.4366,3.6674,3.82,14.29,9.9066,7.7217,6.4389,15.4824,8.64,14.6739,7.028,7.9791,52.88,12.8807,8.1967,10.4492,7.2986,12.453,13.24,15.0246,10.0846,20.3873,18.4237,26.1344,7.83,27.2433,13.71,14.98,40.9924,35.73,8.9967,4.6188,12.1002,5.6636,14.3131,8.3003,18.3425,12.269,,15.0064,,17.1862,23.4892,,17.2606,,13.182,38.9999,22.1282,18.3181,26.584,47.0354,23.7095
2017/7/11,9.4074,3.7158,3.83,12.86,9.8209,7.6389,6.3428,15.4882,8.64,14.3445,7.0375,7.9221,52.88,12.5803,8.1372,10.3306,7.098,11.5585,13.0009,14.7608,9.8877,19.7338,17.7849,25.9375,7.72,25.7116,13.53,14.45,40.943,35.73,8.8765,4.5778,11.774,5.6636,13.9454,8.3384,17.9201,12.3029,,14.8301,,16.7121,23.0352,,17.055,,13.182,38.0718,21.6409,17.8822,26.0196,45.65,23.3665
2017/7/12,9.31,3.7062,3.76,11.57,9.5638,7.6389,6.3139,15.4882,8.64,14.2148,7.1138,7.7321,52.88,12.4864,7.9985,10.1308,7.0311,11.2201,12.7507,14.6574,10.0233,19.926,18.2757,26.248,7.63,26.179,13.35,14.45,40.943,35.73,8.8026,4.5983,11.7937,5.5371,13.7528,8.3098,17.9389,12.147,,14.9476,,16.5238,22.9966,,16.683,,13.182,37.6572,21.2588,18.0252,25.7605,46.2901,22.9254
2017/7/13,9.2905,3.8223,3.8,10.88,9.6495,7.6296,6.3139,15.4824,8.64,13.8254,7.0566,7.6751,52.88,12.5427,7.7507,10.1246,7.0311,10.8506,12.595,14.6108,10.1283,19.4186,18.0807,25.7254,7.59,25.2043,13.25,14.45,40.7454,35.73,8.8026,4.6665,11.8135,5.5468,13.7353,8.4241,17.7324,12.1537,,14.6146,,16.5587,22.9966,,16.8494,,13.182,37.3807,20.9148,17.8414,25.7882,45.65,22.6412
2017/7/14,9.1736,3.89,3.85,10.03,10.1122,7.6204,6.2851,15.3474,8.64,13.6058,6.9994,7.5991,52.88,12.6178,7.5921,10.0622,7.0216,11.9349,12.645,14.6677,10.0408,19.2956,17.7008,25.4452,7.55,25.0849,13.01,14.45,40.5675,35.73,8.8118,4.7211,11.5466,5.5371,13.7878,8.4717,17.7605,12.0452,,14.3893,,16.3774,22.9867,,16.9963,,13.182,37.1931,20.8002,17.6916,25.3719,45.5258,22.7196
2017/7/17,9.0081,3.6578,3.57,9.1,9.6066,7.3812,5.9391,14.9896,8.64,12.2482,6.8564,7.4566,52.88,11.8574,6.8289,9.8624,6.5057,11.1545,11.3827,15.4435,9.7827,17.466,16.4603,22.9007,7.02,22.5784,11.71,14.45,41.2196,35.73,8.5437,4.496,10.4097,5.2549,13.1137,7.9577,16.972,11.428,,12.9494,,15.3595,22.2386,,15.3025,,13.182,33.4708,19.3192,15.9551,23.1604,40.978,20.4457
2017/7/18,9.0373,3.9577,3.65,9.35,9.5981,7.4272,5.9872,15.6642,8.64,12.2283,6.6752,7.4756,52.88,11.9419,6.8983,9.8312,6.563,12.2699,11.3216,16.0331,9.7783,17.6198,16.7763,23.0976,7.12,21.9717,11.7,14.45,41.5654,35.73,8.5622,4.5847,10.558,5.3035,13.3326,7.9577,16.9908,11.4959,,12.92,,15.6523,22.3862,,15.3515,,13.182,33.7078,19.8829,16.064,23.0123,40.9684,20.2104
2017/7/19,9.1055,3.9771,3.67,9.34,9.6495,7.464,6.0929,15.6525,8.64,12.2782,6.5989,7.5041,52.88,12.0733,6.9181,9.825,6.6108,12.7672,11.4384,15.8883,10.1865,17.6428,16.8771,23.1658,7.13,22.0811,11.75,14.45,41.5259,35.73,8.6269,4.5915,10.6668,5.3814,13.3939,8.0726,17.3287,11.6179,,12.9983,,15.8754,22.3173,,15.5963,,13.182,33.6189,20.4275,16.1934,23.2066,40.634,20.2594
2017/7/20,9.125,3.9094,3.67,9.58,9.658,7.6389,6.1602,15.6056,8.64,12.2383,6.6752,7.5231,52.88,12.0264,6.9181,9.8624,6.6299,12.9744,12.0834,15.9814,9.9626,19.4109,16.7023,22.931,7.13,22.1806,11.55,14.45,41.1603,35.73,8.6084,4.5983,11.0029,5.3814,13.2976,8.1971,17.3756,11.584,,12.9396,,15.9521,22.2976,,15.89,,13.182,33.5005,20.1122,16.1185,23.2344,40.3283,20.2398
2017/7/21,9.1055,3.8513,3.68,9.36,9.5981,7.5928,6.1217,15.6056,8.64,12.3481,6.6847,7.5326,52.88,11.9043,6.9181,10.3805,6.6395,13.0469,11.7275,15.5211,9.7476,19.7646,16.699,23.0295,7.1,21.3451,11.2,14.45,41.19,35.73,8.7193,4.5369,11.0424,5.4008,13.3063,8.312,17.385,11.5773,,12.7828,,16.1683,22.1401,,15.5767,,13.3526,33.1253,19.8829,16.0777,22.9476,40.3761,19.7792
2017/7/24,9.1055,3.8707,3.69,9.25,9.6409,7.5744,6.1313,15.4882,8.64,12.4978,6.5989,7.5041,52.88,11.9606,6.8983,10.368,6.6681,13.2058,11.7386,15.7745,9.8354,19.4033,17.0116,23.3021,7.13,21.0865,11.24,14.45,40.8343,35.73,8.7563,4.5369,11.0424,5.43,13.674,8.7142,17.4695,11.7536,,12.8808,,16.2101,22.2386,,15.8508,,12.6229,33.382,20.8002,16.2683,23.0493,40.7296,19.8184
2017/7/25,9.0276,3.8223,3.76,9.35,9.5295,7.51,6.1506,15.6056,8.64,12.2183,6.5607,7.4471,52.88,11.9043,6.8587,10.4242,6.6968,13.0193,11.7887,15.5159,9.7695,19.3571,16.9444,23.1582,7.16,21.3849,11.46,14.45,39.866,35.73,8.6824,4.5642,10.7755,5.3716,13.674,8.5992,17.3475,12.1944,,12.9983,,16.1264,22.0811,,15.6746,,12.3386,33.4017,20.4466,16.2207,23.1049,40.357,19.8674
