ÈÕÆÚ,002029.SZ,002154.SZ,002269.SZ,002291.SZ,002293.SZ,002327.SZ,002397.SZ,002485.SZ,002486.SZ,002494.SZ,002503.SZ,002563.SZ,002569.SZ,002612.SZ,002634.SZ,002656.SZ,002687.SZ,002761.SZ,002762.SZ,002763.SZ,002776.SZ,002780.SZ,002832.SZ,002875.SZ,300005.SZ,300526.SZ,300591.SZ,600107.SH,600137.SH,600146.SH,600398.SH,600400.SH,600630.SH,600824.SH,601566.SH,601718.SH,603001.SH,603116.SH,603157.SH,603196.SH,603365.SH,603518.SH,603555.SH,603557.SH,603558.SH,603587.SH,603608.SH,603665.SH,603808.SH,603839.SH,603877.SH,603908.SH,603958.SH
2015/12/15,12.083,6.9824,6.54,17.73,15.428,10.1786,9.0928,8.8823,6.64,23.3748,5.7295,10.8488,43.1,28.2727,9.6735,9.6443,13.9851,16.505,22.7215,23.9857,14.2049,10.1529,,,14.7133,,,17.81,40.9825,29.39,12.2578,6.7935,26.2111,7.9554,15.9504,11.2788,34.8686,20.7766,,,,22.7558,31.6975,,22.076,,,,24.0471,,,,
2015/12/16,12.0258,7.0016,6.47,17.2,15.4197,10.4661,9.0086,8.8823,6.61,23.8431,5.7404,10.8131,43.02,28.5432,10.2214,9.5278,14.5134,18.1565,22.962,24.5061,14.8399,11.1702,,,14.8577,,,17.78,39.708,32.28,12.1034,6.7691,25.7775,7.9168,15.8379,11.1936,32.9743,21.13,,,,23.2472,32.352,,22.0083,,,,24.2594,,,,
2015/12/17,12.474,7.2135,6.72,17.44,16.1002,10.6727,9.2051,8.8823,6.78,26.2244,5.9231,10.9649,43.25,29.8491,10.4067,9.6404,14.8192,18.2703,23.3293,25.259,15.3397,12.2898,,,15.4677,,,18.08,41.1109,33.13,12.3864,7.0316,26.487,8.1195,16.0387,11.3923,33.2023,21.9034,,,,23.96,34.2678,,22.6564,,,,25.3213,,,,
2015/12/18,12.2738,7.0691,6.54,17.62,16.5484,11.1309,10.1219,8.8823,6.64,27.1012,5.9304,10.8667,41.15,32.0039,10.603,10.4748,14.4392,16.9773,23.8917,24.4455,14.9883,13.5167,,,15.5858,,,19.23,40.0044,31.97,12.2749,6.7874,27.1768,8.1581,15.9263,11.5721,33.2111,21.4834,,,,24.2092,33.7367,,21.9309,,,,24.6408,,,,
2015/12/21,12.4931,7.1943,6.58,17.36,16.3243,11.1488,9.8131,8.8823,6.69,26.3539,5.956,11.447,39.92,35.2033,10.6793,10.2187,14.3651,16.0188,24.0997,24.683,15.4073,14.8663,,,15.7301,,,18.91,40.3996,31.89,12.8496,6.7049,26.9501,8.2354,16.3279,11.5532,32.3604,21.9901,,,,24.1607,33.7367,,22.3565,,,,24.4863,,,,
2015/12/22,12.5789,7.2906,6.86,16.86,16.2164,10.9781,9.8319,8.8823,6.75,25.7063,5.9962,11.5542,40.48,35.194,10.4694,10.2652,14.9212,16.1395,23.6674,24.8902,16.9481,16.354,,,15.7432,,,19.04,39.8463,32.26,12.618,6.7782,27.0979,8.3126,16.3038,11.4964,32.6674,21.9901,,,,24.2023,35.3681,,22.3469,,,,24.7759,,,,
2015/12/23,12.6362,7.1943,6.67,15.89,15.5276,10.7985,9.5512,8.8823,6.59,25.2579,6.1314,11.1613,40,35.194,10.4748,10.4787,15.0046,15.7533,23.1506,24.9053,18.1112,17.9899,,,15.2906,,,19.19,38.3939,31.42,12.4379,7.0042,26.6151,8.3126,16.882,11.3829,31.6939,21.8234,,,,24.0154,35.7474,,22.2985,,,,24.607,,,,
2015/12/24,12.4645,7.1654,6.77,16.2,15.594,10.8164,9.3735,8.8823,6.43,26.0152,5.9231,11.0274,41.6,35.194,10.603,10.9677,15.1436,15.6361,23.4236,25.7188,17.6333,19.7894,,,15.2119,,,19.6,39.1448,32.33,12.5065,6.9981,26.6644,8.2161,16.36,11.0801,31.3958,22.1168,,,,24.1953,34.7041,,22.1727,,,,25.1524,,,,
2015/12/25,12.865,7.3098,6.78,16.15,15.5359,11.032,9.5793,8.8823,6.44,26.4536,5.9195,11.0274,41.48,35.194,10.5621,11.022,15.9777,15.7499,23.1993,25.1933,17.3212,21.7678,,,15.4152,,,20.47,39.1547,34.08,12.3779,6.9828,26.4574,8.3416,16.5367,11.1368,32.9743,22.0435,,,,24.3684,35.093,,22.1147,,,,25.5868,,,,
2015/12/28,12.4454,7.3291,6.55,15.44,14.9383,10.5649,9.2238,8.8823,6.23,25.507,5.7295,11.0363,44.7,35.194,10.0851,10.2808,16.3855,15.4741,23.2871,23.6977,17.4369,23.9457,,,14.8249,,,21.66,38.8682,33.25,12.009,6.6775,27.1965,8.2257,16.6411,10.7962,33.0708,21.6301,,,,23.434,33.9643,,22.1824,,,,24.1774,,,,
2015/12/29,12.9699,7.5025,6.75,15.61,15.179,11.041,9.3173,8.8823,6.33,26.8322,5.8135,11.0452,42.85,35.194,10.0905,11.3092,17.2381,15.5844,23.6966,23.8392,17.7533,26.3382,,,15.0544,,,21.95,38.9571,33.31,11.8718,6.6042,27.7581,8.5636,16.9142,10.9949,31.7992,21.9701,,,,23.9946,33.9169,,22.1147,,,,24.3946,,,,
2015/12/30,12.9699,7.5891,6.74,16.2,15.1707,11.05,9.439,8.8823,6.36,27.3105,5.8427,11.0809,43.6,35.194,10.7747,11.3092,16.5708,15.4844,24.1062,23.3794,17.3933,28.971,,,15.2775,,,21.86,39.7672,33.53,11.7688,6.766,28.3986,8.5443,17.7334,10.9098,31.0011,21.8568,,,,23.8562,33.9264,,22.8306,,,,24.0905,,,,
2015/12/31,13.0367,7.3291,6.71,17,15.1375,10.8074,9.6167,8.8823,6.28,26.4038,5.7879,11.072,43.64,35.194,10.7692,11.1035,16.0704,14.6604,24.5678,22.8134,16.7604,31.8696,,,15.0216,,,20.86,37.7715,32.84,11.9747,6.8515,29.2461,8.4961,18.3598,10.853,29.484,21.19,,,,23.351,33.6039,,22.5307,,,,23.6561,,,,
2016/1/4,11.7302,6.6068,6.05,15.3,13.7516,9.8013,8.6625,8.8823,5.66,23.7634,5.2106,10.3488,43.64,35.194,10.3331,10.0285,14.467,13.195,22.1201,20.5346,15.0843,35.0545,,,13.5195,,,18.87,34.1158,29.56,10.911,6.1676,28.0735,7.6947,16.5206,9.7743,26.5373,19.0697,,,,21.2194,30.3602,,20.2863,,,,21.291,,,,
2016/1/5,11.301,6.4334,5.85,13.85,13.4445,9.7024,8.2883,8.8823,5.5,21.6112,5.3275,10.3488,43.64,35.194,10.9846,9.5278,14.0871,13.064,20.3486,20.4134,15.1564,38.5615,,,12.6011,,,18.71,31.7743,28.12,11.0226,6.5217,30.8424,7.7526,17.3077,9.4715,24.1695,18.8363,,,,21.1778,29.5445,,19.4447,,,,20.2629,,,,
2016/1/6,11.6253,6.5875,6.07,14.24,14.1914,9.8821,8.569,8.8823,5.74,22.219,5.5066,10.4827,43.64,35.194,11.696,9.8888,14.1427,13.4433,20.9207,20.9186,16.0402,42.4161,,,13.0537,,,19.19,32.5943,29.4,11.2198,6.7507,31.5814,7.8395,18.8658,9.7459,26.5899,19.3497,,,,21.6069,30.3507,,20.8087,,,,21.8123,,,,
2016/1/7,10.4618,5.9326,6.07,13.03,12.7806,8.9029,7.7645,8.8823,5.2,19.9971,4.9804,9.9737,43.64,35.194,10.5266,8.9069,12.7247,12.0986,18.8826,18.8369,14.4405,46.6593,,,11.7484,,,17.5,29.3339,26.48,10.2591,6.1706,28.4282,7.0575,16.9784,8.7713,23.9327,17.4227,,,,19.7591,27.3725,,18.8933,,,,19.6306,,,,
2016/1/8,10.519,6.0289,6.07,13.25,12.9632,9.1095,7.8767,8.8823,5.6,19.2797,5.09,9.9112,43.64,35.194,11.4861,9.2251,13.5125,11.9917,19.0808,19.4028,14.7832,51.3267,,,11.4335,,,18.32,27.674,25.54,10.6194,6.4546,26.2702,7.1541,18.1028,8.7335,24.0292,17.9495,,,,19.9529,27.6191,,19.8316,,,,20.1084,,,,
2016/1/11,9.47,5.4414,6.07,13.1,11.7017,8.292,7.1283,8.8823,5.07,17.3567,4.71,8.938,43.64,35.194,10.3386,8.7516,12.1594,10.7919,17.1825,19.5039,13.9583,56.4594,,,10.2921,,,16.97,24.9076,22.99,9.5643,5.963,23.6393,6.5265,16.2957,7.863,22.7663,16.9027,,,,18.1327,24.8591,,17.8775,,,,18.7231,,,,
2016/1/12,9.5367,5.5955,6.07,13.18,11.5274,8.5525,7.1751,8.8823,5.02,15.7227,4.9548,9.063,43.64,35.194,9.7716,8.6158,12.9008,10.8022,17.0492,19.7615,14.3162,50.8155,,,10.502,,,17.11,24.9669,21.99,9.9246,5.5936,21.2743,6.5651,14.6654,8.0333,23.5731,17.4761,,,,18.2572,24.6599,,18.1484,,,,18.9982,,,,
2016/1/13,9.0599,5.4703,6.07,13.17,11.3282,8.265,6.9225,8.8823,4.77,15.9419,4.9365,8.7326,43.64,35.194,9.281,7.8435,12.8544,10.3471,16.981,19.3422,13.7335,45.734,,,9.9117,,,16.87,25.6091,22.83,9.5129,5.5997,20.1412,6.4107,13.2759,7.598,21.4333,17.156,,,,17.7935,24.6789,,16.5135,,,,18.6121,,,,
2016/1/14,9.613,5.663,6.07,13.36,11.6436,8.6154,7.1564,8.8823,4.89,16.9383,5.4189,9.0719,43.64,35.194,9.2646,7.8396,13.6793,11.0608,17.4848,19.9586,13.812,47.9527,,,10.9022,,,16.39,27.2393,25.11,9.7616,5.9141,20.693,6.8355,13.6373,7.8346,22.6611,17.8761,,,,18.4856,25.6653,,17.2584,,,,19.5292,,,,
2016/1/15,8.9836,5.374,6.07,12.95,10.9465,8.31,6.8477,8.8823,4.64,17.0778,5.1741,9.1433,43.64,35.194,9.2401,7.0557,13.4847,10.0885,17.046,18.5186,12.4306,43.1574,,,11.3286,,,15.97,25.3621,25.33,9.5472,5.9141,19.4415,6.5072,12.3523,7.5507,22.1612,17.0227,,,,17.9735,24.9065,,16.5715,,,,18.7859,,,,
2016/1/18,9.2029,5.5185,6.07,12.8,11.0046,8.4447,6.9038,8.8823,4.72,18.5324,5.2179,9.2684,43.64,35.194,8.5042,7.1566,13.8276,10.2264,17.046,18.7409,12.4306,41.7566,,,12.4568,,,16.23,26.528,24.87,9.2984,5.9722,19.4612,6.6134,12.7298,7.9481,22.6874,17.136,,,,18.3541,25.0298,,17.4712,,,,19.0465,,,,
2016/1/19,9.6416,5.6918,6.07,13.11,11.3365,8.7142,7.1938,8.8823,4.9,19.1203,5.4043,9.4469,43.64,35.194,8.744,7.5602,15.088,10.7436,17.046,19.423,12.4306,43.8578,,,12.7192,,,16.68,28.3162,26.07,9.5214,6.0821,21.1265,6.8644,13.2036,8.3361,23.4153,17.7695,,,,18.9493,26.1585,,18.7869,,,,19.5437,,,,
2016/1/20,9.5081,5.5763,6.07,12.66,11.2287,8.6244,7.2312,8.8823,4.91,19.2698,5.3714,9.3844,43.64,35.194,9.619,7.3855,15.9221,10.6884,17.046,19.1653,12.4306,44.1185,,,12.4306,,,16.14,28.9288,25.95,9.3499,6.1431,20.4663,6.7486,13.035,8.1658,22.3278,17.3427,,,,18.6033,25.7602,,18.7965,,,,18.9982,,,,
2016/1/21,9.0599,5.3259,6.07,11.7,10.8137,8.274,6.8851,8.8823,4.76,17.4663,5.0717,9.1344,43.64,35.194,9.2101,6.7762,14.6524,10.0919,17.046,18.3569,12.4306,41.1432,,,11.873,,,15.66,26.9034,24.52,8.9124,6.1187,18.6927,6.4493,12.537,7.6359,20.8019,16.756,,,,18.1603,25.2101,,18.487,,,,17.9653,,,,
2016/1/22,9.2602,5.3933,6.07,11.12,11.0212,8.3639,6.9974,8.8823,4.79,17.5859,5.4043,9.0719,43.64,35.194,9.1311,6.8655,16.1167,10.2264,17.046,18.7459,12.4306,45.2381,,,12.2338,,,15.74,27.3776,22.07,9.0068,6.2531,18.8799,6.5941,12.6414,7.863,20.4511,17.1227,,,,18.8732,24.935,,18.5353,,,,18.6121,,,,
2016/1/25,9.3365,5.4414,6.07,11.4,11.3697,8.4537,7.0722,8.8823,4.83,18.3332,5.5102,9.1166,43.64,35.194,10.0442,7.1566,15.885,10.4505,17.046,18.9076,12.4306,47.5437,,,12.4634,,,16.16,27.2887,20.82,8.9896,6.3172,19.6091,6.7003,13.0751,7.9197,20.7844,17.1894,,,,19.2538,25.0204,,18.5547,,,,18.8679,,,,
2016/1/26,8.4019,4.9021,6.07,10.26,10.2992,7.6452,6.3612,8.8823,4.42,17.1874,5.1521,8.3487,43.64,35.194,10.3031,6.4774,14.3002,9.4058,17.046,17.0179,12.4306,46.6848,,,11.217,,,15.71,24.5618,18.74,8.3463,6.1615,17.6777,6.1017,11.8704,7.721,18.7848,15.5691,,,,17.9389,22.6208,,18.2838,,,,16.9806,,,,
2016/1/27,8.2874,4.8154,6.07,10,9.9257,7.5194,6.3332,8.8823,4.32,17.7354,5.3714,8.1254,43.64,35.194,11.3253,6.5938,12.873,9.0679,17.046,16.5126,12.4306,47.421,,,11.2958,,,15.36,22.9514,16.87,8.3377,6.2012,18.1408,6.0052,11.5893,7.475,18.3464,15.3291,,,,17.6551,22.3647,,18.574,,,,16.9806,,,,
2016/1/28,7.8678,4.565,6.07,9.23,9.6601,7.2679,5.9496,8.8823,4.1,16.6393,5.1558,8.1969,43.64,35.194,10.1941,6.3881,11.5848,8.4956,17.046,15.3504,12.4306,42.6768,,,10.1872,,,15.02,21.7065,16.5,8.0546,5.8684,17.7664,5.7638,11.0834,6.8316,18.7147,14.4423,,,,17.3091,20.1832,,17.8291,,,,16.9806,,,,
2016/1/29,8.173,4.7288,6.07,9.33,10.0004,7.726,5.9496,8.8823,4.27,17.9346,5.5102,8.4915,43.64,35.194,9.5645,6.6055,11.3994,9.1886,17.046,16.0174,12.4306,42.0276,,,10.7841,,,16.12,22.7439,17.12,8.3634,6.0515,18.4759,6.0245,11.509,7.0965,20.0389,14.9424,,,,17.7866,20.7618,,18.1677,,,,16.9806,,,,
2016/2/1,8.2969,4.6517,5.46,9.22,9.9589,7.5104,5.9496,8.8823,4.22,18.5922,5.3385,8.4558,43.64,35.194,8.7386,6.1902,11.5848,10.1092,17.046,15.79,12.4306,38.7251,,,10.5807,,,16.19,22.1511,17.53,8.2605,6.0149,18.6532,5.9086,11.5331,6.8032,19.4163,14.4356,,,,17.3783,21.5111,,18.1,,,,16.9806,,,,
2016/2/2,8.5354,4.8154,5.06,9.76,10.2494,7.8159,6.5483,8.8823,4.39,20.3857,5.5833,8.6076,43.64,35.194,8.9975,6.8112,11.733,10.4471,17.046,16.8006,12.4306,39.9878,,,11.2564,,,16.55,23.0601,18.36,8.7151,6.0057,19.4908,6.0824,11.8704,7.0303,20.4862,14.9357,,,,17.9596,22.1086,,18.6804,,,,16.9806,,,,
2016/2/3,9.3937,4.8251,4.76,9.76,10.266,7.8338,6.829,8.8823,4.39,20.1266,5.5102,8.3844,43.64,35.194,9.0793,6.9353,11.4643,10.1092,17.046,16.6995,11.7846,40.1054,,,11.5385,,,16.66,22.655,18.11,8.6808,6.2012,19.3134,6.0341,12.1033,7.0398,20.074,14.8623,,,,18.9701,21.7482,,19.4931,,,,16.9806,,,,
2016/2/4,9.5463,4.9406,4.8,10.74,10.4402,8.0315,6.8383,8.8823,4.48,19.8975,5.5102,8.7683,43.64,35.194,9.3873,7.1255,11.7701,10.0816,17.046,17.2705,12.5375,44.1185,,,11.7615,,,16.73,24.9175,19.25,8.595,6.1981,19.5105,6.2176,12.3443,7.3615,20.4336,15.5224,,,,19.0877,23.1614,,21.4472,,,,18.6797,,,,
2016/2/5,9.1648,4.9792,4.7,11.64,10.3407,7.9416,6.6512,8.8823,4.52,19.9274,5.3019,8.6612,43.64,35.194,9.5372,6.8888,12.0759,9.7954,17.046,17.2705,13.177,44.1185,,,11.6762,,,16.63,24.6606,18.97,8.6894,6.2225,19.8554,6.1983,12.1837,7.1628,19.8548,15.2024,,,,18.6102,23.5977,,22.55,,,,19.5726,,,,
2016/2/15,8.9741,4.9117,4.56,11.01,10.1913,7.8069,6.5203,8.8823,4.48,19.8676,5.3531,8.4469,43.64,35.194,9.7335,6.9897,12.9286,9.8299,17.046,16.8612,13.5,44.1185,,,12.0304,,,16.22,24.2654,19.22,8.5007,6.1218,19.5204,6.2658,12.264,7.1439,19.6794,14.969,,,,18.1811,23.2847,,22.1824,,,,18.8148,,,,
2016/2/16,9.4318,5.1236,4.78,11.3,10.7639,8.1303,6.7822,8.8823,4.65,20.7842,5.5687,8.8308,43.64,35.194,10.4803,7.2613,13.1695,10.354,17.046,17.5686,13.8666,46.1685,,,12.3584,,,16.68,25.6684,19.4,8.7408,6.2653,20.22,6.4493,12.6896,7.4656,20.4599,15.5558,,,,18.8248,25.3334,,22.3372,,,,19.4954,,,,
2016/2/17,9.4604,5.1814,4.99,11.27,10.8552,8.2022,6.8664,8.8823,4.79,21.8304,5.587,8.7505,43.64,35.194,11.5297,7.2924,13.0491,10.4919,17.046,17.8364,13.871,46.1634,,,12.3978,,,16.67,26.5675,19.3,8.7494,6.1248,20.6733,6.4686,12.7298,7.6643,21.4158,15.6491,,,,18.9424,25.2385,,22.1147,,,,19.5533,,,,
2016/2/18,9.5176,5.2296,4.89,11.33,10.7556,8.0494,6.8103,8.8823,4.98,21.671,5.5358,9.0183,43.64,35.194,11.7886,7.207,13.1232,10.3092,17.046,17.6596,14.3162,47.0682,,,12.0632,,,17.06,26.1031,19.38,9.0068,6.0546,20.3481,6.5748,12.7459,7.6832,20.9422,15.9492,,,,19.1708,25.6653,,23.0434,,9.2796,,19.4568,,,,
2016/2/19,9.4509,5.2296,4.91,11.27,10.8054,8.3639,6.8196,8.8823,4.9,21.123,5.7002,9.2058,43.64,35.194,11.4479,7.3739,13.1417,10.4471,17.046,17.8112,14.0608,45.6573,,,12.1682,,,16.81,26.4094,19.18,8.9982,6.0668,20.2693,6.5072,12.7137,7.6927,21.0299,16.0225,,,,19.0808,26.1585,,22.2792,,10.2069,,19.3989,,,,
2016/2/22,9.7465,5.4414,5,11.5,11.0461,8.3998,7.1096,8.8823,5.07,21.123,5.8975,9.2058,43.64,35.194,11.884,7.4127,13.3364,11.0815,17.046,18.0385,14.2681,46.782,,,12.3519,,,16.9,27.1702,21.1,9.0668,6.0729,20.5452,6.5941,12.778,7.8346,21.3895,16.3292,,,,19.4199,27.2872,,22.2598,,11.2262,,19.8236,,,,
2016/2/23,9.6416,5.3066,4.92,11.58,10.8718,8.283,6.9412,8.8823,4.98,20.4554,6.0583,9.1166,43.64,35.194,11.8132,7.339,12.9379,10.7263,17.046,18.1143,14.781,49.3381,,,11.873,,,17.12,27.5851,23.21,8.8867,6.0821,20.2791,6.4879,12.6736,8.6199,21.0387,16.0492,,,,19.1223,27.4105,,22.5791,,12.3508,,19.4713,,,,
2016/2/24,9.7751,5.3259,4.95,12.04,10.8967,8.3729,7.119,8.8823,5.03,20.4255,5.9524,9.0987,43.64,35.194,11.1208,7.4903,12.9657,10.7677,17.046,17.8364,14.4318,46.056,,,11.6762,,,17.14,28.7707,24.32,8.8266,5.9538,21.7079,6.8162,12.6495,9.481,20.7756,16.6893,,,,18.9355,27.2018,,21.9889,,13.5872,,19.2492,,,,
2016/2/25,9.7751,4.7962,4.46,10.84,10.0668,7.5733,6.408,8.8823,4.65,18.383,5.3568,8.438,43.64,35.194,10.0088,6.7723,11.6682,9.692,17.046,16.078,12.9893,41.4499,,,10.548,,,15.85,25.8956,24.32,8.1919,5.8622,19.5401,6.1307,11.4849,9.3864,18.6971,15.0224,,,,17.2399,24.4797,,19.7929,,14.9486,,17.4295,,,,
2016/2/26,9.7751,4.8154,4.36,10.72,10.1913,7.6003,6.4454,8.8823,4.83,17.8649,5.4371,8.2862,43.64,35.194,9.3246,6.5977,11.6218,9.5161,17.046,15.9618,12.3324,39.8242,,,10.7907,,,16.21,26.4884,24.32,8.2004,5.847,19.5204,6.2079,11.5813,9.4337,18.4253,15.0624,,,,17.2952,24.5082,,19.3963,,16.4415,,17.5309,,,,
2016/2/29,9.7751,4.5458,3.98,9.65,9.6767,7.1061,6.0899,8.8823,4.53,16.0814,4.9,8.2862,43.64,35.194,8.3924,6.1708,11.2604,8.7542,17.046,14.7997,11.1518,35.8418,,,10.1806,,,15.66,23.8406,21.89,8.7494,5.5936,17.5693,5.7928,11.0834,8.4875,16.6626,13.9755,,,,16.3332,22.0707,,18.4289,,18.0856,,16.1939,,,,
2016/3/1,9.7751,4.6613,4.06,9.73,9.8593,7.3038,6.2677,8.8823,4.68,15.7924,4.9877,8.4737,43.64,35.194,8.8503,6.4231,12.1316,8.9645,17.046,14.9058,11.8938,34.8654,,,10.4955,,,15.92,24.0777,21.8,8.9381,5.734,17.4314,5.9376,11.3002,8.232,16.9344,14.2022,,,,16.7277,22.6872,,18.9223,,17.349,,17.1737,,,,
2016/3/2,9.7751,4.9117,4.26,10.31,10.8469,7.8698,6.5764,8.8823,5.15,16.4899,5.2179,8.7951,43.64,35.194,9.3491,6.7607,12.5579,9.3437,17.046,15.5879,12.9413,36.2048,,,11.0071,,,17.28,25.2139,23.98,9.3413,5.8592,18.2689,6.2465,11.7741,9.0552,17.6711,14.8157,,,,17.5444,24.1288,,20.1025,,19.0852,,18.6893,,,,
2016/3/3,9.7751,5.0466,4.26,10.2,10.988,7.9866,6.6138,8.8823,5.54,16.3404,5.4262,8.8665,43.64,35.194,8.9921,6.6753,12.4652,9.2507,17.046,15.4667,12.5223,34.8142,,,10.9153,,,16.92,25.2633,23.12,9.2984,5.6943,18.2788,6.372,11.7741,9.1593,17.8026,14.8223,,,,17.5306,24.1762,,20.1025,,18.2895,,18.7328,,,,
2016/3/4,9.7751,4.8347,4.1,9.77,10.6228,7.6811,6.539,8.8823,5,14.7861,5.1521,9.1612,43.64,35.194,8.0926,6.7529,11.5291,8.8231,17.046,14.6279,11.4355,31.3891,,,10.3577,,,16.62,23.969,23.24,9.144,5.5233,17.0372,6.15,11.4367,8.6578,16.8643,14.2089,,,,17.6344,22.6208,,19.2706,,17.1254,,17.1351,,,,
2016/3/7,9.7751,4.9503,4.25,10.16,10.8054,8.0135,6.6419,8.8823,5.05,14.7562,5.2471,9.1433,43.64,35.194,8.387,6.7879,11.696,9.1024,17.046,15.0675,11.7497,31.8492,,,10.6791,,,16.82,24.9965,25.56,9.144,5.5386,17.3624,6.3431,11.7098,8.9227,17.2326,14.5556,,,,17.842,22.9812,,21.1957,,17.132,,17.3571,,,,
2016/3/8,9.7751,4.9021,4.24,10.99,10.7307,7.9776,6.6325,8.8823,5.04,14.3876,5.2252,9.0273,43.64,35.194,8.7004,6.8383,11.594,9.2955,17.046,15.209,11.9592,32.345,,,10.9022,,,17.24,25.0953,26.35,9.1869,5.447,17.4117,6.3045,11.6536,9.2728,17.4518,14.8557,,,,17.6759,22.6208,,22.0857,,16.7506,,17.1351,,,,
2016/3/9,9.2125,4.7962,4.15,10.61,10.3905,7.7709,6.4922,8.8823,5.15,14.3776,5.0644,8.938,43.64,35.194,8.4687,6.7258,11.6126,8.999,17.046,14.7542,11.9047,32.1048,,,10.5873,,,16.75,25.204,25.45,8.8952,5.3585,17.2343,6.2079,11.6857,8.8281,16.9958,14.4223,,,,17.1914,22.6302,,23.1692,,16.1521,,16.8021,,,,
2016/3/10,9.2506,4.748,4.15,10.33,10.0834,7.5643,6.3893,8.8823,4.89,14.2182,5.0206,9.2773,43.64,35.194,8.4905,6.5783,11.3253,8.8714,17.046,14.6633,11.7977,32.4115,,,10.3643,,,16.35,25.1645,25.36,8.6379,5.3981,17.4806,6.1017,11.8303,8.6673,16.7064,14.2356,,,,17.0046,22.2034,,22.6661,,16.4217,,16.6138,,,,
2016/3/11,9.1362,4.7384,4.14,10.29,10.0917,7.5463,6.3706,8.8823,4.9,13.8396,5.0535,9.188,43.64,35.194,8.635,6.5317,11.3531,9.2679,17.046,15.1938,11.7825,34.712,,,10.2528,,,16.23,25.5004,26.14,8.6379,5.4287,17.0668,6.0631,11.4367,8.4969,16.838,14.3156,,,,17.1222,22.1845,,22.7145,,16.014,,16.8648,,,,
2016/3/14,9.5653,4.8925,4.4,10.76,10.4651,7.7799,6.6045,8.8823,5.06,14.6566,5.2252,9.4112,43.64,35.194,9.1147,6.8732,11.9462,9.9644,17.046,15.5526,12.6554,35.7396,,,10.7513,,,16.69,26.5181,26.66,8.9553,5.5355,17.6679,6.2272,11.9106,9.0079,17.4518,14.7423,,,,17.6413,23.2183,,23.4981,,16.7637,,17.3523,,,,
2016/3/15,9.4509,4.8251,4.3,10.63,10.3739,7.6901,6.5296,8.8823,5.14,14.4872,5.1521,9.4648,43.64,35.194,8.8313,6.7956,11.7423,9.723,17.046,15.4717,12.2975,34.6864,,,10.5348,,,16.62,26.0241,25.62,9.4785,5.4256,17.8452,6.2079,11.8142,8.8565,17.2764,14.549,,,,17.5928,24.7263,,23.5755,,15.9811,,16.9855,,,,
2016/3/16,9.2125,4.7769,4.21,10.42,10.2245,7.6003,6.4454,8.8823,5.01,14.3975,5.0608,9.1076,43.64,35.194,8.7577,6.9004,12.0481,9.8264,17.046,15.0574,12.2757,33.2295,,,10.3774,,,16.9,26.9824,25.56,9.144,5.4165,17.4215,6.121,11.9026,8.7997,17.1975,14.3823,,,,17.1084,24.0055,,22.2211,,15.3366,,16.8455,,,,
2016/3/17,9.9563,4.9214,4.31,11.05,10.5398,7.8787,6.6419,8.8823,5.15,15.1149,5.1814,9.3398,43.64,35.194,9.1583,7.2769,12.4559,10.1712,17.046,15.598,13.1006,34.5024,,,10.9612,,,17.24,27.8815,26.15,9.3413,5.4867,17.9339,6.2948,12.3925,9.1498,17.636,14.8023,,,,17.6205,25.0393,,22.8983,,15.7575,,17.2703,,,,
2016/3/18,10.0517,5.0755,4.45,11.4,11.0129,8.1393,6.8664,8.8823,5.29,15.7227,5.4225,9.5452,43.64,35.194,9.897,7.5485,13.012,10.4126,17.046,16.169,13.7924,35.8316,,,11.545,,,18.15,29.1165,27.08,9.5129,5.5844,18.9193,6.4493,12.5852,9.5094,18.6095,15.2824,,,,18.2711,25.7981,,23.353,,16.4612,,17.975,,,,
2016/3/21,10.4522,5.2296,4.9,11.98,11.2287,8.3639,6.9693,8.8823,5.44,17.297,5.4518,9.6166,43.64,35.194,10.8864,8.0337,13.1881,10.6126,17.046,16.4267,14.5366,36.8029,,,11.9058,,,18.3,29.9563,27.83,9.7616,5.6241,20.289,6.5941,12.8262,9.6892,19.2321,15.6958,,,,18.5618,27.1449,,24.0882,,16.8295,,18.2453,,,,
2016/3/22,10.1852,5.1333,5.39,12.5,11.0876,8.265,6.9693,8.8823,5.55,18.1339,5.5102,9.5898,43.64,35.194,10.7801,8.1462,12.7988,10.6367,17.046,16.2953,15.1127,36.2815,,,11.8927,,,18.58,30.9246,29.41,9.6844,5.9294,20.4072,6.5555,12.6736,9.4148,19.1181,15.4558,,,,18.2642,26.5758,,23.2756,,16.2573,,18.3997,,,,
2016/3/23,10.2806,5.2103,5.46,13.75,11.1706,8.274,6.9974,8.8823,5.35,17.7254,5.5248,9.688,43.64,35.194,11.1754,8.1035,12.734,10.6919,17.046,17.0128,15.6321,37.3039,,,11.9517,,,18.44,32.1497,30.39,10.0361,6.2897,20.6831,6.5651,12.7619,9.5378,19.539,15.7691,,,,18.541,26.6612,,23.1305,,16.402,,18.8197,,,,
2016/3/24,10.271,5.0466,5.21,14.43,10.9216,8.0854,6.8664,8.8823,5.24,17.7254,5.3714,9.5184,43.64,35.194,12.0857,8.3441,12.4374,10.2747,17.046,16.9269,15.6496,36.1332,,,11.65,,,17.89,32.7425,27.35,9.7016,6.4759,20.9295,6.401,12.4567,9.1309,18.9515,15.4558,,,,18.278,25.7033,,22.076,,16.231,,18.6555,,,,
