ÈÕÆÚ,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH
2014/9/30,-1.0573,0,0.5076,-1.6046,0,-0.5835,-1.0452,-2.315,0.8576,0.7241,2.4413,0,0.0562,,-3.01,-4.6275,,,,,,-1.0124,-1.4915,-1.1452,0,-2.0486,1.1236,10,-0.9663,,2.8515,,3.6646,2.9729,,3.5893,1.4868,1.5945,2.5533,2.544,6.0175,,2.402,,5.4138,28.7967,,,,,,1.134,3.6057,0.6358,,8.3513,3.1762,0.2803,0.9984,,6670470091,3789682967,5556016994,19670679132,36945476580,6486807801,7833324378,11435084936,19485884164,4398926220,3316581479,1849995000,2461406250,,3265763776,3153300000,,,,,,11874720000,19419460985,47075200221,8372080747,4453241215,20305883520,4140155887,32282575972,,219.1705,-25.7617,190.8878,96.7425,119.4236,37.9029,62.772,48.8037,429.6825,-157.2318,180.1919,72.5057,49.4231,,41.1292,86.139,,,,,,83.9273,213.6068,75.0295,269.1502,251.8679,132.4511,1489.6085,175.6017,,7.361,2.8764,21.7994,4.468,3.6197,3.6622,5.1644,4.6376,12.1613,4.9123,4.0866,1.5474,6.1079,,4.0612,21.8635,,,,,,3.5216,4.0904,9.6243,5.1514,5.945,6.0547,3.1756,12.9099,,8.4552,5.2108,53.8894,7.5305,2.4242,2.3576,18.4902,4.5853,25.0177,15.1126,14.3515,0.9977,5.3725,,7.3125,41.573,,,,,,1.9158,6.7888,7.8477,4.6126,1.3972,3.1798,4.0525,7.3057,
2014/10/8,2.5824,0,-3.5813,3.4945,0,0,4.774,5.6721,1.3286,3.0913,0.55,0,-1.1236,,-1.7241,1.1512,,,,,,2.8125,0.8863,9.2302,-1.3801,3.4857,1.341,10.0154,0.8075,,2.8754,,6.5848,3.2191,,,2.9094,2.2269,2.5863,3.0643,3.5146,,2.8313,,4.5715,21.6323,,,,,,1.9098,5.5408,1.8733,9.9355,7.3855,4.2952,0.2134,1.2381,,6842726220,3789682967,5357041179,20358064542,36945476580,6486807801,8207285365,12083695037,19744775450,4534910280,3334821157,1849995000,2433750000,,3209457504,3189600000,,,,,,12208696500,19591568468,51420332678,8256535469,4608466509,20578184640,4554809404,32543269722,,224.8303,-25.7617,184.0516,100.1231,119.4236,37.9029,65.7687,51.5718,435.3913,-162.0923,181.1829,72.5057,48.8678,,40.4201,87.1306,,,,,,86.2877,215.4999,81.9549,265.4356,260.6472,134.2272,1638.7989,177.0198,,7.5511,2.8764,21.0187,4.6242,3.6197,3.6622,5.411,4.9007,12.3229,5.0641,4.1091,1.5474,6.0393,,3.9912,22.1152,,,,,,3.6207,4.1266,10.5126,5.0803,6.1522,6.1359,3.4937,13.0141,,8.6735,5.2108,51.9595,7.7937,2.4242,2.3576,19.3729,4.8454,25.3501,15.5797,14.4304,0.9977,5.3121,,7.1864,42.0515,,,,,,1.9697,6.849,8.5721,4.5489,1.4459,3.2225,4.4584,7.3647,
2014/10/9,-2.3437,0,-1.3333,-2.5324,0,0,-3.4677,-2.1324,-0.1923,0.9066,-1.8232,0,0,,0.7895,-3.4518,,,,,,4.9737,-0.549,-1.0606,2.6389,-2.0958,-3.5539,9.944,-0.7009,,2.9203,,5.9674,3.6361,,,3.0994,1.5329,3.0683,3.1442,5.1248,,,,5.1713,19.7754,,,,,,3.1047,3.9562,1.4375,9.2532,6.3446,4.7354,0.2449,1.1276,,6682349824,3789682967,5285613963,19842525485,36945476580,6486807801,7922677888,11826028010,19706804728,4576021740,3274022230,1849995000,2433750000,,3234795326,3079500000,,,,,,12815926500,19484001291,50874992167,8474420851,4511881882,19846861632,5007738631,32315162691,,219.5609,-25.7617,181.5976,97.5876,119.4236,37.9029,63.488,50.4722,434.554,-163.5618,177.8796,72.5057,48.8678,,40.7392,84.123,,,,,,90.5795,214.3167,81.0857,272.4403,255.1846,129.457,1801.7607,175.779,,7.3741,2.8764,20.7384,4.5071,3.6197,3.6622,5.2233,4.7962,12.2992,5.11,4.0342,1.5474,6.0393,,4.0227,21.3518,,,,,,3.8007,4.104,10.4012,5.2143,6.0233,5.9178,3.8411,12.9229,,8.4702,5.2108,51.2667,7.5963,2.4242,2.3576,18.7011,4.742,25.3013,15.721,14.1674,0.9977,5.3121,,7.2432,40.6,,,,,,2.0677,6.8114,8.4812,4.669,1.4156,3.1079,4.9017,7.3131,
2014/10/10,2.1333,0,0.9653,2.0785,0,0,-0.7519,-1.8783,0.3678,-0.622,-3.3426,0,0,,-1.9147,-0.945,,,,,,-1.632,0.8097,7.9184,-2.5711,-2.5994,-0.0784,10.0637,0,,2.9215,,3.1062,3.368,,,1.9368,2.2155,3.9905,2.6738,5.1477,,,,3.0161,11.0149,,,,,,1.6691,5.1566,2.4459,6.7862,6.0814,2.9005,0.2534,1.296,,6824906620,3789682967,5336633403,20254956730,36945476580,6486807801,7863108882,11603901263,19779294289,4547559960,3164584161,1849995000,2433750000,,3172858427,3050400000,,,,,,12606769500,19641766484,54903475295,8256535469,4394600549,19831301568,5511702136,32315162691,,224.2448,-25.7617,183.3504,99.616,119.4236,37.9029,63.0107,49.5241,436.1524,-162.5444,171.9338,72.5057,48.8678,,39.9592,83.328,,,,,,89.1012,216.0521,87.5064,265.4356,248.5513,129.3555,1983.0843,175.779,,7.5314,2.8764,20.9386,4.6008,3.6197,3.6622,5.184,4.7061,12.3445,5.0782,3.8993,1.5474,6.0393,,3.9457,21.15,,,,,,3.7387,4.1372,11.2248,5.0803,5.8667,5.9132,4.2277,12.9229,,8.6509,5.2108,51.7615,7.7542,2.4242,2.3576,18.5605,4.653,25.3944,15.6232,13.6938,0.9977,5.3121,,7.1045,40.2163,,,,,,2.0339,6.8666,9.1528,4.5489,1.3788,3.1055,5.395,7.3131,
2014/10/13,2.1758,0,-0.8126,8.8235,0,0,0.3788,2.4502,-2.1291,-1.0431,2.6897,0,0,,-0.6211,-2.2423,,,,,,1.7126,1.9715,-0.1282,1.4394,-2.1978,5.8454,9.9537,3.5966,,3.7997,,2.4041,6.301,,,2.3905,2.1879,2.9787,2.0104,5.0661,,,,2.3451,12.3181,,,,,,1.5991,5.9846,1.3327,6.2622,5.705,4.9809,0.2336,2.5344,,6973403283,3789682967,5293266879,22042158795,36945476580,6486807801,7892893385,11888223499,19358164463,4500123660,3249702659,1849995000,2433750000,,3153151232,2982000000,,,,,,12822673500,20029008320,54833108777,8375382041,4298015921,20990526336,6060320636,33477422324,,229.124,-25.7617,181.8605,108.4057,119.4236,37.9029,63.2493,50.7376,426.8661,-160.8489,176.5583,72.5057,48.8678,,39.711,81.4596,,,,,,90.6271,220.3116,87.3942,269.2563,243.0887,136.9168,2180.4747,182.1011,,7.6953,2.8764,20.7684,5.0067,3.6197,3.6622,5.2037,4.8214,12.0816,5.0253,4.0042,1.5474,6.0393,,3.9212,20.6758,,,,,,3.8027,4.2188,11.2104,5.1534,5.7378,6.2588,4.6485,13.3877,,8.8392,5.2108,51.3409,8.4384,2.4242,2.3576,18.6308,4.767,24.8537,15.4602,14.0621,0.9977,5.3121,,7.0603,39.3146,,,,,,2.0688,7.0019,9.141,4.6144,1.3485,3.287,5.932,7.5761,
2014/10/14,-3.0664,0,0.5301,-3.6902,0,0,-1.4675,-0.4858,8.9872,2.3893,-0.2806,0,0,,-0.4464,0.4527,,,,,,4.7619,-3.831,-4.3632,-1.7343,0.8026,-3.2987,10,0.1298,,2.317,,3.4493,4.9652,,,2.3988,2.3621,11.2226,2.3669,5.3485,,,,2.1684,8.952,,,,,,3.6196,6.1686,1.817,6.6811,3.9798,3.2309,0.2377,2.665,,6759568088,3789682967,5321327571,21228752727,36945476580,6486807801,7777064761,11830470545,21097913908,4659486000,3240582820,1849995000,2433750000,,3139074664,2995500000,,,,,,13433277000,19261695792,52440647182,8230125119,4332510431,20298103488,6666352700,33520871282,,222.098,-25.7617,182.8246,104.4053,119.4236,37.9029,62.3212,50.4911,465.2293,-164.6921,176.0628,72.5057,48.8678,,39.5337,81.8283,,,,,,94.9427,211.8715,83.5811,264.5865,245.0396,132.4003,2398.5221,182.3375,,7.4593,2.8764,20.8785,4.8219,3.6197,3.6622,5.1273,4.798,13.1674,5.1453,3.993,1.5474,6.0393,,3.9037,20.7694,,,,,,3.9838,4.0572,10.7212,5.064,5.7838,6.0524,5.1133,13.4051,,8.5681,5.2108,51.6131,8.127,2.4242,2.3576,18.3574,4.7438,27.0874,15.8296,14.0227,0.9977,5.3121,,7.0288,39.4925,,,,,,2.1673,6.7337,8.7422,4.5344,1.3593,3.1786,6.5252,7.586,
2014/10/15,-2.812,0,-1.1026,-1.9428,0,0,1.1489,-3.6801,-2.1597,-0.3432,4.6904,0,0,,5.7399,2.8042,,,,,,2.8127,-2.8667,-1.4089,-3.0485,-2.0701,-6.6309,10.0478,-2.8192,,2.1689,,2.2203,3.0579,,,1.8253,2.6817,5.563,1.8319,6.3082,,,,5.4378,18.1,,,,,,2.7965,4.6067,1.1611,5.095,3.379,6.3801,0.3241,1.6601,,6569492360,3789682967,5262655215,20816321481,36945476580,6486807801,6869058570,11395102121,20642265244,4643496000,3392580138,1849995000,2433750000,,3319254734,3079500000,,,,,,13811109000,18709517618,51701798748,7979226800,4242824705,18952157952,7336177612,32575856440,,215.8527,-25.7617,180.8088,102.3769,119.4236,37.9029,63.0372,48.633,455.1818,-164.1269,184.321,72.5057,48.8678,,41.8029,84.123,,,,,,97.6131,205.7977,82.4035,256.5205,239.9671,123.621,2639.522,177.1971,,7.2496,2.8764,20.6483,4.7283,3.6197,3.6622,5.1862,4.6214,12.883,5.1277,4.1803,1.5474,6.0393,,4.1277,21.3518,,,,,,4.0959,3.9409,10.5702,4.9096,5.6641,5.651,5.6271,13.0272,,8.3272,5.2108,51.044,7.9691,2.4242,2.3576,18.5683,4.5692,26.5024,15.7753,14.6804,0.9977,5.3121,,7.4323,40.6,,,,,,2.2282,6.5406,8.619,4.3962,1.3312,2.9678,7.1809,7.3721,
2014/10/16,-0.6329,0,-4.0233,-3.5223,0,0,1.178,-6.6277,-6.1037,-3.2369,-3.5842,0,0,,-4.8346,-3.5363,,,,,,-4.9585,-3.3346,-2.7901,-3.3513,-4.7154,-3.5714,10,-2.3341,,1.3895,,4.4512,2.1478,,,4.7555,2.9505,6.0982,2.1369,5.7666,,,,3.1467,11.7088,,,,,,2.3551,3.4587,0.8289,3.8506,5.0206,3.1878,12.0628,0.9446,,6527913294,3789682967,5050924540,20083110378,36945476580,6486807801,6565131193,10639871181,19382327649,4493190000,3270982283,1849995000,2433750000,,3158781859,2970600000,,,,,,13126288500,18085627993,50259285139,7711822013,4042756549,18275295168,8069795373,31815499671,,214.4866,-25.7617,173.5344,98.7709,119.4236,37.9029,63.7797,45.4098,427.3989,-158.8143,177.7145,72.5057,48.8678,,39.7819,81.1481,,,,,,92.773,198.9351,80.1043,247.9239,228.6516,119.206,2903.4742,173.0611,,7.2037,2.8764,19.8176,4.5617,3.6197,3.6622,5.2473,4.3151,12.0967,4.9617,4.0304,1.5474,6.0393,,3.9282,20.5967,,,,,,3.8928,3.8094,10.2753,4.7451,5.397,5.4492,6.1898,12.7231,,8.2745,5.2108,48.9903,7.6884,2.4242,2.3576,18.787,4.2664,24.8847,15.2647,14.1542,0.9977,5.3121,,7.0729,39.1643,,,,,,2.1177,6.3225,8.3785,4.2488,1.2684,2.8618,7.899,7.2,
2014/10/17,2.0928,0,0.1515,0.8557,10.0063,0,1.2058,4.3841,-1.959,0.3559,-0.5576,0,0,,-1.1586,1.4442,,,,,,-0.8224,0.9913,1.9251,3.9812,0.5973,4.0017,-9.9605,-1.0925,,2.0984,,3.3481,2.172,5.3198,,3.8328,3.0166,4.5386,1.6834,5.82,,,,3.4863,10.9826,,,,,,2.1705,3.3974,1.0655,5.146,3.8918,3.2239,24.3939,1.1266,,6664530224,3789682967,5058577456,20254956730,40642364040,6486807801,6644294938,11106337350,19002620429,4509180000,3252742605,1849995000,2433750000,,3122182782,3013500000,,,,,,13018336500,18264906621,51226824755,8018842324,4066902705,19006618176,7266005478,31467908005,,218.9754,-25.7617,173.7973,99.616,131.3735,37.9029,64.5488,47.4006,419.026,-159.3795,176.7235,72.5057,48.8678,,39.321,82.32,,,,,,92.01,200.9071,81.6464,257.7941,230.0173,123.9762,2614.2744,171.1703,,7.3544,2.8764,19.8476,4.6008,3.9818,3.6622,5.3106,4.5043,11.8597,4.9794,4.008,1.5474,6.0393,,3.8827,20.8942,,,,,,3.8608,3.8472,10.4731,4.934,5.4293,5.6673,5.5733,12.5841,,8.4476,5.2108,49.0646,7.7542,2.6668,2.3576,19.0135,4.4535,24.3972,15.319,14.0753,0.9977,5.3121,,6.991,39.7299,,,,,,2.1003,6.3852,8.5398,4.418,1.276,2.9764,7.1122,7.1214,
2014/10/20,2.852,0,2.6223,0.1697,-2.7058,0,5.7929,10,0.8174,5.3191,5.6075,0,0,,2.7953,0.0697,,,,,,-0.2332,0.6675,-0.8929,0.6587,1.9508,-1.4327,7.1993,-0.069,,1.9923,,2.5049,1.3583,3.0177,,4.6537,5.5067,1.826,3.0371,7.45,,,,2.7812,5.9164,,,,,,1.4507,2.3478,0.7075,3.4453,3.1874,2.0978,23.7165,0.7694,,6854605953,3789682967,5191228000,20289326001,39542657011,6486807801,7029194521,12216971085,19157955201,4749030000,3435139387,1849995000,2433750000,,3209457504,3015600000,,,,,,12987975000,18386816088,50769442391,8071663023,4146240078,18734317056,7789106838,31446183526,,225.2207,-25.7617,178.3548,99.7851,127.8188,37.9029,68.2881,52.1407,422.4513,-167.8571,186.6332,72.5057,48.8678,,40.4201,82.3774,,,,,,91.7954,202.2481,80.9174,259.4922,234.5045,122.2001,2802.4838,171.0522,,7.5642,2.8764,20.3681,4.6086,3.8741,3.6622,5.6182,4.9547,11.9567,5.2442,4.2327,1.5474,6.0393,,3.9912,20.9088,,,,,,3.8518,3.8729,10.3796,4.9665,5.5352,5.5861,5.9745,12.5754,,8.6886,5.2108,50.3512,7.7674,2.5946,2.3576,20.115,4.8988,24.5967,16.1338,14.8645,0.9977,5.3121,,7.1864,39.7575,,,,,,2.0954,6.4278,8.4636,4.4471,1.3009,2.9337,7.6242,7.1165,
2014/10/21,-2.4263,0,-1.4251,-3.3879,-5.3254,0,-2.0194,-4,-0.1802,0.6734,0.4425,0,0,,1.3158,2.9248,,,,,,-0.9351,-4.3292,0.104,-3.0675,-2.7454,-3.6545,0.0819,-1.6926,,1.2663,,1.9649,1.4587,2.4736,,4.6277,3.7998,1.7511,3.3643,6.5477,,,,4.3374,14.7007,,,,,,1.9356,2.8765,0.5972,3.0674,3.0434,2.4595,12.6846,0.7422,,6688289690,3789682967,5117249812,19601940591,37436835040,6486807801,6887245738,11728292242,19123436363,4781010000,3450339119,1849995000,2433750000,,3251687208,3103800000,,,,,,12866529000,17590818979,50822217279,7824065998,4032408196,18049674240,7795486123,30913933788,,219.756,-25.7617,175.8131,96.4044,121.0118,37.9029,66.909,50.055,421.6901,-168.9874,187.459,72.5057,48.8678,,40.9519,84.7868,,,,,,90.9371,193.4924,81.0016,251.5323,228.0663,117.7343,2804.779,168.157,,7.3807,2.8764,20.0778,4.4524,3.6678,3.6622,5.5048,4.7565,11.9351,5.2795,4.2514,1.5474,6.0393,,4.0437,21.5203,,,,,,3.8157,3.7052,10.3904,4.8142,5.3832,5.3819,5.9794,12.3626,,8.4778,5.2108,49.6337,7.5042,2.4565,2.3576,19.7088,4.7028,24.5524,16.2425,14.9303,0.9977,5.3121,,7.281,40.9204,,,,,,2.0758,6.1496,8.4724,4.3107,1.2652,2.8265,7.6305,6.996,
2014/10/22,-1.6874,0,1.2961,2.0456,-0.5625,0,-1.1891,-3.0682,-0.6318,-1.9398,0,0,0,,3.8961,-2.2714,,,,,,0.5768,4.9735,-0.3115,6.962,0,0.819,-4.419,3.2326,,1.3058,,3.2588,2.3765,2.7147,,3.2124,3.0479,2.0566,2.3265,,,,,7.259,10.7701,,,,,,2.2416,7.2511,0.7997,12.1057,4.3619,2.6798,12.813,1.7193,,6575432227,3789682967,5183575084,20002915414,37226252843,6486807801,6805352210,11368446911,19002620429,4688268000,3450339119,1849995000,2433750000,,3378376320,3033300000,,,,,,12940746000,18465698684,50663892614,8368779453,4032408196,18197494848,7451004740,31913259827,,216.0479,-25.7617,178.0918,98.3765,120.3311,37.9029,66.1135,48.5192,419.026,-165.7094,187.459,72.5057,48.8678,,42.5475,82.8609,,,,,,91.4616,203.1158,80.7492,269.0441,228.0663,118.6985,2680.8362,173.5928,,7.2561,2.8764,20.3381,4.5435,3.6472,3.6622,5.4393,4.6106,11.8597,5.1771,4.2514,1.5474,6.0393,,4.2013,21.0315,,,,,,3.8378,3.8895,10.358,5.1493,5.3832,5.426,5.7152,12.7622,,8.3347,5.2108,50.277,7.6577,2.4426,2.3576,19.4744,4.5586,24.3972,15.9274,14.9303,0.9977,5.3121,,7.5646,39.9909,,,,,,2.0878,6.4554,8.446,4.6108,1.2652,2.8497,7.2933,7.2222,
2014/10/23,-8.5818,0,0.2953,1.2027,-3.7712,0,3.4898,0.2735,-2.198,3.0014,0,0,0,,-0.9167,1.1473,,,,,,-1.7466,0.8544,-2.3958,4.2604,-3.2506,-0.2138,1.0274,-0.5446,,2.6949,,3.1557,2.0469,1.9076,,3.6016,2.0258,1.9166,3.0831,,,,,3.8376,11.4501,,,,,,1.6362,3.7205,0.6084,12.4299,3.4254,1.5048,7.1493,1.0895,,6011144908,3789682967,5198880916,20243500307,35822371529,6486807801,7042843442,11399544656,18584942487,4828980000,3450339119,1849995000,2433750000,,3347407870,3068100000,,,,,,12714721500,18623463877,49450070187,8725319170,3901329058,18158594688,7527556158,31739463994,,197.5072,-25.7617,178.6177,99.5597,115.7932,37.9029,68.4207,48.652,409.8158,-170.683,187.459,72.5057,48.8678,,42.1575,83.8116,,,,,,89.8642,204.8511,78.8146,280.5063,220.6527,118.4447,2708.3791,172.6475,,6.6334,2.8764,20.3981,4.5982,3.5096,3.6622,5.6291,4.6232,11.599,5.3325,4.2514,1.5474,6.0393,,4.1628,21.2728,,,,,,3.7707,3.9227,10.1098,5.3687,5.2082,5.4144,5.7739,12.6927,,7.6194,5.2108,50.4254,7.7498,2.3505,2.3576,20.154,4.571,23.861,16.4054,14.9303,0.9977,5.3121,,7.4953,40.4497,,,,,,2.0513,6.5106,8.2436,4.8072,1.224,2.8436,7.3682,7.1828,
2014/10/24,0.5929,0,-3.5819,-2.6599,-1.6982,0,-2.093,-1.8706,-0.9658,-3.3113,0,0,0,,2.6072,-6.3557,,,,,,-0.0265,-3.4655,-2.6681,-5.07,-2.6525,-5.9554,-8.3051,-0.616,,1.0326,,2.4849,1.448,1.319,,2.0681,1.2156,1.3504,2.6163,,,,,4.2836,12.7716,,,,,,1.0286,2.4779,0.6017,7.6418,2.7781,3.773,11.2188,0.7279,,6046784107,3789682967,5012659960,19705048403,35214022960,6486807801,6895435091,11186302979,18405444528,4669080000,3450339119,1849995000,2433750000,,3434682592,2873100000,,,,,,12711348000,17978060816,48130697984,8282945818,3797845529,17077170240,6902386240,31543943682,,198.6782,-25.7617,172.2197,96.9115,113.8268,37.9029,66.9886,47.7419,405.8577,-165.0312,187.459,72.5057,48.8678,,43.2566,78.4847,,,,,,89.8403,197.7519,76.7118,266.2846,214.7999,111.3908,2483.4459,171.5839,,6.6727,2.8764,19.6675,4.4758,3.45,3.6622,5.5113,4.5367,11.487,5.1559,4.2514,1.5474,6.0393,,4.2713,19.9207,,,,,,3.7697,3.7868,9.8401,5.0965,5.0701,5.092,5.2944,12.6145,,7.6646,5.2108,48.6192,7.5437,2.3106,2.3576,19.7322,4.4855,23.6305,15.8622,14.9303,0.9977,5.3121,,7.6907,37.8788,,,,,,2.0508,6.2849,8.0237,4.5635,1.1916,2.6742,6.7563,7.1386,
2014/10/27,0.4912,0,-0.1527,0.5233,1.3289,0,2.6128,2.6211,-1.7254,1.3699,-2.2907,0,0,,-2.459,-8.2176,,,,,,1.4066,2.7523,0.7675,-0.0399,1.3624,2.0501,0.7394,1.9972,,1.0428,,1.634,1.0315,1.1357,,2.8761,1.1776,1.4838,1.6267,5.5985,,,,2.6116,16.2304,,,,,,1.1311,2.7991,0.4371,5.0489,2.8751,2.4221,4.9652,0.9403,,6076483440,3789682967,5005007044,19808156214,35681983398,6486807801,7075600854,11479510285,18087871217,4733040000,3371300513,1849995000,2433750000,,3350223184,2637000000,,,,,,12890143500,18472869829,48500122201,8279644524,3849587294,17427271680,6953420519,32173953577,,199.654,-25.7617,171.9568,97.4186,115.3394,37.9029,68.7389,48.9933,398.8549,-167.2919,183.1648,72.5057,48.8678,,42.1929,72.0352,,,,,,91.104,203.1947,77.3006,266.1785,217.7263,113.6745,2501.8078,175.0109,,6.7055,2.8764,19.6374,4.4993,3.4959,3.6622,5.6553,4.6556,11.2888,5.2266,4.154,1.5474,6.0393,,4.1663,18.2837,,,,,,3.8227,3.891,9.9156,5.0945,5.1391,5.1964,5.3335,12.8664,,7.7023,5.2108,48.545,7.5832,2.3413,2.3576,20.2478,4.6031,23.2228,16.0795,14.5883,0.9977,5.3121,,7.5016,34.7661,,,,,,2.0796,6.4579,8.0853,4.5617,1.2078,2.729,6.8062,7.2812,
2014/10/28,4.4966,0,6.8807,4.8005,5.3115,0,4.3596,3.8313,4.4847,2.4324,8.6564,0,0,,3.8655,2.446,,,,,,3.7425,5.0078,5.078,8.4131,5.6452,7.4107,4.3119,4.3889,,1.577,,5.6597,2.6399,2.1951,,4.2848,1.7532,2.361,2.6093,10.2771,,,,3.5259,9.3926,,,,,,2.5134,5.8364,0.8251,10.8761,4.5059,4.1685,6.8018,1.9151,,6349717299,3789682967,5349388263,20759039364,37577223171,6486807801,7384066477,11919321244,18899063915,4848168000,3663135364,1849995000,2433750000,,3479727610,2701500000,,,,,,13372554000,19397947550,50962950314,8976217489,4066902705,18718756992,7253246909,33586044720,,208.6316,-25.7617,183.7887,102.0952,121.4656,37.9029,71.7356,50.8703,416.7425,-171.3612,199.0204,72.5057,48.8678,,43.8239,73.7971,,,,,,94.5135,213.3702,81.2259,288.5723,230.0173,122.0986,2609.6839,182.692,,7.007,2.8764,20.9886,4.7153,3.6815,3.6622,5.9019,4.834,11.7951,5.3537,4.5136,1.5474,6.0393,,4.3273,18.7309,,,,,,3.9658,4.0859,10.4191,5.5231,5.4293,5.5814,5.5635,13.4311,,8.0486,5.2108,51.8852,7.9472,2.4657,2.3576,21.1305,4.7794,24.2643,16.4706,15.8511,0.9977,5.3121,,7.7916,35.6165,,,,,,2.1575,6.7813,8.4958,4.9454,1.276,2.9313,7.0997,7.6007,
2014/10/29,1.029,0,0.9061,-0.9382,1.3076,0,1.4048,7.7898,0.3105,5.8707,1.9917,0,0,,-0.3236,3.7979,,,,,,3.1786,3.8817,0.069,-0.8459,6.0221,0.2078,10.0264,-0.7115,,1.6573,,4.2693,3.7042,2.4745,,5.1894,4.8206,2.5183,7.0634,9.299,,,,5.9092,10.985,,,,,,3.6628,8.9728,0.9115,10.2291,9.5284,3.4201,12.4574,1.7318,,6415055831,3789682967,5397856731,20564280165,38068581631,6486807801,7487798280,12847811046,18957745939,5132790000,3736094076,1849995000,2433750000,,3468466355,2804100000,,,,,,13797615000,20150917787,50998133573,8900287734,4311813725,18757657152,7980485385,33347075449,,210.7784,-25.7617,185.4539,101.1373,123.0539,37.9029,72.7434,54.833,418.0365,-181.4213,202.9843,72.5057,48.8678,,43.6821,76.5998,,,,,,97.5178,221.6526,81.2819,286.1313,243.869,122.3523,2871.3409,181.3921,,7.0791,2.8764,21.1788,4.671,3.7297,3.6622,5.9848,5.2106,11.8317,5.668,4.6035,1.5474,6.0393,,4.3133,19.4423,,,,,,4.0919,4.2445,10.4263,5.4764,5.7562,5.593,6.1213,13.3356,,8.1314,5.2108,52.3553,7.8726,2.4979,2.3576,21.4273,5.1518,24.3396,17.4376,16.1668,0.9977,5.3121,,7.7664,36.9691,,,,,,2.226,7.0445,8.5017,4.9036,1.3528,2.9374,7.8116,7.5467,
2014/10/30,1.7593,0,0.4726,-2.8969,-0.3688,0,-1.7135,-0.4495,-1.0379,0.4984,-0.6509,0,0,,8.1981,-0.781,,,,,,-3.9609,1.0676,-3.6564,-2.1513,-1.6,-0.2903,-0.5596,-2.7687,,2.1485,,4.9895,3.1174,1.8622,,2.42,2.2486,1.8145,5.4833,5.6554,,,,8.9768,9.9255,,,,,,2.5895,6.1225,0.9841,5.96,6.2912,2.1941,11.7741,1.8257,,6527913294,3789682967,5423366451,19968546143,37928193500,6486807801,7359498419,12790058092,18760988562,5158374000,3711774506,1849995000,2433750000,,3752813029,2782200000,,,,,,13251108000,20366052141,49133420858,8708812701,4242824705,18703196928,7935830391,32423785087,,214.4866,-25.7617,186.3303,98.2074,122.6001,37.9029,71.4969,54.5865,413.6978,-182.3256,201.663,72.5057,48.8678,,47.2632,76.0016,,,,,,93.6552,224.019,78.3099,279.9757,239.9671,121.9971,2855.2742,176.3699,,7.2037,2.8764,21.2789,4.5357,3.7159,3.6622,5.8822,5.1871,11.7089,5.6962,4.5736,1.5474,6.0393,,4.6669,19.2905,,,,,,3.9298,4.2898,10.0451,5.3586,5.6641,5.5768,6.0871,12.9663,,8.2745,5.2108,52.6028,7.6446,2.4887,2.3576,21.0602,5.1286,24.087,17.5245,16.0616,0.9977,5.3121,,8.4031,36.6804,,,,,,2.1379,7.1198,8.1908,4.7981,1.3312,2.9288,7.7678,7.3377,
