ÈÕÆÚ,000519.SZ,000547.SZ,002465.SZ,300527.SZ,300762.SZ,600184.SH,600435.SH,600562.SH,600764.SH,600967.SH,600990.SH,601606.SH,000519.SZ,000547.SZ,002465.SZ,300527.SZ,300762.SZ,600184.SH,600435.SH,600562.SH,600764.SH,600967.SH,600990.SH,601606.SH,000519.SZ,000547.SZ,002465.SZ,300527.SZ,300762.SZ,600184.SH,600435.SH,600562.SH,600764.SH,600967.SH,600990.SH,601606.SH,000519.SZ,000547.SZ,002465.SZ,300527.SZ,300762.SZ,600184.SH,600435.SH,600562.SH,600764.SH,600967.SH,600990.SH,601606.SH,000519.SZ,000547.SZ,002465.SZ,300527.SZ,300762.SZ,600184.SH,600435.SH,600562.SH,600764.SH,600967.SH,600990.SH,601606.SH,000519.SZ,000547.SZ,002465.SZ,300527.SZ,300762.SZ,600184.SH,600435.SH,600562.SH,600764.SH,600967.SH,600990.SH,601606.SH
2014/1/2,0.3984,0.2506,5.1973,,,0.0935,0.4552,1.6633,0.6127,3.942,-1.2048,,1.016,0.7254,3.3265,,,0.5239,0.6748,0.4299,0.5078,2.0446,0.8609,,2399009760,2644210948,12690209390,,,2520087312,9859298400,3032304678,2707058539,7700217800,3278688000,,24.4133,24.1226,44.5655,,,-26.9633,430.2868,62.3182,581.2837,31.704,74.4503,,2.5904,2.0434,3.1841,,,4.8553,4.7077,7.5977,4.4742,3.7324,4.528,,4.4701,6.2287,8.6338,,,2.5732,9.3746,6.517,3.3503,2.5585,3.4131,
2014/1/3,-0.873,-1,-1.4181,,,-1.9141,-2.4169,-0.2836,-0.1218,3.9041,-3.1564,,1.0405,1.1121,2.504,,,0.6776,1.0458,0.4333,0.3476,3.8998,1.2828,,2378066024,2617768839,12510247592,,,2471850346,9621007200,3023705210,2703761269,8000839800,3175200000,,24.2002,23.8814,43.9335,,,-26.4472,419.8871,62.1415,580.5756,32.9418,72.1003,,2.5678,2.023,3.139,,,4.7623,4.5939,7.5761,4.4688,3.8781,4.3851,,4.431,6.1664,8.5113,,,2.524,9.1481,6.4985,3.3462,2.6584,3.3053,
2014/1/6,-4.3235,-3.0303,-5.29,,,-3.6173,-4.1022,0.0875,-2.439,-2.0934,-2.2593,,0.8284,0.7837,2.385,,,0.5058,1.078,1.3862,0.5114,1.5856,0.617,,2275251320,2538442510,11848452591,,,2382435484,9226337400,3026351200,2637815872,7833350400,3103464000,,23.1539,23.1577,41.6094,,,-25.4905,402.6627,62.1958,566.4153,32.2522,70.4714,,2.4568,1.9617,2.9729,,,4.5901,4.4055,7.5828,4.3598,3.7969,4.286,,4.2395,5.9795,8.0611,,,2.4327,8.7728,6.5042,3.2646,2.6028,3.2307,
2014/1/7,2.5105,-0.7812,2.2048,,,-0.0988,1.2107,-0.0656,-1.125,-0.2741,1.061,,0.8999,0.7441,1.9936,,,0.4277,0.6575,0.4699,0.2682,0.7127,0.5529,,2332370600,2518610928,12109687460,,,2380082461,9338036400,3024366707,2608140443,7811877400,3136392000,,23.7352,22.9768,42.5268,,,-25.4653,407.5375,62.1551,560.0431,32.1638,71.2191,,2.5184,1.9464,3.0385,,,4.5855,4.4588,7.5778,4.3107,3.7865,4.3315,,4.3459,5.9328,8.2388,,,2.4303,8.879,6.5,3.2278,2.5956,3.2649,
2014/1/8,1.6327,0.7874,6.4717,,,1.4335,0.7177,0.5906,-3.4134,2.199,2.8121,,0.9859,0.4829,5.8185,,,0.6206,0.9749,0.7505,0.9965,1.7198,0.6998,,2370450120,2538442510,12893392065,,,2414201290,9405055800,3042227140,2519114158,7983661400,3224592000,,24.1227,23.1577,45.279,,,-25.8303,410.4624,62.5221,540.9266,32.871,73.2219,,2.5595,1.9617,3.2351,,,4.6513,4.4908,7.6225,4.1636,3.8697,4.4533,,4.4168,5.9795,8.772,,,2.4651,8.9427,6.5383,3.1177,2.6527,3.3567,
2014/1/9,-1.9277,-1.3021,-3.8721,,,-4.922,-1.7419,-5.436,-4.8429,-4.142,-2.2611,,0.666,0.4751,3.3302,,,1.4589,1.0034,0.9237,0.9913,1.7784,0.5868,,2324754696,2505389873,12394143206,,,2295373644,9241230600,2876852758,2397115174,7652977200,3151680000,,23.6577,22.8562,43.5257,,,-24.559,403.3126,59.1234,514.7299,31.5095,71.5662,,2.5102,1.9361,3.1099,,,4.4223,4.4126,7.2082,3.962,3.7095,4.3526,,4.3317,5.9017,8.4323,,,2.3438,8.787,6.1829,2.9667,2.5428,3.2808,
2014/1/10,-3.0303,-2.6385,-2.1077,,,-5.4844,-4.029,-1.6096,-2.6135,0.0561,-2.9104,,0.6176,0.6999,1.9327,,,1.6711,1.2922,0.9203,0.6209,1.3926,0.5383,,2254307584,2439284600,12132908337,,,2169486929,8868900600,2830547931,2334467047,7657271800,3059952000,,22.9408,22.2531,42.6083,,,-23.2121,387.0631,58.1718,501.2775,31.5272,69.4833,,2.4341,1.885,3.0443,,,4.1798,4.2348,7.0922,3.8584,3.7115,4.2259,,4.2004,5.746,8.2546,,,2.2152,8.4329,6.0834,2.8891,2.5443,3.1854,
2014/1/13,-2.3649,0.271,1.6268,,,-6.128,-2.7708,-0.3973,-2.8249,-2.2434,-1.8832,,0.7306,0.605,1.8102,,,5.1254,0.9268,0.6487,0.8113,0.9619,0.7972,,2200996256,2445895127,12330285793,,,2036541147,8623162800,2819302473,2268521650,7485487800,3002328000,,22.3983,22.3134,43.3015,,,-21.7896,376.3385,57.9407,487.1171,30.8199,68.1749,,2.3766,1.8902,3.0938,,,3.9237,4.1175,7.064,3.7494,3.6283,4.1463,,4.1011,5.7615,8.3889,,,2.0795,8.1993,6.0592,2.8075,2.4872,3.1254,
2014/1/14,2.1626,3.2432,4.1902,,,9.9942,2.0725,1.6424,4.3605,3.9013,1.2926,,0.5128,0.7287,2.4987,,,3.1886,0.6316,0.4382,0.6201,1.1326,0.6138,,2248595656,2525221455,12846950311,,,2240077610,8801881200,2865607300,2367439745,7777520600,3041136000,,22.8826,23.0371,45.1159,,,-23.9673,384.1382,58.8923,508.3577,32.0223,69.0561,,2.428,1.9515,3.2235,,,4.3158,4.2028,7.18,3.9129,3.7698,4.1999,,4.1898,5.9484,8.7404,,,2.2873,8.3692,6.1588,2.9299,2.5842,3.1658,
2014/1/15,-0.1693,0,1.446,,,-0.7878,2.3689,1.6851,-1.532,3.0922,0.8894,,0.6884,0.9879,3.7138,,,1.3615,1.074,1.0369,0.4452,1.7179,0.9447,,2244787704,2525221455,13032717329,,,2222429940,9010386000,2913896620,2331169777,8018018200,3068184000,,22.8439,23.0371,45.7683,,,-23.7785,393.238,59.8847,500.5695,33.0125,69.6703,,2.4239,1.9515,3.2701,,,4.2818,4.3024,7.301,3.853,3.8864,4.2373,,4.1827,5.9484,8.8668,,,2.2693,8.5675,6.2625,2.8851,2.6641,3.1939,
2014/1/16,1.0178,-0.5236,-1.6036,,,1.3235,-0.6612,0.5448,1.273,1.0712,-1.1499,,1.0689,0.9059,2.6702,,,1.0811,0.613,0.5081,0.4023,1.2017,0.7682,,2267635416,2512000401,12823729434,,,2251842724,8950813200,2929772560,2360845205,8103910200,3032904000,,23.0764,22.9165,45.0344,,,-24.0932,390.638,60.211,506.9417,33.3661,68.8692,,2.4485,1.9412,3.2176,,,4.3385,4.2739,7.3408,3.902,3.928,4.1885,,4.2253,5.9173,8.7246,,,2.2993,8.5108,6.2967,2.9218,2.6927,3.1572,
2014/1/17,6.4652,-2.1053,0.8148,,,0.627,-2.3295,0.2935,-0.9777,-1.8018,0.4265,,2.6267,1.0794,2.4229,,,0.8111,0.7078,0.3505,0.29,1.2058,1.1517,,2414241568,2459116182,12928223381,,,2265960860,8742308400,2938372028,2337764317,7957893800,3045840000,,24.5683,22.434,45.4013,,,-24.2443,381.5383,60.3877,501.9855,32.765,69.1629,,2.6068,1.9004,3.2439,,,4.3657,4.1744,7.3623,3.8639,3.8573,4.2064,,4.4984,5.7927,8.7957,,,2.3138,8.3126,6.3151,2.8932,2.6441,3.1707,
2014/1/20,-0.3943,-0.2688,-2.5595,,,-1.973,0.3407,-1.7109,-0.141,0.1079,-0.5019,,1.5114,0.5709,2.2264,,,0.9589,0.5101,0.5526,0.6314,1.6396,0.5875,,2404721688,2452505654,12597325881,,,2221253429,8772094800,2888098216,2334467047,7966483000,3030552000,,24.4714,22.3737,44.2393,,,-23.7659,382.8383,59.3545,501.2775,32.8003,68.8157,,2.5966,1.8953,3.1608,,,4.2795,4.1886,7.2364,3.8584,3.8614,4.1853,,4.4807,5.7771,8.5706,,,2.2681,8.3409,6.2071,2.8891,2.647,3.1548,
2014/1/21,0,1.8868,2.2581,,,-0.7945,1.1036,-1.0536,-0.1412,-0.4852,2.0179,,1.0635,0.6029,2.1828,,,0.4966,0.5238,0.3982,0.5667,0.7643,0.6101,,2404721688,2498779346,12881781627,,,2203605759,8868900600,2857669330,2331169777,7927831600,3091704000,,24.4714,22.7958,45.2382,,,-23.5771,387.0631,58.7292,500.5695,32.6412,70.2043,,2.5966,1.931,3.2322,,,4.2455,4.2348,7.1601,3.853,3.8427,4.2697,,4.4807,5.8861,8.7641,,,2.2501,8.4329,6.1417,2.8851,2.6342,3.2184,
2014/1/22,2.2169,2.1164,1.397,,,1.7619,2.6868,0.2083,2.9703,-4.0628,3.081,,1.795,1.0152,3.3411,,,0.9662,1.1625,0.8586,1.1237,3.7595,1.1496,,2458033016,2551663565,13061743425,,,2242430633,9107191800,2863622807,2400412444,7605736600,3186960000,,25.014,23.2783,45.8702,,,-23.9925,397.4628,58.8515,515.4379,31.315,72.3674,,2.6541,1.9719,3.2774,,,4.3203,4.3486,7.175,3.9674,3.6866,4.4013,,4.58,6.0107,8.8865,,,2.2897,8.6595,6.1545,2.9708,2.5271,3.3176,
2014/1/23,-1.9365,2.8497,3.6889,,,1.9937,-0.2453,2.1714,-0.6868,1.9763,1.2177,,1.9549,2.7559,3.8762,,,1.5312,1.0279,1.0573,0.6065,1.7301,1.5247,,2410433616,2624379366,13543576627,,,2287138064,9084852000,2925803575,2383926094,7756047600,3225768000,,24.5296,23.9417,47.5623,,,-24.4709,396.4879,60.1294,511.8978,31.9339,73.2486,,2.6027,2.0281,3.3983,,,4.4065,4.3379,7.3308,3.9402,3.7594,4.4549,,4.4913,6.182,9.2144,,,2.3354,8.6383,6.2881,2.9503,2.5771,3.358,
2014/1/24,-0.4739,3.0227,0.2143,,,2.9321,0.7377,-0.6331,0.5533,5.9247,1.3853,,1.5245,2.1716,2.9533,,,1.0128,0.8766,0.8357,0.5891,3.0598,1.0637,,2399009760,2703705694,13572602723,,,2354199211,9151871400,2907281644,2397115174,8215569800,3270456000,,24.4133,24.6654,47.6642,,,-25.1884,399.4128,59.7488,514.7299,33.8259,74.2633,,2.5904,2.0894,3.4055,,,4.5357,4.3699,7.2844,3.962,3.9822,4.5166,,4.4701,6.3688,9.2341,,,2.4039,8.702,6.2483,2.9667,2.7298,3.4045,
2014/1/27,-1.0317,0.2445,0.6416,,,-2.9485,0.3255,-1.1832,0.8253,-1.8819,0.1438,,1.5861,2.1053,3.7261,,,1.0417,1.2701,0.5518,0.5829,2.0404,1.288,,2374258072,2710316222,13659681013,,,2284785042,9181657800,2872883773,2416898793,8060964200,3275160000,,24.1614,24.7257,47.97,,,-24.4457,400.7127,59.0419,518.978,33.1893,74.3701,,2.5637,2.0945,3.4274,,,4.4019,4.3842,7.1982,3.9947,3.9072,4.5231,,4.4239,6.3844,9.2933,,,2.333,8.7303,6.1744,2.9912,2.6784,3.4094,
2014/1/28,0.2406,-1.7073,1.1475,,,-2.3172,-1.2165,-4.3749,-0.5457,-0.1598,1.0054,,1.0289,1.2696,2.4745,,,0.6456,0.6895,1.1407,0.3963,0.9841,1.1987,,2379970000,2664042530,13816421934,,,2231842031,9069958800,2747199242,2403709713,8048080400,3308088000,,24.2196,24.3035,48.5205,,,-23.8792,395.8379,56.4589,516.1459,33.1363,75.1179,,2.5698,2.0587,3.4667,,,4.2999,4.3308,6.8833,3.9729,3.901,4.5686,,4.4346,6.2754,9.4,,,2.2789,8.6241,5.9043,2.9748,2.6741,3.4437,
2014/1/29,0.32,7.4442,0.042,,,4.9025,2.2989,0.4334,0.4115,-1.6009,1.0309,,1.0252,4.8089,2.7578,,,1.0935,0.9883,0.5255,0.4052,0.9584,0.9797,,2387585904,2862358351,13822227153,,,2341257587,9278463600,2759106198,2413601523,7919242400,3342192000,,24.2971,26.1127,48.5409,,,-25.0499,404.9376,56.7036,518.27,32.6058,75.8923,,2.5781,2.212,3.4682,,,4.5107,4.4304,6.9132,3.9892,3.8385,4.6157,,4.4488,6.7426,9.4039,,,2.3906,8.8224,5.9299,2.9871,2.6313,3.4792,
2014/1/30,0.7974,-0.4619,-0.84,,,2.9146,1.8459,3.1407,-0.5464,-2.3861,1.2315,,1.3711,2.4248,1.9432,,,1.5989,1.6895,0.9751,0.2471,1.2988,2.2777,,2406625664,2849137296,13706122767,,,2409495245,9449735400,2845762374,2400412444,7730280000,3383352000,,24.4908,25.9921,48.1331,,,-25.78,412.4124,58.4845,515.4379,31.8278,76.8269,,2.5986,2.2018,3.439,,,4.6422,4.5122,7.1303,3.9674,3.7469,4.6725,,4.4843,6.7114,9.3249,,,2.4603,8.9852,6.1161,2.9708,2.5685,3.522,
2014/2/7,3.6392,4.4084,4.2355,,,3.418,3.5461,1.2785,4.9451,1.2778,2.155,,3.4096,2.5904,3.9979,,,1.8798,2.2227,1.105,0.9252,0.7054,1.5731,,2494208560,2974737317,14286644697,,,2491851039,9784832400,2882144738,2519114158,7829055800,3456264000,,25.3821,27.1379,50.1718,,,-26.6611,427.0369,59.2322,540.9266,32.2345,78.4825,,2.6932,2.2988,3.5847,,,4.8009,4.6722,7.2214,4.1636,3.7948,4.7732,,4.6474,7.0073,9.7199,,,2.5444,9.3038,6.1943,3.1177,2.6013,3.5979,
2014/2/10,2.7481,0.8889,1.9504,,,1.0387,1.1416,1.1017,1.8325,2.3039,2.0075,,4.7931,3.0861,3.753,,,2.3215,2.4755,0.929,1.0378,1.4578,2.9825,,2562751696,3001179426,14565295224,,,2517734289,9896531400,2913896620,2565275936,8009429000,3525648000,,26.0796,27.3791,51.1504,,,-26.9381,431.9118,59.8847,550.8388,32.9771,80.0581,,2.7672,2.3193,3.6546,,,4.8507,4.7255,7.301,4.2399,3.8822,4.869,,4.7752,7.0696,9.9095,,,2.5708,9.41,6.2625,3.1748,2.6613,3.6701,
2014/2/11,-0.7429,-1.1013,-1.6341,,,-1.5888,-1.3544,0.6583,-1.5424,1.2869,-1.4009,,2.8576,3.3502,4.7385,,,1.7951,1.966,1.3692,0.7974,1.4209,1.5968,,2543711936,2968126789,14327281232,,,2477732903,9762492600,2933080048,2525708697,8112499400,3476256000,,25.8859,27.0776,50.3145,,,-26.5101,426.0619,60.279,542.3426,33.4015,78.9365,,2.7466,2.2937,3.5949,,,4.7737,4.6615,7.3491,4.1745,3.9322,4.8008,,4.7397,6.9917,9.7475,,,2.53,9.2826,6.3038,3.1258,2.6955,3.6187,
2014/2/12,0.524,3.7862,1.9854,,,-0.2374,0.5339,-0.0226,3.5248,-0.847,0.5413,,2.2892,4.1205,3.0528,,,2.1665,1.4843,1.4209,1.2215,1.3554,2.1709,,2557039768,3080505754,14611736978,,,2471850346,9814618800,2932418550,2614734983,8043785800,3495072000,,26.0215,28.1028,51.3135,,,-26.4472,428.3369,60.2654,561.4591,33.1186,79.3638,,2.761,2.3806,3.6663,,,4.7623,4.6864,7.3474,4.3216,3.8989,4.8268,,4.7645,7.2564,9.9411,,,2.524,9.3322,6.3023,3.236,2.6727,3.6383,
2014/2/13,-1.2658,0.8584,-2.8208,,,-2.9034,-3.1866,-0.8798,0.1261,-0.961,-2.86,,3.2269,4.486,3.5053,,,1.3826,1.3958,1.0442,1.0637,1.3346,1.7201,,2524672176,3106947864,14199566408,,,2400083154,9501861600,2906620147,2618032253,7966483000,3395112000,,25.6921,28.344,49.866,,,-25.6793,414.6873,59.7352,562.1671,32.8003,77.0939,,2.7261,2.401,3.5629,,,4.6241,4.5371,7.2828,4.3271,3.8614,4.6888,,4.7042,7.3187,9.6607,,,2.4507,9.0348,6.2469,3.2401,2.647,3.5343,
2014/2/14,1.2066,2.766,-0.9812,,,0.049,1.4107,0.4096,0.1259,0.593,2.3207,,2.0092,3.1307,3.3877,,,1.3145,0.8908,0.9812,0.8839,0.9366,1.1858,,2555135792,3192884720,14060241145,,,2401259665,9635900400,2918527102,2621329523,8013723600,3473904000,,26.0021,29.128,49.3767,,,-25.6919,420.5371,59.9799,562.8752,32.9948,78.8831,,2.759,2.4674,3.5279,,,4.6263,4.6011,7.3126,4.3325,3.8843,4.7976,,4.761,7.5211,9.5659,,,2.4519,9.1622,6.2725,3.2442,2.6627,3.6163,
2014/2/17,1.4903,4.9689,4.294,,,4.0176,3.0912,1.2466,2.6415,6.0021,4.5024,,3.3155,5.6284,3.6193,,,2.0561,2.363,1.4977,1.1681,2.6964,2.4394,,2593215312,3351537377,14663983952,,,2497733596,9933764400,2954909467,2690572189,8494718800,3630312000,,26.3896,30.5754,51.497,,,-26.7241,433.5367,60.7276,577.7436,34.9752,82.4347,,2.8001,2.59,3.6794,,,4.8122,4.7433,7.4038,4.447,4.1175,5.0136,,4.8319,7.8949,9.9766,,,2.5504,9.4454,6.3507,3.3299,2.8225,3.7791,
2014/2/18,-1.6153,4.142,-3.9192,,,-1.7428,0.9745,-0.1343,-0.3676,-1.6178,-0.5831,,2.8248,7.6278,4.549,,,1.555,2.4394,1.2174,1.0887,1.6232,2.2163,,2551327840,3490358451,14089267241,,,2454202676,10030570200,2950940481,2680680380,8357291600,3609144000,,25.9634,31.8418,49.4787,,,-26.2583,437.7616,60.646,575.6195,34.4094,81.954,,2.7549,2.6973,3.5352,,,4.7283,4.7895,7.3938,4.4306,4.0508,4.9843,,4.7539,8.2219,9.5856,,,2.506,9.5375,6.3422,3.3176,2.7769,3.7571,
2014/2/19,3.5821,1.1364,-2.4722,,,0.6232,-0.9651,-1.1432,0.246,0.4625,-5.246,,4.9569,5.9616,4.3472,,,1.5063,1.2632,1.1508,0.7063,0.9502,3.457,,2642718688,3530021616,13740954083,,,2469497324,9933764400,2917204107,2687274920,8395943000,3419808000,,26.8934,32.2037,48.2555,,,-26.422,433.5367,59.9527,577.0355,34.5685,77.6547,,2.8535,2.728,3.4478,,,4.7578,4.7433,7.3093,4.4415,4.0696,4.7229,,4.9242,8.3153,9.3486,,,2.5216,9.4454,6.2696,3.3258,2.7897,3.56,
2014/2/20,-3.3141,-1.8727,-1.3942,,,-3.1444,-2.024,-1.9501,-0.7362,-2.5575,-2.3384,,3.1745,4.5442,2.4532,,,1.4574,1.5083,0.9252,0.8024,0.9876,2.0696,,2555135792,3463916342,13549381846,,,2391847575,9732706200,2860315320,2667491301,8181213000,3339840000,,26.0021,31.6006,47.5827,,,-25.5912,424.762,58.7836,572.7874,33.6844,75.8389,,2.759,2.6769,3.3997,,,4.6082,4.6473,7.1667,4.4088,3.9655,4.6124,,4.761,8.1596,9.2183,,,2.4423,9.2543,6.1474,3.3013,2.7183,3.4767,
2014/2/21,-2.0119,-3.626,0.7712,,,0.5411,0.2295,-0.6707,-1.4833,-3.4121,1.0563,,2.432,4.7845,1.6627,,,0.6828,1.0408,0.917,0.5862,1.3247,1.4155,,2503728440,3338316322,13653875794,,,2404789199,9755046000,2841131891,2627924062,7902064000,3375120000,,25.479,30.4548,47.9497,,,-25.7296,425.737,58.3893,564.2912,32.5351,76.64,,2.7035,2.5798,3.4259,,,4.6331,4.6579,7.1187,4.3434,3.8302,4.6611,,4.6652,7.8637,9.2894,,,2.4555,9.2755,6.1062,3.2523,2.6256,3.5134,
2014/2/24,-0.9886,6.7327,-2.1684,,,-1.6145,-1.7557,-0.6286,0.6274,-1.1957,0.5923,,2.1039,4.9232,2.6788,,,0.8468,0.9416,0.5113,0.4958,1.051,1.2753,,2478976752,3563074252,13357809609,,,2365964325,9583774200,2823271458,2644410412,7807582800,3395112000,,25.2271,32.5052,46.9099,,,-25.3142,418.2622,58.0223,567.8313,32.1461,77.0939,,2.6767,2.7535,3.3517,,,4.5583,4.5762,7.0739,4.3707,3.7844,4.6888,,4.6191,8.3932,9.088,,,2.4159,9.1127,6.0678,3.2727,2.5942,3.5343,
2014/2/25,-4.5315,-2.5974,-5.2586,,,-3.5306,-5.2059,-4.4283,-2.1197,-2.8603,-5.7846,,2.3996,5.8468,4.3712,,,1.4654,1.7505,0.7999,1.1308,1.3395,2.0042,,2366642168,3470526869,12655378074,,,2282432019,9084852000,2698248425,2588356824,7584263600,3198720000,,24.0839,31.6609,44.4431,,,-24.4205,396.4879,55.4529,555.795,31.2266,72.6344,,2.5554,2.682,3.1754,,,4.3974,4.3379,6.7607,4.278,3.6762,4.4175,,4.4097,8.1752,8.6101,,,2.3306,8.6383,5.7991,3.2034,2.52,3.3298,
2014/2/26,0.885,3.4286,-2.7523,,,0.9794,-0.9016,-1.5445,-2.0382,1.4723,-0.0735,,1.1572,4.4082,3.3137,,,1.1791,1.1615,0.5862,0.6654,0.8825,1.2175,,2387585904,3589516362,12307064916,,,2304785735,9002939400,2656574080,2535600507,7695923200,3196368000,,24.2971,32.7464,43.2199,,,-24.6597,392.913,54.5964,544.4667,31.6863,72.581,,2.5781,2.7739,3.088,,,4.4405,4.2988,6.6563,4.1908,3.7303,4.4143,,4.4488,8.4554,8.3731,,,2.3534,8.5604,5.7095,3.1381,2.5571,3.3274,
2014/2/27,-0.0797,-1.8416,-1.8868,,,1.5824,3.8048,0.0996,1.3004,-2.9018,0,,1.8713,5.8674,2.757,,,1.3345,2.3073,0.6438,0.6231,1.1095,1.5747,,2385681928,3523411088,12074856144,,,2341257587,9345483000,2659220071,2568573205,7472604000,3196368000,,24.2777,32.1434,42.4045,,,-25.0499,407.8625,54.6508,551.5469,30.7669,72.581,,2.576,2.7228,3.0297,,,4.5107,4.4624,6.6629,4.2453,3.622,4.4143,,4.4452,8.2997,8.2151,,,2.3906,8.8861,5.7152,3.1789,2.4829,3.3274,
2014/2/28,1.676,-5.0657,3.6058,,,0.9548,0.8765,-0.9453,1.6688,-0.0575,1.6556,,1.485,5.3649,2.6873,,,0.824,1.4921,0.6499,0.362,1.6635,0.8085,,2425665424,3344926849,12510247592,,,2363611302,9427395600,2634083164,2611437713,7468309400,3249288000,,24.6846,30.5151,43.9335,,,-25.2891,411.4374,54.1342,560.7511,30.7492,73.7827,,2.6192,2.5849,3.139,,,4.5538,4.5015,6.5999,4.3162,3.62,4.4874,,4.5197,7.8793,8.5113,,,2.4135,8.964,5.6612,3.2319,2.4815,3.3825,
2014/3/3,0.471,10.0791,3.5731,,,0.5973,5.8452,2.2853,3.0303,-0.1725,4.2707,,3.0478,8.0683,3.1453,,,0.9745,3.8693,1.0917,0.8586,1.699,1.2367,,2437089280,3682063745,12957249478,,,2377729438,9978444000,2694279440,2690572189,7455425600,3388056000,,24.8008,33.5907,45.5032,,,-25.4401,435.4867,55.3713,577.7436,30.6961,76.9337,,2.6315,2.8455,3.2511,,,4.581,4.7646,6.7507,4.447,3.6137,4.679,,4.541,8.6734,8.8154,,,2.4279,9.4879,5.7905,3.3299,2.4772,3.5269,
2014/3/4,0.4687,6.6427,-1.2097,,,-1.1875,-1.0448,-0.5156,1.4706,1.7281,1.4231,,2.0309,9.8236,2.0305,,,0.6742,3.4756,0.3496,0.9285,1.4717,1.2176,,2448513136,3926653258,12800508557,,,2349493166,9874191600,2680387992,2730139428,7584263600,3436272000,,24.9171,35.822,44.9528,,,-25.138,430.9368,55.0858,586.2398,31.2266,78.0286,,2.6438,3.0345,3.2118,,,4.5266,4.7148,6.7159,4.5124,3.6762,4.7456,,4.5623,9.2496,8.7088,,,2.399,9.3888,5.7607,3.3788,2.52,3.5771,
2014/3/5,-2.0218,-0.1684,-0.0907,,,0.3005,-2.2624,-1.2833,0.1208,-0.453,-1.3347,,1.6743,4.3382,1.9966,,,0.6389,1.9323,0.5234,1.0274,1.0742,1.125,,2399009760,3920042730,12788898118,,,2356552234,9650793600,2645990120,2733436697,7549906800,3390408000,,24.4133,35.7617,44.912,,,-25.2135,421.1871,54.3789,586.9478,31.0852,76.9871,,2.5904,3.0294,3.2089,,,4.5402,4.6082,6.6297,4.5178,3.6595,4.6823,,4.4701,9.234,8.7009,,,2.4063,9.1764,5.6868,3.3829,2.5086,3.5294,
2014/3/6,-1.9048,-2.0236,-0.8625,,,3.7444,-1.3117,-0.525,0.3619,0.1138,-0.3815,,1.4449,2.9852,2.0845,,,1.5122,1.2022,0.3243,0.7603,0.6983,1.0724,,2353314336,3840716402,12678598951,,,2444790585,9524201400,2632098672,2743328507,7558496000,3377472000,,23.9483,35.0381,44.5247,,,-26.1576,415.6623,54.0934,589.0719,31.1205,76.6934,,2.541,2.9681,3.1812,,,4.7102,4.5477,6.5949,4.5342,3.6637,4.6644,,4.3849,9.0472,8.6259,,,2.4964,9.056,5.6569,3.3951,2.5114,3.5159,
2014/3/7,-0.4045,7.7453,-2.0147,,,-2.1655,2.111,1.0304,-1.4423,0.8523,-2.5418,,1.0014,8.6236,1.7884,,,1.1367,1.8385,0.3036,1.2038,0.7605,0.7758,,2343794456,4138190134,12423169302,,,2391847575,9725259600,2659220071,2703761269,7622915000,3291624000,,23.8514,37.7519,43.6277,,,-25.5912,424.437,54.6508,580.5756,31.3857,74.744,,2.5308,3.1979,3.1171,,,4.6082,4.6437,6.6629,4.4688,3.6949,4.5458,,4.3672,9.7479,8.4521,,,2.4423,9.2472,5.7152,3.3462,2.5328,3.4265,
2014/3/10,0.4062,-3.3546,-5.2804,,,-6.788,-6.1256,-3.5821,1.0976,-4.6761,-4.8232,,2.5773,8.409,2.3311,,,0.9558,1.7396,0.6195,1.2402,0.6934,1.0389,,2353314336,3999369059,11767179521,,,2229489008,9129531600,2563964426,2733436697,7266463200,3132864000,,23.9483,36.4854,41.324,,,-23.854,398.4378,52.6931,586.9478,29.9181,71.139,,2.541,3.0907,2.9525,,,4.2954,4.3593,6.4242,4.5178,3.5221,4.3266,,4.3849,9.4209,8.0058,,,2.2765,8.6807,5.5105,3.3829,2.4144,3.2613,
2014/3/11,-0.8091,1.9835,-1.6774,,,-0.686,0.8972,-0.903,4.9457,-1.3002,-0.7132,,1.2002,4.2668,1.8486,,,0.7589,0.9269,0.3302,2.2501,0.7871,0.5436,,2334274576,4078695387,11569802065,,,2214194361,9211444200,2540812013,2868624761,7171982000,3110520000,,23.7545,37.2091,40.6308,,,-23.6904,402.0127,52.2173,615.9766,29.5291,70.6316,,2.5205,3.152,2.903,,,4.2659,4.3984,6.3662,4.7413,3.4763,4.2957,,4.3494,9.6078,7.8715,,,2.2609,8.7586,5.4607,3.5502,2.383,3.238,
2014/3/12,0.7341,-5.9968,1.6056,,,-0.5313,0,3.0982,-1.0345,-0.2994,-0.3403,,1.0235,4.9465,1.4522,,,0.4271,0.8798,0.5762,1.2942,0.79,0.6596,,2351410360,3834105875,11755569083,,,2202429247,9211444200,2619530219,2838949332,7150509000,3099936000,,23.9289,34.9778,41.2832,,,-23.5645,402.0127,53.8351,609.6044,29.4407,70.3913,,2.539,2.963,2.9496,,,4.2433,4.3984,6.5634,4.6922,3.4659,4.2811,,4.3814,9.0316,7.9979,,,2.2489,8.7586,5.6299,3.5135,2.3759,3.227,
